galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
UGC07603,0.34,19.6,2.89,3.0,19.604097173805272,19.604097173805272,15.119902975879175,25.14639388445301,-0.004097173805270415,-5.546393884453007,-0.0013657246017568052,-1.8487979614843357,2.1790567774773952e-11,6.027288303042695e-11
UGC07603,0.68,32.5,2.89,3.0,27.83934086863408,27.83934086863408,21.48089616380098,35.66085572211395,4.660659131365922,-3.1608557221139506,1.5535530437886405,-1.0536185740379835,2.199101798045727e-11,6.060717799501687e-11
UGC07603,1.02,41.9,2.89,3.0,31.179297714990305,31.179297714990305,23.947497698089457,41.28007859001919,10.720702285009693,0.6199214099808117,3.5735674283365646,0.2066404699936039,1.8220889039338767e-11,5.4141503751022476e-11
UGC07603,1.37,50.6,2.89,3.0,32.23310838253114,32.23310838253114,25.09751214762132,45.078498361991834,18.36689161746886,5.521501638008168,6.122297205822953,1.8405005460027226,1.490013604862818e-11,4.806929677887199e-11
UGC07603,1.71,57.0,2.89,3.0,34.06624845796789,34.06624845796789,27.66079977151781,49.962572195713285,22.933751542032113,7.037427804286715,7.6445838473440375,2.3458092680955716,1.4500494411567854e-11,4.7308907825308346e-11
UGC07603,2.05,60.5,2.89,3.0,33.84836849834863,33.84836849834863,28.17912436538793,52.452162303889516,26.651631501651373,8.047837696110484,8.883877167217124,2.6826125653701616,1.2553088229039145e-11,4.3493302606447475e-11
UGC07603,2.39,60.5,2.89,3.0,32.18745988735364,32.18745988735364,26.9238135114623,52.78370845628241,28.31254011264636,7.716291543717588,9.43751337088212,2.572097181239196,9.829347776722231e-12,3.777907782351843e-11
UGC07603,2.74,60.0,2.89,3.0,29.950345974629403,29.950345974629403,24.974054216326188,52.10088309234845,30.049654025370597,7.899116907651553,10.0165513417902,2.6330389692171843,7.376952589867028e-12,3.210621140269494e-11
UGC07603,3.08,61.5,2.89,3.0,28.455725539862797,28.455725539862797,23.83396223878858,52.081677088583874,33.0442744601372,9.418322911416126,11.014758153379068,3.1394409704720423,5.977109775496884e-12,2.854096542126896e-11
UGC07603,3.42,61.5,2.89,3.0,27.764611180421735,27.764611180421735,23.57463030463044,52.987400528798354,33.73538881957826,8.512599471201646,11.245129606526087,2.8375331570672153,5.266391371200733e-12,2.6605325541951352e-11
UGC07603,3.76,63.0,2.89,3.0,27.243129298962696,27.243129298962696,23.425713521683818,53.936045631879324,35.7568707010373,9.063954368120676,11.918956900345767,3.021318122706892,4.7298488856242806e-12,2.5073780234650488e-11
UGC07603,4.11,64.0,2.89,3.0,26.54112589925303,26.54112589925303,23.03712490741846,54.526531736988524,37.45887410074697,9.473468263011476,12.486291366915657,3.157822754337159,4.1846986320641395e-12,2.3443550286306758e-11
UGC07608,0.6,14.6,6.69,6.69,10.434263558105094,10.434263558105094,8.44943169686577,20.37309914820179,4.165736441894905,-5.773099148201789,0.6226810824955015,-0.8629445662483989,3.856143646170922e-12,2.2418802026504038e-11
UGC07608,1.19,31.5,6.69,6.69,14.200468865498772,14.200468865498772,11.54204297340813,28.218714679522744,17.29953113450123,3.281285320477256,2.5858790933484648,0.49047613161095005,3.62800491941464e-12,2.168587500343892e-11
UGC07608,1.79,44.8,6.69,6.69,17.289095812100758,17.289095812100758,14.531978323683253,35.10723459287057,27.51090418789924,9.692765407129428,4.112242778460275,1.4488438575679266,3.823366288566045e-12,2.23146287791302e-11
UGC07608,2.38,50.6,6.69,6.69,20.723375111211976,20.723375111211976,17.89676272402358,41.96584303873675,29.876624888788026,8.634156961263251,4.465863212075938,1.2906064217134905,4.3613552002676095e-12,2.39808405591924e-11
UGC07608,2.99,55.6,6.69,6.69,22.217266843606122,22.217266843606122,19.45288117477717,46.252668153534735,33.38273315639388,9.347331846465266,4.989945165380251,1.3972095435673042,4.101532284723958e-12,2.3187388996135804e-11
UGC07608,3.59,61.4,6.69,6.69,24.155193934224577,24.155193934224577,21.78167472900098,51.28535295198339,37.24480606577542,10.114647048016607,5.567235585317701,1.5119053883432896,4.282896139551929e-12,2.374333410057298e-11
UGC07608,4.18,66.0,6.69,6.69,26.542452298158132,26.542452298158132,24.434584792870943,56.5323886216425,39.45754770184187,9.467611378357503,5.897989193100428,1.4151885468396865,4.628956507397215e-12,2.4778091054230782e-11
UGC07608,4.78,69.3,6.69,6.69,28.814904893127792,28.814904893127792,26.917349498046796,61.45075822325504,40.48509510687221,7.849241776744954,6.05158372300033,1.1732797872563459,4.912314289164243e-12,2.560212713968216e-11
UGC07690,0.59,45.3,4.31,4.31,44.568111290473134,44.568111290473134,33.89285328797207,46.38200156933318,0.7318887095268636,-1.0820015693331797,0.16981176555147648,-0.251044447641109,6.309772580711422e-11,1.1816705598431347e-10
UGC07690,1.18,59.8,4.31,4.31,48.797598813876064,48.797598813876064,37.77137341956206,56.17534423162606,11.002401186123933,3.624655768373934,2.5527612960844395,0.8409874172561332,3.918257745808361e-11,8.666803144313639e-11
UGC07690,1.77,60.7,4.31,4.31,46.587699020234936,46.587699020234936,36.78583558925908,59.6549985580034,14.112300979765067,1.0450014419966038,3.2743157725673013,0.24245973132171786,2.4776356388043774e-11,6.515831839329393e-11
UGC07690,2.36,58.8,4.31,4.31,45.042567089365576,45.042567089365576,36.35315460864434,62.71566075063722,13.75743291063442,-3.9156607506372225,3.191979793650678,-0.9085059746258057,1.81477028195207e-11,5.401190016264913e-11
UGC07690,2.95,57.9,4.31,4.31,42.51024492989895,42.51024492989895,35.003672435903056,64.21117046429421,15.389755070101046,-6.311170464294214,3.5707088329700807,-1.4643086924116508,1.3460297566346419e-11,4.5294827676361263e-11
UGC07690,3.54,56.9,4.31,4.31,40.02992755426869,40.02992755426869,33.560320320283,65.12500252576878,16.87007244573131,-8.22500252576878,3.914169941004945,-1.908353254238696,1.0310943033566863e-11,3.8827703007594315e-11
UGC07690,4.13,55.9,4.31,4.31,37.603204171985126,37.603204171985126,32.025345025463814,65.55448529917587,18.296795828014872,-9.654485299175867,4.245196247799274,-2.240019790992081,8.047982766883084e-12,3.3721293631693733e-11
UGC07866,0.33,12.2,4.07,4.07,9.411865064906104,9.411865064906104,7.476266715413515,16.64934559002944,2.788134935093895,-4.449345590029441,0.6850454385980086,-1.0932053046755383,5.489149860718864e-12,2.7222615617368426e-11
UGC07866,0.66,19.4,4.07,4.07,13.270866437426003,13.270866437426003,10.305752568347446,23.214370812378085,6.129133562573996,-3.814370812378087,1.5059296222540528,-0.9371918457931416,5.2151276338031235e-12,2.646179824426348e-11
UGC07866,1.0,23.9,4.07,4.07,17.513446148602505,17.513446148602505,13.715299340517507,29.839723977577872,6.386553851397494,-5.939723977577874,1.5691778504662146,-1.459391640682524,6.096211643378602e-12,2.8856194581019186e-11
UGC07866,1.33,26.0,4.07,4.07,19.136287518743018,19.136287518743018,15.610813559837293,34.16211408623553,6.863712481256982,-8.162114086235533,1.6864158430606835,-2.005433436421507,5.938118878867428e-12,2.843723004226364e-11
UGC07866,1.67,28.2,4.07,4.07,19.971013344344847,19.971013344344843,16.78512835816277,37.41287726162391,8.228986655655156,-9.212877261623913,2.021864043158515,-2.263606206787202,5.467418488528119e-12,2.7162841658906374e-11
UGC07866,2.0,30.6,4.07,4.07,20.881519437052464,20.881519437052464,18.162935170285667,40.68804647099213,9.718480562947537,-10.088046470992126,2.387833062149272,-2.4786354965582618,5.3455392744007414e-12,2.6825828070239794e-11
UGC07866,2.32,33.1,4.07,4.07,21.375657884612583,21.375657884612583,18.708012989091063,42.75499533559188,11.724342115387419,-9.654995335591877,2.880673738424427,-2.3722347261896504,4.88896350568022e-12,2.5534960869545994e-11
UGC08286,0.47,22.2,2.81,3.0,16.114965839243965,16.114965839243965,12.46965452608852,23.997285738342676,6.0850341607560345,-1.7972857383426764,2.0283447202520115,-0.5990952461142255,1.0721620716076623e-11,3.970780151262015e-11
UGC08286,0.95,43.4,3.47,3.47,23.66785765547866,23.66785765547866,17.96131192313078,34.374454600032934,19.73214234452134,9.025545399967065,5.6864963528879935,2.6010217290971367,1.100530187173507e-11,4.030857841017903e-11
UGC08286,1.42,60.2,3.04,3.04,29.10259428298446,29.10259428298446,22.06175319415934,42.13866501553575,31.097405717015544,18.061334984464253,10.22940977533406,5.941228613310609,1.1108135122970446e-11,4.052496568960542e-11
UGC08286,1.9,69.6,2.05,3.0,34.68577120376595,34.68577120376595,26.891093023527322,50.239853290839214,34.91422879623404,19.36014670916078,11.638076265411348,6.453382236386926,1.2334250486446292e-11,4.305192537945502e-11
UGC08286,2.37,72.5,2.0,3.0,39.047701289576565,39.047701289576565,30.51568147690626,56.63168520219302,33.452298710423435,15.868314797806981,11.150766236807812,5.289438265935661,1.2733484234102231e-11,4.3855097330992856e-11
UGC08286,2.84,74.3,2.02,3.0,39.80268149258287,39.80268149258288,31.092954410927238,59.47524491913519,34.49731850741712,14.824755080864804,11.49910616913904,4.941585026954935,1.1032021381794926e-11,4.0364873242249224e-11
UGC08286,3.3,75.8,2.01,3.0,41.17143009418059,41.17143009418059,32.32345427085415,62.79043457213803,34.628569905819404,13.009565427861965,11.542856635273134,4.336521809287322,1.0260559579061529e-11,3.8718853817203496e-11
UGC08286,3.78,77.2,2.05,3.0,41.90503890941994,41.90503890941994,33.46917277137276,65.94304514474372,35.29496109058006,11.256954855256282,11.764987030193353,3.7523182850854275,9.603899611100901e-12,3.728169520162323e-11
UGC08286,4.25,79.3,2.08,3.0,42.806218286599425,42.806218286599425,34.69640448230911,69.02813808851718,36.49378171340057,10.271861911482816,12.164593904466857,3.423953970494272,9.179720725510305e-12,3.633396915553109e-11
UGC08286,4.73,81.3,2.08,3.0,43.20709369999329,43.20709369999329,36.12827958815642,72.28280866027532,38.09290630000671,9.017191339724675,12.69763543333557,3.005730446574892,8.942992702330863e-12,3.5797966133339754e-11
UGC08286,5.2,81.6,2.03,3.0,41.38067527240221,41.38067527240221,34.81300799988418,72.25307874334173,40.21932472759779,9.346921256658263,13.406441575865928,3.1156404188860876,7.553169154991455e-12,3.253560042898116e-11
UGC08286,5.67,82.1,2.02,3.0,40.174708885068476,40.174708885068476,34.058784388172164,72.73821804871557,41.92529111493152,9.361781951284428,13.975097038310507,3.120593983761476,6.6301702803072655e-12,3.024069101334494e-11
UGC08286,6.15,82.9,2.0,3.0,38.27921924491145,38.27921924491145,32.40045471903133,72.02978815880643,44.62078075508855,10.87021184119358,14.873593585029518,3.6234039470645265,5.531928389739283e-12,2.7340006533764795e-11
UGC08286,6.62,83.2,2.0,3.0,37.44292990672604,37.44292990672604,31.938205960886403,72.64532026712267,45.75707009327396,10.554679732877332,15.252356697757987,3.5182265776257773,4.9935856093934055e-12,2.583489797748987e-11
UGC08286,7.1,83.5,2.02,3.0,38.742881720388326,38.742881720388326,33.93366240180979,76.30460560495175,44.757118279611674,7.195394395048254,14.919039426537225,2.398464798349418,5.255966345417133e-12,2.657618326707985e-11
UGC08286,7.57,83.8,2.0,3.0,37.67870486096887,37.67870486096887,33.12190815759261,76.38186410566301,46.121295139031126,7.418135894336984,15.373765046343708,2.472711964778995,4.69660755601224e-12,2.4976643876118212e-11
UGC08286,8.04,84.3,2.0,3.0,37.40944244438828,37.40944244438828,33.140382375585226,77.44887914566867,46.890557555611714,6.851120854331327,15.630185851870571,2.283706951443776,4.4269889308753295e-12,2.417818409025224e-11
UGC08490,0.34,38.8,3.69,3.69,27.036286468374307,27.036286468374307,20.50039087432237,30.36672892753069,11.76371353162569,8.433271072469307,3.1879982470530326,2.2854393150323324,4.005851273876137e-11,8.789548423652698e-11
UGC08490,0.68,50.1,3.69,3.69,38.96832785737668,38.96832785737668,29.896461596650525,43.79597663774937,11.131672142623323,6.304023362250632,3.0167133177840983,1.7084074152440738,4.259710875751438e-11,9.141321280994552e-11
UGC08490,1.02,60.2,3.69,3.69,44.359457571074955,44.359457571074955,34.277533691909625,51.43281907524193,15.840542428925048,8.767180924758073,4.292829926537953,2.3759297899073366,3.7330896170976684e-11,8.404849496424848e-11
UGC08490,1.36,68.2,3.69,3.69,46.47516265705801,46.47516265705801,36.11018836838157,56.06803694326993,21.724837342941996,12.131963056730072,5.887489794835229,3.2877948663225127,3.1072060530023166e-11,7.4910250276578e-11
UGC08490,1.69,72.8,3.69,3.69,46.68745013384217,46.68745013384217,36.61505154987494,58.95294795954572,26.112549866157828,13.84705204045428,7.0765717794465655,3.752588628849398,2.5708814460029946e-11,6.664595632229666e-11
UGC08490,2.03,75.3,3.69,3.69,46.27652158492467,46.27652158492467,36.465263607987254,60.96200532326756,29.023478415075324,14.337994676732436,7.865441304898462,3.8856354137486275,2.122814921780391e-11,5.932966633644429e-11
UGC08490,2.37,76.6,3.69,3.69,45.6715652676805,45.6715652676805,36.64018332377718,63.06403278437696,30.928434732319495,13.535967215623032,8.381689629354877,3.6682837982718244,1.8357620373854105e-11,5.438317856094088e-11
UGC08490,2.7,77.6,3.69,3.69,44.966833333024454,44.966833333024454,36.64751151169749,64.76679488427897,32.63316666697554,12.833205115721029,8.843676603516407,3.4778333646940456,1.6120357559160324e-11,5.034895972693811e-11
UGC08490,3.05,78.5,3.69,3.69,43.89416061391309,43.89416061391309,36.03886202420936,65.767463841026,34.60583938608691,12.732536158974,9.378276256392118,3.4505518046,1.3800402514884987e-11,4.5959130620022893e-11
UGC08490,3.38,78.2,3.69,3.69,43.11730228110288,43.11730228110287,35.7213772970752,66.8511590513813,35.08269771889713,11.348840948618701,9.507506156882691,3.075566652742195,1.2234582264674423e-11,4.2849981350290195e-11
UGC08490,3.72,78.8,3.69,3.69,42.976834527452105,42.976834527452105,36.07600789998804,68.60768526569106,35.82316547254789,10.192314734308937,9.708174924809727,2.7621449144468664,1.1338182982196523e-11,4.100643826303505e-11
UGC08490,4.06,79.2,3.69,3.69,42.70456949788863,42.70456949788863,36.255417471048375,70.09387699784878,36.495430502111375,9.106123002151222,9.89036056967788,2.4677840114230953,1.049226477876173e-11,3.9217832332918306e-11
UGC08490,4.39,79.2,3.69,3.69,41.37063209572703,41.37063209572703,35.26575109082465,70.15869921705863,37.82936790427297,9.041300782941377,10.251861220670182,2.4502170143472566,9.181025852840546e-12,3.6336909835443824e-11
UGC08490,4.74,79.2,3.69,3.69,39.9931395866841,39.9931395866841,34.340762571614505,70.26575436101727,39.2068604133159,8.93424563898273,10.625165423662846,2.421204780212122,8.062894604282708e-12,3.375658770389135e-11
UGC08490,5.08,78.8,3.69,3.69,38.419178153625296,38.419178153625296,33.02108795906034,69.78134937637678,40.3808218463747,9.018650623623216,10.94331215348908,2.4440787597894897,6.956142955060318e-12,3.106450723619981e-11
UGC08490,5.41,78.5,3.69,3.69,36.54171930820989,36.54171930820989,31.287189870616373,68.65914557303037,41.95828069179011,9.840854426969628,11.370807775552874,2.6668982186909562,5.863883118817814e-12,2.8238978241938163e-11
UGC08490,5.75,80.1,3.69,3.69,35.915070012461335,35.915070012461335,30.95717386971879,69.18866605389671,44.18492998753866,10.911333946103284,11.974235768980666,2.9570010694046838,5.401373667409275e-12,2.6980595143872284e-11
UGC08490,6.09,80.1,3.69,3.69,35.57912399146443,35.57912399146443,30.916788707755533,70.03218002799983,44.520876008535566,10.067819972000166,12.06527805109365,2.72840649647701,5.086521891428017e-12,2.6099215510408183e-11
UGC08490,6.42,80.1,3.69,3.69,34.82506677667682,34.82506677667682,30.358147440184815,70.15791882317865,45.274933223323174,9.942081176821347,12.269629599816579,2.6943309422280075,4.652270502072033e-12,2.4846648824300273e-11
UGC08490,6.77,80.1,3.69,3.69,34.24629842771332,34.24629842771332,29.977524847792218,70.51235794288007,45.853701572286674,9.587642057119922,12.426477390863598,2.5982769802493015,4.301820940996515e-12,2.3800783927329974e-11
UGC08490,7.11,79.8,3.69,3.69,33.61008250510552,33.61008250510552,29.498292933659737,70.67284027283951,46.18991749489448,9.127159727160489,12.517592817044575,2.4734850209107018,3.96619097720619e-12,2.2765906356573717e-11
UGC08490,7.44,79.8,3.69,3.69,33.89465084640938,33.89465084640938,30.040545867210867,72.11807528868673,45.90534915359062,7.681924711313272,12.440474025363311,2.0818224149900466,3.930901479353541e-12,2.2655036929457e-11
UGC08490,7.78,79.5,3.69,3.69,33.61986757856134,33.61986757856134,29.92744786980674,72.70430003192374,45.88013242143866,6.7956999680762635,12.433640222612103,1.8416531078797462,3.7308623301997525e-12,2.2018617796530093e-11
UGC08490,8.12,79.5,3.69,3.69,32.40617169614455,32.40617169614455,28.74442074559861,71.82503626541778,47.09382830385545,7.674963734582221,12.762555095895786,2.079935971431496,3.2976195409039496e-12,2.0589468386925684e-11
UGC08490,8.46,78.8,3.69,3.69,32.20116845706068,32.20116845706068,28.680067119865672,72.41502947788011,46.598831542939315,6.384970522119886,12.628409632232877,1.7303443149376385,3.1509348127779276e-12,2.008799147261394e-11
UGC08490,8.8,77.9,3.69,3.69,32.07593412513499,32.07593412513499,28.69941724147025,73.09942206866054,45.82406587486501,4.800577931339461,12.418446036548785,1.300969629089285,3.0332830555172696e-12,1.967862135791474e-11
UGC08490,9.13,77.2,3.69,3.69,31.361234892778054,31.361234892778054,28.039497392071773,72.801110397413,45.838765107221946,4.398889602587005,12.42242956835283,1.1921110034111124,2.79073838901922e-12,1.8812853956925058e-11
UGC08490,9.47,77.6,3.69,3.69,30.65289470833056,30.65289470833056,27.380254089398072,72.48396868761252,46.94710529166943,5.116031312387477,12.722792761970036,1.3864583502405088,2.565514206712534e-12,1.7979739863761893e-11
UGC08490,9.77,76.6,3.69,3.69,30.413390241799746,30.413390241799746,27.226390616458872,72.78840554537271,46.18660975820025,3.811594454627283,12.516696411436381,1.032952426728261,2.458866970186075e-12,1.7574351294849594e-11
UGC08490,10.15,77.6,3.69,3.69,30.344521746107645,30.344521746107645,27.28351150420341,73.51762500050691,47.25547825389235,4.082374999493084,12.80636267043153,1.1063346882095078,2.3767524091325026e-12,1.7257041751134592e-11
