key,label,A,Z,N,in_domain,magic_any,A_bin,radii_used,R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,sigma_set_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,C3_inf_eq19,C_surf_eq19_MeV_fm,x_eq19_fm5,C3_eff_eq19,E3_vol_eq19_MeV,E3_surf_equiv_eq19_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19,pass_3sigma_eq19
Z78_N114,Pt-192,192,78,114,1,0,100<=A<200,published,6.99318782936,0.134025377822,7.9424923,1.34e-05,0,19.5244694865,11.5819771865,1551.70342727,195.655721197,1.3267817104,1811.29585968,27.872941272,4.66300743837,19.5244694865,11.5819771865,0.598011389764,0.598011389764,19.3674859454,0
Z79_N113,Au-192,192,79,113,1,0,100<=A<200,published,6.99447882381,0.133951178976,7.9201033,8.24e-05,0,19.4957242102,11.5756209102,1551.70342727,195.655721197,1.32800683147,1811.53556163,27.8420878976,4.66214677143,19.4957242102,11.5756209102,0.597513309742,0.597513309742,19.3729925701,0
Z80_N112,Hg-192,192,80,112,1,0,100<=A<200,published,7.00132109438,0.133558838111,7.9120666,8.09e-05,0,19.4434800196,11.5314134196,1551.70342727,195.655721197,1.33451509134,1812.80893991,27.679228691,4.65759053565,19.4434800196,11.5314134196,0.593926265889,0.593926265889,19.4155639881,0
Z81_N111,Tl-192,192,81,111,1,0,100<=A<200,published,6.99602801714,0.133862212641,7.8760167,0.000165,0,19.4245683376,11.5485516376,1551.70342727,195.655721197,1.32947817118,1811.82343766,27.8051164282,4.66111439038,19.4245683376,11.5485516376,0.59681955884,0.59681955884,19.3501561176,0
Z82_N110,Pb-192,192,82,110,1,1,100<=A<200,published,7.01009985664,0.133057698203,7.8546482,2.98e-05,0,19.3372693471,11.4826211471,1551.70342727,195.655721197,1.34290265607,1814.45001494,27.4719022034,4.65175782558,19.3372693471,11.4826211471,0.589395453084,0.589395453084,19.4820321178,0
Z84_N108,Po-192,192,84,108,1,0,100<=A<200,published,7.12887134592,0.126517408656,7.7710542,5.54e-05,0,18.8036796543,11.0326254543,1551.70342727,195.655721197,1.46058688397,1837.47560742,24.8375809464,4.57425660864,18.8036796543,11.0326254543,0.540552757582,0.540552757582,20.4098957957,0
Z77_N116,Ir-193,193,77,116,1,0,100<=A<200,published,6.97550120541,0.135750814933,7.9381346,6.9e-06,0,19.6350328995,11.6968982995,1551.70342727,195.655721197,1.29654752567,1805.38036847,28.5952310614,4.6748306546,19.6350328995,11.6968982995,0.733610895999,0.733610895999,15.9442810395,0
Z78_N115,Pt-193,193,78,115,1,0,100<=A<200,published,6.99602801714,0.134559411665,7.9337875,7e-06,0,19.5563432111,11.6225557111,1551.70342727,195.655721197,1.31573688696,1809.13487679,28.0955073197,4.66111439038,19.5563432111,11.6225557111,0.602772608056,0.602772608056,19.2818246147,0
Z79_N114,Au-193,193,79,114,1,0,100<=A<200,published,6.99990100049,0.134336183622,7.9241648,4.49e-05,0,19.5217820404,11.5976172404,1551.70342727,195.655721197,1.31938286453,1809.84823316,28.0023662631,4.65853543699,19.5217820404,11.5976172404,0.600917378251,0.600917378251,19.2998532913,0
Z80_N113,Hg-193,193,80,113,1,0,100<=A<200,published,7.00209569105,0.134209906875,7.907973,8.03e-05,0,19.4867620163,11.5787890163,1551.70342727,195.655721197,1.3214525034,1810.25316985,27.9497462515,4.65707529645,19.4867620163,11.5787890163,0.599718242649,0.599718242649,19.3070481985,0
Z81_N112,Tl-193,193,81,112,1,0,100<=A<200,published,7.00274118828,0.134172796777,7.8853445,3.48e-05,0,19.4509986055,11.5656541055,1551.70342727,195.655721197,1.32206171473,1810.37236553,27.9342917378,4.65664601753,19.4509986055,11.5656541055,0.599462569249,0.599462569249,19.2933715945,0
Z82_N111,Pb-193,193,82,111,1,1,100<=A<200,published,7.01139085108,0.133676838838,7.8540994,5.33e-05,0,19.3840975941,11.5299981941,1551.70342727,195.655721197,1.33024684698,1811.97383348,27.7281601137,4.650901306,19.3840975941,11.5299981941,0.594873139436,0.594873139436,19.3822807414,0
Z84_N109,Po-193,193,84,109,1,0,100<=A<200,preliminary,7.12435286535,0.127418484292,7.773951,7.53e-05,0,18.886056295,11.112105295,1551.70342727,195.655721197,1.44091531941,1833.62675327,25.1926346582,4.57715774086,18.886056295,11.112105295,0.548634938883,0.548634938883,20.2540970461,0
Z78_N116,Pt-194,194,78,116,1,0,100<=A<200,published,7.00183749216,0.134920219796,7.935942,2.6e-06,0,19.5775843016,11.6416423016,1551.70342727,195.655721197,1.30762327657,1807.5474025,28.2463801301,4.65724703018,19.5775843016,11.6416423016,0.605992028355,0.605992028355,19.2108835708,0
Z79_N115,Au-194,194,79,115,1,0,100<=A<200,published,7.00390308328,0.134800882983,7.9187744,1.09e-05,0,19.5508495911,11.6320751911,1551.70342727,195.655721197,1.30955320506,1807.92500405,28.1964344326,4.65587351488,19.5508495911,11.6320751911,0.605047864678,0.605047864678,19.2250495708,0
Z80_N114,Hg-194,194,80,114,1,0,100<=A<200,published,7.01126175164,0.13437688758,7.9145974,1.49e-05,0,19.502089578,11.587492178,1551.70342727,195.655721197,1.31644710284,1809.27383459,28.0193383075,4.65098694377,19.502089578,11.587492178,0.601189267983,0.601189267983,19.2742831502,0
Z81_N113,Tl-194,194,81,113,1,0,100<=A<200,published,7.0048067794,0.134748717382,7.8835211,7.2e-05,0,19.4905350886,11.6070139886,1551.70342727,195.655721197,1.31039826499,1808.09034486,28.1746155941,4.65527285665,19.4905350886,11.6070139886,0.604650193744,0.604650193744,19.1962462076,0
Z82_N112,Pb-194,194,82,112,1,1,100<=A<200,published,7.01939501667,0.133910327297,7.8654181,8.99e-05,0,19.4077161775,11.5422980775,1551.70342727,195.655721197,1.32410042066,1810.77125001,27.8251082393,4.64559791674,19.4077161775,11.5422980775,0.596950858091,0.596950858091,19.3354242163,0
Z84_N110,Po-194,194,84,110,1,0,100<=A<200,published,7.12202907534,0.128204093916,7.7892947,6.66e-05,0,18.9572674148,11.1679727148,1551.70342727,195.655721197,1.42377453149,1830.27306005,25.504247054,4.57865118511,18.9572674148,11.1679727148,0.554001803828,0.554001803828,20.1587298771,0
Z78_N117,Pt-195,195,78,117,1,0,100<=A<200,published,7.00622687329,0.135360955983,7.926553,2.6e-06,0,19.6018148791,11.6752618791,1551.70342727,195.655721197,1.29830798286,1805.72481199,28.4312232237,4.65432927822,19.6018148791,11.6752618791,0.609959530184,0.609959530184,19.1410434649,0
Z79_N116,Au-195,195,79,116,1,0,100<=A<200,published,7.00984165775,0.135151658072,7.9213778,5.7e-06,0,19.5726147307,11.6512369307,1551.70342727,195.655721197,1.30166067812,1806.380786,28.3433693059,4.65192916736,19.5726147307,11.6512369307,0.608191872321,0.608191872321,19.1571730253,0
Z80_N115,Hg-195,195,80,115,1,0,100<=A<200,published,7.01590933165,0.134801305552,7.909398,0.0001187,0,19.5302695946,11.6208715946,1551.70342727,195.655721197,1.30730398489,1807.48493125,28.1966112111,4.64790596981,19.5302695946,11.6208715946,0.604977182148,0.604977182148,19.2087766902,0
Z81_N114,Tl-195,195,81,114,1,0,100<=A<200,published,7.01332734276,0.134950243543,7.8907293,5.71e-05,0,19.5087146929,11.6179853929,1551.70342727,195.655721197,1.30490019041,1807.01461511,28.2589528418,4.64961711789,19.5087146929,11.6179853929,0.606376710855,0.606376710855,19.1596827267,0
Z82_N113,Pb-195,195,82,113,1,1,100<=A<200,published,7.02158970723,0.13447441259,7.8640647,2.61e-05,0,19.4483231752,11.5842584752,1551.70342727,195.655721197,1.31260480321,1808.52206668,28.0600235458,4.64414587378,19.4483231752,11.5842584752,0.602186266462,0.602186266462,19.2370021044,0
Z84_N111,Po-195,195,84,111,1,0,100<=A<200,preliminary,7.11686509755,0.129145655489,7.7913155,3.1e-05,0,19.0365400677,11.2452245677,1551.70342727,195.655721197,1.40410767763,1826.42512757,25.8802412968,4.58197344185,19.0365400677,11.2452245677,0.56242952293,0.56242952293,19.9940154441,0
Z78_N118,Pt-196,196,78,118,1,0,100<=A<200,published,7.01100355275,0.135777216287,7.9265297,2.6e-06,0,19.6235358393,11.6970061393,1551.70342727,195.655721197,1.28948044797,1803.99765428,28.6063547694,4.65115822876,19.6235358393,11.6970061393,0.613718630866,0.613718630866,19.0592326043,0
Z79_N117,Au-196,196,79,117,1,0,100<=A<200,published,7.01423103887,0.135589875378,7.9148553,1.51e-05,0,19.5977193034,11.6828640034,1551.70342727,195.655721197,1.29245121649,1804.57890214,28.527469026,4.64901807276,19.5977193034,11.6828640034,0.612122295712,0.612122295712,19.0858331501,0
Z80_N116,Hg-196,196,80,116,1,0,100<=A<200,published,7.02107330945,0.135193850973,7.91437,1.5e-05,0,19.5554894857,11.6411194857,1551.70342727,195.655721197,1.29876735487,1805.81469075,28.3610690614,4.64448744928,19.5554894857,11.6411194857,0.608491659238,0.608491659238,19.13110773,0
Z81_N115,Tl-196,196,81,115,1,0,100<=A<200,published,7.01358554165,0.135627315975,7.88829,6.18e-05,0,19.5504904718,11.6622004718,1551.70342727,195.655721197,1.2918566252,1804.46256695,28.5432258506,4.64944594638,19.5504904718,11.6622004718,0.612490519752,0.612490519752,19.0406220108,0
Z82_N114,Pb-196,196,82,114,1,1,100<=A<200,published,7.0286901767,0.134754805546,7.8733374,3.93e-05,0,19.4721604252,11.5988230252,1551.70342727,195.655721197,1.30582754736,1807.1960578,28.1771616008,4.63945430037,19.4721604252,11.5988230252,0.604502674457,0.604502674457,19.1873808261,0
Z84_N112,Po-196,196,84,112,1,0,100<=A<200,published,7.11802699255,0.129744384563,7.8047445,2.75e-05,0,19.0899919619,11.2852474619,1551.70342727,195.655721197,1.39095147184,1823.85104064,26.1207630768,4.5812255138,19.0899919619,11.2852474619,0.566479186632,0.566479186632,19.9217336281,0
Z79_N118,Au-197,197,79,118,1,0,100<=A<200,published,7.01926591722,0.13598860865,7.9156548,2.8e-06,0,19.6195741309,11.7039193309,1551.70342727,195.655721197,1.28396147608,1802.91783586,28.6954989207,4.64568335931,19.6195741309,11.7039193309,0.615709981373,0.615709981373,19.0088185753,0
Z80_N117,Hg-197,197,80,117,1,0,100<=A<200,published,7.02455899446,0.135681433792,7.9086402,1.63e-05,0,19.5843230829,11.6756828829,1551.70342727,195.655721197,1.2888098211,1803.8664423,28.566008949,4.64218278926,19.5843230829,11.6756828829,0.612881713091,0.612881713091,19.0504670535,0
Z81_N116,Tl-197,197,81,116,1,0,100<=A<200,published,7.02146060778,0.135861131054,7.8935725,6.89e-05,0,19.5681387053,11.6745662053,1551.70342727,195.655721197,1.28596999153,1803.3108134,28.6417250245,4.64423126295,19.5681387053,11.6745662053,0.614543319,0.614543319,18.9971412012,0
Z82_N115,Pb-197,197,82,115,1,1,100<=A<200,published,7.02894837559,0.135427404742,7.8712822,2.44e-05,0,19.5153504579,11.6440682579,1551.70342727,195.655721197,1.2928414989,1804.65526313,28.4591438777,4.6392838763,19.5153504579,11.6440682579,0.610546536599,0.610546536599,19.0715491119,0
Z84_N113,Po-197,197,84,113,1,0,100<=A<200,preliminary,7.11492860587,0.130576786743,7.8057136,5.01e-05,0,19.1566508633,11.3509372633,1551.70342727,195.655721197,1.37387192443,1820.50932947,26.4570046571,4.58322053145,19.1566508633,11.3509372633,0.574036558782,0.574036558782,19.7738926026,0
Z78_N120,Pt-198,198,78,120,1,0,100<=A<200,published,7.02081511056,0.136588448568,7.9141512,1.06e-05,0,19.6623560151,11.7482048151,1551.70342727,195.655721197,1.27242815172,1800.66127496,28.9492064652,4.64465825587,19.6623560151,11.7482048151,0.621096406208,0.621096406208,18.9152677388,0
Z79_N119,Au-198,198,79,119,1,0,100<=A<200,published,7.02300980112,0.13646043691,7.9085675,2.7e-06,0,19.6437958808,11.7352283808,1551.70342727,195.655721197,1.27441818598,1801.05063655,28.8949690915,4.64320680017,19.6437958808,11.7352283808,0.619980210522,0.619980210522,18.928391877,0
Z80_N118,Hg-198,198,80,118,1,0,100<=A<200,published,7.03114306615,0.135987433213,7.9115532,2.3e-06,0,19.6027298479,11.6911766479,1551.70342727,195.655721197,1.28181474142,1802.49781494,28.6950028556,4.63783577712,19.6027298479,11.6911766479,0.615644743932,0.615644743932,18.9901347541,0
Z81_N117,Tl-198,198,81,117,1,0,100<=A<200,published,7.02249340334,0.136490542904,7.8903011,3.81e-05,0,19.6042831002,11.7139820002,1551.70342727,195.655721197,1.27394971878,1800.95897826,28.9077201533,4.64354823754,19.6042831002,11.7139820002,0.620239209109,0.620239209109,18.8862326473,0
Z82_N116,Pb-198,198,82,116,1,1,100<=A<200,published,7.03901813229,0.135531526287,7.8789695,4.42e-05,0,19.5277693219,11.6487998219,1551.70342727,195.655721197,1.28900917129,1803.9054463,28.502921563,4.63264708989,19.5277693219,11.6487998219,0.611473550092,0.611473550092,19.0503740025,0
Z84_N114,Po-198,198,84,114,1,0,100<=A<200,published,7.119317987,0.130997017255,7.8175611,8.8e-05,0,19.1948314314,11.3772703314,1551.70342727,195.655721197,1.3642298384,1818.62280018,26.6275699052,4.58039476896,19.1948314314,11.3772703314,0.576759423123,0.576759423123,19.7261975709,0
Z79_N120,Au-199,199,79,120,1,0,100<=A<200,published,7.02998117115,0.136742017003,7.9069379,2.7e-06,0,19.6576685531,11.7507306531,1551.70342727,195.655721197,1.2679164152,1799.7785279,29.0143391108,4.63860230523,19.6576685531,11.7507306531,0.622543323123,0.622543323123,18.8753621101,0
Z80_N119,Hg-199,199,80,119,1,0,100<=A<200,published,7.03256316004,0.136591458771,7.9052794,2.7e-06,0,19.6345989352,11.7293195352,1551.70342727,195.655721197,1.27024654361,1800.23443085,28.9504824729,4.63689925339,19.6345989352,11.7293195352,0.621117960726,0.621117960726,18.8842060235,0
Z81_N118,Tl-199,199,81,118,1,0,100<=A<200,published,7.03320865727,0.136553853752,7.8938773,0.0001404,0,19.6115670897,11.7176897897,1551.70342727,195.655721197,1.27082961065,1800.34851126,28.9345439421,4.63647368581,19.6115670897,11.7176897897,0.620777099785,0.620777099785,18.8758409319,0
Z82_N117,Pb-199,199,82,117,1,1,100<=A<200,published,7.03966362951,0.136178561669,7.8757366,3.43e-05,0,19.5666141506,11.6908775506,1551.70342727,195.655721197,1.27667206576,1801.49162102,28.7757203988,4.63222230243,19.5666141506,11.6908775506,0.617321503532,0.617321503532,18.9380695209,0
Z84_N115,Po-199,199,84,115,1,0,100<=A<200,preliminary,7.11634869977,0.131823490287,7.8176582,2.73e-05,0,19.2566173757,11.4389591757,1551.70342727,195.655721197,1.34773937528,1815.39634672,26.9646217093,4.58230593272,19.2566173757,11.4389591757,0.584280938667,0.584280938667,19.5778407589,0
Z80_N120,Hg-200,200,80,120,1,0,A>=200,published,7.0425038173,0.136697355575,7.9058956,2.7e-06,0,19.6412325795,11.7353369795,1551.70342727,195.655721197,1.26648902943,1799.49925171,28.9953894094,4.63035416269,19.6412325795,11.7353369795,0.622079491722,0.622079491722,18.8646903421,0
Z81_N119,Tl-200,200,81,119,1,0,A>=200,published,7.03475785061,0.137149405034,7.8897037,2.88e-05,0,19.6433708148,11.7536671148,1551.70342727,195.655721197,1.25953935243,1798.13950764,29.1874783145,4.63545264225,19.6433708148,11.7536671148,0.626196010862,0.626196010862,18.7699488833,0
Z82_N118,Pb-200,200,82,118,1,1,A>=200,published,7.05024978399,0.136247290564,7.8818101,5e-05,0,19.5754639157,11.6936538157,1551.70342727,195.655721197,1.27346934925,1800.86499122,28.804773761,4.62526688633,19.5754639157,11.6936538157,0.617934801018,0.617934801018,18.9237663851,0
Z84_N116,Po-200,200,84,116,1,0,A>=200,published,7.12616025758,0.131939438628,7.8274407,3.79e-05,0,19.2733726516,11.4459319516,1551.70342727,195.655721197,1.34351927336,1814.57065964,27.0120772595,4.57599684648,19.2733726516,11.4459319516,0.584567048831,0.584567048831,19.5801866946,0
Z80_N121,Hg-201,201,80,121,1,0,A>=200,published,7.04637680064,0.137154436074,7.8975607,3.6e-06,0,19.6636468529,11.7660861529,1551.70342727,195.655721197,1.25737021625,1797.71510374,29.1896197171,4.62780912642,19.6636468529,11.7660861529,0.626246800921,0.626246800921,18.7882574978,0
Z81_N120,Tl-201,201,81,120,1,0,A>=200,published,7.04534400509,0.137214762408,7.8912717,7.06e-05,0,19.649131628,11.757859928,1551.70342727,195.655721197,1.25644901533,1797.53486551,29.215303028,4.62848752916,19.649131628,11.757859928,0.626779796128,0.626779796128,18.7591559278,0
Z82_N119,Pb-201,201,82,119,1,1,A>=200,published,7.052573574,0.136793219682,7.8778782,6.84e-05,0,19.6066411017,11.7287629017,1551.70342727,195.655721197,1.2629087752,1798.79875448,29.0360718609,4.62374288252,19.6066411017,11.7287629017,0.62288971088,0.62288971088,18.8295980762,0
Z84_N117,Po-201,201,84,117,1,0,A>=200,preliminary,7.12499836257,0.132664016425,7.8265619,2.46e-05,0,19.3254354903,11.4988735903,1551.70342727,195.655721197,1.32910012163,1811.74947011,27.3095788227,4.57674306811,19.3254354903,11.4988735903,0.59124474464,0.59124474464,19.4485848619,0
Z80_N122,Hg-202,202,80,122,1,0,A>=200,published,7.05502646345,0.137330442284,7.8968505,3.5e-06,0,19.671952761,11.775102261,1551.70342727,195.655721197,1.25261170317,1796.78407343,29.2645841283,4.622135301,19.671952761,11.775102261,0.62785852512,0.62785852512,18.7543877958,0
Z81_N121,Tl-202,202,81,121,1,0,A>=200,published,7.04818419287,0.137730785626,7.8862206,9.1e-06,0,19.6747822093,11.7885616093,1551.70342727,195.655721197,1.24654928804,1795.59792722,29.4354560516,4.62662240002,19.6747822093,11.7885616093,0.63148692585,0.63148692585,18.667942481,0
Z82_N120,Pb-202,202,82,120,1,1,A>=200,published,7.06238513181,0.136901614106,7.8821505,1.88e-05,0,19.6157325182,11.7335820182,1551.70342727,195.655721197,1.25915795977,1798.06488598,29.0821062369,4.61731925654,19.6157325182,11.7335820182,0.623869223188,0.623869223188,18.8077590336,0
Z83_N119,Bi-202,202,83,119,1,0,A>=200,published,7.07981355687,0.135893066039,7.8525857,6.93e-05,0,19.5405170041,11.6879313041,1551.70342727,195.655721197,1.27477146638,1801.11975788,28.6551914304,4.60595277041,19.5405170041,11.6879313041,0.702538743148,0.702538743148,16.6367071113,0
Z84_N118,Po-202,202,84,118,1,0,A>=200,published,7.13674641206,0.132666711473,7.8348053,4.29e-05,0,19.3336649149,11.4988596149,1551.70342727,195.655721197,1.32685833276,1811.31085129,27.3106884135,4.56920913025,19.3336649149,11.4988596149,0.590578814037,0.590578814037,19.4704912226,0
Z86_N116,Rn-202,202,86,116,1,0,A>=200,published,7.16773027883,0.130953706955,7.7693018,8.67e-05,0,19.1509323688,11.3816305688,1551.70342727,195.655721197,1.35591199211,1816.99536596,26.6099655746,4.54945786151,19.1509323688,11.3816305688,0.576502638283,0.576502638283,19.7425472375,0
Z87_N115,Fr-202,202,87,115,1,0,A>=200,preliminary,7.16566468771,0.131066986661,7.7190125,2.99e-05,0,19.1111791252,11.3921666252,1551.70342727,195.655721197,1.35395938934,1816.61332806,26.656022657,4.55076929879,19.1111791252,11.3921666252,0.577262706055,0.577262706055,19.7348044586,0
Z80_N123,Hg-203,203,80,123,1,0,A>=200,published,7.05902854624,0.137775696163,7.8874828,8e-06,0,19.6916531412,11.8041703412,1551.70342727,195.655721197,1.24382299979,1795.06451333,29.4546555016,4.61951480329,19.6916531412,11.8041703412,0.631942402201,0.631942402201,18.6791870589,0
Z81_N122,Tl-203,203,81,122,1,0,A>=200,published,7.05735025346,0.137874011937,7.886053,5.8e-06,0,19.6825027125,11.7964497125,1551.70342727,195.655721197,1.2423451004,1794.77535386,29.4967077727,4.62061335984,19.6825027125,11.7964497125,0.63279932557,0.63279932557,18.6416913481,0
Z82_N121,Pb-203,203,82,121,1,1,A>=200,published,7.0652253196,0.137413492785,7.877397,3.23e-05,0,19.6428556707,11.7654586707,1551.70342727,195.655721197,1.24929204801,1796.13456391,29.2999903097,4.61546311563,19.6428556707,11.7654586707,0.628541323995,0.628541323995,18.7186716634,0
Z83_N120,Bi-203,203,83,120,1,0,A>=200,published,7.08897961745,0.13603674932,7.8574762,6.29e-05,0,19.5528724862,11.6953962862,1551.70342727,195.655721197,1.27043523623,1800.27134964,28.7158192268,4.59999726702,19.5528724862,11.6953962862,0.702040780398,0.702040780398,16.6591409114,0
Z84_N119,Po-203,203,84,119,1,0,A>=200,preliminary,7.13881200317,0.133207780762,7.8328632,2.29e-05,0,19.3722573584,11.5393941584,1551.70342727,195.655721197,1.3157204302,1809.13165693,27.5339110724,4.56788704503,19.3722573584,11.5393941584,0.595763807545,0.595763807545,19.369075483,0
Z87_N116,Fr-203,203,87,116,1,0,A>=200,preliminary,7.17276515718,0.131325055492,7.7317092,3.07e-05,0,19.1406639421,11.4089547421,1551.70342727,195.655721197,1.34730819617,1815.31198406,26.761096577,4.54626439757,19.1406639421,11.4089547421,0.579387683558,0.579387683558,19.69140019,0
Z80_N124,Hg-204,204,80,124,1,0,A>=200,published,7.06742001016,0.13796180023,7.8855455,2.5e-06,0,19.6987697191,11.8132242191,1551.70342727,195.655721197,1.23899667916,1794.12021609,29.5342825119,4.61402984672,19.6987697191,11.8132242191,0.633653662284,0.633653662284,18.6430299741,0
Z81_N123,Tl-204,204,81,123,1,0,A>=200,published,7.06225603236,0.138264657871,7.8800238,5.7e-06,0,19.7003540114,11.8203302114,1551.70342727,195.655721197,1.23447677781,1793.23587153,29.6640938212,4.61740366206,19.7003540114,11.8203302114,0.636391367432,0.636391367432,18.5739952117,0
Z82_N122,Pb-204,204,82,122,1,1,A>=200,published,7.07503687741,0.137516697612,7.8799326,5.6e-06,0,19.6500723602,11.7701397602,1551.70342727,195.655721197,1.24568769021,1795.42935068,29.3440185335,4.60906245879,19.6500723602,11.7701397602,0.62947654363,0.62947654363,18.6982976241,0
Z83_N121,Bi-204,204,83,121,1,0,A>=200,published,7.09194890469,0.136535241923,7.8542157,4.5e-05,0,19.5817624615,11.7275467615,1551.70342727,195.655721197,1.26064737337,1798.35629828,28.9266571185,4.59807132066,19.5817624615,11.7275467615,0.70200981936,0.70200981936,16.7056733938,0
Z84_N120,Po-204,204,84,120,1,0,A>=200,published,7.14926905821,0.133277437121,7.8390823,4.94e-05,0,19.3827471422,11.5436648422,1551.70342727,195.655721197,1.31242302872,1808.48650147,27.5627143965,4.56120571218,19.3827471422,11.5436648422,0.595702634442,0.595702634442,19.3782336602,0
Z86_N118,Rn-204,204,86,118,1,0,A>=200,published,7.17379795274,0.131914986027,7.7805743,3.65e-05,0,19.2321743931,11.4516000931,1551.70342727,195.655721197,1.33509244165,1812.9219018,27.0020657826,4.54560988211,19.2321743931,11.4516000931,0.584401069756,0.584401069756,19.5954468357,0
Z80_N125,Hg-205,205,80,125,1,0,A>=200,published,7.0715511924,0.138395249434,7.8747325,1.78e-05,0,19.715865909,11.841133409,1551.70342727,195.655721197,1.23052855013,1792.46337819,29.720156012,4.61133434221,19.715865909,11.841133409,0.637646825891,0.637646825891,18.5700499528,0
Z81_N124,Tl-205,205,81,124,1,0,A>=200,published,7.06935650183,0.138524184388,7.8783946,6e-06,0,19.7115086605,11.8331140605,1551.70342727,195.655721197,1.22862023218,1792.09000487,29.7755589538,4.61276593672,19.7115086605,11.8331140605,0.638771017852,0.638771017852,18.524813634,0
Z82_N123,Pb-205,205,82,123,1,1,A>=200,published,7.07826436353,0.138001852095,7.8743313,5.6e-06,0,19.6737079655,11.7993766655,1551.70342727,195.655721197,1.23638048248,1793.60834224,29.5514332711,4.60696085812,19.6737079655,11.7993766655,0.633927284954,0.633927284954,18.6131389918,0
Z83_N122,Bi-205,205,83,122,1,0,A>=200,published,7.10150226361,0.136651550054,7.8573218,2.35e-05,0,19.5910759623,11.7337541623,1551.70342727,195.655721197,1.25680932748,1797.60536264,28.9759607028,4.59188572442,19.5910759623,11.7337541623,0.701535453537,0.701535453537,16.7258177803,0
Z84_N121,Po-205,205,84,121,1,0,A>=200,published,7.1506891521,0.133850979644,7.8362168,4.91e-05,0,19.4207105544,11.5844937544,1551.70342727,195.655721197,1.30094142304,1806.24005963,27.8004501123,4.56029987776,19.4207105544,11.5844937544,0.600564444973,0.600564444973,19.2893433026,0
Z86_N119,Rn-205,205,86,119,1,0,A>=200,published,7.17392705218,0.132554471649,7.7807226,2.48e-05,0,19.2800284284,11.4993058284,1551.70342727,195.655721197,1.32221788508,1810.40292115,27.2644967177,4.54552808093,19.2800284284,11.4993058284,0.58974780906,0.58974780906,19.4986834232,0
Z87_N118,Fr-205,205,87,118,1,0,A>=200,preliminary,7.17909102997,0.132268634866,7.745687,3.82e-05,0,19.2222743632,11.4765873632,1551.70342727,195.655721197,1.32698357383,1811.33535542,27.1470386884,4.5422584461,19.2222743632,11.4765873632,0.587242161704,0.587242161704,19.5431937821,0
Z80_N126,Hg-206,206,80,126,1,1,A>=200,published,7.07942625853,0.138606763878,7.8691723,9.92e-05,0,19.7224715879,11.8532992879,1551.70342727,195.655721197,1.22541118298,1791.46213603,29.8110702024,4.60620475097,19.7224715879,11.8532992879,0.639605777068,0.639605777068,18.5321954756,0
Z82_N124,Pb-206,206,82,124,1,1,A>=200,published,7.08781772245,0.138115045325,7.875362,5.6e-06,0,19.6798177688,11.8044557688,1551.70342727,195.655721197,1.23269101031,1792.8864759,29.5999310845,4.60075133746,19.6798177688,11.8044557688,0.634964707245,0.634964707245,18.5907273808,0
Z83_N123,Bi-206,206,83,123,1,0,A>=200,published,7.10485884917,0.137123613131,7.8533249,3.71e-05,0,19.6164380133,11.7631131133,1551.70342727,195.655721197,1.24758113489,1795.79981396,29.1765015284,4.58971635587,19.6164380133,11.7631131133,0.701777645653,0.701777645653,16.761880613,0
Z84_N122,Po-206,206,84,122,1,0,A>=200,published,7.16243720159,0.13384314391,7.8405973,1.95e-05,0,19.4253160067,11.5847187067,1551.70342727,195.655721197,1.2989596586,1805.85231608,27.7971952902,4.55281993383,19.4253160067,11.5847187067,0.600474270173,0.600474270173,19.2926146584,0
Z86_N120,Rn-206,206,86,120,1,0,A>=200,published,7.18309311277,0.132691811375,7.7890417,4.17e-05,0,19.2969564262,11.5079147262,1551.70342727,195.655721197,1.31779849773,1809.53824273,27.3210234923,4.5397277126,19.2969564262,11.5079147262,0.590776056498,0.590776056498,19.479318093,0
Z81_N126,Tl-207,207,81,126,1,1,A>=200,published,7.08149184965,0.139157768929,7.8667979,2.63e-05,0,19.73602177,11.86922387,1551.70342727,195.655721197,1.21537157675,1789.49782964,30.048557885,4.60486117312,19.73602177,11.86922387,0.644626290944,0.644626290944,18.4125656008,0
Z82_N125,Pb-207,207,82,125,1,1,A>=200,published,7.09311079969,0.138475041648,7.8698664,5.5e-06,0,19.6959255845,11.8260591845,1551.70342727,195.655721197,1.22537494693,1791.45504624,29.7544363891,4.59731812841,19.6959255845,11.8260591845,0.638278197308,0.638278197308,18.5280638354,0
Z83_N124,Bi-207,207,83,124,1,0,A>=200,published,7.11376671087,0.137272290315,7.8545053,1.16e-05,0,19.6256618626,11.7711565626,1551.70342727,195.655721197,1.24332129294,1794.96635151,29.2398054579,4.5839691111,19.6256618626,11.7711565626,0.701252380348,0.701252380348,16.785906034,0
Z84_N123,Po-207,207,84,123,1,0,A>=200,published,7.16514828993,0.134340260837,7.8366734,3.22e-05,0,19.4568142835,11.6201408835,1551.70342727,195.655721197,1.28887616446,1803.87942276,28.0040660793,4.55109727625,19.4568142835,11.6201408835,0.604707922226,0.604707922226,19.2161214635,0
