key,label,A,Z,N,in_domain,magic_any,A_bin,radii_used,R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,sigma_set_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,C3_inf_eq19,C_surf_eq19_MeV_fm,x_eq19_fm5,C3_eff_eq19,E3_vol_eq19_MeV,E3_surf_equiv_eq19_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19,pass_3sigma_eq19
Z37_N53,Rb-90,90,37,53,1,0,40<=A<100,published,5.49369777715,0.129586454588,8.6315262,7.17e-05,0,19.4933302132,10.8618040132,1551.70342727,195.655721197,1.80661149667,1905.17730257,26.0572113363,5.93576279384,19.4933302132,10.8618040132,0.562448652689,0.562448652689,19.3116366468,0
Z38_N52,Sr-90,90,38,52,1,0,40<=A<100,published,5.50105644551,0.129067113224,8.6960043,1.61e-05,0,19.4728505553,10.7768462553,1551.70342727,195.655721197,1.8187435048,1907.55099937,25.8487717959,5.9278226263,19.4728505553,10.7768462553,0.554965969958,0.554965969958,19.41893168,0
Z39_N51,Y-90,90,39,51,1,0,40<=A<100,published,5.4961506666,0.129413031717,8.6933778,3.9e-06,0,19.4886778999,10.7953000999,1551.70342727,195.655721197,1.81064828337,1905.96712298,25.9875143508,5.9331137089,19.4886778999,10.7953000999,0.557693543687,0.557693543687,19.3570469339,0
Z40_N50,Zr-90,90,40,50,1,1,40<=A<100,published,5.51177169943,0.128315830285,8.7099699,1.3e-06,0,19.3812667184,10.6712968184,1551.70342727,195.655721197,1.83652587752,1911.03022233,25.5487229163,5.91629854146,19.3812667184,10.6712968184,0.548083080281,0.548083080281,19.4702175679,0
Z41_N49,Nb-90,90,41,49,1,0,40<=A<100,published,5.53720429007,0.126555860186,8.633377,3.69e-05,0,19.1980736205,10.5646966205,1551.70342727,195.655721197,1.87928948094,1919.397166,24.8526806568,5.88912475645,19.1980736205,10.5646966205,0.533792329761,0.533792329761,19.7917730013,0
Z42_N48,Mo-90,90,42,48,1,0,40<=A<100,published,5.58548748246,0.123302150617,8.5970285,3.85e-05,0,18.8616394835,10.2646109835,1551.70342727,195.655721197,1.96266583978,1935.71022762,23.5911994583,5.83821680178,18.8616394835,10.2646109835,0.506185339412,0.506185339412,20.2783648286,0
Z36_N55,Kr-91,91,36,55,1,0,40<=A<100,published,5.49227768326,0.131127965605,8.5417519,2.46e-05,0,19.538814289,10.997062389,1551.70342727,195.655721197,1.76484112915,1897.00469119,26.6808318679,5.9372975561,19.538814289,10.997062389,0.574239957086,0.574239957086,19.1506394727,0
Z37_N54,Rb-91,91,37,54,1,0,40<=A<100,published,5.51551558333,0.129477538707,8.6075621,8.57e-05,0,19.4776878997,10.8701257997,1551.70342727,195.655721197,1.80249373296,1904.37163854,26.013428188,5.91228260958,19.4776878997,10.8701257997,0.563736874144,0.563736874144,19.2822685516,0
Z38_N53,Sr-91,91,38,53,1,0,40<=A<100,published,5.5177102739,0.129323099579,8.6638759,5.99e-05,0,19.4903077235,10.8264318235,1551.70342727,195.655721197,1.80608275868,1905.07385196,25.9514082394,5.90993097635,19.4903077235,10.8264318235,0.557409848177,0.557409848177,19.4227494524,0
Z40_N51,Zr-91,91,40,51,1,0,40<=A<100,published,5.53126571561,0.128374633608,8.6933149,1.1e-06,0,19.4031450118,10.7098301118,1551.70342727,195.655721197,1.82837718521,1909.43588406,25.5721447193,5.89544754182,19.4031450118,10.7098301118,0.54861073246,0.54861073246,19.5217291207,0
Z41_N50,Nb-91,91,41,50,1,1,40<=A<100,published,5.53552599729,0.128078460512,8.6708983,3.22e-05,0,19.3379785579,10.6670802579,1551.70342727,195.655721197,1.83542928735,1910.81566819,25.4542858508,5.89091025535,19.3379785579,10.6670802579,0.546630091659,0.546630091659,19.5142573025,0
Z42_N49,Mo-91,91,42,49,1,0,40<=A<100,published,5.57477222853,0.125392453288,8.6136286,6.86e-05,0,19.0691196238,10.4554910238,1551.70342727,195.655721197,1.9014233505,1923.72778421,24.3978478217,5.84943842178,19.0691196238,10.4554910238,0.523422862634,0.523422862634,19.9752280044,0
Z36_N56,Kr-92,92,36,56,1,0,40<=A<100,published,5.51564468278,0.130891177436,8.512675,2.94e-05,0,19.5050372724,10.9923622724,1551.70342727,195.655721197,1.76372844653,1896.78698847,26.5845594807,5.91214422641,19.5050372724,10.9923622724,0.573124515013,0.573124515013,19.1797104895,0
Z37_N55,Rb-92,92,37,55,1,0,40<=A<100,published,5.53875348341,0.129259689848,8.5694225,6.66e-05,0,19.4518312952,10.8824087952,1551.70342727,195.655721197,1.80098665342,1904.07676981,25.9259654778,5.88747756402,19.4518312952,10.8824087952,0.564990229038,0.564990229038,19.2612336211,0
Z38_N54,Sr-92,92,38,54,1,0,40<=A<100,published,5.54146457175,0.129070066861,8.648907,3.72e-05,0,19.4696976445,10.8207906445,1551.70342727,195.655721197,1.80539867152,1904.94000639,25.849954882,5.88459719339,19.4696976445,10.8207906445,0.555919983656,0.555919983656,19.4646549192,0
Z39_N53,Y-92,92,39,53,1,0,40<=A<100,published,5.53668789229,0.129404413893,8.6615894,9.92e-05,0,19.50152685,10.83993745,1551.70342727,195.655721197,1.79763090887,1903.42019919,25.9840533644,5.88967402544,19.50152685,10.83993745,0.558236502355,0.558236502355,19.4181810117,0
Z40_N52,Zr-92,92,40,52,1,0,40<=A<100,published,5.55863479792,0.127877692941,8.6926783,1.1e-06,0,19.3812504428,10.6885721428,1551.70342727,195.655721197,1.83354267631,1910.44654194,25.374547388,5.86642009265,19.3812504428,10.6885721428,0.544373528222,0.544373528222,19.6346287773,0
Z41_N51,Nb-92,92,41,51,1,0,40<=A<100,published,5.55463271513,0.128154297693,8.6623731,1.94e-05,0,19.3663033051,10.7039302051,1551.70342727,195.655721197,1.82695164172,1909.15696832,25.4844385054,5.87064681656,19.3663033051,10.7039302051,0.54736233216,0.54736233216,19.5554746393,0
Z42_N50,Mo-92,92,42,50,1,1,40<=A<100,published,5.57077014574,0.127043807048,8.6577312,1.7e-06,0,19.2283785234,10.5706473234,1551.70342727,195.655721197,1.85364477378,1914.37963232,25.044693345,5.85364070193,19.2283785234,10.5706473234,0.537291714848,0.537291714848,19.6739443979,0
Z36_N57,Kr-93,93,36,57,1,0,40<=A<100,published,5.52468164392,0.131665674351,8.4581085,2.7e-05,0,19.5314492381,11.0733407381,1551.70342727,195.655721197,1.74018875066,1892.1813123,26.900097553,5.90247347593,19.5314492381,11.0733407381,0.580129879095,0.580129879095,19.0876924929,0
Z37_N56,Rb-93,93,37,56,1,0,40<=A<100,published,5.55747290292,0.129348762382,8.5409209,8.42e-05,0,19.4439989069,10.9030780069,1551.70342727,195.655721197,1.79244913487,1902.40635546,25.9617088269,5.86764657891,19.4439989069,10.9030780069,0.568299557606,0.568299557606,19.1854416584,0
Z38_N55,Sr-93,93,38,55,1,0,40<=A<100,published,5.55463271513,0.12954727919,8.6127875,8.12e-05,0,19.4957580641,10.8829705641,1551.70342727,195.655721197,1.7878735918,1901.51112428,26.0414589595,5.87064681656,19.4957580641,10.8829705641,0.560467404236,0.560467404236,19.4176690416,0
Z39_N54,Y-93,93,39,54,1,0,40<=A<100,published,5.5579893007,0.129312712002,8.6489054,0.0001128,0,19.4968415024,10.8479361024,1551.70342727,195.655721197,1.79328205732,1902.5693215,25.947239434,5.8671014106,19.4968415024,10.8479361024,0.558027200831,0.558027200831,19.4397980712,0
Z41_N52,Nb-93,93,41,52,1,0,40<=A<100,published,5.58225999633,0.12763334725,8.6641849,1.6e-05,0,19.3473725989,10.6831876989,1551.70342727,195.655721197,1.83278014577,1910.29734848,25.2776698544,5.84159227403,19.3473725989,10.6831876989,0.542342505696,0.542342505696,19.6982305217,0
Z36_N58,Kr-94,94,36,58,1,0,40<=A<100,published,5.55153432845,0.131159621681,8.4243318,0.0001288,0,19.4768678419,11.0525360419,1551.70342727,195.655721197,1.74516063957,1893.15409081,26.6937156548,5.87392330424,19.4768678419,11.0525360419,0.577211094883,0.577211094883,19.1481697768,0
Z37_N57,Rb-94,94,37,57,1,0,40<=A<100,published,5.57503042742,0.129508274837,8.4927644,2.16e-05,0,19.4382916053,10.9455272053,1551.70342727,195.655721197,1.78240532565,1900.44122672,26.0257800916,5.8491675141,19.4382916053,10.9455272053,0.572390021608,0.572390021608,19.1224982828,0
Z38_N56,Sr-94,94,38,56,1,0,40<=A<100,published,5.57593412353,0.129445316512,8.5938344,1.77e-05,0,19.4796965582,10.8858621582,1551.70342727,195.655721197,1.78385040749,1900.72396525,26.0004822294,5.84821953484,19.4796965582,10.8858621582,0.560445372096,0.560445372096,19.4235918436,0
Z39_N55,Y-94,94,39,55,1,0,40<=A<100,published,5.56960825074,0.129886883476,8.6228068,6.79e-05,0,19.5339332645,10.9111264645,1551.70342727,195.655721197,1.77375448875,1898.74864099,26.1781717178,5.85486184992,19.5339332645,10.9111264645,0.563309961116,0.563309961116,19.3696671773,0
Z40_N54,Zr-94,94,40,54,1,0,40<=A<100,published,5.59258795192,0.128292354608,8.6668016,1.8e-06,0,19.4276240546,10.7608224546,1551.70342727,195.655721197,1.81064944071,1905.96734942,25.539375376,5.83080447666,19.4276240546,10.7608224546,0.547906226413,0.547906226413,19.639898099,0
Z42_N52,Mo-94,94,42,52,1,0,40<=A<100,published,5.6195697359,0.126453265646,8.6623341,1.5e-06,0,19.2356459658,10.5733118658,1551.70342727,195.655721197,1.85475087986,1914.5960483,24.81240254,5.80280847088,19.2356459658,10.5733118658,0.532320400795,0.532320400795,19.8626839212,0
Z36_N59,Kr-95,95,36,59,1,0,40<=A<100,published,5.55992579237,0.131955656145,8.3659963,0.0001961,0,19.4992596193,11.1332633193,1551.70342727,195.655721197,1.72156622353,1888.53770832,27.0187181207,5.86505793134,19.4992596193,11.1332633193,0.584305457421,0.584305457421,19.0538410653,0
Z37_N58,Rb-95,95,37,58,1,0,40<=A<100,published,5.60175401251,0.129021739914,8.4601967,0.0002131,0,19.3870006246,10.9268039246,1551.70342727,195.655721197,1.78730605726,1901.4000829,25.8306008123,5.82126362446,19.3870006246,10.9268039246,0.573884359358,0.573884359358,19.0400796718,0
Z38_N57,Sr-95,95,38,57,1,0,40<=A<100,published,5.59065146025,0.12979194564,8.5490875,6.12e-05,0,19.4909504234,10.9418629234,1551.70342727,195.655721197,1.76966412295,1897.94833752,26.1399170363,5.83282415262,19.4909504234,10.9418629234,0.564002487397,0.564002487397,19.4003806152,0
Z39_N56,Y-95,95,39,56,1,0,40<=A<100,published,5.58794037191,0.1299809499,8.6049644,7.14e-05,0,19.5355396253,10.9305752253,1551.70342727,195.655721197,1.76537744462,1897.10962438,26.2161028565,5.83565405067,19.5355396253,10.9305752253,0.564749991828,0.564749991828,19.3547151544,0
Z42_N53,Mo-95,95,42,53,1,0,40<=A<100,published,5.63235058094,0.12693049046,8.6487212,1.3e-06,0,19.2915737567,10.6428525567,1551.70342727,195.655721197,1.8366531754,1911.05512889,25.0000360951,5.78964082537,19.2915737567,10.6428525567,0.536404426775,0.536404426775,19.8410975478,0
Z36_N60,Kr-96,96,36,60,1,0,40<=A<100,published,5.58574568135,0.131504056136,8.3308721,0.0002008,0,19.4445312575,11.1136591575,1551.70342727,195.655721197,1.72539801559,1889.28742036,26.8340989167,5.83794693251,19.4445312575,11.1136591575,0.582118705631,0.582118705631,19.09174031,0
Z37_N59,Rb-96,96,37,59,1,0,40<=A<100,published,5.61595495145,0.12939329653,8.4088963,3.49e-05,0,19.3910276714,10.9821313714,1551.70342727,195.655721197,1.7725625901,1898.5154392,25.9795888839,5.80654352611,19.3910276714,10.9821313714,0.57927266383,0.57927266383,18.9584837282,0
Z38_N58,Sr-96,96,38,58,1,0,40<=A<100,published,5.61866603979,0.129206084431,8.5212041,8.82e-05,0,19.437480357,10.916276257,1551.70342727,195.655721197,1.77684522397,1899.35336102,25.90446637,5.80374178413,19.437480357,10.916276257,0.560728315822,0.560728315822,19.4680310392,0
Z39_N57,Y-96,96,39,57,1,0,40<=A<100,published,5.6031741064,0.13028075642,8.5694269,6.33e-05,0,19.5477894203,10.9783625203,1551.70342727,195.655721197,1.75248411178,1894.58697004,26.3371794142,5.81978825697,19.5477894203,10.9783625203,0.567945516662,0.567945516662,19.3299571847,0
Z40_N56,Zr-96,96,40,56,1,0,40<=A<100,published,5.61737504534,0.129295187976,8.6353283,1.2e-06,0,19.5008172885,10.8654889885,1551.70342727,195.655721197,1.77480484337,1898.95414888,25.9402073442,5.8050756097,19.5008172885,10.8654889885,0.556517750166,0.556517750166,19.5240654683,0
Z42_N54,Mo-96,96,42,54,1,0,40<=A<100,published,5.66062335937,0.126354247626,8.653988,1.3e-06,0,19.2642219879,10.6102339879,1551.70342727,195.655721197,1.8441863288,1912.52903345,24.773559525,5.76072365108,19.2642219879,10.6102339879,0.531509280371,0.531509280371,19.9624623308,0
Z44_N52,Ru-96,96,44,52,1,0,40<=A<100,published,5.66849842551,0.125828358987,8.609413,1.8e-06,0,19.1193753997,10.5099623997,1551.70342727,195.655721197,1.857050243,1915.04593186,24.5677726663,5.75272045935,19.1193753997,10.5099623997,0.527939261511,0.527939261511,19.9075218797,0
Z37_N60,Rb-97,97,37,60,1,0,40<=A<100,published,5.7101975462,0.124374035463,8.3761872,1.97e-05,0,19.0043889845,10.6282017845,1551.70342727,195.655721197,1.88685342729,1920.87709538,24.0031462281,5.71071081208,19.0043889845,10.6282017845,0.577994569675,0.577994569675,18.388065117,0
Z38_N59,Sr-97,97,38,59,1,0,40<=A<100,published,5.63196328261,0.129629450673,8.4718489,3.49e-05,0,19.4491425663,10.9772936663,1551.70342727,195.655721197,1.76109009139,1896.27077919,26.0745054884,5.79003896686,19.4491425663,10.9772936663,0.564960931128,0.564960931128,19.4301819144,0
Z39_N58,Y-97,97,39,58,1,0,40<=A<100,published,5.62615380759,0.130031425254,8.5414616,6.92e-05,0,19.5213986931,10.9799370931,1551.70342727,195.655721197,1.75202582446,1894.49730351,26.2364677486,5.79601766703,19.5213986931,10.9799370931,0.566916719418,0.566916719418,19.3678131496,0
Z40_N57,Zr-97,97,40,57,1,0,40<=A<100,published,5.6535228899,0.128152080252,8.6037182,1.3e-06,0,19.4185485225,10.8148303225,1551.70342727,195.655721197,1.79505712564,1902.91662377,25.4835566034,5.76795875797,19.4185485225,10.8148303225,0.553173249375,0.553173249375,19.5505302087,0
Z42_N55,Mo-97,97,42,55,1,0,40<=A<100,published,5.66488364105,0.127382610215,8.6350926,1.7e-06,0,19.3539496776,10.7188570776,1551.70342727,195.655721197,1.81316558899,1906.45964823,25.178450919,5.75639129282,19.3539496776,10.7188570776,0.54018807578,0.54018807578,19.8428243018,0
Z47_N50,Ag-97,97,47,50,1,1,40<=A<100,preliminary,5.7064536623,0.12461899365,8.4232121,0.0001239,0,18.7762533735,10.3530412735,1551.70342727,195.655721197,1.88067596761,1919.66844005,24.0977890904,5.71445748901,18.7762533735,10.3530412735,0.539332990245,0.539332990245,19.1960096281,0
Z37_N61,Rb-98,98,37,61,1,0,40<=A<100,published,5.72375298792,0.124765587699,8.3307294,0.0001641,0,19.0114391558,10.6807097558,1551.70342727,195.655721197,1.87058838373,1917.69474655,24.1545167231,5.69718625787,19.0114391558,10.6807097558,0.584768284997,0.584768284997,18.2648581152,0
Z38_N60,Sr-98,98,38,60,1,0,40<=A<100,published,5.72904606515,0.124420093563,8.4457385,3.29e-05,0,19.0524519711,10.6067134711,1551.70342727,195.655721197,1.87925358827,1919.39014339,24.0209271741,5.69192261597,19.0524519711,10.6067134711,0.534594671396,0.534594671396,19.840664411,0
Z39_N59,Y-98,98,39,59,1,0,40<=A<100,published,5.64306583487,0.130194343309,8.4976162,8.08e-05,0,19.5195483666,11.0219321666,1551.70342727,195.655721197,1.74240617621,1892.61516429,26.3022529541,5.77864724964,19.5195483666,11.0219321666,0.569173187522,0.569173187522,19.3648126936,0
Z40_N58,Zr-98,98,40,58,1,0,40<=A<100,published,5.68192476778,0.127541355729,8.5813984,8.62e-05,0,19.3695036103,10.7881052103,1551.70342727,195.655721197,1.80323036653,1904.51576511,25.241245309,5.73912682744,19.3695036103,10.7881052103,0.551183772197,0.551183772197,19.5726103607,0
Z42_N56,Mo-98,98,42,56,1,0,40<=A<100,published,5.69212362392,0.126857017113,8.6351691,1.8e-06,0,19.3243391554,10.6891700554,1551.70342727,195.655721197,1.81947224623,1907.6935818,24.9711020743,5.72884375335,19.3243391554,10.6891700554,0.535780778742,0.535780778742,19.9506411568,0
Z44_N54,Ru-98,98,44,54,1,0,40<=A<100,published,5.70993934731,0.125673289009,8.620314,6.59e-05,0,19.1620420046,10.5417280046,1551.70342727,195.655721197,1.84812478845,1913.29961561,24.507255682,5.71096904585,19.1620420046,10.5417280046,0.526979498922,0.526979498922,20.0040571335,0
Z47_N51,Ag-98,98,47,51,1,0,40<=A<100,preliminary,5.74724908688,0.123241622299,8.4416866,0.0003358,0,18.7147762521,10.2730896521,1551.70342727,195.655721197,1.90929887463,1925.26867556,23.5680435744,5.67389482747,18.7147762521,10.2730896521,0.520938210749,0.520938210749,19.7203611486,0
Z38_N61,Sr-99,99,38,61,1,0,40<=A<100,published,5.74427979965,0.124692355069,8.4025235,4.79e-05,0,19.0542450642,10.6517215642,1551.70342727,195.655721197,1.86609396604,1916.81538801,24.1261694891,5.67682773186,19.0542450642,10.6517215642,0.538434945986,0.538434945986,19.7827456105,0
Z39_N60,Y-99,99,39,60,1,0,40<=A<100,published,5.76532300916,0.123331965495,8.4766938,6.68e-05,0,18.9998350863,10.5231412863,1551.70342727,195.655721197,1.90052593275,1923.55219929,23.6026097018,5.65610752674,18.9998350863,10.5231412863,0.528612887113,0.528612887113,19.907084263,0
Z40_N59,Zr-99,99,40,59,1,0,40<=A<100,published,5.70051508784,0.127586371615,8.539225,0.0001061,0,19.3649764315,10.8257514315,1551.70342727,195.655721197,1.79608165242,1903.1170783,25.2590663136,5.72041058812,19.3649764315,10.8257514315,0.553493698437,0.553493698437,19.5589425175,0
Z41_N58,Nb-99,99,41,58,1,0,40<=A<100,published,5.68837974002,0.128404676917,8.5789859,0.0001213,0,19.4425918274,10.8636059274,1551.70342727,195.655721197,1.77704523825,1899.39249496,25.5841153356,5.73261426919,19.4425918274,10.8636059274,0.554169963191,0.554169963191,19.6033828048,0
Z44_N55,Ru-99,99,44,55,1,0,40<=A<100,published,5.7240111868,0.126021650636,8.6087132,3.5e-06,0,19.2108286018,10.6021154018,1551.70342727,195.655721197,1.83340304503,1910.41922229,24.6433103708,5.696929269,19.2108286018,10.6021154018,0.529345924525,0.529345924525,20.0287088472,0
Z47_N52,Ag-99,99,47,52,1,0,40<=A<100,preliminary,5.76170822471,0.123564239438,8.4747744,6.33e-05,0,18.7889256034,10.3141512034,1551.70342727,195.655721197,1.89457537092,1922.38793783,23.6915960993,5.65965605936,18.7889256034,10.3141512034,0.523088644708,0.523088644708,19.7177883859,0
Z38_N62,Sr-100,100,38,62,1,0,100<=A<200,published,5.76299921916,0.124728502581,8.3722012,6.92e-05,0,19.0355476594,10.6633464594,1551.70342727,195.655721197,1.85895455074,1915.41852056,24.1401595595,5.65838821526,19.0355476594,10.6633464594,0.540998030969,0.540998030969,19.710508817,0
Z39_N61,Y-100,100,39,61,1,0,100<=A<200,published,5.77139068307,0.124185236471,8.4394151,0.0001118,0,19.0534883035,10.6140732035,1551.70342727,195.655721197,1.87252807717,1918.07425867,23.9303282931,5.65016105422,19.0534883035,10.6140732035,0.535296731117,0.535296731117,19.8283915939,0
Z40_N60,Zr-100,100,40,60,1,0,100<=A<200,published,5.79540317982,0.12264798753,8.5221066,8.14e-05,0,18.9692040903,10.4470974903,1551.70342727,195.655721197,1.91180785619,1925.75957216,23.3415435638,5.62675034927,18.9692040903,10.4470974903,0.539055257375,0.539055257375,19.3803832675,0
Z42_N58,Mo-100,100,42,58,1,0,100<=A<200,published,5.74079411464,0.126181438832,8.6046626,3e-06,0,19.283103767,10.678441167,1551.70342727,195.655721197,1.82341627671,1908.46525393,24.7058425862,5.68027457788,19.283103767,10.678441167,0.530213078944,0.530213078944,20.1399052401,0
Z44_N56,Ru-100,100,44,56,1,0,100<=A<200,published,5.74892737967,0.125646652535,8.6193593,3.4e-06,0,19.1999553515,10.5805960515,1551.70342727,195.655721197,1.83636954486,1910.99963495,24.4968681491,5.67223843904,19.1999553515,10.5805960515,0.525881374667,0.525881374667,20.1197390917,0
Z47_N53,Ag-100,100,47,53,1,0,100<=A<200,preliminary,5.7731980753,0.124068638443,8.4849947,5e-05,0,18.8734341546,10.3884394546,1551.70342727,195.655721197,1.87546195679,1918.648289,23.8854128218,5.64839218071,18.8734341546,10.3884394546,0.546936968449,0.546936968449,18.9938513099,0
Z39_N62,Y-101,101,39,62,1,0,100<=A<200,published,5.79178839536,0.124106550656,8.4133305,7.01e-05,0,19.0296389823,10.6163084823,1551.70342727,195.655721197,1.86830016729,1917.24704391,23.9000125988,5.6302621298,19.0296389823,10.6163084823,0.537569203188,0.537569203188,19.7487289438,0
Z40_N61,Zr-101,101,40,61,1,0,100<=A<200,published,5.82483785325,0.122006015316,8.4858439,8.25e-05,0,18.9033092583,10.4174653583,1551.70342727,195.655721197,1.92221703816,1927.79618816,23.0978313602,5.59831667211,18.9033092583,10.4174653583,0.542568886802,0.542568886802,19.2002630666,0
Z41_N60,Nb-101,101,41,60,1,0,100<=A<200,published,5.79153019647,0.124123150208,8.5348355,3.71e-05,0,19.1094269533,10.5745914533,1551.70342727,195.655721197,1.86788375876,1917.1655712,23.9064063956,5.63051313901,19.1094269533,10.5745914533,0.530623023407,0.530623023407,19.9286329218,0
Z44_N57,Ru-101,101,44,57,1,0,100<=A<200,published,5.75860983803,0.126264074544,8.601366,4.1e-06,0,19.2626083819,10.6612423819,1551.70342727,195.655721197,1.81539650473,1906.89613966,24.7382126943,5.66270120453,19.2626083819,10.6612423819,0.530817890675,0.530817890675,20.0845573769,0
Z47_N54,Ag-101,101,47,54,1,0,100<=A<200,published,5.78352603089,0.124639207978,8.5125465,4.79e-05,0,18.9585291618,10.4459826618,1551.70342727,195.655721197,1.85501187351,1914.64711321,24.1056074834,5.63830554095,18.9585291618,10.4459826618,0.520476736625,0.520476736625,20.07002797,0
Z39_N63,Y-102,102,39,63,1,0,100<=A<200,published,5.79798516872,0.124933889885,8.3719172,4e-05,0,19.0752392313,10.7033220313,1551.70342727,195.655721197,1.84166708022,1912.03612805,24.2197270098,5.62424461555,19.0752392313,10.7033220313,0.543936945301,0.543936945301,19.6775051295,0
Z40_N62,Zr-102,102,40,62,1,0,100<=A<200,published,5.84717205721,0.12180747542,8.466294,8.59e-05,0,18.8729774918,10.4066834918,1551.70342727,195.655721197,1.92112220585,1927.58197796,23.0227185102,5.57693301089,18.8729774918,10.4066834918,0.547307237765,0.547307237765,19.0143355939,0
Z42_N60,Mo-102,102,42,60,1,0,100<=A<200,published,5.79837246705,0.124908856935,8.5683994,8.14e-05,0,19.1832982118,10.6148988118,1551.70342727,195.655721197,1.84228226797,1912.15649305,24.2100221896,5.62386894797,19.1832982118,10.6148988118,0.519935092582,0.519935092582,20.4158152879,0
Z44_N58,Ru-102,102,44,58,1,0,100<=A<200,published,5.78481702534,0.125789005149,8.6074275,4.1e-06,0,19.2378474835,10.6304199835,1551.70342727,195.655721197,1.82084827152,1907.96280902,24.5524075299,5.63704724339,19.2378474835,10.6304199835,0.526804581549,0.526804581549,20.1790575781,0
Z46_N56,Pd-102,102,46,56,1,0,100<=A<200,published,5.78714081535,0.125637536634,8.5802887,4.1e-06,0,19.1413316425,10.5610429425,1551.70342727,195.655721197,1.82450843036,1908.67894004,24.4933136904,5.63478372251,19.1413316425,10.5610429425,0.526202010247,0.526202010247,20.0703204033,0
Z48_N54,Cd-102,102,48,54,1,0,100<=A<200,published,5.78494612479,0.125780583846,8.4841322,1.63e-05,0,18.9973728645,10.5132406645,1551.70342727,195.655721197,1.82105145945,1908.0025639,24.5491201783,5.63692144452,18.9973728645,10.5132406645,0.532630075209,0.532630075209,19.738353416,0
Z41_N62,Nb-103,103,41,62,1,0,100<=A<200,published,5.82199766546,0.124604157914,8.488332,3.82e-05,0,19.1300887166,10.6417567166,1551.70342727,195.655721197,1.84379084228,1912.45165425,24.0920518087,5.60104773996,19.1300887166,10.6417567166,0.537910498394,0.537910498394,19.783508127,0
Z42_N61,Mo-103,103,42,61,1,0,100<=A<200,published,5.82819443882,0.124207127728,8.5382672,8.95e-05,0,19.1231728797,10.5849056797,1551.70342727,195.655721197,1.8536241526,1914.37559767,23.9387658683,5.59509247822,19.1231728797,10.5849056797,0.514425154518,0.514425154518,20.5761821457,0
Z45_N58,Rh-103,103,45,58,1,0,100<=A<200,published,5.80237454984,0.125872638749,8.5841927,2.23e-05,0,19.2267329837,10.6425402837,1551.70342727,195.655721197,1.81292699869,1906.41296667,24.5850668052,5.61998998619,19.2267329837,10.6425402837,0.527586320459,0.527586320459,20.1721308363,0
Z47_N56,Ag-103,103,47,56,1,0,100<=A<200,published,5.81412259933,0.125111162539,8.537652,3.98e-05,0,19.0619866827,10.5243346827,1551.70342727,195.655721197,1.83135460633,1910.01843354,24.2885080488,5.60863420217,19.0619866827,10.5243346827,0.522791649503,0.522791649503,20.1310305792,0
Z48_N55,Cd-103,103,48,55,1,0,100<=A<200,published,5.80314914651,0.125822241537,8.4897547,1.76e-05,0,19.0395328726,10.5497781726,1551.70342727,195.655721197,1.81413741883,1906.6497923,24.5653838812,5.61923983736,19.0395328726,10.5497781726,0.53138767971,0.53138767971,19.853260765,0
Z42_N62,Mo-104,104,42,62,1,0,100<=A<200,published,5.84162078108,0.124550262811,8.5279063,8.57e-05,0,19.1444593978,10.6165530978,1551.70342727,195.655721197,1.83918786379,1911.55105517,24.0712152198,5.58223275496,19.1444593978,10.6165530978,0.517442070768,0.517442070768,20.517375176,0
Z44_N60,Ru-104,104,44,60,1,0,100<=A<200,published,5.82212676491,0.125805537839,8.5873998,2.4e-05,0,19.2541642471,10.6667644471,1551.70342727,195.655721197,1.80870431645,1905.58677473,24.558861894,5.60092354271,19.2541642471,10.6667644471,0.52697067665,0.52697067665,20.2416660353,0
Z46_N58,Pd-104,104,46,58,1,0,100<=A<200,published,5.81954477601,0.125973062613,8.5848485,1.29e-05,0,19.2106828684,10.6258343684,1551.70342727,195.655721197,1.8046972634,1904.80277188,24.6243114306,5.60340853474,19.2106828684,10.6258343684,0.528505384545,0.528505384545,20.1054420242,0
Z47_N57,Ag-104,104,47,57,1,0,100<=A<200,published,5.82483785325,0.125629956365,8.536185,4.06e-05,0,19.1302875982,10.5941025982,1551.70342727,195.655721197,1.81291937928,1906.41147589,24.4903581993,5.59831667211,19.1302875982,10.5941025982,0.526707755258,0.526707755258,20.1138154744,0
Z48_N56,Cd-104,104,48,56,1,0,100<=A<200,published,5.82522515159,0.125604899975,8.5176232,1.61e-05,0,19.0576406275,10.5400174275,1551.70342727,195.655721197,1.81352217206,1906.52941575,24.4805901664,5.59794446011,19.0576406275,10.5400174275,0.527928643342,0.527928643342,19.9648523725,0
Z49_N55,In-104,104,49,55,1,0,100<=A<200,published,5.83322931717,0.125088556384,8.435238,5.55e-05,0,18.929302305,10.494064305,1551.70342727,195.655721197,1.8260158328,1908.97387195,24.2797315311,5.59026314468,18.929302305,10.494064305,0.526520857154,0.526520857154,19.930956509,0
Z42_N63,Mo-105,105,42,63,1,0,100<=A<200,published,5.85969470337,0.124587858695,8.494863,8.62e-05,0,19.139021177,10.644158177,1551.70342727,195.655721197,1.83240858148,1910.2246498,24.0857493551,5.56501464957,19.139021177,10.644158177,0.518007413612,0.518007413612,20.5482738226,0
