q_b,eta_baryon,eta10,tnuc_mev,li7h_pred,li7h_obs,li7h_sigma,z,z_abs,status,be7_prod,destruction_scale,lambda_be7,lambda_li7,survival_factor
0.39999999999999997,5.575e-10,5.575,0.09,2.6082270761613455e-10,1.6e-10,3e-11,3.3607569205378187,3.3607569205378187,reject,4.924091532810385e-10,0.7103260227042527,0.5682608181634022,0.3196467102169137,0.5296869602813256
0.39999999999999997,5.6625e-10,5.6625,0.05,4.731962873507692e-10,1.6e-10,3e-11,10.439876245025642,10.439876245025642,reject,6.815364009056643e-10,0.35222611693985256,0.2817808935518821,0.15850175262293364,0.694308164203642
0.39999999999999997,5.6625e-10,5.6625,0.052000000000000005,4.5727094613595073e-10,1.6e-10,3e-11,9.909031537865024,9.909031537865024,reject,6.683014245080342e-10,0.3691998893091139,0.2953599114472911,0.16613995018910127,0.6842285971073124
0.39999999999999997,5.6625e-10,5.6625,0.054,4.422531063763525e-10,1.6e-10,3e-11,9.408436879211752,9.408436879211752,reject,6.558087075423566e-10,0.3863047618424561,0.3090438094739649,0.17383714282910526,0.674362967874727
0.39999999999999997,5.6625e-10,5.6625,0.056,4.2806591266900467e-10,1.6e-10,3e-11,8.935530422300157,8.935530422300157,reject,6.439913665122871e-10,0.4035368338431438,0.3228294670745151,0.18159157522941471,0.6647075332505057
0.39999999999999997,5.6625e-10,5.6625,0.058,4.1464137738962124e-10,1.6e-10,3e-11,8.488045912987376,8.488045912987376,reject,6.327906622307407e-10,0.42089245644413087,0.3367139651553047,0.1894016053998589,0.6552583692178859
0.39999999999999997,5.6625e-10,5.6625,0.06,4.0191908251387145e-10,1.6e-10,3e-11,8.063969417129048,8.063969417129048,reject,6.221547675615278e-10,0.43836820818788624,0.350694566550309,0.19726569368454883,0.6460114162415765
0.39999999999999997,5.6625e-10,5.6625,0.062,3.8984510963314693e-10,1.6e-10,3e-11,7.661503654438231,7.661503654438231,reject,6.12037755634515e-10,0.45596087371306265,0.36476869897045017,0.2051823931708782,0.6369625174985891
0.39999999999999997,5.6625e-10,5.6625,0.064,3.7837115185806744e-10,1.6e-10,3e-11,7.279038395268915,7.279038395268915,reject,6.023987633823359e-10,0.4736674250648041,0.3789339400518433,0.21315034127916185,0.6281074511733674
0.39999999999999997,5.6625e-10,5.6625,0.066,3.674537718591434e-10,1.6e-10,3e-11,6.915125728638113,6.915125728638113,reject,5.93201295590704e-10,0.4914850052334676,0.39318800418677413,0.22116825235506044,0.6194419577139266
0.39999999999999997,5.6625e-10,5.6625,0.068,3.570537781983859e-10,1.6e-10,3e-11,6.56845927327953,6.56845927327953,reject,5.844126423921956e-10,0.5094109135962925,0.40752873087703406,0.22923491111833164,0.6109617627997331
0.39999999999999997,5.6625e-10,5.6625,0.07,3.4713569808204653e-10,1.6e-10,3e-11,6.237856602734885,6.237856602734885,reject,5.760033889777822e-10,0.5274425929923049,0.4219540743938439,0.2373491668465372,0.6026625966525978
0.39999999999999997,5.6625e-10,5.6625,0.072,3.37667329224516e-10,1.6e-10,3e-11,5.922244307483867,5.922244307483867,reject,5.679470007547204e-10,0.5455776182056173,0.4364620945644939,0.24550992819252782,0.5945402102234969
0.39999999999999997,5.6625e-10,5.6625,0.074,3.2861935702220634e-10,1.6e-10,3e-11,5.620645234073545,5.620645234073545,reject,5.602194706031461e-10,0.5638136856686488,0.451050948534919,0.25371615855089197,0.5865903887067807
0.39999999999999997,5.6625e-10,5.6625,0.076,3.1996502595794334e-10,1.6e-10,3e-11,5.332167531931445,5.332167531931445,reject,5.527990175363099e-10,0.5821486042264398,0.46571888338115186,0.2619668719018979,0.5788089627654355
0.39999999999999997,5.6625e-10,5.6625,0.078,3.116798562835212e-10,1.6e-10,3e-11,5.055995209450707,5.055995209450707,reject,5.456658281399388e-10,0.6005802868275736,0.4804642294620589,0.2702611290724081,0.5711918177943687
0.39999999999999997,5.6625e-10,5.6625,0.08,3.0374139870239713e-10,1.6e-10,3e-11,4.791379956746571,4.791379956746571,reject,5.388018337938857e-10,0.6191067430272779,0.4952853944218223,0.27859803436227504,0.5637349015010794
0.39999999999999997,5.6625e-10,5.6625,0.08199999999999999,2.9612902110128047e-10,1.6e-10,3e-11,4.537634036709349,4.537634036709349,reject,5.32190517967294e-10,0.6377260722049314,0.5101808577639452,0.2869767324922191,0.5564342300429321
0.39999999999999997,5.6625e-10,5.6625,0.08399999999999999,2.8882372243747484e-10,1.6e-10,3e-11,4.294124081249162,4.294124081249162,reject,5.258167489042565e-10,0.6564364574120781,0.5251491659296625,0.29539640583543514,0.5492858929262928
0.39999999999999997,5.6625e-10,5.6625,0.086,2.818079697377692e-10,1.6e-10,3e-11,4.06026565792564,4.06026565792564,reject,5.196666338387136e-10,0.6752361597786721,0.5401889278229377,0.3038562719004025,0.5422860568439585
0.39999999999999997,5.6625e-10,5.6625,0.088,2.7506555484971257e-10,1.6e-10,3e-11,3.8355184949904193,3.8355184949904193,reject,5.137273915393916e-10,0.6941235134150522,0.5552988107320418,0.31235558103677347,0.5354309686027732
0.39999999999999997,5.6625e-10,5.6625,0.09,2.685814681419126e-10,1.6e-10,3e-11,3.619382271397088,3.619382271397088,reject,5.079872405218716e-10,0.7130969207554176,0.5704775366043341,0.32089361433993796,0.5287169572723721
0.39999999999999997,5.75e-10,5.75,0.05,4.873612119055885e-10,1.6e-10,3e-11,10.91204039685295,10.91204039685295,reject,7.02762073942364e-10,0.3535789993537737,0.28286319948301897,0.15911054970919816,0.6934939006762034
0.39999999999999997,5.75e-10,5.75,0.052000000000000005,4.709409414020122e-10,1.6e-10,3e-11,10.364698046733741,10.364698046733741,reject,6.891149093163557e-10,0.3706179671104065,0.2964943736883252,0.16677808519968293,0.6833997277307706
0.39999999999999997,5.75e-10,5.75,0.054,4.554569093607705e-10,1.6e-10,3e-11,9.848563645359018,9.848563645359018,reject,6.762331209448059e-10,0.3877885385801132,0.3102308308640906,0.17450484236105093,0.6735205585973434
0.39999999999999997,5.75e-10,5.75,0.056,4.4082981798632283e-10,1.6e-10,3e-11,9.36099393287743,9.36099393287743,reject,6.64047742321243e-10,0.40508679808378245,0.32406943846702596,0.1822890591377021,0.6638525965698786
0.39999999999999997,5.75e-10,5.75,0.058,4.2698951793904075e-10,1.6e-10,3e-11,8.899650597968026,8.899650597968026,reject,6.52498204893668e-10,0.42250908273925747,0.338007266191406,0.19012908723266586,0.6543918661180432
0.39999999999999997,5.75e-10,5.75,0.06,4.138736692877451e-10,1.6e-10,3e-11,8.462455642924839,8.462455642924839,reject,6.415310674289106e-10,0.4400519579473647,0.35204156635789174,0.19802338107631412,0.6451342581840082
0.39999999999999997,5.75e-10,5.75,0.062,4.01426637811534e-10,1.6e-10,3e-11,8.047554593717802,8.047554593717802,reject,6.31098972716905e-10,0.457712195996719,0.3661697567973752,0.20597048819852354,0.6360755684379854
0.39999999999999997,5.75e-10,5.75,0.064,3.895985788958005e-10,1.6e-10,3e-11,7.65328596319335,7.65328596319335,reject,6.211597850567095e-10,0.47548675730224543,0.38038940584179637,0.21396904078601045,0.6272115295748447
0.39999999999999997,5.75e-10,5.75,0.066,3.7834467215323683e-10,1.6e-10,3e-11,7.278155738441228,7.278155738441228,reject,6.116758726322577e-10,0.4933727738806739,0.39469821910453917,0.22201774824630327,0.6185378385534251
0.39999999999999997,5.75e-10,5.75,0.068,3.676244780519662e-10,1.6e-10,3e-11,6.920815935065541,6.920815935065541,reject,6.02613506864653e-10,0.5113675347362904,0.4090940277890323,0.23011539063133069,0.6100501795332886
0.39999999999999997,5.75e-10,5.75,0.07,3.5740139399609027e-10,1.6e-10,3e-11,6.580046466536343,6.580046466536343,reject,5.939423568542253e-10,0.5294684728861973,0.42357477830895784,0.23826081279878877,0.6017442431434628
0.39999999999999997,5.75e-10,5.75,0.072,3.4764219200633737e-10,1.6e-10,3e-11,6.25473973354458,6.25473973354458,reject,5.856350616186367e-10,0.5476731537993773,0.43813852303950185,0.2464529192097198,0.593615742618772
0.39999999999999997,5.75e-10,5.75,0.074,3.3831662376699893e-10,1.6e-10,3e-11,5.943887458899964,5.943887458899964,reject,5.776668663636864e-10,0.5659792650603649,0.4527834120482919,0.2546906692771642,0.5856604272573982
0.39999999999999997,5.75e-10,5.75,0.076,3.2939708161217635e-10,1.6e-10,3e-11,5.646569387072545,5.646569387072545,reject,5.700153117586615e-10,0.5843846070980869,0.46750768567846956,0.26297307319413915,0.5778740935851204
0.39999999999999997,5.75e-10,5.75,0.078,3.208583062180478e-10,1.6e-10,3e-11,5.361943540601594,5.361943540601594,reject,5.626599673231244e-10,0.6028870848448695,0.48230966787589563,0.2712991881801913,0.5702525945546527
0.39999999999999997,5.75e-10,5.75,0.08,3.1267713349458656e-10,1.6e-10,3e-11,5.089237783152885,5.089237783152885,reject,5.555822017103841e-10,0.6214847002107442,0.4971877601685954,0.2796681150948349,0.5627918470606084
0.39999999999999997,5.75e-10,5.75,0.08199999999999999,3.0483227453849833e-10,1.6e-10,3e-11,4.8277424846166115,4.8277424846166115,reject,5.487649840010887e-10,0.6401755452749035,0.5121404362199228,0.28807899537370657,0.5554878380102576
0.39999999999999997,5.75e-10,5.75,0.08399999999999999,2.973041236003837e-10,1.6e-10,3e-11,4.57680412001279,4.57680412001279,reject,5.421927111780706e-10,0.658957796110086,0.5271662368880689,0.2965310082495387,0.5483366291560882
0.39999999999999997,5.75e-10,5.75,0.086,2.9007458989468485e-10,1.6e-10,3e-11,4.335819663156162,4.335819663156162,reject,5.358510578009337e-10,0.6778297071673349,0.5422637657338679,0.30502336822530074,0.5413343608672063
0.39999999999999997,5.75e-10,5.75,0.088,2.8312694978748706e-10,1.6e-10,3e-11,4.1042316595829025,4.1042316595829025,reject,5.297268445815498e-10,0.6967896061583928,0.5574316849267142,0.3135553227712768,0.5344772549919368
0.39999999999999997,5.75e-10,5.75,0.09,2.7644571647049175e-10,1.6e-10,3e-11,3.8815238823497253,3.8815238823497253,reject,5.238079231146199e-10,0.7158358893812906,0.5726687115050325,0.3221261502215808,0.5277616169429338
0.39999999999999997,5.8375e-10,5.8374999999999995,0.05,5.017250719641101e-10,1.6e-10,3e-11,11.390835732137004,11.390835732137004,reject,7.243132227978082e-10,0.3549165282290225,0.283933222583218,0.15971243770306012,0.6926907533540452
0.39999999999999997,5.8375e-10,5.8374999999999995,0.052000000000000005,4.848023609306734e-10,1.6e-10,3e-11,10.826745364355782,10.826745364355782,reject,7.102475494229427e-10,0.3720199514861816,0.2976159611889453,0.16740897816878172,0.6825822367490919
0.39999999999999997,5.8375e-10,5.8374999999999995,0.054,4.68845079964615e-10,1.6e-10,3e-11,10.2948359988205,10.2948359988205,reject,6.969707235998665e-10,0.38925547629075047,0.3114043810326004,0.17516496433083772,0.6726897760396902
0.39999999999999997,5.8375e-10,5.8374999999999995,0.056,4.5377144979437926e-10,1.6e-10,3e-11,9.792381659812643,9.792381659812643,reject,6.844116638709713e-10,0.40661917215127347,0.3252953377210188,0.18297862746807306,0.6630095215325356
0.39999999999999997,5.8375e-10,5.8374999999999995,0.058,4.395091247473133e-10,1.6e-10,3e-11,9.316970824910443,9.316970824910443,reject,6.725079442677465e-10,0.42410736232953716,0.33928588986362973,0.19084831304829172,0.6535374466481112
0.39999999999999997,5.8375e-10,5.8374999999999995,0.06,4.2599381219021126e-10,1.6e-10,3e-11,8.866460406340375,8.866460406340375,reject,6.612044847093745e-10,0.4417165992338667,0.3533732793870934,0.19877246965524,0.6442693932686382
0.39999999999999997,5.8375e-10,5.8374999999999995,0.062,4.131681345855187e-10,1.6e-10,3e-11,8.438937819517292,8.438937819517292,reject,6.504524757129352e-10,0.45944364294299705,0.3675549143543977,0.20674963932434867,0.6352011100160108
0.39999999999999997,5.8375e-10,5.8374999999999995,0.064,4.009806849372963e-10,1.6e-10,3e-11,8.032689497909876,8.032689497909876,reject,6.40208489429266e-10,0.47728544237362275,0.38182835389889824,0.21477844906813023,0.6263282845479965
0.39999999999999997,5.8375e-10,5.8374999999999995,0.066,3.893852376217724e-10,1.6e-10,3e-11,7.646174587392413,7.646174587392413,reject,6.304337400117978e-10,0.4952391186933836,0.3961912949547069,0.22285760341202263,0.6176465707791678
0.39999999999999997,5.8375e-10,5.8374999999999995,0.068,3.783400849994278e-10,1.6e-10,3e-11,7.278002833314261,7.278002833314261,reject,6.210934645491744e-10,0.5133019506513326,0.41064156052106604,0.23098587779309965,0.6091516117852713
0.39999999999999997,5.8375e-10,5.8374999999999995,0.07,3.678074765583679e-10,1.6e-10,3e-11,6.926915885278931,6.926915885278931,reject,6.121564020036915e-10,0.5314713615541145,0.42517708924329156,0.2391621126993515,0.6008390590288231
0.39999999999999997,5.8375e-10,5.8374999999999995,0.072,3.577531421858694e-10,1.6e-10,3e-11,6.5917714061956465,6.5917714061956465,reject,6.035943523315069e-10,0.549744907661298,0.43979592612903845,0.2473852084475841,0.5927045884441671
0.39999999999999997,5.8375e-10,5.8374999999999995,0.074,3.481458848949118e-10,1.6e-10,3e-11,6.271529496497061,6.271529496497061,reject,5.953818015991965e-10,0.5681202678099454,0.45449621424795633,0.25565412051447545,0.5847439138377952
0.39999999999999997,5.8375e-10,5.8374999999999995,0.076,3.3895723122578923e-10,1.6e-10,3e-11,5.965241040859642,5.965241040859642,reject,5.874956017303154e-10,0.5865952341083822,0.4692761872867058,0.263967855348772,0.5769527979911321
0.39999999999999997,5.8375e-10,5.8374999999999995,0.078,3.3016112980416767e-10,1.6e-10,3e-11,5.672037660138923,5.672037660138923,reject,5.799146957161289e-10,0.6051677035636519,0.48413416285092153,0.2723254666036434,0.5693270617956252
0.39999999999999997,5.8375e-10,5.8374999999999995,0.08,3.217336903169077e-10,1.6e-10,3e-11,5.39112301056359,5.39112301056359,reject,5.726198808545177e-10,0.6238356705273536,0.49906853642188287,0.28072605173730913,0.5618625917018217
0.39999999999999997,5.8375e-10,5.8374999999999995,0.08199999999999999,3.1365295657748857e-10,1.6e-10,3e-11,5.121765219249619,5.121765219249619,reject,5.655936039499689e-10,0.6425972198613418,0.5140777758890734,0.2891687489376038,0.5545553457235234
0.39999999999999997,5.8375e-10,5.8374999999999995,0.08399999999999999,3.058987084777805e-10,1.6e-10,3e-11,4.863290282592684,4.863290282592684,reject,5.588197834977043e-10,0.66145052073875,0.529160416591,0.2976527343324375,0.5474013582037709
0.39999999999999997,5.8375e-10,5.8374999999999995,0.086,2.984522885254785e-10,1.6e-10,3e-11,4.615076284182617,4.615076284182617,reject,5.522836547483356e-10,0.6803938210075084,0.5443150568060068,0.30617721945337883,0.5403967435202788
0.39999999999999997,5.8375e-10,5.8374999999999995,0.088,2.912964493948421e-10,1.6e-10,3e-11,4.376548313161403,4.376548313161403,reject,5.459716342530511e-10,0.6994254420533792,0.5595403536427034,0.3147414489240207,0.5335376988831434
0.39999999999999997,5.8375e-10,5.8374999999999995,0.09,2.844152195093381e-10,1.6e-10,3e-11,4.147173983644604,4.147173983644604,reject,5.398712010592832e-10,0.7185437741078631,0.5748350192862904,0.3233446983485384,0.5268205063564901
0.39999999999999997,5.925e-10,5.925,0.05,5.162875705116708e-10,1.6e-10,3e-11,11.876252350389027,11.876252350389027,reject,7.46189847471997e-10,0.3562391040829897,0.2849912832663918,0.16030759683734536,0.6918984119936663
0.39999999999999997,5.925e-10,5.925,0.052000000000000005,4.988549104360831e-10,1.6e-10,3e-11,11.295163681202773,11.295163681202773,reject,7.316993448277955e-10,0.37340626225475815,0.2987250098038065,0.16803281801464118,0.6817758058174672
0.39999999999999997,5.925e-10,5.925,0.054,4.824173268087259e-10,1.6e-10,3e-11,10.74724422695753,10.74724422695753,reject,7.180215155075388e-10,0.3907060142426895,0.31256481139415165,0.1758177064092103,0.6718702941202613
0.39999999999999997,5.925e-10,5.925,0.056,4.668905197704024e-10,1.6e-10,3e-11,10.22968399234675,10.22968399234675,reject,7.050831311614725e-10,0.40813441490858005,0.32650753192686405,0.18366048670886104,0.6621779746755548
0.39999999999999997,5.925e-10,5.925,0.058,4.5219991267279557e-10,1.6e-10,3e-11,9.739997089093187,9.739997089093187,reject,6.928198803529761e-10,0.4256877738130644,0.3405502190504515,0.19155949821587898,0.6526947703094343
0.39999999999999997,5.925e-10,5.925,0.06,4.382792293634001e-10,1.6e-10,3e-11,9.275974312113338,9.275974312113338,reject,6.811750194029201e-10,0.44336263051721747,0.354690104413774,0.19951318373274787,0.6434164742969746
0.39999999999999997,5.925e-10,5.925,0.062,4.2506932146409597e-10,1.6e-10,3e-11,8.8356440488032,8.8356440488032,reject,6.700982646226056e-10,0.46115573302639556,0.3689245864211165,0.207520079861878,0.6343387886603346
0.39999999999999997,5.925e-10,5.925,0.064,4.125171949242114e-10,1.6e-10,3e-11,8.417239830807048,8.417239830807048,reject,6.595448765000059e-10,0.47906401888760825,0.38325121511008664,0.2155788084994237,0.6254573564626996
0.39999999999999997,5.925e-10,5.925,0.066,4.0057519668957743e-10,1.6e-10,3e-11,8.019173222985915,8.019173222985915,reject,6.494748977293248e-10,0.4970845985406936,0.3976676788325549,0.22368806934331212,0.6167677890093316
0.39999999999999997,5.925e-10,5.925,0.068,3.892003309857795e-10,1.6e-10,3e-11,7.640011032859317,7.640011032859317,reject,6.398525154457598e-10,0.5152147405941205,0.41217179247529645,0.23184663326735425,0.6082656887183433
0.39999999999999997,5.925e-10,5.925,0.07,3.783536812591717e-10,1.6e-10,3e-11,7.27845604197239,7.27845604197239,reject,6.306455244261811e-10,0.5334518587526359,0.42676148700210875,0.24005333643868615,0.5999466683021852
0.39999999999999997,5.925e-10,5.925,0.072,3.6799991881329767e-10,1.6e-10,3e-11,6.933330627109923,6.933330627109923,reject,6.21824872893331e-10,0.5517935001693514,0.4414348001354811,0.2483070750762081,0.5918063668006813
0.39999999999999997,5.925e-10,5.925,0.074,3.581068830214055e-10,1.6e-10,3e-11,6.603562767380183,6.603562767380183,reject,6.133642763096768e-10,0.5702373350316499,0.4561898680253199,0.25660680076424247,0.5838404629235427
0.39999999999999997,5.925e-10,5.925,0.076,3.4864522097679265e-10,1.6e-10,3e-11,6.2881740325597555,6.2881740325597555,reject,6.052398874512714e-10,0.5887811472202771,0.4710249177762217,0.2649515162491247,0.5760446860912856
0.39999999999999997,5.925e-10,5.925,0.078,3.3958807677261643e-10,1.6e-10,3e-11,5.986269225753881,5.986269225753881,reject,5.974300133189523e-10,0.6074228259055948,0.4859382607244759,0.2733402716575177,0.5684148255057939
0.39999999999999997,5.925e-10,5.925,0.08,3.3091082243678654e-10,1.6e-10,3e-11,5.697027414559551,5.697027414559551,reject,5.899148712262867e-10,0.62616035796527,0.5009282863722161,0.28177216108437153,0.560946737533341
0.39999999999999997,5.925e-10,5.925,0.08199999999999999,3.225908240009224e-10,1.6e-10,3e-11,5.41969413336408,5.41969413336408,reject,5.826763778139347e-10,0.644991821124506,0.5159934568996049,0.29024631950602775,0.5536363516420686
0.39999999999999997,5.925e-10,5.925,0.08399999999999999,3.1460723734143486e-10,1.6e-10,3e-11,5.153574578047829,5.153574578047829,reject,5.756979658631577e-10,0.6639153777339661,0.5311323021871729,0.2987619199802848,0.5464796751013993
0.39999999999999997,5.925e-10,5.925,0.086,3.069408293608034e-10,1.6e-10,3e-11,4.898027645360115,4.898027645360115,reject,5.689644246809196e-10,0.6829292691122876,0.5463434152898301,0.3073181711005294,0.539472796621579
0.39999999999999997,5.925e-10,5.925,0.088,2.9957382082759647e-10,1.6e-10,3e-11,4.652460694253216,4.652460694253216,reject,5.624617605538955e-10,0.7020318103899736,0.5616254483119789,0.31591431467548814,0.5326118890866202
0.39999999999999997,5.925e-10,5.925,0.09,2.9248974780271786e-10,1.6e-10,3e-11,4.416324926757262,4.416324926757262,reject,5.561770743558617e-10,0.7212213857998165,0.5769771086398533,0.32454962360991746,0.5258932115126569
0.39999999999999997,6.0125e-10,6.012499999999999,0.05,5.310484146992536e-10,1.6e-10,3e-11,12.36828048997512,12.36828048997512,reject,7.683919479649304e-10,0.3575471112555198,0.28603768900441584,0.16089620006498392,0.6911165793781727
0.39999999999999997,6.0125e-10,6.012499999999999,0.052000000000000005,5.13098299785198e-10,1.6e-10,3e-11,11.76994332617327,11.76994332617327,reject,7.534702955309138e-10,0.37477730227731304,0.29982184182185045,0.16864978602479086,0.6809801299779924
0.39999999999999997,6.0125e-10,6.012499999999999,0.054,4.961733626502374e-10,1.6e-10,3e-11,11.205778755007914,11.205778755007914,reject,7.393854966678225e-10,0.392140573961493,0.31371245916919444,0.17646325828267184,0.6710618004901833
0.39999999999999997,6.0125e-10,6.012499999999999,0.056,4.801867437081196e-10,1.6e-10,3e-11,10.672891456937322,10.672891456937322,reject,7.260621441927462e-10,0.40963296668444693,0.3277063733475576,0.18433483500800113,0.6613576366001055
0.39999999999999997,6.0125e-10,6.012499999999999,0.058,4.650616006676267e-10,1.6e-10,3e-11,10.168720022254226,10.168720022254226,reject,7.134340131493569e-10,0.4272507764565815,0.3418006211652652,0.19226284940546168,0.6518635109849555
0.39999999999999997,6.0125e-10,6.012499999999999,0.06,4.5072964301791356e-10,1.6e-10,3e-11,9.69098810059712,9.69098810059712,reject,7.01442671509547e-10,0.44499053013323847,0.3559924241065908,0.2002457385599573,0.6425751687560098
0.39999999999999997,6.0125e-10,6.012499999999999,0.062,4.3712992399712565e-10,1.6e-10,3e-11,9.237664133237521,9.237664133237521,reject,6.900363394459161e-10,0.46284896377938833,0.3702791710235107,0.20828203370072476,0.6334882657747145
0.39999999999999997,6.0125e-10,6.012499999999999,0.064,4.2420783780943447e-10,1.6e-10,3e-11,8.80692792698115,8.80692792698115,reject,6.791689462689289e-10,0.48082300369759734,0.3846584029580779,0.2163703516639188,0.6245984009425866
0.39999999999999997,6.0125e-10,6.012499999999999,0.066,4.119142817613006e-10,1.6e-10,3e-11,8.397142725376687,8.397142725376687,reject,6.687993457848383e-10,0.4989097497180725,0.399127799774458,0.22450938737313264,0.6159011433809312
0.39999999999999997,6.0125e-10,6.012499999999999,0.068,4.0020495190288604e-10,1.6e-10,3e-11,8.006831730096202,8.006831730096202,reject,6.588906595544092e-10,0.5171064604204015,0.41368516833632124,0.2326979071891807,0.6073920552668547
0.39999999999999997,6.0125e-10,6.012499999999999,0.07,3.890397475013333e-10,1.6e-10,3e-11,7.634658250044444,7.634658250044444,reject,6.494097241216938e-10,0.5354105400132013,0.4283284320105611,0.2409347430059406,0.5990667109697153
0.39999999999999997,6.0125e-10,6.012499999999999,0.072,3.783822648158655e-10,1.6e-10,3e-11,7.2794088271955175,7.2794088271955175,reject,6.403266233041088e-10,0.5538195266434379,0.44305562131475035,0.24921878698954708,0.5909207130314201
0.39999999999999997,6.0125e-10,6.012499999999999,0.074,3.681993646025178e-10,1.6e-10,3e-11,6.939978820083927,6.939978820083927,reject,6.316142904951269e-10,0.5723310819440947,0.4578648655552757,0.2575489868748426,0.5829497054505903
0.39999999999999997,6.0125e-10,6.012499999999999,0.076,3.5846080084645115e-10,1.6e-10,3e-11,6.615360028215038,6.615360028215038,reject,6.232481689215298e-10,0.5909429816589669,0.4727543853271735,0.2659243417465351,0.5751493846612219
0.39999999999999997,6.0125e-10,6.012499999999999,0.078,3.4913890061935206e-10,1.6e-10,3e-11,6.304630020645069,6.304630020645069,reject,6.152059201315944e-10,0.6096531072080595,0.48772248576644767,0.2743438982436268,0.5675155085384584
0.39999999999999997,6.0125e-10,6.012499999999999,0.08,3.402082868482603e-10,1.6e-10,3e-11,6.00694289494201,6.00694289494201,reject,6.074671728256908e-10,0.6284594380774349,0.5027675504619479,0.2828067471348457,0.5600439037154047
0.39999999999999997,6.0125e-10,6.012499999999999,0.08199999999999999,3.316456372790033e-10,1.6e-10,3e-11,5.721521242633443,5.721521242633443,reject,6.000133055929862e-10,0.6473600449342581,0.5178880359474065,0.2913120202204162,0.5527304714538651
0.39999999999999997,6.0125e-10,6.012499999999999,0.08399999999999999,3.234294741112057e-10,1.6e-10,3e-11,5.44764913704019,5.44764913704019,reject,5.928272582744309e-10,0.6663530833818749,0.5330824667055,0.29985888752184375,0.5455711922772014
0.39999999999999997,6.0125e-10,6.012499999999999,0.086,3.155399797396881e-10,1.6e-10,3e-11,5.184665991322937,5.184665991322937,reject,5.858933675986853e-10,0.6854367882815519,0.5483494306252416,0.30844655472669835,0.5385621295440589
0.39999999999999997,6.0125e-10,6.012499999999999,0.088,3.0795883481004337e-10,1.6e-10,3e-11,4.9319611603347795,4.9319611603347795,reject,5.791972234840829e-10,0.7046094685774379,0.5636875748619503,0.3170742608598471,0.5316994321166777
0.39999999999999997,6.0125e-10,6.012499999999999,0.09,3.0066907542335923e-10,1.6e-10,3e-11,4.688969180778641,4.688969180778641,reject,5.727255430043553e-10,0.7238695025696938,0.579095602055755,0.3257412761563622,0.524979336256132
0.39999999999999997,6.1e-10,6.1,0.05,5.460073157267766e-10,1.6e-10,3e-11,12.866910524225888,12.866910524225888,reject,7.909195242766083e-10,0.35884091878708285,0.2870727350296663,0.1614784134541873,0.690344970591245
0.39999999999999997,6.1e-10,6.1,0.052000000000000005,5.27532242881092e-10,1.6e-10,3e-11,12.251074762703068,12.251074762703068,reject,7.755604015322978e-10,0.37613345837837225,0.30090676670269784,0.16926005627026752,0.680194916912765
0.39999999999999997,6.1e-10,6.1,0.054,5.101129042660182e-10,1.6e-10,3e-11,11.670430142200606,11.670430142200606,reject,7.610626670807177e-10,0.3935595601931011,0.3148476481544809,0.17710180208689552,0.6702639957662199
0.39999999999999997,6.1e-10,6.1,0.056,4.936598414014321e-10,1.6e-10,3e-11,11.12199471338107,11.12199471338107,reject,7.473487029647924e-10,0.4111152502795005,0.32889220022360044,0.18500186262577523,0.6605482011851278
0.39999999999999997,6.1e-10,6.1,0.058,4.780939116617305e-10,1.6e-10,3e-11,10.60313038872435,10.60313038872435,reject,7.343503426568887e-10,0.42879681124484925,0.3430374489958794,0.19295856506018216,0.6510433561343223
0.39999999999999997,6.1e-10,6.1,0.06,4.633447793172385e-10,1.6e-10,3e-11,10.111492643907951,10.111492643907951,reject,7.220074410292555e-10,0.4466007573766888,0.3572806059013511,0.20097034081950996,0.6417451579954894
0.39999999999999997,6.1e-10,6.1,0.062,4.493496716602322e-10,1.6e-10,3e-11,9.644989055341075,9.644989055341075,reject,7.102667001828668e-10,0.46452381292922795,0.3716190503433824,0.20903571581815258,0.6326492168991474
0.39999999999999997,6.1e-10,6.1,0.064,4.3605234644254174e-10,1.6e-10,3e-11,9.20174488141806,9.20174488141806,reject,6.99080698736035e-10,0.4825628930826584,0.3860503144661267,0.21715330188719628,0.6237510880087825
0.39999999999999997,6.1e-10,6.1,0.066,4.2340222910748377e-10,1.6e-10,3e-11,8.780074303582792,8.780074303582792,reject,6.884070841783382e-10,0.5007150871727336,0.40057206973818693,0.22532178922773013,0.6150462986778293
0.39999999999999997,6.1e-10,6.1,0.068,4.113536874762112e-10,1.6e-10,3e-11,8.37845624920704,8.37845624920704,reject,6.782078968751225e-10,0.5189776438590329,0.41518211508722636,0.2335399397365648,0.6065303712497957
0.39999999999999997,6.1e-10,6.1,0.07,3.9986541848768797e-10,1.6e-10,3e-11,7.995513949589601,7.995513949589601,reject,6.684490010902297e-10,0.5373479579571329,0.4298783663657063,0.2418065810807098,0.5981988421487859
0.39999999999999997,6.1e-10,6.1,0.072,3.8889992688610244e-10,1.6e-10,3e-11,7.629997562870082,7.629997562870082,reject,6.590996035638404e-10,0.5558235587056236,0.4446588469644989,0.2501206014175306,0.5900472778063712
0.39999999999999997,6.1e-10,6.1,0.074,3.7842307982389784e-10,1.6e-10,3e-11,7.280769327463262,7.280769327463262,reject,6.501318441555469e-10,0.5744020992759553,0.4595216794207643,0.2584809446741799,0.5820712878868897
