T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein1_J_per_molK,Cv_einstein2_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein1_1e-8_per_K,alpha_einstein2_1e-8_per_K,residual_1e-8_per_K,z
57.0,-37.3687325204642,-36.598416910731665,0.5,1.4727448386607593,0.2839366766203453,0.002843213818801052,-47.437108744080206,10.805630243420929,0.03306158992760892,0.7703156097325365,1.540631219465073
58.0,-38.40518380186532,-37.682620153651555,0.5,1.5484982780571956,0.31935600814936965,0.0035208616238306483,-49.87712689797481,12.153565298966882,0.040941445356378725,0.7225636482137656,1.4451272964275312
59.0,-39.39057708632551,-38.72894861245096,0.5,1.6264105660733972,0.35755879972910376,0.004326009724231804,-52.38668156223393,13.607429044188665,0.050303905594308154,0.6616284738745511,1.3232569477491023
60.0,-40.325512945819106,-39.73430932935411,0.5,1.706462208340293,0.3986045457847545,0.005275934656918418,-54.965144823262996,15.169485627444928,0.061349866463948216,0.5912036164649922,1.1824072329299844
61.0,-41.20970843881951,-40.69582711318532,0.5,1.7886302047861835,0.4425436539211587,0.006389213852770751,-57.611775848791744,16.841653384703417,0.07429535090300776,0.5138813256341962,1.0277626512683924
62.0,-42.04154377632751,-41.610849295906476,0.5,1.8728881631249936,0.489417422723842,0.007685703598266013,-60.32572454333068,18.625503994727435,0.08937125269677071,0.4306944804210292,0.8613889608420584
63.0,-42.81861843428044,-42.476948180496926,0.5,1.9592064273532765,0.5392580964122526,0.009186505590948033,-63.10603568705929,20.522264558985494,0.10682294757686768,0.3416702537835125,0.683340507567025
64.0,-43.538579731641384,-43.291921402433545,0.5,2.047552219411878,0.5920889888036731,0.010913922548545207,-65.95165349874807,22.532822319281347,0.12690977703317594,0.24665832920783884,0.4933166584156777
65.0,-44.19969727735163,-44.05379042915613,0.5,2.1378897921630813,0.6479246689424032,0.012891403474573912,-68.86142656315207,24.65773172214715,0.14990441184878708,0.14590684819550453,0.29181369639100907
66.0,-44.80103857773052,-44.76079741943222,0.5,2.230180591856996,0.7067712007959662,0.01514347930500547,-71.834113064053,26.89722354083716,0.17609210378361495,0.04024115829829606,0.08048231659659212
67.0,-45.34235992474759,-45.41140065838444,0.5,2.3243834283084652,0.7686264295913894,0.01769568976050764,-74.86838626565712,29.25121577227843,0.2057698349942598,-0.06904073363684654,-0.13808146727369308
68.0,-45.82389059404059,-46.00426877489126,0.5,2.4204546510727356,0.8334803076352453,0.020574502307015727,-77.96284018721335,31.719326036634495,0.2392453756875874,-0.180378180850664,-0.360756361701328
69.0,-46.24613360616911,-46.53827393686473,0.5,2.518348329991619,0.9013152528088186,0.023807224184594498,-81.11599541840462,34.3008852203692,0.27683626117068794,-0.29214033069561995,-0.5842806613912399
70.0,-46.60972930414598,-47.012484207151566,0.5,2.6180164385775524,0.9721065333345733,0.0274219085018017,-84.32630502614842,36.99495211910383,0.31886869989302724,-0.4027549030055819,-0.8055098060111638
71.0,-46.91537870663838,-47.42615522903442,0.5,2.71940903880772,1.045822672854857,0.03144725541146802,-87.59216050681489,39.80032885348637,0.3656764242940981,-0.5107765223960451,-1.0215530447920902
72.0,-47.163806689398015,-47.77872139600145,0.5,2.822474466011756,1.1224258703334804,0.03591250938561447,-90.91189774145961,42.71557684916727,0.41759949629088133,-0.6149147066034386,-1.2298294132068772
73.0,-47.355746534351695,-48.06978664594491,0.5,2.9271595126510968,1.2018724297729957,0.04084735359394634,-94.28380291535606,45.73903319032617,0.474983079084983,-0.714040111593215,-1.42808022318643
74.0,-47.49193419122941,-48.29911500557919,0.5,3.0334096099043015,1.2841131952246245,0.046281802363875205,-97.70611836685862,48.868827174618126,0.5381761866613073,-0.8071808143497743,-1.6143616286995486
75.0,-47.57310637523066,-48.466620996861046,0.5,3.1411690060884396,1.3690939870453627,0.05224609266224986,-101.1770483343551,52.10289691558313,0.6075304219109204,-0.8935146216303885,-1.787029243260777
76.0,-47.60000000070899,-48.572360003726466,0.5,3.2503809410599014,1.4567560358209843,0.058770575491795665,-104.6947645737165,55.43900585622791,0.6833987137621226,-0.97236000301748,-1.94472000603496
77.0,-47.57335202910934,-48.61651868469998,0.5,3.360987815848569,1.5470364108192511,0.06588560804049864,-108.25741182221347,58.874759074446544,0.7661340630669468,-1.043166655590643,-2.086333311181286
78.0,-47.49389943201553,-48.599405504935696,0.5,3.4729313568846547,1.639868440260557,0.07362144736153216,-111.86311308826247,62.40761927704158,0.8560883062851838,-1.1055060729201633,-2.2110121458403267
79.0,-47.362379183002,-48.52144145012111,0.5,3.586152774278297,1.7351821210907996,0.08200814629641173,-115.50997474961116,66.03492239423684,0.9536109052532162,-1.1590622671191124,-2.318124534238225
80.0,-47.17952825599982,-48.38315097441143,0.5,3.7005929137064024,1.8329045163115532,0.09107545228632702,-119.19609144561353,69.75389270066482,1.0590477705372858,-1.2036227184116077,-2.4072454368232155
81.0,-46.94608362499685,-48.18515322520667,0.5,3.8161924015498334,1.9329601382645842,0.10085270964735682,-122.9195507520983,73.56165740182598,1.1727401250656464,-1.2390696002098158,-2.4781392004196316
82.0,-46.66278226398362,-47.92815357910384,0.5,3.932891783005867,2.0352713165811234,0.11136876581566771,-126.67843762997107,77.45526063694257,1.295023413924663,-1.2653713151202177,-2.5307426302404354
83.0,-46.33036114693441,-47.61293551574114,0.5,4.050631652976118,2.1397585497911673,0.12265188199985237,-130.47083864111403,81.43167685997068,1.4262262654022162,-1.2825743688067368,-2.5651487376134736
84.0,-45.94955724778184,-47.240352849470234,0.5,4.169352779598889,2.246340839845092,0.13472964861012052,-134.2948459273629,85.48782357031513,1.5666695075775219,-1.2907956016883932,-2.5815912033767865
85.0,-45.521107540370274,-46.811322332790205,0.5,4.28899622035696,2.3549360090299998,0.147628905768853,-138.14856095033835,89.62057337354985,1.7166652439982972,-1.2902147924199312,-2.5804295848398624
86.0,-45.04574899837457,-46.32681664022522,0.5,4.4095034307477565,2.4654609989676484,0.16137566914463677,-142.0300979917122,93.82676536022633,1.876515991260664,-1.281067641850647,-2.562135283701294
87.0,-44.5242185951673,-45.78785773675736,0.5,4.530816365552377,2.577832151560875,0.17599506129278886,-145.93758741508265,98.10321579770543,2.046513880619871,-1.2636391415900612,-2.5272782831801224
88.0,-43.95725330361309,-45.19551063099812,0.5,4.652877572783934,2.6919654719128077,0.19151124862990887,-149.86917869204984,102.44672813593684,2.226939925114879,-1.2382573273850277,-2.4765146547700554
89.0,-43.34559009576302,-44.550877509935084,0.5,4.7756302804338,2.807776873379183,0.20794738411840738,-153.8230431963126,106.85410233328757,2.418063353089953,-1.205287414172063,-2.410574828344126
90.0,-42.689965942416706,-43.855092249272985,0.5,4.899018476167431,2.9251824050305864,0.22532555568943408,-157.79737677067072,111.32214351295396,2.6201410084437793,-1.165126306856282,-2.330252613712564
91.0,-41.99111781251263,-43.10931529105965,0.5,5.022986980149835,3.044098461899961,0.243666740389223,-161.79040207273312,115.84766996424159,2.8334168174318854,-1.1181974785470208,-2.2363949570940416
92.0,-41.24978267230061,-42.31472887837603,0.5,5.1474815112041625,3.164441978472725,0.26299076419463746,-165.800370705886,120.42752050611806,3.058121321391906,-1.0649462060754191,-2.1298924121508382
93.0,-40.46669748424253,-41.4725326353508,0.5,5.272448746526572,3.2861306059441575,0.28331626740857085,-169.8255651427084,125.05856123300481,3.294471274352789,-1.0058351511082713,-2.0116703022165425
94.0,-39.642599205578875,-40.583939479581225,0.5,5.397836375196255,3.409082873822481,0.304660675514755,-173.86430044853026,129.73769166482168,3.542669304127338,-0.9413402740023499,-1.8826805480046997
95.0,-38.77822478649051,-39.650171853163556,0.5,5.5235931457318515,3.5332183364979257,0.32704017534433927,-177.91492581322424,134.46185032488935,3.8029036351713246,-0.8719470666730468,-1.7438941333460936
96.0,-37.87431116777472,-38.67245825790333,0.5,5.649668907954283,3.658457705429302,0.3504696963831316,-181.97582589960768,139.22801977048488,4.075347871219489,-0.798147090128613,-1.596294180257226
97.0,-36.93159527794545,-37.6520300799008,0.5,5.776014649422906,3.784722967621353,0.3749628970285078,-186.045422017051,144.03323110167273,4.360160835477503,-0.7204348019553498,-1.4408696039106996
98.0,-35.95081402965632,-36.59011868848633,0.5,5.902582526715032,3.9119374910796925,0.4005321555884286,-190.1221731289909,148.87456797454826,4.657486465956319,-0.6393046588300094,-1.2786093176600188
99.0,-34.93270431533442,-35.487952794469805,0.5,6.029325891821183,4.04002611793645,0.4271885658016164,-194.20457670312155,153.74917014527207,4.967453763379689,-0.5552484791353876,-1.110496958270775
100.0,-33.87800300190036,-34.346756052749384,0.5,6.156199313927287,4.168915245939848,0.4549419366474394,-198.2911694129991,158.65423657127627,5.290176788973446,-0.46875305084902474,-0.9375061016980495
101.0,-32.78744692443848,-33.16774489456676,0.5,6.283158596853561,4.298532898995727,0.48380079620626154,-202.38052769974806,163.5870280958267,5.625754709354607,-0.38029797012827976,-0.7605959402565595
102.0,-31.661772878667538,-31.952126575007497,0.5,6.41016079241592,4.428808787439173,0.5137723993256599,-206.47126820243216,168.54486974174864,5.97427188567603,-0.2903536963399573,-0.5807073926799146
103.0,-30.501717612048825,-30.70109742174039,0.5,6.5371642099710625,4.5596743587009865,0.5448627388448458,-210.56204806550178,173.52515263961465,6.33579800414675,-0.199379809691565,-0.39875961938313
104.0,-29.308017813354557,-29.415841271442538,0.5,6.664128422400173,4.691062839016927,0.57707656012851,-214.65156513152866,178.525335615051,6.710388245035106,-0.10782345808797963,-0.21564691617595927
105.0,-28.081410100504645,-28.097528080873417,0.5,6.791014268779832,4.822909266808467,0.6104173786620648,-218.73855802723622,183.54294645909226,7.098083487270541,-0.016117980368774158,-0.032235960737548315
106.0,-26.82263100646448,-26.74731270008355,0.5,6.917783853980647,4.955150518342548,0.6448875004625839,-222.82180615057138,188.57558290470078,7.498910545787043,0.07531830638092772,0.15063661276185544
107.0,-25.53241696298056,-25.366333795824964,0.5,7.044400545426458,5.0877253262548905,0.680488045063471,-226.90012956631827,193.62091333169877,7.912882438794518,0.16608316715559637,0.33216633431119275
108.0,-24.21150428191423,-23.955712913786677,0.5,7.170828967237829,5.220574291497577,0.7172189708358717,-230.97238881746065,198.67667722145157,8.339998682222403,0.25579136812755254,0.5115827362551051
109.0,-22.86062913391679,-22.516553668885027,0.5,7.2970349919751065,5.35363988924668,0.7550791024158545,-235.03748465922536,203.74068538169064,8.780245608649674,0.34407546503176367,0.6881509300635273
110.0,-21.48052752417128,-21.049941053409256,0.5,7.422985730186686,5.486866469280466,0.7940661600133095,-239.09435772243228,208.8108199609071,9.233596708115934,0.43058647076202394,0.8611729415240479
111.0,-20.07193526490828,-19.556940853409813,0.5,7.548649517959074,5.620200251313254,0.8341767903861714,-243.14198811248176,213.88503427077464,9.700012988297306,0.5149944114984668,1.0299888229969336
112.0,-18.635587944384035,-18.038599164287287,0.5,7.67399590265571,5.753589315744379,0.8754065992718538,-247.179394950002,218.96135243408762,10.179443351627114,0.596988780096749,1.193977560193498
113.0,-17.172220891989664,-16.495941997096992,0.5,7.798995627022241,5.8869835902565075,0.917750185076513,-251.2056358588802,224.03786887474027,10.671824987042948,0.6762788948926713,1.3525577897853427
114.0,-15.682569139140362,-14.929974967628752,0.5,7.923620611826497,6.020334832672507,0.9612011736319109,-255.21980640709603,229.11274766531926,11.17708377414802,0.7525941715116097,1.5051883430232194
115.0,-14.167367375572635,-13.341683060839125,0.5,8.04784393719216,6.153596610455714,1.0057522538390058,-259.2210395054791,234.18422174695635,11.69513469768359,0.8256843147335087,1.6513686294670173
116.0,-12.62734990065664,-11.732030463727398,0.5,8.171639822776118,6.28672427721447,1.0513952140269678,-263.20850476922163,239.25059203517367,12.225882270320572,0.8953194369292419,1.7906388738584837
117.0,-11.063250569308558,-10.101960460218413,0.5,8.29498360693059,6.419674946548844,1.0981209788659598,-267.1814078466907,244.31022642458188,12.769220961890406,0.9612901090901451,1.9225802181802902
118.0,-9.475802732065834,-8.452395382077905,0.5,8.417851724982247,6.552407463554893,1.1459196466816888,-271.13898971979853,249.36155870443278,13.32503563328787,1.0234073499879297,2.0468146999758594
119.0,-7.865739168864852,-6.78423661033352,0.5,8.540221686752615,6.6848823742803765,1.1947805270293153,-275.08052597993475,254.40308739621153,13.893201973389717,1.0815025585313325,2.163005117062665
120.0,-6.233792016037186,-5.098364622071803,0.5,8.662072053435358,6.817061893405207,1.2446921783938387,-279.0053260831839,259.433374523668,14.473586937444061,1.1354273939653825,2.270854787930765
121.0,-4.580692686016328,-3.3956390778836076,0.5,8.783382413938492,6.948909870399996,1.2956424458933968,-282.9127325883078,264.4510443249306,15.066049185493593,1.185053608132721,2.370107216265442
122.0,-2.907171779221993,-1.6768989456060348,0.5,8.90413336079221,7.080391754397298,1.3476184988710473,-286.80212038073716,269.45478191562904,15.670439519502096,1.2302728336159583,2.4605456672319166
123.0,-1.2139589875638004,0.0570373436617414,0.5,9.024306465715343,7.211474557992162,1.400606868269536,-290.67289588556685,274.4433319112711,16.286601317957423,1.2709963312255417,2.5419926624510834
124.0,0.4982170110198722,1.805371710953178,0.5,9.143884254926792,7.342126820171535,1.4545934836921488,-294.52449627233744,279.4154970164664,16.914370966824215,1.3071546999333057,2.6143093998666114
125.0,2.2286286675985836,3.567326219619721,0.5,9.262850184281772,7.472318568555925,1.5095637100611223,-298.35638865417366,284.37013658797645,17.553578285816926,1.3386975520211373,2.6773951040422745
126.0,3.976549687500006,5.342142843408652,0.5,9.381188614306199,7.602021281121511,1.5655023837931112,-302.16806928364184,289.3061651779935,18.204046949057034,1.365593155908646,2.731186311817292
127.0,5.74125516643895,7.1290832152641315,0.5,9.49888478519675,7.731207847556479,1.6223938484189195,-305.9590627475021,294.2225510634982,18.865594899268075,1.387828048825181,2.775656097650362
128.0,7.522021738219501,8.927428359443528,0.5,9.61592479184823,7.859852530391833,1.6802219895820656,-309.7289211623399,299.1183147670358,19.538034754747546,1.4054066212240266,2.810813242448053
129.0,9.318127734732666,10.736478409300108,0.5,9.732295558964891,7.987930926034279,1.7389702693578053,-313.47722337290134,303.99252757376445,20.22117420843696,1.4183506745674428,2.8367013491348856
130.0,11.128853359002111,12.555552312881755,0.5,9.847984816306928,8.115419925816784,1.7986217598408847,-317.20357415478327,308.8443100491765,20.9148164184885,1.426698953879643,2.853397907759286
131.0,12.953480872060279,14.383987528297519,0.5,9.962981074118687,8.242297677171385,1.8591591759566428,-320.9076034229756,313.67283056147255,21.61876038980059,1.4305066562372406,2.861013312474481
132.0,14.791294794467797,16.221139710610185,0.5,10.07727359878095,8.368543545018312,1.9205649074560698,-324.58896544762166,318.4773038121676,22.332801346064304,1.4298449161423887,2.8596898322847775
133.0,16.64158212332076,18.066382391865577,0.5,10.19085238872485,8.494138073455897,1.9828210500610288,-328.2473380782053,323.2569893781432,23.056731091927684,1.4248002685448167,2.8496005370896333
134.0,18.503632565621775,19.919106655696318,0.5,10.303708150641592,8.619062947826615,2.045909435731183,-331.88242197726606,328.01119026801535,23.790338364947,1.4154740900745417,2.8309481801490834
135.0,20.376738788923472,21.778720807806046,0.5,10.415832276018136,8.743300957226339,2.1098116620291,-335.49393986461354,332.7392514953682,24.53340917705142,1.4019820188825745,2.803964037765149
136.0,22.26019669018624,23.64465004351027,0.5,10.527216818025456,8.866835957515983,2.174509120564629,-339.0816357728984,337.44055867110745,25.285727145301212,1.3844533533240277,2.7689067066480555
137.0,24.153305683825135,25.516336113376877,0.5,10.637854468783255,8.989652834887616,2.239983024503995,-342.6452743153086,342.11453661691525,26.047073811770282,1.3630304295517395,2.726060859103479
138.0,26.055369009955758,27.393236987922638,0.5,10.747738537021275,9.11173747003046,2.3062144351330054,-346.1846399660407,346.7606480015337,26.817228952429666,1.3378679779668792,2.6757359559337583
139.0,27.965694063883113,29.27482652219361,0.5,10.856862926155364,9.233076702935966,2.3731842874675326,-349.6995363541295,351.3783920013706,27.59597087495251,1.309132458310495,2.61826491662099
140.0,29.883592747913255,31.160594120999054,0.5,10.965222112792917,9.353658298375667,2.440873414907787,-353.1897855711086,355.9673029867076,28.38307670540006,1.2770013730858005,2.554002746171601
141.0,31.80838184660322,33.0500444054411,0.5,11.07281112568115,9.473470912080128,2.509262572936088,-356.6552274929343,360.52694923459023,29.178322663785135,1.2416625588378771,2.4833251176757543
142.0,33.73938342660163,34.94269688135756,0.5,11.179625525107957,9.592504057642698,2.578332461860717,-360.09571911648715,365.05693166930143,29.981484328543264,1.2033134547559388,2.4066269095118775
143.0,35.67592526226912,36.83808561017476,0.5,11.285661382764568,9.710748074167343,2.648063748611021,-363.5111339109484,369.5568826311516,30.792336889971526,1.162160347905641,2.324320695811282
144.0,37.61734128830585,38.735758882645925,0.5,11.390915262076057,9.82819409467583,2.718437087591405,-366.90136118424556,374.02646467416764,31.610655392723878,1.118417594340071,2.236835188680142
145.0,39.562972080651484,40.63527889586657,0.5,11.495384199004853,9.944834015285947,2.7894331406039248,-370.2663054647336,378.4653693931242,32.43621496747599,1.0723068152150825,2.144613630430165
146.0,41.512165366962165,42.53622143391271,0.5,11.599065683330604,10.060660465169105,2.8610325958512037,-373.6058858982191,382.87331628023605,33.26879105189582,1.0240560669505414,2.048112133901083
147.0,43.464276568008046,44.43817555241421,0.5,11.701957640407883,10.175666777292678,2.9332161860331283,-376.9200356603766,387.2500516117143,34.10815960107645,0.9738989844061574,1.9477979688123148
148.0,45.418669371375756,46.34074326730506,0.5,11.80405841340276,10.289846959949708,3.005964705552307,-380.2087013845878,391.5953473642875,34.954097287605414,0.9220738959292979,1.8441477918585958
149.0,47.37471633890064,48.24353924798832,0.5,11.90536674600702,10.403195669076192,3.079259026844679,-383.47184260516735,395.9090001616947,35.806381691461,0.868822909087683,1.737645818175366
150.0,49.33179954929422,50.146190515085756,0.5,12.005881765628622,10.51570818135388,3.153080115852846,-386.7094312159271,400.1908302510729,36.664791479939986,0.8143909657915382,1.6287819315830765
151.0,51.289311277475726,52.04833614293396,0.5,12.105602967055523,10.627380368094654,3.227409046660764,-389.921450943988,404.44068050908857,37.52910657783342,0.7590248654582327,1.5180497309164653
152.0,53.24665471215816,53.949626966950184,0.5,12.204530196589126,10.738208669900674,3.3022270153093007,-393.1078968387185,408.65841547759135,38.39910832807734,0.7029722547920231,1.4059445095840462
153.0,55.203244713283254,55.8497252959682,0.5,12.302663636643047,10.84819007209299,3.3775153528129653,-396.26877477566086,412.84392042851454,39.2745796431145,0.6464805826849402,1.2929611653698805
154.0,57.15850861094442,57.74830462962495,0.5,12.400003790801803,10.95732208089988,3.453255537398713,-399.4041009752715,416.99710045768626,40.15530514721019,0.5897960186805207,1.1795920373610413
155.0,59.11188704748257,59.6450493808492,0.5,12.496551469333925,11.065602700394974,3.5294292059882704,-402.5139015362984,421.11787960717606,41.04107130997157,0.5331623333666309,1.0663246667332618
156.0,61.06283486448858,61.53965460349741,0.5,12.592307775152891,11.173030410174153,3.6060181649458194,-405.598211983583,425.20620001575605,41.93166657132435,0.47681973900882985,0.9536394780176597
157.0,63.01082203649547,63.43182572516358,0.5,12.68727409021896,11.279604143759247,3.6830044001131643,-408.65707683006264,429.262021097022,42.826881458204205,0.42100368866810584,0.8420073773362117
158.0,64.95533465319981,65.32127828515452,0.5,12.781452062375143,11.38532326771582,3.760370086154771,-411.69054915275797,433.2853187446893,43.72650869322318,0.36594363195470836,0.7318872639094167
159.0,66.89587595210833,67.2077376776586,0.5,12.874843592608732,11.490187561471572,3.8380975952351193,-414.69869018246635,437.2760845645529,44.63034329557209,0.31186172555027275,0.6237234511005455
160.0,68.83196740356846,69.09093890005538,0.5,12.967450822731475,11.594197197821313,3.9161695050509393,-417.68156890694075,441.2343251325748,45.53818267442132,0.2589714964869147,0.5179429929738294
161.0,70.76314985019738,70.97062630638182,0.5,13.059276123469106,11.697352724104128,3.9945686062407715,-420.6392616872529,445.16006127855366,46.449826715081045,0.20747645618443533,0.41495291236887066
162.0,72.68898470276429,72.84655336588455,0.5,13.150322082952746,11.799655044037737,4.073277909194353,-423.5718518871018,449.05332739480394,47.3650778581824,0.15756866312026122,0.31513732624052243
163.0,74.60905519456449,74.71848242664657,0.5,13.240591495602722,11.901105400194899,4.1522806502839975,-426.47942951476136,452.91417076927036,48.283741172137574,0.10942723208208793,0.21885446416417587
164.0,76.52296769619488,76.58618448422628,0.5,13.330087351396475,12.001705357106502,4.231560297540137,-429.36209087739996,456.74265094248995,49.205624419136306,0.06321678803139824,0.12643357606279648
165.0,78.4303530922744,78.44943895526512,0.5,13.418812825511411,12.10145678497568,4.311100555792766,-432.2199382474764,460.53883908780955,50.13053811493195,0.01908586299071612,0.03817172598143224
166.0,80.33086822087914,80.30803345598994,0.5,13.506771268334145,12.200361843987306,4.390885371300362,-435.0530795409378,464.30281741426006,51.05829558266767,-0.02283476488919647,-0.04566952977839294
167.0,82.22419737500137,82.16176358557802,0.5,13.593966195826313,12.298422969197157,4.4708989358874955,-437.8616280069026,468.03467859149106,51.98871300098958,-0.06243378942335648,-0.12486757884671296
168.0,84.11005386284715,84.01043271428779,0.5,13.680401280238824,12.395642855984962,4.551125690611928,-440.6457019285661,471.73452519616524,52.92160944668868,-0.09962114855937074,-0.19924229711874147
169.0,85.98818161983992,85.85385177630438,0.5,13.766080341164997,12.492024446055694,4.631550328981726,-443.4054243350228,475.402469179217,53.8568069321102,-0.13432984353553834,-0.2686596870710767
170.0,87.85835685941744,87.69183906723461,0.5,13.851007336923466,12.587570913973504,4.712157799742355,-446.1409227237091,479.038631353381,54.794130437562735,-0.16651779218281954,-0.33303558436563907
171.0,89.72038974190255,89.52422004615843,0.5,13.935186356262466,12.682285654212782,4.792933309253441,-448.85232879319864,482.6431409004015,55.733407938955615,-0.1961696957441161,-0.3923393914882322
172.0,91.57412603112664,91.35082714218797,0.5,14.01862161037583,12.776172268711035,4.873862323474283,-451.53977818603755,486.21613489733835,56.674470430887155,-0.2232988889386792,-0.4465977778773584
173.0,93.41944869805428,93.17149956543672,0.5,14.101317425222623,12.869234554908466,4.954930569576844,-454.2034102413602,489.75775786139616,57.61715194540076,-0.2479491326175566,-0.4958982652351132
174.0,95.25627942130959,94.98608312233328,0.5,14.18327823414131,12.961476494259243,5.036124037204443,-456.8433677569907,493.26816131270266,58.561289566621326,-0.27019629897629893,-0.5403925979525979
175.0,97.08457992918034,96.79443003521072,0.5,14.26450857074955,13.05290224119975,5.117428979393794,-459.4597967607462,496.74750335447993,59.506723441476986,-0.2901498939696168,-0.5802997879392336
176.0,98.90435312991718,98.596398766071,0.5,14.345013062121984,13.143516112559402,5.1988319131776715,-462.0528462906932,500.19594827005716,60.45329678670706,-0.30795436384617064,-0.6159087276923413
177.0,100.71564399005533,100.39185384447421,0.5,14.424796422236653,13.23332257739969,5.280319619884896,-464.62266818405607,503.61366613618003,61.400855892350265,-0.3237901455811064,-0.6475802911622128
178.0,102.51854014485055,102.18066569945434,0.5,14.503863445682548,13.322326247267592,5.361879145153841,-467.1694168745383,507.0008324520907,62.349250121901875,-0.33787444539620315,-0.6757488907924063
179.0,104.31317225665215,103.96271049539783,0.5,14.582219001619723,13.410531866849613,5.4434977986751445,-469.69324919777677,510.3576277838527,63.29833190932187,-0.35046176125432754,-0.7009235225086551
180.0,106.09971416450212,105.73786997179948,0.5,14.6598680279844,13.497944305013148,5.5251631536788635,-472.19432420468877,513.6842374234168,64.24795675307143,-0.3618441927026459,-0.7236883854052918
181.0,107.87838287057245,107.50603128682174,0.5,14.73681552593104,13.584568546221956,5.606863046180689,-474.672802982451,516.9808510619249,65.19798320734779,-0.3723515837507137,-0.7447031675014274
182.0,109.64943835696987,109.26708686458875,0.5,14.81306655450367,13.67040968231311,5.688585574001475,-477.1288484828631,520.2476624767688,66.14827287068297,-0.3823514923811222,-0.7647029847622444
183.0,111.41318308730922,111.02093424612778,0.5,14.888626225529334,13.755472904622843,5.770319095573666,-479.5626253578653,523.4848692319282,67.09869037206481,-0.39224884118144193,-0.7844976823628839
184.0,113.16996079560849,112.76747594389424,0.5,14.963499698726016,13.839763496449176,5.852052228547959,-481.97429980196506,526.6926723911247,68.04910335473464,-0.4024848517142429,-0.8049697034284858
185.0,114.92015379677153,114.5066192998001,0.5,15.037692177018116,13.923286825839451,5.933773848212721,-484.3640394013484,529.8712762433404,68.99938245780812,-0.41353449697144273,-0.8270689939428855
186.0,116.66417760359774,116.23827634667728,0.5,15.111208902052415,14.006048338691263,6.015473085738542,-486.73201298944934,533.0208880402644,69.9494012958623,-0.42590125692045283,-0.8518025138409057
187.0,118.40247119292495,117.9623636731037,0.5,15.184055149907701,14.088053552155518,6.097139326259563,-489.0783905087566,536.1417177452354,70.89903643662497,-0.4401075198212587,-0.8802150396425173
188.0,120.1354809717221,119.6788022915189,0.5,15.256236226991579,14.169308048330766,6.178762206802943,-491.40334287865016,539.2339777932713,71.84816737689783,-0.45667868020319213,-0.9133573604063843
189.0,121.86363653632174,121.38751750956291,0.5,15.327757466117772,14.24981746823811,6.260331614077217,-493.70704186905084,542.2978828617746,72.79667651683913,-0.4761190267588269,-0.9522380535176538
190.0,123.58731688045648,123.08843880456716,0.5,15.398624222757906,14.329587506066543,6.341837682130027,-495.9896599796906,545.3336496515307,73.74444913272706,-0.4988780758893149,-0.9977561517786298
191.0,125.30680692054233,124.78149970113476,0.5,15.468841871461267,14.408623903678524,6.423270789885049,-498.25137032479284,548.341496677609,74.69137334831865,-0.5253072194075574,-1.0506144388151148
192.0,127.02224607687698,126.46663765173346,0.5,15.538415802437143,14.486932445366282,6.504621558567785,-500.49234652298946,551.3216440698068,75.63734010491613,-0.5556084251435311,-1.1112168502870623
193.0,128.73357300378984,128.14379392025077,0.5,15.607351418293268,14.564518952849316,6.585880849029229,-502.71276259226653,554.2743133822713,76.58224313024597,-0.589779083539074,-1.179558167078148
194.0,130.44047302300353,129.8129134684356,0.5,15.675654130925318,14.641389280504072,6.6670397589761174,-504.91279284977435,557.1997274119585,77.52597890625147,-0.6275595545679519,-1.2551191091359037
195.0,132.1423368325509,131.47394484516627,0.5,15.743329358551724,14.717549310816922,6.748089620116171,-507.0926118163195,560.0981100255889,78.46844663589695,-0.6683919873846285,-1.336783974769257
196.0,133.83824001134406,133.1268400784826,0.5,15.810382522888624,14.793004950051921,6.829021995226136,-509.2523941253695,562.9696859947778,79.40954820907425,-0.7113999328614865,-1.422799865722973
197.0,135.5269521622708,134.77155457032757,0.5,15.876819046459524,14.867762124125056,6.909828675150292,-511.39231443639727,565.8146808390243,80.34918816770056,-0.7553975919432405,-1.510795183886481
198.0,137.20698192505446,136.4080469939308,0.5,15.942644350035074,14.941826774677075,6.990501675736566,-513.5125473524162,568.6333206762561,81.2872736700909,-0.7989349311236514,-1.5978698622473029
199.0,138.87665962715084,138.03627919377203,0.5,16.007863850197985,15.015204855337018,7.071033234717133,-515.6132673415461,571.4258320806332,82.2237144546849,-0.8403804333788186,-1.6807608667576373
200.0,140.53425357267417,139.65621608808934,0.5,16.072482957027955,15.087902328169129,7.151415808540043,-517.6946486624448,574.1924419473299,83.1584228032042,-0.8780374845848355,-1.756074969169671
201.0,142.1781098594132,141.2678255738373,0.5,16.13650707190304,15.159925160295808,7.231642069158012,-519.7568652934905,576.9333773640161,84.09131350331175,-0.9102842855759062,-1.8205685711518125
202.0,143.8068003740621,142.87107843408168,0.5,16.199941585411914,15.231279320689687,7.311704900780317,-521.8000908655351,579.6488654887748,85.022303810842,-0.9357219399804205,-1.871443879960841
203.0,145.4192604402082,144.46594824774346,0.5,16.262791875373697,15.301970777128096,7.391597396593314,-523.8244985981232,582.3391334342003,85.9513134116663,-0.9533121924647686,-1.9066243849295372
