T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein1_J_per_molK,Cv_einstein2_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein1_1e-8_per_K,alpha_einstein2_1e-8_per_K,residual_1e-8_per_K,z
377.0,313.3334323518966,314.1735503740354,0.5,21.85152347484084,21.544772946326983,17.03549084893674,-703.8375338951818,819.9182046768607,198.09287959235647,0.8401180221388407,1.6802360442776814
378.0,313.86082702466757,314.70604196392424,0.5,21.866384828465925,21.561217704813654,17.068629651828168,-704.3162180701258,820.5440342870556,198.47822574699438,0.8452149392566273,1.6904298785132545
379.0,314.38520204047256,315.2353081087911,0.5,21.881142987901963,21.57754729088421,17.10158216067348,-704.7915783604165,821.1654808405858,198.8614056286218,0.8501060683185895,1.700212136637179
380.0,314.9065805511007,315.7613722126184,0.5,21.89579886854405,21.593762736911994,17.134349545069657,-705.2636442509282,821.7825836259464,199.24243283760023,0.8547916615176913,1.7095833230353825
381.0,315.424985499113,316.2842575010526,0.5,21.910353376150653,21.609865064268078,17.166932968591908,-705.7324449161397,822.3953815129237,199.62132090426863,0.8592720019395856,1.7185440038791713
382.0,315.940439619792,316.80398702246833,0.5,21.924807406957434,21.625855283452882,17.199333588769484,-706.1980092238001,823.0039129576066,199.9980832886618,0.863547402676322,1.727094805352644
383.0,316.45296544307956,317.3205836490361,0.5,21.93916184778955,21.641734394226113,17.231552557063473,-706.6603657385461,823.6082160073296,200.37273338025275,0.8676182059565702,1.7352364119131405
384.0,316.9625852955006,317.83407007780744,0.5,21.95341757617225,21.657503385735044,17.26359101884658,-707.1195427254648,824.2083283055551,200.74528449771714,0.8714847823068462,1.7429695646136925
385.0,317.4693213020746,318.3444688317894,0.5,21.967575460440607,21.67316323664125,17.295450113384728,-707.5755681536273,824.8042870966972,201.11574988871942,0.875147529714813,1.750295059429626
386.0,317.97319538821296,318.85180226103535,0.5,21.981636359847368,21.68871491524562,17.327130973820434,-708.0284696995628,825.3961292308785,201.4841427297196,0.8786068728223968,1.7572137456447936
387.0,318.47422928160364,319.3560925437248,0.5,21.995601124670074,21.704159379611934,17.358634727157995,-708.4782747507098,825.9838911686336,201.850476125801,0.8818632621211485,1.763726524242297
388.0,318.9724445140812,319.85736168726544,0.5,22.00947059631609,21.71949757768872,17.38996249425037,-708.9250104087978,826.5676089855456,202.21476311051765,0.8849171731842806,1.7698343463685613
389.0,319.4678624234843,320.3556315293851,0.5,22.023245607426897,21.73473044742974,17.42111538978765,-709.3687034932079,827.1473183768328,202.57701664576024,0.8877691059008231,1.7755382118016463
390.0,319.96050415549826,320.8509237392206,0.5,22.03692698198107,21.749858916912775,17.452094522287187,-709.8093805442882,827.7230546618675,202.93724962164123,0.8904195837223569,1.7808391674447137
391.0,320.45039066548446,321.343259818427,0.5,22.05051553539558,21.764883904457058,17.48290099408523,-710.247067826618,828.2948527886472,203.2954748563979,0.8928691529425692,1.7857383058851384
392.0,320.93754272029514,321.83266110227487,0.5,22.064012074626103,21.779806318739123,17.51353590133008,-710.6817913322385,828.8627473382011,203.65170509631233,0.8951183819796907,1.7902367639593815
393.0,321.42198090007463,322.31914876074603,0.5,22.07741739826625,21.794627058907206,17.544000333976687,-711.1135767838484,829.4267725289454,204.00595301564894,0.8971678606713824,1.7943357213427649
394.0,321.90372560004596,322.8027437996471,0.5,22.090732296645037,21.80934701469424,17.574295375782658,-711.542449637944,829.9869622209832,204.35823121660786,0.8990181996011323,1.7980363992022645
395.0,322.3827970322835,323.28346706170163,0.5,22.103957551923774,21.823967066529345,17.60442210430561,-711.9684350879396,830.543349920347,204.7085522292942,0.9006700294181311,1.8013400588362622
396.0,322.85921522747117,323.7613392276639,0.5,22.117093938191104,21.838488085647967,17.634381590901846,-712.3915580672292,831.0959687831904,205.05692851170275,0.902124000192722,1.804248000385444
397.0,323.3330000366466,324.2363808174121,0.5,22.130142221557534,21.85291093420059,17.66417490072634,-712.811843252231,831.6448516199256,205.40337244971758,0.9033807807655406,1.8067615615310813
398.0,323.80417113293043,324.70861219106496,0.5,22.143103160247986,21.867236465360076,17.6938030927339,-713.2293150653684,832.1900308993074,205.74789635712582,0.9044410581345171,1.8088821162690343
399.0,324.2727480132421,325.17805355006675,0.5,22.15597750469416,21.8814655234276,17.723267219681546,-713.643997678045,832.7315387524666,206.0905124756451,0.9053055368246419,1.8106110736492838
400.0,324.73875000000004,325.6447249383102,0.5,22.16876599762465,21.895598943937355,17.75256832813207,-714.0559150135477,833.2694069768927,206.4312329749652,0.9059749383102036,1.8119498766204072
401.0,325.20219624280884,326.10864624321897,0.5,22.18146937415496,21.909637553759783,17.781707458458662,-714.4650907499457,833.8036670403632,206.77006995280152,0.9064500004101355,1.812900000820271
402.0,325.66310572013083,326.56983719685707,0.5,22.194088361875746,21.92358217120361,17.810685644850665,-714.8715483229327,834.3343500848275,207.1070354349622,0.9067314767262625,1.813462953452525
403.0,326.121497240944,327.02831737702525,0.5,22.20662368094007,21.9374336061165,17.83950391532031,-715.2753109286375,834.8614869302363,207.44214137542647,0.906820136081253,1.813640272162506
404.0,326.5773894463851,327.4841062083598,0.5,22.219076044149723,21.951192659984553,17.868163291710566,-715.6764015264048,835.3851080783288,207.77539965643578,0.906716761974654,1.813433523949308
405.0,327.0308008113789,327.9372229634186,0.5,22.23144615704045,21.964860126030345,17.896664789703813,-716.0748428415395,835.9052437163632,208.10682208859484,0.9064221520396888,1.8128443040793776
406.0,327.4817496462524,328.38768676378345,0.5,22.243734717965907,21.97843678930996,17.925009418831586,-716.4706573680119,836.4219237208106,208.43642041098474,0.9059371175310142,1.8118742350620285
407.0,327.9302540983353,328.83551658114277,0.5,22.25594241818078,21.991923426808576,17.953198182485156,-716.8638673711342,836.9351776609909,208.7642062912861,0.9052624828074796,1.8105249656149591
408.0,328.37633215354583,329.2807312383813,0.5,22.268069941922793,22.005320807534968,17.98123207792704,-717.2544948902023,837.4450348026708,209.0901913259128,0.904399084835469,1.808798169670938
409.0,328.8200016379625,329.72334941066566,0.5,22.280117966493638,22.0186296926148,18.00911209630327,-717.6425617411024,837.9515241116133,209.41438704015488,0.9033477727031707,1.8066955454063414
410.0,329.26128021938166,330.1633896265233,0.5,22.29208716233899,22.03185083538267,18.036839222656564,-718.0280895188887,838.4546742570807,209.7368048883314,0.9021094071417062,1.8042188142834124
411.0,329.70018540886053,330.60087026892216,0.5,22.30397819312748,22.044984981473053,18.06441443594026,-718.4110996003267,838.9545136152962,210.0574562539527,0.9006848600616346,1.8013697201232692
412.0,330.1367345622466,331.0358095763464,0.5,22.31579171582863,22.05803286891007,18.091838709032956,-718.7916131464035,839.4510702728594,210.37635244989048,0.8990750140997895,1.798150028199579
413.0,330.5709448816926,331.4682256438638,0.5,22.327528380789957,22.070995228196075,18.119113008753956,-719.1696511048116,839.9443720301177,210.6935047185576,0.897280762171199,1.794561524342398
414.0,331.00283341715766,331.89813642420165,0.5,22.339188831812873,22.08387278239923,18.146238295879357,-719.5452342123932,840.4344464045,211.00892423209484,0.8953030070439595,1.790606014087919
415.0,331.4324170678942,332.3255597288019,0.5,22.350773706227944,22.096666247239813,18.173215525158863,-719.918382997565,840.9213206338002,211.32262209256677,0.8931426609077145,1.786285321815429
416.0,331.8597125839213,332.75051322888845,0.5,22.362283634968954,22.109376331175618,18.200045645333212,-720.2891177827029,841.4050216794273,211.63460933216413,0.8908006449671645,1.781601289934329
417.0,332.28473656748395,333.1730144565196,0.5,22.37371924264615,22.12200373548608,18.22672959915224,-720.657458686502,841.8855762296076,211.944896913414,0.8882778890356594,1.7765557780713188
418.0,332.70750547449876,333.59308080564057,0.5,22.385081147618667,22.134549154355515,18.253268323393563,-721.023425626309,842.3630107025525,212.253495729397,0.885575331141795,1.77115066228359
419.0,333.1280356159856,334.0107295331319,0.5,22.396369962065826,22.147013274955153,18.27966274888181,-721.3870383204187,842.8373512495796,212.56041660397102,0.8826939171462994,1.7653878342925988
420.0,333.54634315948607,334.425977759855,0.5,22.407586292057687,22.159396777524268,18.305913800508456,-721.7483162903468,843.3086237582002,212.86567029200162,0.8796346003689576,1.7592692007379152
421.0,333.96244413046793,334.8388424716883,0.5,22.418730737624777,22.17170033545018,18.332022397252114,-722.1072788630754,843.7768538551653,213.16926747959832,0.8763983412203636,1.7527966824407273
422.0,334.3763544137167,335.24934052056307,0.5,22.429803892826786,22.183924615347284,18.357989452199444,-722.4639451732663,844.2420669094719,213.47121878435752,0.8729861068463791,1.7459722136927582
423.0,334.788089754713,335.6574886254899,0.5,22.440806345820647,22.196070277135096,18.383815872566437,-722.8183341654532,844.7042880353331,213.77153475560996,0.8693988707769529,1.7387977415539058
424.0,335.1976657609973,336.06330337359,0.5,22.451738678927438,22.208137974115317,18.40950255972029,-723.170464596197,845.1635420951117,214.07022587467523,0.8656376125926438,1.7312752251852876
425.0,335.60509790352125,336.46680122110826,0.5,22.462601468698768,22.22012835304785,18.435050409201626,-723.5203550362241,845.6198537022124,214.36730255512,0.8617033175870368,1.7234066351740736
426.0,336.01040151798554,336.86799849443565,0.5,22.473395285982104,22.232042054225992,18.460460310747205,-723.8680238725304,846.0732472239438,214.66277514302234,0.857596976450121,1.715193952900242
427.0,336.41359180616485,337.2669113911116,0.5,22.484120695985535,22.24387971155055,18.48573314831304,-724.2134893104676,846.5237467843389,214.9566539172403,0.8533195849467565,1.706639169893513
428.0,336.8146838372204,337.6635559808343,0.5,22.494778258341444,22.255641952603103,18.510869800097897,-724.5567693757936,846.9713762669428,215.2489490896851,0.8488721436139023,1.6977442872278046
429.0,337.21369254899867,338.05794820645707,0.5,22.50536852716962,22.26732939871827,18.53587113856717,-724.897881916706,847.4161593175639,215.53967080559917,0.8442556574583948,1.6885113149167896
430.0,337.6106327493177,338.45010388498775,0.5,22.51589205113938,22.278942665055176,18.560738030477154,-725.2368446058426,847.8581193469925,215.828829143838,0.8394711356701007,1.6789422713402014
431.0,338.0055191172411,338.84003870857134,0.5,22.526349373531236,22.290482360667927,18.585471336899598,-725.5736749422676,848.2972795336834,216.11643411715565,0.8345195913302825,1.669039182660565
432.0,338.3983662043388,339.2277682454766,0.5,22.536741032297464,22.301949088575206,18.610071913246625,-725.9083902534231,848.7336628264048,216.4024956724949,0.8294020411378387,1.6588040822756773
433.0,338.78918843593556,339.61330794107886,0.5,22.54706756012199,22.31334344582907,18.634540609295975,-726.2410076970574,849.1672919468559,216.68702369128036,0.8241195051432919,1.6482390102865838
434.0,339.1780001123474,339.99667311882143,0.5,22.557329484479897,22.324666023582765,18.658878269216512,-726.5715442631418,849.598189392248,216.9700279897153,0.8186730064740547,1.6373460129481094
435.0,339.5648154101045,340.3778789811987,0.5,22.567527327695498,22.335917407157854,18.68308573159402,-726.9000167757418,850.0263774378589,217.25151831908167,0.8130635710942528,1.6261271421885055
436.0,339.9496483831636,340.7569406107012,0.5,22.577661607000493,22.347098176110286,18.70716382945729,-727.2264418948895,850.4518781395475,217.5315043660431,0.8072922275375285,1.614584455075057
437.0,340.3325129641071,341.13387297078475,0.5,22.58773283459069,22.358208904295843,18.731113390304404,-727.5508361184109,850.8747133362447,217.809995752951,0.8013600066776649,1.6027200133553299
438.0,340.7134229653298,341.50869090681243,0.5,22.597741517682604,22.36925015993466,18.75493523612935,-727.8732157837492,851.2949046524079,218.08700203815368,0.7952679414826066,1.5905358829652132
439.0,341.0923920802151,341.8814091470036,0.5,22.607688158568948,22.380222505674954,18.77863018344877,-728.1935970697517,851.7124735004477,218.36253271630764,0.7890170667884718,1.5780341335769437
440.0,341.46943388429753,342.2520423033719,0.5,22.617573254673594,22.391126498655957,18.802199043328947,-728.5119959984407,852.1274410831214,218.63659721869118,0.782608419074411,1.565216838148822
441.0,341.8445618364156,342.62060487265654,0.5,22.627397298605988,22.401962690570098,18.82564262141303,-728.8284284367655,852.5398283959009,218.9092049135211,0.7760430362409382,1.5520860724818764
442.0,342.2177892798508,342.98711123725207,0.5,22.637160778214593,22.412731627724334,18.84896171794842,-729.1429100983241,852.9496562293051,219.180365106271,0.769321957401222,1.538643914802444
443.0,342.58912944345695,343.351575666127,0.5,22.646864176639994,22.423433851100793,18.872157127814305,-729.4554565450742,853.3569451712094,219.45008703999179,0.7624462226700901,1.5248924453401802
444.0,342.95859544277664,343.71401231574265,0.5,22.65650797236711,22.434069896416634,18.89522964054941,-729.7660831890139,853.7617156091226,219.71837989563406,0.7554168729660349,1.5108337459320698
445.0,343.3262002811471,344.0744352309604,0.5,22.666092639276872,22.444640294183124,18.918180040379877,-730.0748052938476,854.1639877324358,219.98525279237225,0.7482349498132621,1.4964698996265242
446.0,343.691956850795,344.4328583459466,0.5,22.675618646697274,22.45514556976404,18.94100910624728,-730.3816379766288,854.5637815346447,220.25071478793078,0.7409014951516163,1.4818029903032326
447.0,344.05587793391913,344.78929548506665,0.5,22.685086459453846,22.465586243433304,18.963717611836767,-730.6865962093873,854.961116815543,220.51477487891083,0.7334175511474814,1.4668351022949628
448.0,344.4179762037628,345.143760363788,0.5,22.69449653791915,22.47596283043194,18.98630632560539,-730.9896948207223,855.3560131833901,220.77744200112022,0.7257841600251781,1.4515683200503562
449.0,344.7782642256753,345.49626658955066,0.5,22.70384933806236,22.486275841024245,19.00877601081043,-731.2909484974003,855.7484900570487,221.0387250299023,0.7180023638753653,1.4360047277507306
450.0,345.1367544581618,345.846827662657,0.5,22.713145311497602,22.496525780553384,19.03112742553793,-731.5903717859115,856.1385666681002,221.2986327804683,0.7100732044952051,1.4201464089904101
451.0,345.4934592539236,346.19545697714506,0.5,22.722384905531893,22.50671314949617,19.053361322731273,-731.8879790940141,856.5262620629302,221.5571740082289,0.7019977232214124,1.4039954464428248
452.0,345.8483908608862,346.54216782165395,0.5,22.73156856321267,22.516838443517265,19.075478450219855,-732.1837846922652,856.9115951047906,221.81435740912855,0.6937769607677942,1.3875539215355883
453.0,346.2015614232179,346.8869733802889,0.5,22.74069672337447,22.526902153522645,19.09747955074783,-732.4778027155248,857.2945844758348,222.070191619979,0.6854119570709621,1.3708239141419243
454.0,346.55298298233845,347.2298867334703,0.5,22.74976982068542,22.536904765712446,19.119365362002945,-732.7700471644522,857.6752486791278,222.32468521879483,0.6769037511318957,1.3538075022637914
455.0,346.9026674779152,347.57092085879697,0.5,22.758788285692475,22.54684676163313,19.141136616645376,-733.0605319069643,858.0536060406324,222.57784672512895,0.6682533808817713,1.3365067617635427
456.0,347.25062674885123,347.9100886318753,0.5,22.767752544867033,22.55672861822901,19.162794042336685,-733.3492706797041,858.4296747111704,222.829684600409,0.6594618830240339,1.3189237660480677
457.0,347.5968725342621,348.2474028271675,0.5,22.77666302064918,22.566550807893158,19.1843383617688,-733.6362770894659,858.8034726683588,223.08020724827455,0.6505302929053505,1.301060585810701
458.0,347.94141647444263,348.58287611882076,0.5,22.785520131491833,22.576313798517695,19.20577029269298,-733.9215646146174,859.1750177185243,223.3294230149139,0.6414596443781377,1.2829192887562755
459.0,348.284270111824,348.9165210814942,0.5,22.794324291904186,22.586018053543402,19.227090547948887,-734.2051466064992,859.5443274985914,223.577340189402,0.6322509696702031,1.2645019393404062
460.0,348.6254448919208,349.24835019117546,0.5,22.80307591249479,22.595664032008763,19.24829983549366,-734.4870362908121,859.9114194779487,223.8239670040388,0.6229052992546827,1.2458105985093655
461.0,348.96495216426797,349.5783758259978,0.5,22.811775400013932,22.60525218859844,19.26939885843094,-734.767246768982,860.2763109602935,224.06931163468624,0.6134236617298053,1.2268473234596107
462.0,349.30280318334866,349.9066102670496,0.5,22.820423157395528,22.61478297369108,19.290388315039987,-735.0457910195096,860.6390190854517,224.31338220110757,0.603807083700943,1.207614167401886
463.0,349.639009109512,350.233065699175,0.5,22.829019583798573,22.624256833406587,19.311268898804755,-735.3226818993055,860.9995608311758,224.55618676730472,0.5940565896629582,1.1881131793259163
464.0,349.9735810098815,350.5577542117702,0.5,22.837565074648108,22.6336742096528,19.332041298443,-735.5979321450096,861.3579530149225,224.79773334185734,0.5841732018886916,1.1683464037773832
465.0,350.3065298592541,350.8806877995768,0.5,22.846060021675534,22.6430355401716,19.352706197935312,-735.8715543742899,861.7142122956066,225.03802987826003,0.5741579403226601,1.1483158806453202
466.0,350.6378665409895,351.2018783634568,0.5,22.85450481295885,22.652341258584432,19.373264276554217,-736.1435610871378,862.0683551753337,225.2770842752608,0.5640118224672995,1.128023644934599
467.0,350.96760184789105,351.52133771118645,0.5,22.862899832961656,22.661591794437317,19.393716208893185,-736.413964667125,862.4203980011129,225.51490437719858,0.5537358632954243,1.1074717265908487
468.0,351.2957464830768,351.8390775582149,0.5,22.871245462572553,22.670787573245267,19.414062664895667,-736.6827773826732,862.7703569665475,225.75149797434068,0.5433310751381228,1.0866621502762457
469.0,351.62231106084147,352.15510952844267,0.5,22.87954207914336,22.67992901653622,19.43430430988406,-736.9500113882835,863.1182481135066,225.98687280321954,0.5327984676011968,1.0655969352023935
470.0,351.9473061075099,352.46944515497074,0.5,22.88779005652743,22.689016541894322,19.45444180458866,-737.215678725772,863.4640873337729,226.22103654696983,0.5221390474608498,1.0442780949216997
471.0,352.2707420622818,352.7820958808692,0.5,22.895989765116944,22.69805056300285,19.47447580517658,-737.47979132547,863.8078903706752,226.45399683566404,0.5113538185874121,1.0227076371748243
472.0,352.5926292780664,353.09307305991297,0.5,22.904141571880416,22.707031489686468,19.494406963280596,-737.7423610074328,864.1496728206973,226.6857612466485,0.5004437818465762,1.0008875636931525
473.0,352.9129780223104,353.40238795733706,0.5,22.912245840399024,22.715959727953024,19.514235926027954,-738.0033994826097,864.4894501350686,226.91633730487808,0.48940993502659436,0.9788198700531887
474.0,353.2317984778156,353.7100517505689,0.5,22.92030293090309,22.72483568003488,19.53396333606915,-738.2629183540184,864.8272376213364,227.14573248325084,0.47825327275332147,0.9565065455066429
475.0,353.54910074354865,354.01607552996035,0.5,22.928313200307866,22.73365974442965,19.55358983160662,-738.5209291178987,865.1630504449173,227.37395420294177,0.466974786411695,0.93394957282339
476.0,353.8648948354429,354.3204702995138,0.5,22.936277002248943,22.742432315940533,19.57311604642337,-738.7774431648526,865.4969036306306,227.6010098337357,0.4555754640708995,0.911150928141799
477.0,354.1791906871908,354.6232469776085,0.5,22.944194687117083,22.751153785716124,19.592542609911526,-739.0324717809656,865.8288120642151,227.82690669435905,0.44405629041774747,0.8881125808354949
478.0,354.4919981510292,354.9244163977071,0.5,22.952066602093005,22.759824541289714,19.61187014710091,-739.2860261489283,866.158790493823,228.05165205281244,0.432418246677948,0.864836493355896
479.0,354.80332699851544,355.223989309074,0.5,22.959893091181264,22.76844496661816,19.63109927868739,-739.5381173491268,866.4868535315007,228.2752531267001,0.4206623105585927,0.8413246211171854
480.0,355.11318692129635,355.52197637746804,0.5,22.967674495244328,22.77701544212026,19.65023062106126,-739.7887563607405,866.8130156546484,228.49771708356016,0.4087894561716691,0.8175789123433382
481.0,355.42158753186794,355.8183881858554,0.5,22.975411152035466,22.785536344714696,19.669264786335514,-740.0379540628019,867.1372912074642,228.71905104119304,0.3968006539874311,0.7936013079748622
482.0,355.728538364329,356.11323523508486,0.5,22.98310339623221,22.79400804785748,19.688202382374037,-740.2857212352733,867.4596944023685,228.9392620679896,0.38469687075587927,0.7693937415117585
483.0,356.0340488751248,356.406527944592,0.5,22.990751559468382,22.802430921578964,19.707044012819694,-740.5320685600799,867.7802393214143,229.1583571832576,0.3724790694672043,0.7449581389344087
484.0,356.33812844378497,356.69827665307145,0.5,22.998355970366564,22.810805332520445,19.725790277122343,-740.7770066221543,868.0989399176782,229.37634335754757,0.36014820928648095,0.7202964185729619
485.0,356.6407863736519,356.9884916191501,0.5,23.00591695456993,22.819131643970255,19.744441770566784,-741.0205459104627,868.4158100166353,229.59322751297756,0.34770524549822934,0.6954104909964587
486.0,356.94203189260344,357.27718302206637,0.5,23.013434834773378,22.82741021589948,19.76299908430052,-741.2626968190073,868.7308633175174,229.80901652355627,0.3351511294629626,0.6703022589259252
487.0,357.24187415376605,357.56436096233114,0.5,23.020909930754737,22.835641404997222,19.781462805361556,-741.5034696478311,869.0441133946563,230.02371721550605,0.3224868085650941,0.6449736171301882
488.0,357.5403222362225,357.85003546238335,0.5,23.02834255940554,22.84382556470548,19.799833516705988,-741.7428746040102,869.3555736988098,230.2373363675838,0.30971322616084485,0.6194264523216897
489.0,357.83738514571036,358.13421646725413,0.5,23.035733034761005,22.851963045253527,19.81811179723552,-741.9809218026182,869.6652575584714,230.44988071140102,0.2968313215437696,0.5936626430875392
490.0,358.1330718153151,358.4169138452063,0.5,23.04308166803034,22.860054193692022,19.836298221824897,-742.2176212677033,869.9731781811669,230.66135693174277,0.283842029891224,0.567684059782448
491.0,358.4273911061541,358.6981373883843,0.5,23.05038876762603,22.8680993539265,19.854393361349235,-742.4529829332309,870.27934865473,230.87177166688525,0.2707462822301869,0.5414925644603737
492.0,358.72035180805506,358.977896813451,0.5,23.057654639193274,22.876098866750716,19.87239778271118,-742.6870166440327,870.5837819485718,231.08113150891202,0.25754500539596775,0.5150900107919355
493.0,359.01196264022656,359.2562017622168,0.5,23.064879585638916,22.884053069879396,19.890312048868036,-742.9197321567375,870.8864909149252,231.2894430040291,0.24423912199023579,0.48847824398047157
494.0,359.3022322519217,359.5330618022772,0.5,23.07206390715973,22.891962297980662,19.90813671885875,-743.1511391406826,871.1874882900809,231.49671265287898,0.23082955035552452,0.46165910071104904
495.0,359.5911692230952,359.8084864276244,0.5,23.07920790127103,22.899826882708144,19.92587234783072,-743.381247178836,871.4867866956083,231.7029469108521,0.21731720452919542,0.43463440905839085
496.0,359.87878206505326,360.0824850592739,0.5,23.086311862834247,22.907647152732583,19.943519487066613,-743.610065768684,871.7843986395587,231.90815218839913,0.20370299422061047,0.40740598844122095
497.0,360.16507922109696,360.3550670458711,0.5,23.09337608408468,22.91542343377313,19.961078684010964,-743.8376043231248,872.0803365176562,232.11233485133968,0.18998782477415907,0.37997564954831814
498.0,360.4500690671592,360.6262416643028,0.5,23.100400854658673,22.92315604862833,19.978550482296644,-744.0638721713447,872.3746126144767,232.31550122117068,0.17617259714367767,0.35234519428735533
499.0,360.73375991243375,360.8960181202964,0.5,23.10738646162056,22.930845317206575,19.995935421771335,-744.2888785596853,872.6672391046079,232.51765757537373,0.16225820786263426,0.3245164157252685
500.0,361.01616000000007,361.16440554901874,0.5,23.11433318948932,22.938491556556432,20.013234038523713,-744.5126326525026,872.9582280538015,232.71881014771986,0.14824554901867504,0.2964910980373501
501.0,361.29727750743905,361.4314130156702,0.5,23.12124132026472,22.946095080896338,20.03044686490962,-744.7351435330086,873.2475914201049,232.91896512857392,0.13413550823117792,0.26827101646235585
502.0,361.5771205474447,361.6970495160668,0.5,23.128111133453604,22.953656201644222,20.04757442957809,-744.9564202041181,873.5353410549881,233.11812866519682,0.11992896862211473,0.23985793724422946
503.0,361.8556971684276,361.96132397723085,0.5,23.134942906095233,22.961175227446557,20.064617257497204,-745.1764715892654,873.8214887044495,233.31630686204667,0.10562680880326097,0.21125361760652195
504.0,362.1330153551133,362.22424525795685,0.5,23.141736912787064,22.9686524642072,20.081575869979883,-745.3953065332339,874.1060460101124,233.51350578107835,0.09122990284358501,0.18245980568717002
505.0,362.40908302913425,362.4858221493998,0.5,23.14849342570941,22.976088215115844,20.09845078470949,-745.6129338029514,874.3890245103097,233.7097314420415,0.07673912026552118,0.15347824053104236
506.0,362.68390804961535,362.7460633756233,0.5,23.155212714650816,22.98348278067615,20.115242515765367,-745.829362088306,874.6704356411523,233.904989822777,0.06215532600791209,0.12431065201582418
507.0,362.9574982137536,363.004977594183,0.5,23.16189504703197,22.990836458733558,20.131951573648145,-746.044600002918,874.950290737589,234.09928685951203,0.04747938042943906,0.09495876085887812
508.0,363.2298612573918,363.26257339667086,0.5,23.168540687930378,22.998149544502734,20.148578465305032,-746.2586560849332,875.2286010344508,234.29262844715336,0.032712139279060734,0.06542427855812147
509.0,363.5010048555864,363.51885930927045,0.5,23.175149900104234,23.00542233059473,20.165123694154882,-746.4715387977927,875.5053776674838,234.48502043957936,0.017854453684027514,0.03570890736805503
510.0,363.77093662316906,363.77384379331426,0.5,23.181722944015924,23.01265510704386,20.181587760113203,-746.6832565309895,875.7806316743732,234.67646864993048,0.002907170145180569,0.005814340290361138
511.0,364.0396641153031,364.0275352458165,0.5,23.18826007785569,23.019848161334163,20.197971159616948,-746.8938176008307,876.0543739957494,234.86697885089788,-0.012128869486553371,-0.024257738973106742
512.0,364.30719482803346,364.2799420000224,0.5,23.194761557564544,23.027001778425678,20.214274385649244,-747.1032302511761,876.326615476188,235.0565567750106,-0.027252828011051368,-0.054505656022102736
513.0,364.5735361988317,364.53107232593334,0.5,23.201227636857386,23.034116240780296,20.23049792776394,-747.3115026541819,876.597366865194,235.24520811492124,-0.042463872898349,-0.084927745796698
514.0,364.83869560713475,364.7809344308473,0.5,23.207658567245357,23.041191828387426,20.246642272110048,-747.5186429110219,876.8666388181789,235.4329385236902,-0.05776117628741213,-0.11552235257482427
515.0,365.1026803748787,365.02953645987697,0.5,23.21405459805837,23.04822881878925,20.262707901456036,-747.7246590526119,877.1344418974207,235.61975361506808,-0.07314391500168002,-0.14628783000336004
516.0,365.3654977670264,365.2768864964735,0.5,23.220415976467198,23.055227487105807,20.27869529521395,-747.9295590403219,877.4007865730194,235.80565896377598,-0.08861127055287693,-0.17722254110575386
517.0,365.6271549920904,365.52299256294475,0.5,23.22674294750522,23.06218810605967,20.294604929463453,-748.133350766677,877.6656832238363,235.99066010578545,-0.10416242914571314,-0.20832485829142627
518.0,365.8876592026501,365.76786262096687,0.5,23.23303575409006,23.069110946000414,20.310437276975723,-748.3360420560534,877.9291421384243,236.17476253859607,-0.11979658168326367,-0.23959316336652733
519.0,366.14701749586345,366.0115045720889,0.5,23.239294637045024,23.075996274928766,20.326192807237142,-748.5376406653693,878.1911735159471,236.35797172151103,-0.1355129237745915,-0.271025847549183
520.0,366.4052369139736,366.25392625824105,0.5,23.245519835120085,23.082844358520507,20.34187198647294,-748.7381542847609,878.4517874670898,236.54029307591202,-0.15131065573258773,-0.30262131146517546
521.0,366.6623244448105,366.49513546223363,0.5,23.251711585012742,23.08965546015007,20.357475277670606,-748.9375905382542,878.7109940149563,236.7217319855315,-0.1671889825768937,-0.3343779651537874
522.0,366.91828702228696,366.73513990824836,0.5,23.25787012138875,23.09642984091387,20.373003140603263,-749.1359569844327,878.9688030959566,236.90229379672448,-0.18314711403864462,-0.36629422807728923
523.0,367.1731315268902,366.9739472623288,0.5,23.263995676902518,23.103167759653378,20.388456031852826,-749.3332611170948,879.2252245606858,237.08198381873785,-0.1991842645613586,-0.3983685291227172
524.0,367.42686478616747,367.2115651328732,0.5,23.270088482217062,23.109869472977916,20.403834404833,-749.5295103658957,879.4802681747913,237.26080732397767,-0.21529965329424547,-0.43059930658849094
525.0,367.6794935752079,367.4480010711099,0.5,23.276148766024207,23.116535235287234,20.41913870981226,-749.7247120969987,879.733943619832,237.4387695482766,-0.231492504098051,-0.462985008196102
526.0,367.93102461711817,367.6832625715788,0.5,23.2821767550641,23.123165298793754,20.434369393936546,-749.9188736137035,879.9862604941245,237.6158756911577,-0.24776204553938194,-0.4955240910787639
527.0,368.18146458349435,367.9173570726027,0.5,23.288172674144807,23.12975991354461,20.449526901251915,-750.1120021570775,880.2372283135825,237.79213091609776,-0.2641075108915954,-0.5282150217831908
528.0,368.4308200948883,368.15029195675976,0.5,23.294136746161506,23.13631932744343,20.464611672727006,-750.3041049065741,880.4868565125453,237.96754035078865,-0.28052813812857313,-0.5610562762571463
