T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cp_proxy_J_per_molK,Cp_proxy_kind,B_GPa,gamma_model_dimensionless,residual_1e-8_per_K,z
238.0,195.81331416185233,195.6017166891402,0.5,17.6006,janaf_interp,98.0,0.13133379960337624,-0.2115974727121539,-0.4231949454243078
239.0,197.10694664501014,197.1940108286838,0.5,17.6523,janaf_interp,98.0,0.1320151400470685,0.08706418367363913,0.17412836734727827
240.0,198.39187092339478,198.78024012854533,0.5,17.704,janaf_interp,98.0,0.13268845276894756,0.3883692051505749,0.7767384103011498
241.0,199.66812986896076,200.36038090841208,0.5,17.7557,janaf_interp,98.0,0.13335379213205617,0.6922510394513229,1.3845020789026459
242.0,200.93576750878654,201.93441162230286,0.5,17.8074,janaf_interp,98.0,0.13401121328453314,0.998644113516333,1.997288227032666
243.0,202.19482888694844,203.5023128163202,0.5,17.859099999999998,janaf_interp,98.0,0.1346607721202932,1.3074839293717808,2.6149678587435616
244.0,203.44535996095092,205.06406708633926,0.5,17.910800000000002,janaf_interp,98.0,0.13530252524034656,1.6187071253883465,3.237414250776693
245.0,204.68740751882626,206.61965903567165,0.5,17.9625,janaf_interp,98.0,0.13593652991476976,1.9322515168453684,3.864503033690737
246.0,205.9210191087768,208.16907523273784,0.5,18.0142,janaf_interp,98.0,0.13656284404533692,2.248056123961069,4.496112247922138
247.0,207.14624297672322,209.71230416878237,0.5,18.0659,janaf_interp,98.0,0.1371815261288207,2.566061192059138,5.132122384118276
248.0,208.36312800916946,211.2493362156635,0.5,18.1176,janaf_interp,98.0,0.13779263522097046,2.886208206494047,5.772416412988094
249.0,209.57172367995594,212.78016358374947,0.5,18.1693,janaf_interp,98.0,0.13839623090117398,3.2084399037935563,6.4168798075871125
250.0,210.77208000010972,214.3047802799497,0.5,18.221,janaf_interp,98.0,0.1389923732378092,3.532700279839993,7.065400559679986
251.0,211.9642474703438,215.64893137145862,0.5,18.257947040498443,janaf_interp,98.0,0.13958112275429013,3.6846839011148207,7.369367802229641
252.0,213.14827703593286,216.98541336375308,0.5,18.294894080996883,janaf_interp,98.0,0.14016254039581139,3.8371363278202373,7.674272655640475
253.0,214.32422004379038,218.3142526325911,0.5,18.331841121495327,janaf_interp,98.0,0.14073668749679386,3.9900325888007364,7.980065177601473
254.0,215.49212820161281,219.63547687624867,0.5,18.36878816199377,janaf_interp,98.0,0.14130362574903438,4.14334867463587,8.28669734927174
255.0,216.6520535389865,220.9491150725981,0.5,18.405735202492213,janaf_interp,98.0,0.1418634171705602,4.297061533611588,8.594123067223176
256.0,217.80404837036156,222.25519743670364,0.5,18.442682242990653,janaf_interp,98.0,0.14241612407518947,4.45114906634209,8.90229813268418
257.0,218.9481652598093,223.55375537894957,0.5,18.479629283489096,janaf_interp,98.0,0.1429618090427973,4.605590119140307,9.211180238280614
258.0,220.08445698748176,224.84482146371408,0.5,18.51657632398754,janaf_interp,98.0,0.14350053489028636,4.760364476232315,9.52072895246463
259.0,221.2129765176993,226.1284293686045,0.5,18.553523364485983,janaf_interp,98.0,0.1440323646432617,4.915452850905209,9.830905701810417
260.0,222.33377696859355,227.4046138442631,0.5,18.590470404984423,janaf_interp,98.0,0.14455736150840598,5.070836875669568,10.141673751339136
261.0,223.446911583237,228.67341067475658,0.5,18.627417445482866,janaf_interp,98.0,0.1450755888465538,5.226499091519556,10.452998183039112
262.0,224.55243370219443,229.934856638558,0.5,18.66436448598131,janaf_interp,98.0,0.14558711014646125,5.3824229363635405,10.764845872727081
263.0,225.65039673743382,231.18898947013105,0.5,18.701311526479753,janaf_interp,98.0,0.14609198899926656,5.538592732697231,11.077185465394463
264.0,226.74085414753603,232.4358478221248,0.5,18.738258566978192,janaf_interp,98.0,0.1465902890736381,5.69499367458876,11.38998734917752
265.0,227.82385941414725,233.67547122818522,0.5,18.775205607476636,janaf_interp,98.0,0.14708207409160418,5.85161181403798,11.70322362807596
266.0,228.89946601961975,234.9079000663913,0.5,18.81215264797508,janaf_interp,98.0,0.14756740780505967,6.008434046771551,12.016868093543103
267.0,229.96772742578705,236.1331755233196,0.5,18.84909968847352,janaf_interp,98.0,0.1480463539729435,6.165448097532564,12.330896195065128
268.0,231.02869705382648,237.35133955874403,0.5,18.886046728971962,janaf_interp,98.0,0.14851897633908076,6.322642504917547,12.645285009835094
269.0,232.08242826515897,238.5624348709724,0.5,18.922993769470406,janaf_interp,98.0,0.14898533861068286,6.480006605813423,12.960013211626846
270.0,233.128974343342,239.7665048628251,0.5,18.95994080996885,janaf_interp,98.0,0.14944550443749868,6.637530519483071,13.275061038966141
271.0,234.16838847691133,240.9635936082566,0.5,18.99688785046729,janaf_interp,98.0,0.14989953739160924,6.795205131345242,13.590410262690485
272.0,235.20072374313054,242.15374581962297,0.5,19.033834890965732,janaf_interp,98.0,0.1503475009478586,6.95302207649244,13.90604415298488
273.0,236.22603309260796,243.33700681559498,0.5,19.070781931464175,janaf_interp,98.0,0.15078945846491248,7.110973722987003,14.221947445974006
274.0,237.24436933474325,244.51342248971855,0.5,19.10772897196262,janaf_interp,98.0,0.15122547316693696,7.269053154975299,14.538106309950598
275.0,238.25578512396697,245.68303927962165,0.5,19.14467601246106,janaf_interp,98.0,0.15165560812588813,7.4272541556546905,14.854508311309381
276.0,239.2603329467382,246.84590413686706,0.5,19.1816230529595,janaf_interp,98.0,0.1520799262444046,7.585571190128874,15.171142380257749
277.0,240.25806510926708,248.0020644974494,0.5,19.218570093457945,janaf_interp,98.0,0.1524984902392934,7.743999388182314,15.487998776364629
278.0,241.2490337259306,249.1515682529344,0.5,19.25551713395639,janaf_interp,98.0,0.15291136262560037,7.902534527003827,15.805069054007655
279.0,242.23329070835004,250.29446372223958,0.5,19.292464174454828,janaf_interp,98.0,0.15331860570125594,8.06117301388953,16.12234602777906
280.0,243.21088775510202,251.43079962405065,0.5,19.32941121495327,janaf_interp,98.0,0.15372028153228628,8.219911868948632,16.439823737897264
281.0,244.18187634203488,252.56062504987293,0.5,19.366358255451715,janaf_interp,98.0,0.15411645193858092,8.378748707838017,16.757497415676035
282.0,245.14630771316288,253.6839894377122,0.5,19.403305295950155,janaf_interp,98.0,0.15450717848020656,8.537681724549316,17.07536344909863
283.0,246.10423287211353,254.80094254638266,0.5,19.440252336448598,janaf_interp,98.0,0.1548925224442575,8.696709674269103,17.393419348538206
284.0,247.05570257410363,255.91153443043447,0.5,19.47719937694704,janaf_interp,98.0,0.1552725448322328,8.855831856330834,17.711663712661668
285.0,248.0007673184192,257.0158154156996,0.5,19.514146417445485,janaf_interp,98.0,0.15564730634793017,9.015048097280372,18.030096194560745
286.0,248.9394773413784,258.11383607544747,0.5,19.551093457943924,janaf_interp,98.0,0.15601686738584647,9.174358734069077,18.348717468138155
287.0,249.87188260975526,259.2056472071471,0.5,19.588040498442368,janaf_interp,98.0,0.15638128802007487,9.333764597391816,18.667529194783633
288.0,250.79803281464336,260.2912998098279,0.5,19.62498753894081,janaf_interp,98.0,0.15674062799368835,9.493266995184518,18.986533990369036
289.0,251.71797736574055,261.37084506203473,0.5,19.661934579439254,janaf_interp,98.0,0.15709494670859978,9.652867696294187,19.305735392588375
290.0,252.63176538603471,262.44433430036946,0.5,19.698881619937694,janaf_interp,98.0,0.15744430321588812,9.812568914334749,19.625137828669498
291.0,253.53944570687383,263.5118189986129,0.5,19.735828660436137,janaf_interp,98.0,0.15778875620658067,9.972373291739066,19.944746583478132
292.0,254.4410668634019,264.5733507474197,0.5,19.77277570093458,janaf_interp,98.0,0.1581283640028812,10.132283884017774,20.264567768035548
293.0,255.3366770903448,265.6289812345797,0.5,19.809722741433024,janaf_interp,98.0,0.15846318454983435,10.292304144234935,20.58460828846987
294.0,256.22632431813025,266.6787622258385,0.5,19.846669781931464,janaf_interp,98.0,0.15879327540741553,10.452437907708259,20.904875815416517
295.0,257.110056169326,267.7227455462679,0.5,19.883616822429907,janaf_interp,98.0,0.15911869374303664,10.612689376941907,21.225378753883813
296.0,257.9879199553827,268.7609830621818,0.5,19.92056386292835,janaf_interp,98.0,0.159439496324458,10.773063106799142,21.546126213598285
297.0,258.8599626736669,269.79352666358636,0.5,19.957510903426794,janaf_interp,98.0,0.15975573951309593,10.933563989919424,21.86712797983885
298.0,259.7262310047707,270.8204282471585,0.5,19.994457943925234,janaf_interp,98.0,0.16006747925771664,11.094197242387802,22.188394484775603
299.0,260.5867713100858,271.72731074861997,0.5,20.022972972972973,janaf_interp,98.0,0.16037477108850667,11.140539438534175,22.28107887706835
300.0,261.4416296296297,272.60799125396926,0.5,20.05,janaf_interp,98.0,0.16067767011150977,11.166361624339563,22.332723248679127
301.0,262.29085168011136,273.4485372653874,0.5,20.07452,janaf_interp,98.0,0.1609762310034214,11.15768558527605,22.3153711705521
302.0,263.1344828532268,274.2830363393946,0.5,20.099040000000002,janaf_interp,98.0,0.1612705080067307,11.148553486167724,22.29710697233545
303.0,263.97256821417204,275.111553429688,0.5,20.12356,janaf_interp,98.0,0.16156055492520077,11.138985215515943,22.277970431031886
304.0,264.80515250036456,275.9341531813723,0.5,20.14808,janaf_interp,98.0,0.1618464251196782,11.129000681007781,22.258001362015563
