T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,residual_1e-8_per_K,z,Cv_basis_low_J_per_molK,contrib_basis_low_1e-8_per_K,Cv_basis_mid_J_per_molK,contrib_basis_mid_1e-8_per_K,Cv_basis_high_J_per_molK,contrib_basis_high_1e-8_per_K
191.0,125.30680692054233,125.45893118296476,0.5,0.15212426242244065,0.3042485248448813,5.677588712412645,-183.72666714417562,5.7151512350230265,154.46593840404535,3.3764651004637622,154.71965992309504
192.0,127.02224607687698,127.1903144089892,0.5,0.16806833211220903,0.33613666422441807,5.687457925938987,-184.04603471382094,5.741916982187878,155.1893481762257,3.4054318177151677,156.04700094658443
193.0,128.73357300378984,128.91314033571086,0.5,0.17956733192100868,0.35913466384201737,5.697211993147935,-184.3616761507363,5.768473922289555,155.90711442689064,3.4342536314285015,157.3677020595565
194.0,130.44047302300353,130.62733581935066,0.5,0.1868627963471124,0.3737255926942248,5.706852585415496,-184.67364554061876,5.794823160886357,156.61926703645682,3.4629294736132272,158.6817143235126
195.0,132.1423368325509,132.33283243933744,0.5,0.1904956067865248,0.3809912135730496,5.71638134565789,-184.9819960482072,5.820965823902462,157.32583643577863,3.4914583472434773,159.98899205176605
196.0,133.83824001134406,134.02956635525226,0.5,0.19132634390820538,0.38265268781641076,5.7257998888820625,-185.28677993509697,5.846903056446974,158.02685357422988,3.519839324221462,161.28949271611936
197.0,135.5269521622708,135.71747816687048,0.5,0.1905260045996807,0.3810520091993614,5.7351098027242795,-185.58804857716865,5.872636021670439,158.72234988879853,3.548071543377951,162.58317685524057
198.0,137.20698192505446,137.39651277728467,0.5,0.1895308522302178,0.3790617044604356,5.744312647977105,-185.8858524816411,5.898165899658069,159.4123572741734,3.576154208510144,163.8700079847524
199.0,138.87665962715084,139.06661925908253,0.5,0.18995963193167575,0.3799192638633515,5.753409959105027,-186.18024130375719,5.923493886358823,160.0969080537997,3.604086586457038,165.14995250904
200.0,140.53425357267417,140.7277507235574,0.5,0.1934971508832224,0.3869943017664448,5.762403244748983,-186.47126386311012,5.948621192549574,160.77603495188333,3.631868005212452,166.42297963478416
201.0,142.1781098594132,142.3559613071687,0.5,0.17785144775549683,0.35570289551099366,5.771151734513575,-186.7543648322732,5.97315044444841,161.43899797019927,3.659110860205213,167.67132816924263
202.0,143.8068003740621,143.97513788404552,0.5,0.16833750998341218,0.33667501996682436,5.779800821641615,-187.0342491339311,5.99748311598282,162.0966479234336,3.6862023149479044,168.912739094543
203.0,145.4192604402082,145.58525061693592,0.5,0.1659901767277213,0.3319803534554426,5.788351922995396,-187.31096261772174,6.021620511832588,162.74902007374808,3.713141949350438,170.1471931609096
204.0,147.014897362076,147.1862730238733,0.5,0.17137566179730562,0.34275132359461125,5.79680643165635,-187.5845503637349,6.04556394542903,163.39614991983592,3.739929394589707,171.37467346777228
205.0,148.59365413668067,148.77818186603568,0.5,0.18452772935502262,0.36905545871004525,5.8051657173777516,-187.85505669716147,6.069314738135005,164.03807317475986,3.766564331465679,172.59516538843732
206.0,150.1560185292327,150.36095703842116,0.5,0.20493850918844808,0.40987701837689616,5.813431127027925,-188.12252520263596,6.092874218454928,164.67482574460044,3.793046488794535,173.80865649645668
207.0,151.7029755123632,151.93458146329647,0.5,0.23160595093326453,0.46321190186652905,5.8216039850241055,-188.38699873827585,6.11624372127393,165.3064437078928,3.8193756418385325,175.01513649367948
208.0,153.23590932033562,153.49904098637543,0.5,0.2631316660398211,0.5262633320796422,5.829685593757089,-188.64851944942353,6.139424587125376,165.93296329582938,3.8455516107722243,176.2145971399696
209.0,154.7564685204667,155.054324275679,0.5,0.2978557552122807,0.5957115104245614,5.837677234007063,-188.90712878210255,6.162418161485946,166.55442087320782,3.8715742591846958,177.40703218457372
210.0,156.26641225659642,156.6004227230343,0.5,0.3340104664378798,0.6680209328757596,5.845580165350615,-189.16286749618828,6.18522579409753,167.17085292010339,3.8974434926173664,178.59243729911918
211.0,157.76745740535785,158.13733034816144,0.5,0.36987294280360383,0.7397458856072077,5.853395626559319,-189.41577567830626,6.207848838315102,167.7822960142439,3.923159257136977,179.7708100122238
212.0,159.2611447135789,159.66504370530546,0.5,0.40389899172659155,0.8077979834531831,5.861124835989934,-189.66589275445895,6.230288650479921,168.3887868140688,3.948721537943266,180.94214964569565
213.0,160.74873761551171,161.18356179236292,0.5,0.4348241768512021,0.8696483537024042,5.86876899196648,-189.9132575023898,6.252546589317228,168.99036204245039,3.974130358010903,182.1064572523023
214.0,162.2311613993941,162.69288596245573,0.5,0.4617245630616356,0.9234491261232712,5.876329273154443,-190.15790806369245,6.274624015357804,169.58705847106026,3.999385776765196,183.26373555508792
215.0,163.7089839478392,164.19301983790737,0.5,0.48403589006816955,0.9680717801363391,5.8838068389271125,-190.39988195566536,6.296522290382613,170.17891290535914,4.024487888791046,184.41398888821362
216.0,165.18243357833472,165.68396922657084,0.5,0.5015356482361298,1.0030712964722597,5.891202829724368,-190.63921608292222,6.3182427768898775,170.76596217019343,4.049436822574675,185.55722313929968
217.0,166.65144540931266,167.16574204045818,0.5,0.5142966311455249,1.0285932622910499,5.898518367404147,-190.87594674876544,6.339786837583894,171.34824309597917,4.074232739277576,186.69344569324443
218.0,168.11572558622947,168.6383482166328,0.5,0.5226226304033393,1.0452452608066787,5.905754555586503,-191.11010966631983,6.361155834884959,171.92579250545674,4.098875831542172,187.82266537749587
219.0,169.5748225874366,170.10179964030658,0.5,0.5269770528699761,1.0539541057399522,5.912912479990725,-191.3417399694417,6.382351130459679,172.49864720099606,4.123366322328654,188.94489240875222
220.0,171.02819630382405,171.55611007010148,0.5,0.527913766277448,1.055827532554896,5.919993208765471,-191.57087222340226,6.403374084771138,173.06684395243894,4.147704463782425,190.0601383410648
221.0,172.47527805825632,173.00129506542703,0.5,0.5260170071707179,1.0520340143414357,5.92699779281215,-191.79754043535183,6.424226056648221,173.63041948545904,4.171890536131635,191.16841601531985
222.0,173.91551756778549,174.43737191592572,0.5,0.521854348140228,1.043708696280456,5.9339272661016755,-192.02177806457033,6.444908402873522,174.18941047042384,4.195924846614223,192.26973951007218
223.0,175.3484155119761,175.86435957294242,0.5,0.5159440609663195,1.031888121932639,5.940782645984793,-192.2436180325093,6.46542247778927,174.7438535117442,4.219807728433943,193.3641240937076
224.0,176.77354248515132,177.28227858296893,0.5,0.5087360978175942,1.0174721956351884,5.947564933496084,-192.4630927326296,6.485769632920627,175.2937851376927,4.243539539744788,194.45158617790585
225.0,178.19054650594055,178.6911510230224,0.5,0.5006045170818557,1.0012090341637114,5.954275113651749,-192.68023404003745,6.505951216615895,175.83924179067952,4.267120662663266,195.53214327238032
226.0,179.59915193420113,180.0910004379108,0.5,0.49184850370964206,0.9836970074192841,5.960914155741385,-192.89507332092649,6.5259685737030155,176.38025981796864,4.290551502307978,196.60581394086864
227.0,180.99915272464804,181.48185177933874,0.5,0.482699054690695,0.96539810938139,5.967483013613882,-193.10764144182951,6.545823045161834,176.9168754628196,4.313832485865938,197.67261775834868
228.0,182.3904026109114,182.86373134681614,0.5,0.4733287359047607,0.9466574718095214,5.973982625957492,-193.31796877868115,6.565515967811663,177.44912485604357,4.336964061685066,198.73257526945375
229.0,183.77280425365674,184.2366667303202,0.5,0.46386247666345437,0.9277249533269087,5.9804139165742844,-193.52608522569952,6.58504867401358,177.97704400795686,4.359946698392315,199.78570794806288
230.0,185.14629876309638,185.60068675467167,0.5,0.4543879915752891,0.9087759831505782,5.986777794649103,-193.73202020408954,6.604422491386976,178.50066880072023,4.382780884036908,200.83203815804106
231.0,186.51085643326024,186.95582142558436,0.5,0.4449649923241257,0.8899299846482513,5.99307515501307,-193.93580267057013,6.623638742539948,179.02003498105188,4.405467125258074,201.87158911510258
232.0,187.86646906602422,188.30210187734437,0.5,0.43563281132016,0.87126562264032,5.999306878401834,-194.13746112573065,6.642698744812962,179.53517815329943,4.428005946476815,202.90438484977557
233.0,189.21314393805832,189.63956032207818,0.5,0.4264163840198688,0.8528327680397376,6.005473831708696,-194.33702362222257,6.661603810035398,180.04613377285997,4.450397889111131,203.9304501714408
234.0,190.55089926504044,190.9682300005746,0.5,0.4173307355341699,0.8346614710683398,6.011576868232609,-194.53451777278448,6.680355244294561,180.55293713993686,4.4726435108141755,204.94981063342223
235.0,191.87976092011905,192.28814513461404,0.5,0.4083842144949924,0.8167684289899848,6.0176168279212865,-194.72997075810898,6.698954347716643,181.0556233936199,4.494743384734811,205.96249249910306
236.0,193.19976013784583,193.5993408807719,0.5,0.3995807429260647,0.7991614858521294,6.0235945376094975,-194.9234093345542,6.717402414259305,181.55422750627923,4.51669809880008,206.96852270904682
237.0,194.51093195280367,194.9018532856589,0.5,0.3909213328552159,0.7818426657104318,6.029510811252566,-195.11485984169948,6.735700731515465,182.04878427826225,4.538508255019031,207.9679288490961
238.0,195.81331416185233,196.19571924255533,0.5,0.3824050807029769,0.7648101614059538,6.035366450155316,-195.30434820975444,6.753850580527805,182.53932833288022,4.560174468807434,208.9607391194295
239.0,197.10694664501014,197.48097644941038,0.5,0.37402980440024364,0.7480596088004873,6.041162243196444,-195.49189996681918,6.7718532356137775,183.0258941116785,4.581697368332861,209.94698230455109
240.0,198.39187092339478,198.75766336816486,0.5,0.365792444770086,0.731584889540172,6.046898967048502,-195.67754024600333,6.78970996420059,183.50851586997692,4.603077593879658,210.9266877441912
241.0,199.66812986896076,200.0258191853645,0.5,0.3576893164037448,0.7153786328074896,6.052577386393539,-195.86129379240404,6.80742202666989,183.98722767267176,4.624315797233306,211.89988530509675
242.0,200.93576750878654,201.2854837740334,0.5,0.3497162652468765,0.699432530493753,6.0581982541344646,-196.0431849699458,6.8249906762118115,184.46206339029104,4.645412641083725,212.86660535368816
243.0,202.19482888694844,202.53669765676457,0.5,0.3418687698161363,0.6837375396322726,6.06376231160236,-196.22323776808878,6.842417158687972,184.93305669529164,4.666368798447005,213.82687872956166
244.0,203.44535996095092,203.7795019700055,0.5,0.3341420090545643,0.6682840181091286,6.069270288759628,-196.40147580840312,6.8597027125031715,185.40024105859177,4.68718495210515,214.78073671981684
245.0,204.68740751882626,205.01393842949935,0.5,0.32653091067306833,0.6530618213461367,6.074722904399264,-196.57792235101695,6.876848568485436,185.86364974632892,4.707861794063361,215.72821103418735
246.0,205.9210191087768,206.24004929685327,0.5,0.3190301880764867,0.6380603761529734,6.080120866340149,-196.75260030093636,6.893855949774096,186.32331581683448,4.728400025024399,216.6693337809551
247.0,207.14624297672322,207.45787734720003,0.5,0.3116343704767953,0.6232687409535906,6.08546487161867,-196.92553221424615,6.910726071715605,186.77927211781864,4.748800353879621,217.60413744362756
248.0,208.36312800916946,208.66746583793082,0.5,0.3043378287613668,0.6086756575227336,6.090755606676446,-197.09674030418458,6.92746014176685,187.2315512837564,4.769063497216233,218.53265485835897
249.0,209.57172367995594,209.86885847845616,0.5,0.29713479850024865,0.5942695970004973,6.095993747544606,-197.2662464471066,6.944059359405568,187.68018573346703,4.7891901788403555,219.45491919209573
250.0,210.77208000010972,211.06209940098162,0.5,0.2900194008719008,0.5800388017438016,6.101179960024341,-197.43407218832667,6.960524916047739,188.12520766788094,4.809181129315487,220.37096392142732
251.0,211.9642474703438,212.24723313225724,0.5,0.2829856619134167,0.5659713238268334,6.106314899864066,-197.60023874785145,6.976857994971569,188.56664906798528,4.829037085515941,221.28082281212346
252.0,213.14827703593286,213.424304566282,0.5,0.27602753034912675,0.5520550606982535,6.111399212933126,-197.76476702600127,6.993059771247865,189.00454169294227,4.848758790194896,222.18452989934093
253.0,214.32422004379038,214.5933589379312,0.5,0.26913889414086023,0.5382777882817205,6.116433535392167,-197.92767760892292,7.009131411676573,189.43891707837386,4.868346991566628,223.0821194684803
254.0,215.49212820161281,215.7544417974847,0.5,0.26231359587188435,0.5246271917437687,6.1214184938602125,-198.08899077399664,7.025074074729164,189.8698065348045,4.887802442902586,223.97362603667685
255.0,216.6520535389865,216.90759898602383,0.5,0.25554544703732424,0.5110908940746485,6.126354705578638,-198.24872649514208,7.040888910496753,190.2972411462591,4.907125902140897,224.85908433490675
256.0,217.80404837036156,218.05287661168305,0.5,0.24882824132148915,0.4976564826429783,6.131242778571837,-198.40690444801746,7.056577060643596,190.72125176900616,4.926318131508979,225.73852929069434
257.0,218.9481652598093,219.19032102671997,0.5,0.24215576691068222,0.48431153382136444,6.136083311804962,-198.56354401512428,7.072139658365851,191.141869030443,4.945379897158861,226.61199601140126
258.0,220.08445698748176,220.31997880538856,0.5,0.23552181790679996,0.4710436358135999,6.140876895338594,-198.7186642908121,7.087577828355351,191.55912332811684,4.964311968814898,227.47951976808375
259.0,221.2129765176993,221.44189672258653,0.5,0.2289202048872497,0.4578404097744994,6.145624110480509,-198.87228408618992,7.102892686768186,191.97304482887552,4.98311511943351,228.34113597990088
260.0,222.33377696859355,222.55612173326156,0.5,0.22234476466802072,0.44468952933604144,6.150325529934483,-199.02442193394154,7.118085341197884,192.38366346814277,5.001790124874652,229.19688019906033
261.0,223.446911583237,223.66270095254453,0.5,0.2157893693075174,0.4315787386150348,6.154981717946388,-199.1750960930531,7.133156890653057,192.7910089493139,5.0203377635846245,230.04678809628373
262.0,224.55243370219443,224.76168163659833,0.5,0.2092479344038823,0.4184958688077646,6.159593230447417,-199.3243245534478,7.148108425539254,193.19511074326547,5.038758816289978,230.89089544678066
263.0,225.65039673743382,225.85311116415392,0.5,0.20271442672011375,0.4054288534402275,6.164160615194674,-199.47212504053556,7.162941027644918,193.59599808797563,5.057054065702148,231.72923811671387
264.0,226.74085414753603,226.93703701871644,0.5,0.19618287118038852,0.39236574236077704,6.168684411909091,-199.61851501967593,7.177655770131193,193.99369998824864,5.075224296232535,232.56185205014373
265.0,227.82385941414725,228.01350677142358,0.5,0.18964735727634152,0.37929471455268304,6.173165152410718,-199.763511700556,7.1922537175255155,194.38824521554173,5.093270293717748,233.3887732564378
266.0,228.89946601961975,229.0825680645305,0.5,0.1831020449107461,0.3662040898214922,6.1776033607515375,-199.90713204148832,7.206735925718714,194.77966230788684,5.111192845154696,234.21003779813194
267.0,229.96772742578705,230.14426859550903,0.5,0.17654116972200545,0.3530823394440109,6.181999553345726,-200.04939275362628,7.2211034419655755,195.16797956990553,5.128992738445238,235.02568177922973
268.0,231.02869705382648,231.19865610174043,0.5,0.16995904791393443,0.33991809582786886,6.186354239097522,-200.1903103051017,7.235357304888666,195.5532250729126,5.14667076215018,235.8357413339295
269.0,232.08242826515897,232.24577834578145,0.5,0.16335008062246859,0.32670016124493717,6.190667919526675,-200.3299009250845,7.2494985444852444,195.93542665510276,5.164227705252247,236.64025261576325
270.0,233.128974343342,233.28568310119175,0.5,0.1567087578497511,0.3134175156995022,6.194941088891543,-200.46818060776627,7.26352818213718,196.31461192181885,5.181664356927873,237.43925178713914
271.0,234.16838847691133,234.3184181388992,0.5,0.15002966198787437,0.30005932397574875,6.199174234309965,-200.60516511627125,7.277447230623747,196.69080824589744,5.198981506327467,238.23277500927307
272.0,235.20072374313054,235.34403121409207,0.5,0.1433074709615418,0.2866149419230836,6.203367835877813,-200.74086998649318,7.291256694137066,197.06404276808638,5.216179942363964,239.02085843249884
273.0,236.22603309260796,236.3625700536203,0.5,0.13653696101230742,0.27307392202461483,6.2075223667853665,-200.87531053086082,7.304957568300217,197.43434239753415,5.233260453509394,239.80353818694695
274.0,237.24436933474325,237.37408234388724,0.5,0.12971300914400224,0.2594260182880045,6.211638293431571,-201.00850184203549,7.318550840187747,197.80173381234422,5.250223827599226,240.58085037357864
275.0,238.25578512396697,238.37861571922338,0.5,0.12283059525641046,0.24566119051282093,6.215716075536122,-201.1404587965383,7.332037488348614,198.16624346019518,5.267070851644262,241.3528310555665
276.0,239.2603329467382,239.37621775071906,0.5,0.11588480398087438,0.23176960796174875,6.2197561662495495,-201.271196058312,7.345418482831295,198.52789755901946,5.28380231164988,242.11951625001151
277.0,240.25806510926708,240.36693593551115,0.5,0.1088708262440867,0.2177416524881734,6.223759012261172,-201.4007280822148,7.358694785211093,198.88672209774109,5.300418992442355,242.88094191998493
278.0,241.2490337259306,241.35081768649988,0.5,0.10178396056930256,0.2035679211386051,6.227725053905208,-201.5290691174541,7.371867348619439,199.24274283706782,5.316921677502097,243.63714396688616
279.0,242.23329070835004,242.32791032248926,0.5,0.09461961413919642,0.18923922827839285,6.231654725264823,-201.6562332109531,7.384937117775102,199.5959853103347,5.333311148803566,244.38815822310764
280.0,243.21088775510202,243.2982610587375,0.5,0.08737330363548354,0.17474660727096708,6.235548454274308,-201.7822342106576,7.397905029017298,199.9464748243988,5.349588186661673,245.1340204449963
281.0,244.18187634203488,244.26191699789922,0.5,0.08004065586432667,0.16008131172865334,6.239406662819418,-201.90708576878308,7.410772010340457,200.29423646057901,5.36575356958446,245.87476630610325
282.0,245.14630771316288,245.21892512135386,0.5,0.07261740819099109,0.14523481638198218,6.243229766835828,-202.03080134500033,7.423538981430698,200.63929507564183,5.381808074131893,246.6104313907124
283.0,246.10423287211353,246.16933228090403,0.5,0.06509940879048162,0.13019881758096324,6.247018176405845,-202.15339420956525,7.436206853703836,200.9816753028284,5.397752474780545,247.3410511876409
284.0,247.05570257410363,247.11318519083247,0.5,0.05748261672881544,0.11496523345763088,6.250772295853304,-202.2748774463899,7.448776530344859,201.3214015529218,5.413587543794012,248.06666108430053
285.0,248.0007673184192,248.05053042030596,0.5,0.049763101886746736,0.09952620377349347,6.254492523836826,-202.39526395605984,7.461248906348809,201.6584980153517,5.429314051098876,248.78729636101417
286.0,248.9394773413784,248.98141438611967,0.5,0.041937044741274625,0.08387408948254925,6.258179253441281,-202.51456645879438,7.473624868562987,201.99298865933523,5.444932764166055,249.5029921855789
287.0,249.87188260975526,249.90588334576267,0.5,0.03400073600743286,0.06800147201486571,6.261832872267675,-202.63279749735506,7.485905295730389,202.32489723505074,5.4604444478973475,250.213783608067
288.0,250.79803281464336,250.82398339080112,0.5,0.025950576157768055,0.05190115231553611,6.265453762521408,-202.74996943990146,7.498091058534308,202.65424727484347,5.475849864517034,250.9197055558591
289.0,251.71797736574055,251.7357604405674,0.5,0.017783074826833195,0.03556614965366639,6.269042301098882,-202.8660944827944,7.51018301964405,202.98106209446115,5.491149773468364,251.62079282890068
290.0,252.63176538603471,252.64126023614253,0.5,0.009494850107811443,0.018989700215622886,6.27259885967262,-202.98118465335003,7.522182033761676,203.30536479431697,5.506344931314776,252.3170800951756
291.0,253.53944570687383,253.5405283346261,0.5,0.0010826277522394327,0.0021652555044788654,6.276123804774807,-203.09525181254298,7.534088947669696,203.6271782607792,5.5214360916456995,253.00860188638995
292.0,254.4410668634019,254.43361010368147,0.5,-0.007456759720393777,-0.014913519440787554,6.279617497879374,-203.2083076576632,7.545904600279709,203.94652516748522,5.536424004986812,253.69539259385948
293.0,255.3366770903448,255.3205507163483,0.5,-0.016126373996522825,-0.03225274799304565,6.283080295482574,-203.32036372492286,7.557629822681837,204.2634279766781,5.551309418714563,254.37748646459306
294.0,256.22632431813025,256.2013951461151,0.5,-0.024929172015184665,-0.04985834403036933,6.286512549182145,-203.43143139201834,7.569265438195016,204.5779089405654,5.566093076974893,255.054917597568
295.0,257.110056169326,257.07618816223805,0.5,-0.03386800708796553,-0.06773601417593106,6.289914605755068,-203.54152188064646,7.580812262417939,204.88999010269643,5.580775720605938,255.72771994018817
296.0,257.9879199553827,257.94497432530864,0.5,-0.04294563007408973,-0.08589126014817947,6.293286807233863,-203.65064625897338,7.592271103280755,205.1996932993591,5.595358087064679,256.3959272849229
297.0,258.8599626736669,258.80779798304553,0.5,-0.05216469062140765,-0.1043293812428153,6.296629490981687,-203.75881544406454,7.603642761097374,205.50704016099414,5.609840910357305,257.059573266116
298.0,259.7262310047707,259.6647032663208,0.5,-0.06152773844986237,-0.12305547689972474,6.299942989765915,-203.8660402042663,7.614928028618317,205.8120521136229,5.624224920973278,257.7186913569642
299.0,260.5867713100858,260.5157340853983,0.5,-0.07103722468747245,-0.1420744493749449,6.303227631830586,-203.97233116154965,7.6261276910841636,206.1147503802924,5.6385108458228705,258.37331486665556
300.0,261.4416296296297,261.3609341263885,0.5,-0.08069550324121234,-0.1613910064824247,6.306483740967403,-204.07769879380825,7.637242526279444,206.41515598253162,5.652699408178166,259.0234769376651
301.0,262.29085168011136,262.22267869680644,0.5,-0.06817298330488059,-0.13634596660976117,6.309795531781177,-204.18486828411724,7.648607853708299,206.72233174995648,5.667140599776478,259.68521523096723
302.0,263.1344828532268,263.0785180165491,0.5,-0.05596483667773298,-0.11192967335546596,6.313078584468403,-204.29110780917554,7.65988718661962,207.02718330524723,5.681483347215339,260.3424425204774
303.0,263.97256821417204,263.9284955359035,0.5,-0.04407267826857162,-0.08814535653714324,6.316333218109648,-204.3964276944243,7.671081295235567,207.32973146554144,5.695728369753902,260.99519176478634
304.0,264.80515250036456,264.77265448851495,0.5,-0.03249801184963142,-0.06499602369926284,6.319559747529401,-204.50083812757842,7.682190942671731,207.62999685590398,5.709876383109525,261.6434957601893
305.0,265.63228012036257,265.6110378880207,0.5,-0.021242232341874983,-0.042484464683749966,6.3227584833614845,-204.60434916074266,7.693216884984649,207.92799991061176,5.723928099402462,262.28738713815153
306.0,266.45399515297316,266.44368852487247,0.5,-0.010306628100668637,-0.020613256201337273,6.325929732113409,-204.70697071249444,7.70415987121983,208.2237608744514,5.7378842271036445,262.92689836291544
307.0,267.27034134653985,267.27064896334525,0.5,0.000307616805360106,0.000615233610720212,6.329073796229648,-204.80871256993143,7.715020643460238,208.51729980402976,5.751745470985495,263.56206172924686
308.0,268.0813621184011,268.0919615387288,0.5,0.010599420327704728,0.021198840655409456,6.332190974153719,-204.9095843906804,7.725799936875243,208.80863656909696,5.765512532075607,264.1929093603123
309.0,268.88710055451145,268.9076683546898,0.5,0.020567800178392277,0.041135600356784555,6.3352815603893164,-205.00959570487558,7.736498479769941,209.09779085387925,5.779186107613254,264.8194732056862
310.0,269.68759940921757,269.71781128080465,0.5,0.030211871587082467,0.060423743174164934,6.338345845560328,-205.10875591710058,7.747116993634871,209.38478215842272,5.79276689100861,265.4417850394825
311.0,270.48290110518104,270.52243195025096,0.5,0.03953084506994055,0.0790616901398811,6.341384116469813,-205.20707430829728,7.757656193195982,209.66962979994415,5.806255571804558,266.05987645860404
312.0,271.2730477334412,271.32157175766054,0.5,0.04852402421934717,0.09704804843869434,6.34439665615805,-205.30456003764382,7.768116786465004,209.95235291419186,5.819652835641101,266.6737788811125
313.0,272.05808105361103,272.11527185711753,0.5,0.05719080350648319,0.11438160701296637,6.347383743959547,-205.40122214439984,7.778499474789978,210.2329704568119,5.832959364222143,267.28352354470553
314.0,272.8380424941982,272.9035731603086,0.5,0.06553066611042653,0.13106133222085306,6.350345655559034,-205.49706954971816,7.788804952906078,210.5115012047212,5.846175835284687,267.88914150530564
315.0,273.6129731530472,273.686516334809,0.5,0.07354318176181811,0.14708636352363622,6.353282663046604,-205.59211105842928,7.79903390898661,210.7879637574863,5.859302922570287,268.490663635752
316.0,274.3829137978943,274.46414180250747,0.5,0.08122800461320918,0.16245600922641837,6.3561950349718614,-205.6863553607934,7.809187024694193,211.06237653870647,5.872341295798727,269.08812062459447
317.0,275.14790486703,275.236489738162,0.5,0.08858487113202465,0.1771697422640493,6.359083036397154,-205.77981103422331,7.8192649752320715,211.33475779740058,5.885291620643829,269.6815429749847
318.0,275.9079864700639,276.0036000680809,0.5,0.0956135980169889,0.1912271960339778,6.361946928949915,-205.87248654497802,7.829268429395584,211.60512560939827,5.898154558711283,270.27096100366055
319.0,276.6631983887873,276.76551246892615,0.5,0.10231408013881949,0.20462816027763897,6.364786970874145,-205.96439024982857,7.839198049623667,211.87349787873165,5.9109307675185025,270.856404840023
320.0,277.41358007812505,277.5222663666363,0.5,0.10868628851120189,0.21737257702240378,6.367603417080979,-206.05553039769475,7.849054492050483,212.13989233903106,5.923620900476379,271.4379044252999
321.0,278.1591706671763,278.2739009354599,0.5,0.11473026828361801,0.22946053656723603,6.3703965191984535,-206.14591513125512,7.858838406557091,212.40432655492145,5.936225606872861,272.01548951179353
322.0,278.900008960336,279.0204550971007,0.5,0.12044613676471003,0.24089227352942005,6.373166525620403,-206.23555248852972,7.86855043682311,212.66681792341856,5.948745531858354,272.5891896622118
323.0,279.6361334384941,279.76196751996684,0.5,0.1258340814727494,0.2516681629454988,6.375913681554541,-206.32445040443562,7.878191220378406,212.9273836753261,5.961181316432809,273.1590342490764
324.0,280.3675822603074,280.49847661852186,0.5,0.13089435821443904,0.2617887164288781,6.378638229069796,-206.412616712319,7.887761388654805,213.18604087663334,5.973533597434474,273.7250524542075
325.0,281.09439326354124,281.23002055273395,0.5,0.13562728919272649,0.27125457838545297,6.381340407142725,-206.50005914545685,7.897261567037688,213.44280642990952,5.985803007530244,274.28727326828124
326.0,281.81660396647504,281.9566372276185,0.5,0.14003326114345835,0.2800665222869167,6.3840204517033365,-206.58678533853993,7.906692374917622,213.69769707569947,5.997990175207555,274.8457254904589
327.0,282.53425156937,282.67836429287115,0.5,0.14411272350113064,0.28822544700226127,6.386678595679985,-206.67280282912557,7.916054425741844,213.95072939391494,6.010095724767738,275.4004377280817
328.0,283.2473729559931,283.39523914259007,0.5,0.14786618659695308,0.29573237319390616,6.38931506904361,-206.75811905906912,7.925348327065754,214.2019198052263,6.022120276320813,275.9514383964328
329.0,283.9560046951965,284.1072989150807,0.5,0.15129421988418806,0.3025884397683761,6.391930098851195,-206.84274137593047,7.934574680604193,214.4512845724488,6.034064445781685,276.49875571856245
330.0,284.6601830425467,284.81458049273886,0.5,0.15439745019220408,0.30879490038440816,6.394523909288596,-206.92667703435987,7.943734082282689,214.6988398019269,6.045928844867601,277.04241772517184
331.0,285.3599439420014,285.51712050201706,0.5,0.15717656001568076,0.3143531200313615,6.397096721712525,-207.0099331974564,7.952827122288556,214.9446014449163,6.057714081096928,277.58245225455715
332.0,286.055323027631,286.2149553134589,0.5,0.15963228582791228,0.31926457165582456,6.399648754691989,-207.09251693810913,7.9618543851218115,215.18858529895914,6.069420757789146,278.11888695260893
333.0,286.7463556253817,286.90812104181254,0.5,0.1617654164308719,0.3235308328617438,6.4021802240488865,-207.17443524031083,7.970816449645976,215.4308070092578,6.081049474066013,278.65174927286563
334.0,287.4330767548771,287.59665354620535,0.5,0.16357679132823097,0.32715358265646194,6.404691342898123,-207.25569500045592,7.9797138891386865,215.67128207004225,6.092600824853861,279.181066476619
335.0,288.1155211312562,288.2805884303908,0.5,0.1650672991346312,0.3301345982692624,6.407182321686867,-207.33630302861093,7.98854727134213,215.91002582593362,6.104075400886968,279.70686563306816
336.0,288.7937231670446,288.9599610430552,0.5,0.16623787601062173,0.33247575202124346,6.409653368233371,-207.41626604977077,7.997317158513278,216.14705347330147,6.115473788712018,280.22917361952454
337.0,289.4677169740572,289.6348064781885,0.5,0.16708950413126605,0.3341790082625321,6.412104687764947,-207.49559070508744,8.006024107473928,216.3823800616166,6.126796570693514,280.74801712165925
338.0,290.1375363653296,290.30515957550983,0.5,0.1676232101802444,0.3352464203604888,6.414536482955528,-207.5742835530857,8.014668669660525,216.6160204947974,6.138044325020202,281.26342263379814
339.0,290.80321485707555,290.9710549209517,0.5,0.16784006387618577,0.33568012775237155,6.416948953962445,-207.6523510708532,8.02325139117373,216.84798953254986,6.149217625712353,281.7754164592551
340.0,291.4647856706697,291.63252684719987,0.5,0.167741176530171,0.335482353060342,6.419342298462699,-207.7297996552141,8.031772812827835,217.07830179170264,6.1603170426300435,282.28402471071126
341.0,292.12228173465223,292.2896094342777,0.5,0.16732769962547017,0.33465539925094034,6.421716711688654,-207.80663562388395,8.04023347019984,217.30697174753388,6.17134314148215,282.7892733106277
