key,label,A,Z,N,in_domain,magic_Z,magic_N,doubly_magic,magic_any,A_bin,radii_used,r_charge_fm,sigma_r_charge_fm,R_sharp_fm,sigma_R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,sigma_set_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,C3_frozen_eq19,C3_est_from_radii_eq19,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19
Z46_N59,Pd-105,105,46,59,1,0,0,0,0,100<=A<200,published,4.515,0.003,5.82883993604,0.00387298334621,0.126576855189,8.5706509,1.08e-05,17.5474039702,8.97675307024,0,17.5474039702,8.97675307024,2008.63140164,1908.91341034,3.16788106655,3.16788106655,2.83367742717
Z47_N58,Ag-105,105,47,58,1,0,0,0,0,100<=A<200,published,4.5269,0.0045,5.84420276998,0.00580947501931,0.125581267602,8.5503708,4.33e-05,17.5241742044,8.97380340438,0,17.5241742044,8.97380340438,2008.63140164,1922.51669546,3.11824746661,3.11824746661,2.8778355472
Z48_N57,Cd-105,105,48,57,1,0,0,0,0,100<=A<200,published,4.5216,0.007,5.8373604994,0.00903696114115,0.126023386222,8.5168532,1.33e-05,17.451005428,8.93415222796,0,17.451005428,8.93415222796,2008.63140164,1916.74836479,3.14026084809,3.14026084809,2.84503506561
Z49_N56,In-105,105,49,56,1,0,0,0,0,100<=A<200,published,4.5311,0.0103,5.84962494667,0.013297242822,0.125232377106,8.4647045,9.76e-05,17.3883282043,8.92362370427,0,17.3883282043,8.92362370427,2008.63140164,1927.04796448,3.10098393436,3.10098393436,2.87767492291
Z42_N64,Mo-106,106,42,64,1,0,0,0,0,100<=A<200,published,4.549,0.0058,5.8727337473,0.00748776780267,0.124938509639,8.4795202,8.61e-05,17.5763853683,9.09686516829,0,17.5763853683,9.09686516829,2008.63140164,1924.66599931,3.08641500956,3.08641500956,2.94738884438
Z46_N60,Pd-106,106,46,60,1,0,0,0,0,100<=A<200,published,4.5318,0.0029,5.85052864278,0.00374388390133,0.126366491092,8.5799934,1.04e-05,17.5488522069,8.96885880694,0,17.5488522069,8.96885880694,2008.63140164,1911.19518967,3.15735938146,3.15735938146,2.84062019027
Z48_N58,Cd-106,106,48,58,1,0,0,0,0,100<=A<200,published,4.5383,0.0036,5.8589201067,0.00464758001545,0.125824301511,8.5390492,1.04e-05,17.4658587778,8.92680957778,0,17.4658587778,8.92680957778,2008.63140164,1919.16666582,3.13032515485,3.13032515485,2.85171959339
Z49_N57,In-106,106,49,57,1,0,0,0,0,100<=A<200,published,4.5375,0.0095,5.85788731114,0.012264447263,0.125890864942,8.4701213,0.0001153,17.391871253,8.92174995301,0,17.391871253,8.92174995301,2008.63140164,1918.2000681,3.13368250611,3.13368250611,2.84704973641
Z47_N60,Ag-107,107,47,60,1,0,0,0,0,100<=A<200,published,4.5454,0.0031,5.86808616728,0.00400208279108,0.126417070222,8.5539012,2.23e-05,17.5082291404,8.95432794038,0,17.5082291404,8.95432794038,2008.63140164,1910.68412552,3.15988823693,3.15988823693,2.83374830658
Z48_N59,Cd-107,107,48,59,1,0,0,0,0,100<=A<200,published,4.5466,0.0039,5.86963536062,0.00503487835007,0.126316999544,8.5333524,1.55e-05,17.4615391328,8.92818673283,0,17.4615391328,8.92818673283,2008.63140164,1912.37309384,3.15489095812,3.15489095812,2.8299509718
Z49_N58,In-107,107,49,58,1,0,0,0,0,100<=A<200,published,4.5494,0.0082,5.87325014508,0.0105861544796,0.12608391169,8.4940439,9.02e-05,17.4018283497,8.90778444971,0,17.4018283497,8.90778444971,2008.63140164,1915.50427051,3.14328942797,3.14328942797,2.83390526193
Z42_N66,Mo-108,108,42,66,1,0,0,0,0,100<=A<200,published,4.5602,0.0067,5.88719288513,0.00864966280653,0.126360213496,8.4221581,8.54e-05,17.4811366717,9.0589785717,0,17.4811366717,9.0589785717,2008.63140164,1903.82945735,3.15707451172,3.15707451172,2.86942184547
Z46_N62,Pd-108,108,46,62,1,0,0,0,0,100<=A<200,published,4.5563,0.0027,5.88215800677,0.00348568501159,0.126684968301,8.5670241,1.03e-05,17.5255445138,8.95852041384,0,17.5255445138,8.95852041384,2008.63140164,1905.90442583,3.17329394295,3.17329394295,2.82309819856
Z48_N60,Cd-108,108,48,60,1,0,0,0,0,100<=A<200,published,4.5577,0.0031,5.883965399,0.00400208279108,0.126568261751,8.5500196,1.04e-05,17.4595769592,8.90955735921,0,17.4595769592,8.90955735921,2008.63140164,1908.73806461,3.16745126965,3.16745126965,2.81284749179
Z49_N59,In-108,108,49,59,1,0,0,0,0,100<=A<200,published,4.5571,0.0071,5.88319080233,0.00916606058602,0.126618261283,8.4952516,8e-05,17.400002276,8.90475067597,0,17.400002276,8.90475067597,2008.63140164,1908.2690579,3.16998326318,3.16998326318,2.80908444514
Z50_N58,Sn-108,108,50,58,1,1,0,0,1,100<=A<200,published,4.5605,0.0029,5.88758018346,0.00374388390133,0.126335278355,8.4690273,4.98e-05,17.3328895686,8.86386226858,0,17.3328895686,8.86386226858,2008.63140164,1911.86517219,3.15579968086,3.15579968086,2.80875314182
Z47_N62,Ag-109,109,47,62,1,0,0,0,0,100<=A<200,published,4.5638,0.0025,5.89184046514,0.00322748612184,0.127228659717,8.5479155,1.18e-05,17.4794044029,8.93148890286,0,17.4794044029,8.93148890286,2008.63140164,1899.11368604,3.20058976096,3.20058976096,2.79057597816
Z48_N61,Cd-109,109,48,61,1,0,0,0,0,100<=A<200,published,4.5601,0.0035,5.88706378568,0.00451848057058,0.127538605618,8.5387646,1.41e-05,17.4347764292,8.89601182915,0,17.4347764292,8.89601182915,2008.63140164,1895.70794627,3.21620867459,3.21620867459,2.76599335716
Z49_N60,In-109,109,49,60,1,0,0,0,0,100<=A<200,published,4.5685,0.0061,5.89790813905,0.00787506613729,0.126836391101,8.5131027,3.64e-05,17.4025777043,8.8894750043,0,17.4025777043,8.8894750043,2008.63140164,1905.15897326,3.1809069018,3.1809069018,2.79463539133
Z50_N59,Sn-109,109,50,59,1,1,0,0,1,100<=A<200,published,4.5679,0.0027,5.89713354238,0.00348568501159,0.126886378074,8.4705183,7.29e-05,17.3340889929,8.86357069289,0,17.3340889929,8.86357069289,2008.63140164,1904.51632688,3.18339219064,3.18339219064,2.78431627713
Z46_N64,Pd-110,110,46,64,1,0,0,0,0,100<=A<200,published,4.5782,0.003,5.9104307852,0.00387298334621,0.127188155254,8.547163,5.6e-06,17.4872860387,8.94012303872,0,17.4872860387,8.94012303872,2008.63140164,1898.07014775,3.1985546387,3.1985546387,2.79505090535
Z48_N62,Cd-110,110,48,62,1,0,0,0,0,100<=A<200,published,4.5765,0.0026,5.90823609464,0.00335658556671,0.127329944957,8.5512755,3.5e-06,17.4394965352,8.88822103522,0,17.4394965352,8.88822103522,2008.63140164,1897.98885297,3.2056882128,3.2056882128,2.7726405206
Z49_N61,In-110,110,49,61,1,0,0,0,0,100<=A<200,published,4.5742,0.0056,5.90526680741,0.00722956891292,0.127522113743,8.5089087,0.000105,17.3890439258,8.88013522577,0,17.3890439258,8.88013522577,2008.63140164,1895.93224097,3.21539402793,3.21539402793,2.76175645928
Z50_N60,Sn-110,110,50,60,1,1,0,0,1,100<=A<200,published,4.5785,0.0025,5.91081808354,0.00322748612184,0.127163155398,8.4960875,0.0001252,17.338744615,8.84265711504,0,17.338744615,8.84265711504,2008.63140164,1900.73000749,3.19729474388,3.19729474388,2.7656684239
Z48_N63,Cd-111,111,48,63,1,0,0,0,0,100<=A<200,published,4.5845,0.0058,5.91856405023,0.00748776780267,0.127816026981,8.5370801,3.2e-06,17.4216188181,8.88453871815,0,17.4216188181,8.88453871815,2008.63140164,1891.23259877,3.23023729798,3.23023729798,2.75042911668
Z49_N62,In-111,111,49,62,1,0,0,0,0,100<=A<200,published,4.5856,0.0044,5.91998414412,0.00568037557444,0.127724066994,8.5222824,3.08e-05,17.3857282412,8.86344584116,0,17.3857282412,8.86344584116,2008.63140164,1892.96956573,3.22557636908,3.22557636908,2.74786420378
Z50_N61,Sn-111,111,50,61,1,1,0,0,1,100<=A<200,published,4.5836,0.0024,5.91740215523,0.00309838667697,0.127891332645,8.493131,4.81e-05,17.3269475492,8.83381654925,0,17.3269475492,8.83381654925,2008.63140164,1891.07380914,3.23401753854,3.23401753854,2.73153019239
Z48_N64,Cd-112,112,48,64,1,0,0,0,0,100<=A<200,published,4.5944,0.0024,5.93134489527,0.00309838667697,0.128135621328,8.5447306,2.2e-06,17.4056754601,8.86094486012,0,17.4056754601,8.86094486012,2008.63140164,1886.61475763,3.24638451514,3.24638451514,2.72948100226
Z49_N63,In-112,112,49,63,1,0,0,0,0,100<=A<200,published,4.5907,0.0041,5.92656821581,0.00529307723982,0.128445694312,8.5146674,3.8e-05,17.3633976975,8.84873029753,0,17.3633976975,8.84873029753,2008.63140164,1883.3062594,3.26212797395,3.26212797395,2.71256381362
Z50_N62,Sn-112,112,50,62,1,1,0,0,1,100<=A<200,published,4.5948,0.0022,5.93186129305,0.00284018778722,0.128102159727,8.5136189,2.6e-06,17.3268370106,8.8132181106,0,17.3268370106,8.8132181106,2008.63140164,1888.08326013,3.24468810887,3.24468810887,2.71619885021
Z48_N65,Cd-113,113,48,65,1,0,0,0,0,100<=A<200,published,4.6012,0.0028,5.94012365752,0.00361478445646,0.12870735825,8.5269874,2.2e-06,17.3787243935,8.85173699349,0,17.3787243935,8.85173699349,2008.63140164,1878.76579168,3.27542296216,3.27542296216,2.70247143522
Z49_N64,In-113,113,49,64,1,0,0,0,0,100<=A<200,published,4.601,0.0031,5.93986545863,0.00400208279108,0.128724143247,8.5229297,1.7e-06,17.3517232246,8.82879352458,0,17.3517232246,8.82879352458,2008.63140164,1879.31885708,3.27627935782,3.27627935782,2.69476212507
Z50_N63,Sn-113,113,50,63,1,1,0,0,1,100<=A<200,published,4.6015,0.0021,5.94051095586,0.00271108834235,0.128682186225,8.5068117,1.39e-05,17.311927448,8.80511574803,0,17.311927448,8.80511574803,2008.63140164,1880.34193296,3.27413765294,3.27413765294,2.68929308459
Z48_N66,Cd-114,114,48,66,1,0,0,0,0,100<=A<200,published,4.6087,0.0023,5.94980611589,0.00296928723209,0.129213473335,8.5315135,2.4e-06,17.3506509839,8.81913748385,0,17.3506509839,8.81913748385,2008.63140164,1871.77205549,3.30123105445,3.30123105445,2.6714693211
Z49_N65,In-114,114,49,65,1,0,0,0,0,100<=A<200,published,4.6056,0.0029,5.9458040331,0.00374388390133,0.129474567292,8.5119742,2.7e-06,17.3207514439,8.80877724395,0,17.3207514439,8.80877724395,2008.63140164,1869.34693063,3.31459035513,3.31459035513,2.65757644238
Z50_N64,Sn-114,114,50,64,1,1,0,0,1,100<=A<200,published,4.6099,0.002,5.95135530923,0.00258198889747,0.12911259318,8.5225671,4e-07,17.2984159356,8.77584883563,0,17.2984159356,8.77584883563,2008.63140164,1874.5101789,3.29607641957,3.29607641957,2.6625137644
Z48_N67,Cd-115,115,48,67,1,0,0,0,0,100<=A<200,published,4.6114,0.0046,5.9532918009,0.00593857446418,0.130118102366,8.5107252,5.7e-06,17.3043409631,8.79361576311,0,17.3043409631,8.79361576311,2008.63140164,1859.81336894,3.34764376415,3.34764376415,2.62680750481
Z49_N66,In-115,115,49,66,1,0,0,0,0,100<=A<200,published,4.6156,0.0026,5.95871397758,0.00335658556671,0.129763219647,8.5165472,3e-07,17.3029471911,8.78639999105,0,17.3029471911,8.78639999105,2008.63140164,1865.21017106,3.32938422884,3.32938422884,2.6390465585
Z50_N65,Sn-115,115,50,65,1,1,0,0,1,100<=A<200,published,4.6148,0.0019,5.95768118203,0.0024528894526,0.129830716769,8.5140702,3e-07,17.2711754078,8.75710520776,0,17.2711754078,8.75710520776,2008.63140164,1865.06152084,3.33284407288,3.33284407288,2.62751722441
Z48_N68,Cd-116,116,48,68,1,0,0,0,0,100<=A<200,published,4.6203,0.0059,5.96478165149,0.00761686724754,0.130492553259,8.5123511,1.4e-06,17.2747404894,8.76238938936,0,17.2747404894,8.76238938936,2008.63140164,1854.52086918,3.36696491263,3.36696491263,2.6024593712
Z49_N67,In-116,116,49,67,1,0,0,0,0,100<=A<200,published,4.6211,0.0027,5.96581444705,0.00348568501159,0.130424792788,8.5016177,1.9e-06,17.2681046637,8.7664869637,0,17.2681046637,8.7664869637,2008.63140164,1856.41385543,3.36342137732,3.36342137732,2.60641947001
Z50_N66,Sn-116,116,50,66,1,1,0,0,1,100<=A<200,published,4.625,0.0019,5.9708493254,0.0024528894526,0.130095131453,8.5231166,9e-07,17.2574142903,8.73429769034,0,17.2574142903,8.73429769034,2008.63140164,1861.31011639,3.34643357162,3.34643357162,2.61003169595
Z52_N64,Te-116,116,52,64,1,0,0,0,0,100<=A<200,published,4.6847,0.0128,6.04792169399,0.0165247289438,0.125184598719,8.4556435,0.0002087,17.3124908164,8.8568473164,0,17.3124908164,8.8568473164,2008.63140164,1925.5355808,3.09864271435,3.09864271435,2.85829898212
Z54_N62,Xe-116,116,54,62,1,0,0,0,0,100<=A<200,published,4.7211,0.0096,6.09491389193,0.0123935467079,0.122311321048,8.3368365,0.0001122,17.2123206778,8.87548417778,0,17.2123206778,8.87548417778,2008.63140164,1964.44273589,2.95797376069,2.95797376069,3.000528367
Z48_N69,Cd-117,117,48,69,1,0,0,0,0,100<=A<200,published,4.6136,0.0025,5.95613198869,0.00322748612184,0.132191738083,8.488974,8.7e-06,17.1843082943,8.69533429428,0,17.1843082943,8.69533429428,2008.63140164,1833.04712852,3.45517320793,3.45517320793,2.51661313948
Z49_N68,In-117,117,49,68,1,0,0,0,0,100<=A<200,published,4.6292,0.0032,5.97627150209,0.00413118223595,0.130859812793,8.5038653,4.17e-05,17.2389892233,8.73512392327,0,17.2389892233,8.73512392327,2008.63140164,1850.45547479,3.38590187452,3.38590187452,2.57985146852
Z50_N67,Sn-117,117,50,67,1,1,0,0,1,100<=A<200,published,4.6302,0.0019,5.97756249654,0.0024528894526,0.130775044391,8.509612,4.1e-06,17.2244881746,8.71487617461,0,17.2244881746,8.71487617461,2008.63140164,1852.38817914,3.38150443772,3.38150443772,2.57721861234
Z48_N70,Cd-118,118,48,70,1,0,0,0,0,100<=A<200,published,4.6246,0.006,5.97033292762,0.00774596669241,0.132372493286,8.487835,0.0001695,17.1571199485,8.66928494851,0,17.1571199485,8.66928494851,2008.63140164,1830.17795329,3.46469976496,3.46469976496,2.50217494635
Z49_N69,In-118,118,49,69,1,0,0,0,0,100<=A<200,published,4.6335,0.0033,5.98182277822,0.00426028168083,0.131611176535,8.485667,6.57e-05,17.1933574522,8.70769045219,0,17.1933574522,8.70769045219,2008.63140164,1840.6338205,3.42489919623,3.42489919623,2.54246620215
Z50_N68,Sn-118,118,50,68,1,1,0,0,1,100<=A<200,published,4.6393,0.0019,5.98931054602,0.0024528894526,0.131118177012,8.5165341,4.2e-06,17.2020915063,8.68555740627,0,17.2020915063,8.68555740627,2008.63140164,1847.64588318,3.39927313185,3.39927313185,2.55512195383
Z52_N66,Te-118,118,52,66,1,0,0,0,0,100<=A<200,published,4.6956,0.0105,6.06199353348,0.0135554417117,0.126458198818,8.469697,0.0001551,17.2924116887,8.82271468871,0,17.2924116887,8.82271468871,2008.63140164,1908.04865356,3.16201182846,3.16201182846,2.79022191166
Z54_N64,Xe-118,118,54,64,1,0,0,0,0,100<=A<200,published,4.7387,0.007,6.11763539422,0.00903696114115,0.123038953461,8.3749819,8.8e-05,17.2369706938,8.86198879376,0,17.2369706938,8.86198879376,2008.63140164,1954.20282154,2.99327030987,2.99327030987,2.96063765592
Z55_N63,Cs-118,118,55,63,1,0,0,0,0,100<=A<200,published,4.7832,0.0092,6.17508464719,0.0118771489284,0.119636762583,8.2864053,0.0001081,17.1818764299,8.89547112989,0,17.1818764299,8.89547112989,2008.63140164,2001.92275459,2.83001492421,2.83001492421,3.14325944142
Z49_N70,In-119,119,49,70,1,0,0,0,0,100<=A<200,published,4.6407,0.004,5.99111793825,0.00516397779494,0.132109711798,8.4861387,6.14e-05,17.1554561568,8.66931745678,0,17.1554561568,8.66931745678,2008.63140164,1833.94272306,3.45090824346,3.45090824346,2.51218428459
Z50_N69,Sn-119,119,50,69,1,1,0,0,1,100<=A<200,published,4.6438,0.002,5.99512002104,0.00258198889747,0.131845316189,8.4994494,6.1e-06,17.1602138916,8.66076449164,0,17.1602138916,8.66076449164,2008.63140164,1838.21016106,3.43708186932,3.43708186932,2.51980162851
Z55_N64,Cs-119,119,55,64,1,0,0,0,0,100<=A<200,published,4.7896,0.0089,6.18334701167,0.0114898505937,0.120167628989,8.3173347,0.0001171,17.1992441172,8.88190941723,0,17.1992441172,8.88190941723,2008.63140164,1994.22925822,2.8551867253,2.8551867253,3.11079809195
Z48_N72,Cd-120,120,48,72,1,0,0,0,0,100<=A<200,published,4.63,0.0069,5.97730429765,0.00890786169628,0.134145633039,8.458024,3.11e-05,17.0247510499,8.5667270499,0,17.0247510499,8.5667270499,2008.63140164,1807.61353682,3.55820047632,3.55820047632,2.407601007
Z49_N71,In-120,120,49,71,1,0,0,0,0,100<=A<200,published,4.6443,0.0042,5.99576551826,0.00542217668469,0.13291032386,8.4662575,0.0003334,17.1000951024,8.63383760239,0,17.1000951024,8.63383760239,2008.63140164,1823.6453178,3.49286997369,3.49286997369,2.47184626609
Z50_N70,Sn-120,120,50,70,1,1,0,0,1,100<=A<200,published,4.6519,0.0021,6.00557707607,0.00271108834235,0.13225996438,8.504488,7.7e-06,17.1290919576,8.62460395762,0,17.1290919576,8.62460395762,2008.63140164,1832.60924007,3.45873630824,3.45873630824,2.49357082732
Z52_N68,Te-120,120,52,68,1,0,0,0,0,100<=A<200,published,4.7038,0.0088,6.07257968796,0.0113607511489,0.127930167643,8.4769857,1.46e-05,17.2509992129,8.77401351294,0,17.2509992129,8.77401351294,2008.63140164,1888.16050149,3.23605195301,3.23605195301,2.71133271046
Z54_N66,Xe-120,120,54,66,1,0,0,0,0,100<=A<200,published,4.7509,0.0063,6.1333855265,0.00813326502704,0.124162899174,8.4040322,9.85e-05,17.2426046296,8.83857242956,0,17.2426046296,8.83857242956,2008.63140164,1938.48121871,3.04820947139,3.04820947139,2.89959483182
Z55_N65,Cs-120,120,55,65,1,0,0,0,0,100<=A<200,published,4.7915,0.0075,6.18579990112,0.00968245836552,0.121033344669,8.3284811,8.31e-05,17.2110004322,8.88251933218,0,17.2110004322,8.88251933218,2008.63140164,1981.78071167,2.89647517712,2.89647517712,3.06666509775
Z56_N64,Ba-120,120,56,64,1,0,0,0,0,100<=A<200,published,4.8092,0.0058,6.20865050286,0.00748776780267,0.119701887073,8.2802949,0.0025014,17.135054603,8.85475970299,0,17.135054603,8.85475970299,2008.63140164,2000.47114402,2.83309782107,2.83309782107,3.1254691021
Z49_N72,In-121,121,49,72,1,0,0,0,0,100<=A<200,published,4.6505,0.0047,6.00376968385,0.00606767390906,0.133482610179,8.4638767,0.0002266,17.052368085,8.58849138499,0,17.052368085,8.58849138499,2008.63140164,1816.1437904,3.52302997057,3.52302997057,2.43781388655
Z50_N71,Sn-121,121,50,71,1,1,0,0,1,100<=A<200,published,4.6566,0.0021,6.01164474998,0.00271108834235,0.132958722952,8.4851964,8.1e-06,17.0816095,8.59641309999,0,17.0816095,8.59641309999,2008.63140164,1823.6040511,3.49538042773,3.49538042773,2.45936408861
Z51_N70,Sb-121,121,51,70,1,0,0,0,0,100<=A<200,published,4.6802,0.0026,6.04211221897,0.00335658556671,0.130957507251,8.4820574,2.07e-05,17.1619950248,8.67993762484,0,17.1619950248,8.67993762484,2008.63140164,1848.88814798,3.39095293471,3.39095293471,2.5597340311
Z55_N66,Cs-121,121,55,66,1,0,0,0,0,100<=A<200,published,4.7769,0.0078,6.16695138217,0.0100697567001,0.123164397621,8.3529152,0.0001181,17.2026826047,8.84976740473,0,17.2026826047,8.84976740473,2008.63140164,1951.88207795,2.99937992207,2.99937992207,2.95053232157
Z56_N65,Ba-121,121,56,65,1,0,0,0,0,100<=A<200,published,4.8176,0.0052,6.21949485623,0.00671317113343,0.120069146107,8.2939083,0.0011727,17.1533651266,8.85945682661,0,17.1533651266,8.85945682661,2008.63140164,1995.15329729,2.85050830508,2.85050830508,3.10802701779
Z49_N73,In-122,122,49,73,1,0,0,0,0,100<=A<200,published,4.6534,0.0051,6.00751356775,0.00658407168855,0.134334307368,8.4421079,0.0004103,16.9865985003,8.54449060028,0,16.9865985003,8.54449060028,2008.63140164,1805.39190241,3.5681507427,3.5681507427,2.39465516353
Z50_N72,Sn-122,122,50,72,1,1,0,0,1,100<=A<200,published,4.6634,0.0022,6.02042351223,0.00284018778722,0.133471976543,8.4878968,2.01e-05,17.0400235552,8.55212675521,0,17.0400235552,8.55212675521,2008.63140164,1816.8604052,3.52242056434,3.52242056434,2.42791188587
Z52_N70,Te-122,122,52,70,1,0,0,0,0,100<=A<200,published,4.7095,0.0031,6.07993835632,0.00400208279108,0.129590657473,8.4781315,1.11e-05,17.1860906777,8.70795917766,0,17.1860906777,8.70795917766,2008.63140164,1866.16954159,3.32053859638,3.32053859638,2.6224538354
Z54_N68,Xe-122,122,54,68,1,0,0,0,0,100<=A<200,published,4.759,0.0059,6.14384258153,0.00761686724754,0.125588820755,8.4246644,9.11e-05,17.2273700002,8.80270560016,0,17.2273700002,8.80270560016,2008.63140164,1918.81534236,3.11862986035,3.11862986035,2.82261954587
Z55_N67,Cs-122,122,55,67,1,0,0,0,0,100<=A<200,published,4.7773,0.007,6.16746777995,0.00903696114115,0.124151094727,8.3591515,0.0002761,17.1981728007,8.83902130069,0,17.1981728007,8.83902130069,2008.63140164,1938.22870161,3.04763270093,3.04763270093,2.90029087101
Z56_N66,Ba-122,122,56,66,1,0,0,0,0,100<=A<200,published,4.8153,0.0054,6.216525569,0.00697137002317,0.121235008865,8.3237567,0.0002291,17.1638983082,8.84014160819,0,17.1638983082,8.84014160819,2008.63140164,1978.45618904,2.90613453245,2.90613453245,3.04189001214
Z49_N74,In-123,123,49,74,1,0,0,0,0,100<=A<200,published,4.6594,0.0056,6.01525953444,0.00722956891292,0.134912873277,8.4379362,0.0001612,16.9321137056,8.49417750556,0,16.9321137056,8.49417750556,2008.63140164,1797.91610288,3.59897639066,3.59897639066,2.3601648312
Z50_N73,Sn-123,123,50,73,1,1,0,0,1,100<=A<200,published,4.6665,0.0023,6.02442559503,0.00296928723209,0.134298006842,8.4672313,2.02e-05,16.9788997847,8.51166848473,0,16.9788997847,8.51166848473,2008.63140164,1806.45739844,3.56615739843,3.56615739843,2.38678990683
Z51_N72,Sb-123,123,51,72,1,0,0,0,0,100<=A<200,published,4.6879,0.0025,6.05205287623,0.00322748612184,0.132467201302,8.4723196,1.1e-05,17.0713570582,8.59903745824,0,17.0713570582,8.59903745824,2008.63140164,1829.37847597,3.46958823624,3.46958823624,2.47840287456
Z52_N71,Te-123,123,52,71,1,0,0,0,0,100<=A<200,published,4.7117,0.0035,6.08277854411,0.00451848057058,0.130469947011,8.465537,1.1e-05,17.1448222525,8.67928525252,0,17.1448222525,8.67928525252,2008.63140164,1854.70800287,3.36575867694,3.36575867694,2.578700996
Z55_N68,Cs-123,123,55,68,1,0,0,0,0,100<=A<200,published,4.782,0.007,6.17353545385,0.00903696114115,0.124800022135,8.3803796,9.85e-05,17.1947124792,8.81433287916,0,17.1947124792,8.81433287916,2008.63140164,1929.24753386,3.07957945512,3.07957945512,2.86218719394
Z56_N67,Ba-123,123,56,67,1,0,0,0,0,100<=A<200,published,4.8135,0.0055,6.21420177899,0.00710046946805,0.122365911405,8.3302086,9.85e-05,17.1675675476,8.83735894756,0,17.1675675476,8.83735894756,2008.63140164,1962.47942736,2.96060755183,2.96060755183,2.98498155964
Z49_N75,In-124,124,49,75,1,0,0,0,0,100<=A<200,published,4.6625,0.006,6.01926161723,0.00774596669241,0.135738616063,8.4143243,0.0002465,16.8600906774,8.4457663774,0,16.8600906774,8.4457663774,2008.63140164,1787.62985914,3.64319483472,3.64319483472,2.31823077287
