key,label,A,Z,N,in_domain,magic_Z,magic_N,doubly_magic,magic_any,A_bin,radii_used,r_charge_fm,sigma_r_charge_fm,R_sharp_fm,sigma_R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,sigma_set_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,C3_frozen_eq19,C3_est_from_radii_eq19,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19
Z63_N76,Eu-139,139,63,76,1,0,0,0,0,100<=A<200,published,4.976,0.0093,6.42398837691,0.0120062483732,0.125173371939,8.1872187,9.46e-05,16.8363916763,8.64917297625,0,16.8363916763,8.64917297625,2008.63140164,1921.03597289,3.09805163605,3.09805163605,2.79181046424
Z54_N86,Xe-140,140,54,86,1,0,0,0,0,100<=A<200,published,4.8566,0.0125,6.26984363973,0.0161374306092,0.135602999276,8.2908875,1.66e-05,16.6061913572,8.31530385717,0,16.6061913572,8.31530385717,2008.63140164,1785.22028571,3.63633674575,3.63633674575,2.28672547087
Z55_N85,Cs-140,140,55,85,1,0,0,0,0,100<=A<200,published,4.8554,0.0088,6.26829444639,0.0113607511489,0.135703565956,8.3143227,5.86e-05,16.6211437134,8.30682101343,0,16.6211437134,8.30682101343,2008.63140164,1785.47533186,3.64145225171,3.64145225171,2.28118356063
Z56_N84,Ba-140,140,56,84,1,0,0,0,0,100<=A<200,published,4.8684,0.0059,6.28507737423,0.00761686724754,0.134619365942,8.35315,5.64e-05,16.6951770005,8.34202700054,0,16.6951770005,8.34202700054,2008.63140164,1799.26360146,3.5833344426,3.5833344426,2.32800681437
Z58_N82,Ce-140,140,58,82,1,0,1,0,1,100<=A<200,published,4.8771,0.0018,6.29630902593,0.00232379000772,0.133900229259,8.3763045,9.4e-06,16.7248016043,8.34849710429,0,16.7248016043,8.34849710429,2008.63140164,1809.67545335,3.54505605617,3.54505605617,2.35496899683
Z60_N80,Nd-140,140,60,80,1,0,0,0,0,100<=A<200,published,4.9101,0.0026,6.33891184274,0.00335658556671,0.131218566971,8.337864,2.33e-05,16.8034954131,8.46563141309,0,16.8034954131,8.46563141309,2008.63140164,1843.17083178,3.40448561677,3.40448561677,2.48661100855
Z62_N78,Sm-140,140,62,78,1,0,0,0,0,100<=A<200,published,4.9565,0.0034,6.39881398516,0.0043893811257,0.127567771961,8.2638211,8.93e-05,16.8465479049,8.58272680485,0,16.8465479049,8.58272680485,2008.63140164,1889.55695401,3.21767860498,3.21767860498,2.66736609168
Z63_N77,Eu-140,140,63,77,1,0,0,0,0,100<=A<200,published,4.9695,0.0091,6.41559691299,0.0117480494835,0.126569253057,8.197733,0.0003681,16.814458579,8.616725579,0,16.814458579,8.616725579,2008.63140164,1902.50719883,3.16754926651,3.16754926651,2.72031304141
Z54_N87,Xe-141,141,54,87,1,0,0,0,0,100<=A<200,published,4.8694,0.0147,6.28636836867,0.0189776183964,0.135497419621,8.2553647,2.05e-05,16.588240202,8.33287550203,0,16.588240202,8.33287550203,2008.63140164,1785.7244654,3.63088069575,3.63088069575,2.29500118574
Z55_N86,Cs-141,141,55,86,1,0,0,0,0,100<=A<200,published,4.8689,0.0108,6.28572287145,0.0139427400463,0.135539167655,8.2943554,6.52e-05,16.6099924403,8.31563704028,0,16.6099924403,8.31563704028,2008.63140164,1786.70730397,3.63276640912,3.63276640912,2.28906461462
Z56_N85,Ba-141,141,56,85,1,0,0,0,0,100<=A<200,published,4.8807,0.0069,6.30095660594,0.00890786169628,0.134558469063,8.3260774,3.77e-05,16.681110812,8.35503341204,0,16.681110812,8.35503341204,2008.63140164,1799.36467955,3.58013139265,3.58013139265,2.3337225637
Z59_N82,Pr-141,141,59,82,1,0,1,0,1,100<=A<200,published,4.8919,0.005,6.31541574377,0.00645497224368,0.133636369008,8.3539852,1.06e-05,16.7120701127,8.35808491274,0,16.7120701127,8.35808491274,2008.63140164,1813.08794818,3.53115442228,3.53115442228,2.36695536735
Z60_N81,Nd-141,141,60,81,1,0,0,0,0,100<=A<200,published,4.9057,0.0026,6.33323146716,0.00335658556671,0.132511759489,8.3355074,2.26e-05,16.7419653015,8.40645790149,0,16.7419653015,8.40645790149,2008.63140164,1827.11858287,3.47192295616,3.47192295616,2.42126856144
Z62_N79,Sm-141,141,62,79,1,0,0,0,0,100<=A<200,published,4.9517,0.0034,6.39261721181,0.0043893811257,0.128852961319,8.265846,6.05e-05,16.8105619096,8.54471590963,0,16.8105619096,8.54471590963,2008.63140164,1872.92691942,3.28284162931,3.28284162931,2.60284134128
Z63_N78,Eu-141,141,63,78,1,0,0,0,0,100<=A<200,published,4.9697,0.0091,6.41585511188,0.0117480494835,0.127457929707,8.2176853,8.96e-05,16.7994259303,8.58174063026,0,16.7994259303,8.58174063026,2008.63140164,1890.81747606,3.21219880361,3.21219880361,2.67160943483
Z54_N88,Xe-142,142,54,88,1,0,0,0,0,100<=A<200,published,4.8841,0.0169,6.30534598707,0.0218178061836,0.135229975249,8.2331695,1.9e-05,16.5790843407,8.3459148407,0,16.5790843407,8.3459148407,2008.63140164,1788.0809372,3.61677729805,3.61677729805,2.30755563667
Z55_N87,Cs-142,142,55,87,1,0,0,0,0,100<=A<200,published,4.8825,0.0132,6.30328039595,0.0170411267233,0.135362963803,8.2648777,4.98e-05,16.5985099475,8.33363224754,0,16.5985099475,8.33363224754,2008.63140164,1788.06330823,3.62351614052,3.62351614052,2.29987446567
Z56_N86,Ba-142,142,56,86,1,0,0,0,0,100<=A<200,published,4.8953,0.0083,6.3198051249,0.0107152539245,0.134303915669,8.3109718,4.17e-05,16.6767930841,8.36582128409,0,16.6767930841,8.36582128409,2008.63140164,1801.71222704,3.56665704613,3.56665704613,2.34556369617
Z58_N84,Ce-142,142,58,84,1,0,0,0,0,100<=A<200,published,4.9063,0.002,6.33400606383,0.00258198889747,0.133402605116,8.34707,1.72e-05,16.7292757018,8.38220570178,0,16.7292757018,8.38220570178,2008.63140164,1814.54357365,3.51875687356,3.51875687356,2.38214972019
Z60_N82,Nd-142,142,60,82,1,0,1,0,1,100<=A<200,published,4.9123,0.0025,6.34175203052,0.00322748612184,0.132914378593,8.346031,8.8e-06,16.7183781622,8.37234716223,0,16.7183781622,8.37234716223,2008.63140164,1821.89764508,3.49305258759,3.49305258759,2.39685689015
Z62_N80,Sm-142,142,62,80,1,0,0,0,0,100<=A<200,published,4.9518,0.0034,6.39274631125,0.0043893811257,0.129758950471,8.2859407,1.31e-05,16.7816688933,8.49572819327,0,16.7816688933,8.49572819327,2008.63140164,1861.28157689,3.3291708472,3.3291708472,2.5519051389
Z63_N79,Eu-142,142,63,79,1,0,0,0,0,100<=A<200,published,4.9607,0.0091,6.40423616184,0.0117480494835,0.129061800489,8.226396,0.0002117,16.7551090858,8.52871308578,0,16.7551090858,8.52871308578,2008.63140164,1870.18897085,3.29357628435,3.29357628435,2.58949917945
Z54_N89,Xe-143,143,54,89,1,0,0,0,0,100<=A<200,published,4.8942,0.0187,6.318385031,0.0241415961914,0.135340932879,8.1968855,3.26e-05,16.5463739668,8.34948846675,0,16.5463739668,8.34948846675,2008.63140164,1786.06711163,3.62294962161,3.62294962161,2.30461070089
Z55_N88,Cs-143,143,55,88,1,0,0,0,0,100<=A<200,published,4.8965,0.0151,6.32135431823,0.0194940161759,0.135150304092,8.2436707,5.3e-05,16.5881884955,8.34451779545,0,16.5881884955,8.34451779545,2008.63140164,1789.82947987,3.61230553279,3.61230553279,2.31002547257
Z56_N87,Ba-143,143,56,87,1,0,0,0,0,100<=A<200,published,4.9087,0.0096,6.33710445051,0.0123935467079,0.134145105697,8.2819878,4.72e-05,16.6660255863,8.38403778627,0,16.6660255863,8.38403778627,2008.63140164,1802.92932222,3.55829062232,3.55829062232,2.35619815135
Z60_N83,Nd-143,143,60,83,1,0,0,0,0,100<=A<200,published,4.9254,0.0026,6.3586640578,0.00335658556671,0.132785234716,8.3304893,8.8e-06,16.7194249883,8.38893568831,0,16.7194249883,8.38893568831,2008.63140164,1823.02173516,3.48626887381,3.48626887381,2.40627903124
Z62_N81,Sm-143,143,62,81,1,0,0,0,0,100<=A<200,published,4.9479,0.0034,6.3877114329,0.0043893811257,0.130981983456,8.2881825,1.92e-05,16.7347967771,8.44661427706,0,16.7347967771,8.44661427706,2008.63140164,1845.85774262,3.39222784571,3.39222784571,2.48999025456
Z63_N80,Eu-143,143,63,80,1,0,0,0,0,100<=A<200,published,4.9636,0.0091,6.40798004575,0.0117480494835,0.129743012047,8.2458177,7.68e-05,16.7365842917,8.49076659168,0,16.7365842917,8.49076659168,2008.63140164,1861.42267901,3.32844900283,3.32844900283,2.55096790862
Z54_N90,Xe-144,144,54,90,1,0,0,0,0,100<=A<200,published,4.9082,0.0208,6.33645895329,0.0268526845337,0.135124470474,8.1728845,3.69e-05,16.5324844086,8.35959990855,0,16.5324844086,8.35959990855,2008.63140164,1787.81393684,3.61162338975,3.61162338975,2.31463776989
Z55_N89,Cs-144,144,55,89,1,0,0,0,0,100<=A<200,published,4.9055,0.0161,6.33297326827,0.0207850106246,0.135347711885,8.2118894,0.0001398,16.5525601486,8.34067074861,0,16.5525601486,8.34067074861,2008.63140164,1786.85284535,3.62299017864,3.62299017864,2.3021510789
Z56_N88,Ba-144,144,56,88,1,0,0,0,0,100<=A<200,published,4.9236,0.0112,6.3563402678,0.0144591378258,0.133860508157,8.2654549,4.96e-05,16.6610988894,8.39564398937,0,16.6610988894,8.39564398937,2008.63140164,1805.61181354,3.54329226612,3.54329226612,2.36944721429
Z58_N86,Ce-144,144,58,86,1,0,0,0,0,100<=A<200,published,4.9303,0.0024,6.3649899306,0.00309838667697,0.13331552276,8.3147612,1.97e-05,16.7073042918,8.3925430918,0,16.7073042918,8.3925430918,2008.63140164,1814.48448438,3.51416875943,3.51416875943,2.38820149695
Z60_N84,Nd-144,144,60,84,1,0,0,0,0,100<=A<200,published,4.9421,0.0027,6.3802236651,0.00348568501159,0.132362868974,8.3269237,8.7e-06,16.7332856857,8.40636198572,0,16.7332856857,8.40636198572,2008.63140164,1827.6462658,3.46412605101,3.46412605101,2.42669055974
Z62_N82,Sm-144,144,62,82,1,0,1,0,1,100<=A<200,published,4.9524,0.0034,6.39352090792,0.0043893811257,0.131538720654,8.30368,1.01e-05,16.7114546829,8.40777468295,0,16.7114546829,8.40777468295,2008.63140164,1838.73692747,3.42112809457,3.42112809457,2.4576030042
Z63_N81,Eu-144,144,63,81,1,0,0,0,0,100<=A<200,published,4.9612,0.0091,6.40488165907,0.0117480494835,0.130840005372,8.2541744,7.49e-05,16.6974752924,8.44330089239,0,16.6974752924,8.44330089239,2008.63140164,1847.58801356,3.38499432451,3.38499432451,2.49433236306
Z55_N90,Cs-145,145,55,90,1,0,0,0,0,100<=A<200,published,4.9188,0.0191,6.35014349444,0.0246579939709,0.135185084057,8.1887342,6.25e-05,16.5375607703,8.3488265703,0,16.5375607703,8.3488265703,2008.63140164,1788.0148005,3.61462841589,3.61462841589,2.30973300979
Z56_N89,Ba-145,145,56,89,1,0,0,0,0,100<=A<200,published,4.9345,0.0123,6.37041210729,0.0158792317195,0.133898838137,8.2347991,5.85e-05,16.6375727713,8.4027736713,0,16.6375727713,8.4027736713,2008.63140164,1804.48900503,3.54539627332,3.54539627332,2.37005204031
Z60_N85,Nd-145,145,60,85,1,0,0,0,0,100<=A<200,published,4.9535,0.0028,6.39494100181,0.00361478445646,0.13236396452,8.3091883,8.8e-06,16.7252907061,8.41610240608,0,16.7252907061,8.41610240608,2008.63140164,1827.17006452,3.46418458283,3.46418458283,2.42946130752
Z62_N83,Sm-145,145,62,83,1,0,0,0,0,100<=A<200,published,4.9651,0.0034,6.40991653742,0.0043893811257,0.131438401552,8.2930139,1.02e-05,16.7153876142,8.4223737142,0,16.7153876142,8.4223737142,2008.63140164,1839.61544326,3.41591145181,3.41591145181,2.46562998867
Z63_N82,Eu-145,145,63,82,1,0,1,0,1,100<=A<200,published,4.9663,0.0091,6.41146573076,0.0117480494835,0.13134314675,8.2692744,2.11e-05,16.6791233085,8.40984890851,0,16.6791233085,8.40984890851,2008.63140164,1841.14949303,3.41108904398,3.41108904398,2.46544396821
Z64_N81,Gd-145,145,64,81,1,0,0,0,0,100<=A<200,published,4.9786,0.0077,6.42734496248,0.00994065725527,0.130372070909,8.2289485,0.000136,16.67029482,8.44134631997,0,16.67029482,8.44134631997,2008.63140164,1853.28029934,3.36077982865,3.36077982865,2.51172250202
Z54_N92,Xe-146,146,54,92,1,0,0,0,0,100<=A<200,published,4.9315,0.0245,6.36653912394,0.031629363994,0.135068479111,8.1104154,0.0001659,16.4798469409,8.36943154087,0,16.4798469409,8.36943154087,2008.63140164,1786.93205607,3.60919115929,3.60919115929,2.31892165627
Z55_N91,Cs-146,146,55,91,1,0,0,0,0,100<=A<200,published,4.9281,0.0193,6.36214974281,0.0249161928606,0.135348231797,8.1554365,1.98e-05,16.502211796,8.34677529598,0,16.502211796,8.34677529598,2008.63140164,1785.41240123,3.62340887435,3.62340887435,2.30356981103
Z56_N90,Ba-146,146,56,90,1,0,0,0,0,100<=A<200,published,4.9479,0.0138,6.3877114329,0.0178157233926,0.133729857235,8.2155293,1.21e-05,16.6244510359,8.4089217359,0,16.6244510359,8.4089217359,2008.63140164,1805.78971873,3.53655282947,3.53655282947,2.37771698639
Z58_N88,Ce-146,146,58,88,1,0,0,0,0,100<=A<200,published,4.959,0.0028,6.40204147128,0.00361478445646,0.132833861301,8.2785081,0.0001004,16.7010340221,8.42252592214,0,16.7010340221,8.42252592214,2008.63140164,1819.05206442,3.48882570463,3.48882570463,2.41414350707
Z60_N86,Nd-146,146,60,86,1,0,0,0,0,100<=A<200,published,4.9696,0.003,6.41572601244,0.00387298334621,0.131985681712,8.3040927,8.7e-06,16.7340704335,8.42997773351,0,16.7340704335,8.42997773351,2008.63140164,1831.24638831,3.44441379912,3.44441379912,2.44743466527
Z62_N84,Sm-146,146,62,84,1,0,0,0,0,100<=A<200,published,4.9808,0.0035,6.43018515026,0.00451848057058,0.131097319538,8.2938581,2.09e-05,16.7284073365,8.43454923653,0,16.7284073365,8.43454923653,2008.63140164,1843.41354589,3.39820603789,3.39820603789,2.48205939913
Z63_N83,Eu-146,146,63,83,1,0,0,0,0,100<=A<200,published,4.9789,0.0092,6.42773226081,0.0118771489284,0.131247461119,8.2619327,4.12e-05,16.6850983406,8.42316564063,0,16.6850983406,8.42316564063,2008.63140164,1842.01427762,3.40612174022,3.40612174022,2.47294908493
Z64_N82,Gd-146,146,64,82,1,0,1,0,1,100<=A<200,published,4.9801,0.014,6.42928145415,0.0180739222823,0.131152608201,8.2495072,2.79e-05,16.643228383,8.39372118299,0,16.643228383,8.39372118299,2008.63140164,1843.44484992,3.40138956606,3.40138956606,2.46773297206
Z66_N80,Dy-146,146,66,80,1,0,0,0,0,100<=A<200,published,5.0438,0.2389,6.51151780053,0.308418573803,0.12624597772,8.1461128,4.59e-05,16.693643261,8.54753046098,0,16.693643261,8.54753046098,2008.63140164,1905.55153314,3.1857460495,3.1857460495,2.6830545587
Z62_N85,Sm-147,147,62,85,1,0,0,0,0,100<=A<200,published,4.9892,0.0035,6.44102950363,0.00451848057058,0.131329672123,8.2805734,8.6e-06,16.7149233709,8.43434997085,0,16.7149233709,8.43434997085,2008.63140164,1840.18620179,3.41026321114,3.41026321114,2.47322551036
Z63_N84,Eu-147,147,63,84,1,0,0,0,0,100<=A<200,published,4.9938,0.0094,6.4469680781,0.0121353478181,0.130967086405,8.2635409,1.75e-05,16.697562322,8.43402142204,0,16.697562322,8.43402142204,2008.63140164,1845.11747526,3.39158468456,3.39158468456,2.48674947155
Z65_N82,Tb-147,147,65,82,1,0,1,0,1,100<=A<200,published,4.9201,0.1508,6.35182178723,0.194681962869,0.136941099854,8.206625,5.51e-05,16.2855479144,8.07892291437,0,16.2855479144,8.07892291437,2008.63140164,1775.28248162,3.79422706396,3.79422706396,2.12926711506
Z56_N92,Ba-148,148,56,92,1,0,0,0,0,100<=A<200,published,4.9731,0.0167,6.42024449301,0.0215596072939,0.133511416955,8.1641118,1.01e-05,16.5891472108,8.42503541077,0,16.5891472108,8.42503541077,2008.63140164,1806.9522262,3.52523367291,3.52523367291,2.38992253918
Z58_N90,Ce-148,148,58,90,1,0,0,0,0,100<=A<200,published,4.9893,0.0035,6.44115860308,0.00451848057058,0.132215121014,8.2403876,7.56e-05,16.696843821,8.456456221,0,16.696843821,8.456456221,2008.63140164,1825.23207085,3.45640760056,3.45640760056,2.44660271538
Z60_N88,Nd-148,148,60,88,1,0,0,0,0,100<=A<200,published,4.9999,0.0036,6.45484314423,0.00464758001545,0.131375997521,8.2771778,1.39e-05,16.7403236797,8.46314587968,0,16.7403236797,8.46314587968,2008.63140164,1837.61554053,3.41267140031,3.41267140031,2.47991818929
Z62_N86,Sm-148,148,62,86,1,0,0,0,0,100<=A<200,published,5.0042,0.0034,6.46039442036,0.0043893811257,0.131037622851,8.2796326,8.4e-06,16.7230872623,8.44345466226,0,16.7230872623,8.44345466226,2008.63140164,1843.3445882,3.39511056115,3.39511056115,2.48694542054
Z63_N85,Eu-148,148,63,85,1,0,0,0,0,100<=A<200,published,5.0045,0.0097,6.4607817187,0.0125226461527,0.1310140587,8.2538155,6.73e-05,16.6944764487,8.44066094867,0,16.6944764487,8.44066094867,2008.63140164,1844.19143284,3.39402866517,3.39402866517,2.48691504444
Z64_N84,Gd-148,148,64,84,1,0,0,0,0,100<=A<200,published,5.008,0.0171,6.46530019927,0.0220760050734,0.130739560612,8.2483398,9.9e-06,16.6675169989,8.41917719891,0,16.6675169989,8.41917719891,2008.63140164,1847.95730481,3.38013169096,3.38013169096,2.4907837826
Z65_N83,Tb-148,148,65,83,1,0,0,0,0,100<=A<200,published,4.9291,0.1507,6.36344073726,0.194552863424,0.137118828606,8.2043207,8.42e-05,16.2801068418,8.07578614185,0,16.2801068418,8.07578614185,2008.63140164,1773.05806765,3.8052876642,3.8052876642,2.12225378329
Z66_N82,Dy-148,148,66,82,1,0,1,0,1,100<=A<200,published,5.0455,0.2389,6.5137124911,0.308418573803,0.127846060528,8.180943,5.89e-05,16.6698397613,8.48889676126,0,16.6698397613,8.48889676126,2008.63140164,1884.55476113,3.28269234,3.28269234,2.58595563703
Z62_N87,Sm-149,149,62,87,1,0,0,0,0,100<=A<200,published,5.0134,0.0035,6.47227156929,0.00451848057058,0.131198075514,8.2634683,7.8e-06,16.7102044802,8.44673618022,0,16.7102044802,8.44673618022,2008.63140164,1840.9525205,3.40343183816,3.40343183816,2.48182910129
Z63_N86,Eu-149,149,63,86,1,0,0,0,0,100<=A<200,published,5.0202,0.0103,6.48105033154,0.013297242822,0.130665663048,8.253556,2.62e-05,16.7068874258,8.45333142584,0,16.7068874258,8.45333142584,2008.63140164,1848.09547068,3.37601243211,3.37601243211,2.50393966132
Z65_N84,Tb-149,149,65,84,1,0,0,0,0,100<=A<200,published,4.9427,0.1506,6.38099826177,0.19442376398,0.136908931222,8.2098153,2.44e-05,16.2980010039,8.08818570393,0,16.2980010039,8.08818570393,2008.63140164,1775.18956586,3.79150924464,3.79150924464,2.13323644545
Z66_N83,Dy-149,149,66,83,1,0,0,0,0,100<=A<200,published,5.0567,0.2394,6.52817162892,0.309064071027,0.127856546005,8.1790972,6.16e-05,16.6782320494,8.49913484935,0,16.6782320494,8.49913484935,2008.63140164,1884.2332626,3.28348037982,3.28348037982,2.58845306388
Z60_N90,Nd-150,150,60,90,1,0,0,0,0,100<=A<200,published,5.04,0.0044,6.50661202163,0.00568037557444,0.129998372725,8.2495789,7.5e-06,16.7732653136,8.52368641362,0,16.7732653136,8.52368641362,2008.63140164,1853.43865536,3.34148018933,3.34148018933,2.55087144938
Z62_N88,Sm-150,150,62,88,1,0,0,0,0,100<=A<200,published,5.0387,0.0048,6.50493372885,0.00619677335393,0.13009901862,8.2616235,7.4e-06,16.7494581907,8.4878346907,0,16.7494581907,8.4878346907,2008.63140164,1854.02156096,3.34666134197,3.34666134197,2.53620962009
Z63_N87,Eu-150,150,63,87,1,0,0,0,0,100<=A<200,published,5.0296,0.0108,6.49318567936,0.0139427400463,0.130806457212,8.2413481,4.15e-05,16.697248961,8.45590086104,0,16.697248961,8.45590086104,2008.63140164,1845.97114286,3.38331280254,3.38331280254,2.49929620894
Z64_N86,Gd-150,150,64,86,1,0,0,0,0,100<=A<200,published,5.0342,0.0159,6.49912425383,0.0205268117349,0.130448211577,8.2426103,4.04e-05,16.6805859952,8.43797569516,0,16.6805859952,8.43797569516,2008.63140164,1850.89799844,3.36500163286,3.36500163286,2.50756956928
Z65_N85,Tb-150,150,65,85,1,0,0,0,0,100<=A<200,published,4.9499,0.1505,6.3902934218,0.194294664535,0.137227215052,8.2063396,4.91e-05,16.2803503234,8.07401072336,0,16.2803503234,8.07401072336,2008.63140164,1771.33360416,3.81161121431,3.81161121431,2.11826712364
Z66_N84,Dy-150,150,66,84,1,0,0,0,0,100<=A<200,published,5.0706,0.2413,6.54611645176,0.31151696048,0.127659009096,8.1891495,2.88e-05,16.6916346592,8.50248515918,0,16.6916346592,8.50248515918,2008.63140164,1886.54943163,3.27197926759,3.27197926759,2.59857549936
Z68_N82,Er-150,150,68,82,1,0,1,0,1,100<=A<200,published,5.0548,0.0254,6.52571873947,0.0327912589979,0.128859842109,8.1021962,0.0001146,16.5271407484,8.42494454835,0,16.5271407484,8.42494454835,2008.63140164,1871.19575013,3.28390019149,3.28390019149,2.56553002743
Z62_N89,Sm-151,151,62,89,1,0,0,0,0,100<=A<200,published,5.055,0.0057,6.52597693836,0.00735866835779,0.12970351143,8.2439735,7.4e-06,16.7570163171,8.51304281713,0,16.7570163171,8.51304281713,2008.63140164,1858.4631726,3.32635494451,3.32635494451,2.559270721
Z63_N88,Eu-151,151,63,88,1,0,0,0,0,100<=A<200,published,5.0522,0.0046,6.5223621539,0.00593857446418,0.129919281476,8.2392998,7.7e-06,16.7287668575,8.48946705753,0,16.7287668575,8.48946705753,2008.63140164,1856.51297518,3.33741677154,3.33741677154,2.54372397536
Z65_N86,Tb-151,151,65,86,1,0,0,0,0,100<=A<200,published,4.963,0.1504,6.40720544908,0.19416556509,0.137051056561,8.2088743,2.71e-05,16.2931993371,8.08432503712,0,16.2931993371,8.08432503712,2008.63140164,1773.0358369,3.80002282611,3.80002282611,2.12744117787
Z66_N85,Dy-151,151,66,85,1,0,0,0,0,100<=A<200,published,5.0801,0.2435,6.55838089902,0.314357148267,0.127790458884,8.1846789,2.15e-05,16.6931967761,8.50851787613,0,16.6931967761,8.50851787613,2008.63140164,1884.62516754,3.28103064531,3.28103064531,2.59324547556
Z67_N84,Ho-151,151,67,84,1,0,0,0,0,100<=A<200,published,5.0398,0.0354,6.50635382274,0.0457012034852,0.13088060895,8.1455267,5.5e-05,16.5242108943,8.37868419434,0,16.5242108943,8.37868419434,2008.63140164,1846.01502937,3.38899390882,3.38899390882,2.47232199873
Z62_N90,Sm-152,152,62,90,1,0,0,0,0,100<=A<200,published,5.0819,0.006,6.56070468903,0.00774596669241,0.128500112991,8.2440645,6.7e-06,16.7923078947,8.54824339466,0,16.7923078947,8.54824339466,2008.63140164,1873.08417791,3.26491236704,3.26491236704,2.61821526389
Z63_N89,Eu-152,152,63,89,1,0,0,0,0,100<=A<200,published,5.1064,0.0066,6.59233405302,0.00852056336166,0.126659380623,8.2265854,7.7e-06,16.8332166046,8.60663120461,0,16.8332166046,8.60663120461,2008.63140164,1897.50245006,3.1720369223,3.1720369223,2.71328216393
Z64_N88,Gd-152,152,64,88,1,0,0,0,0,100<=A<200,published,5.0774,0.0048,6.55489521401,0.00619677335393,0.128842077275,8.2334042,6.6e-06,16.7380969445,8.50469274448,0,16.7380969445,8.50469274448,2008.63140164,1870.19437082,3.28229982379,3.28229982379,2.59107735462
Z65_N87,Tb-152,152,65,87,1,0,0,0,0,100<=A<200,published,4.9689,0.1504,6.41482231632,0.19416556509,0.137467832316,8.2020072,0.0002632,16.2659699958,8.06396279575,0,16.2659699958,8.06396279575,2008.63140164,1768.03924611,3.82663025027,3.82663025027,2.10732740514
Z66_N86,Dy-152,152,66,86,1,0,0,0,0,100<=A<200,published,5.095,0.2482,6.57761671631,0.320424822176,0.127511480777,8.1929171,3.02e-05,16.7061770653,8.5132599653,0,16.7061770653,8.5132599653,2008.63140164,1887.93871445,3.2656113382,3.2656113382,2.60694218743
Z67_N85,Ho-152,152,67,85,1,0,0,0,0,100<=A<200,published,5.0614,0.0343,6.53423930283,0.0442811095916,0.130067823191,8.1449193,8.24e-05,16.5653360619,8.42041676189,0,16.5653360619,8.42041676189,2008.63140164,1855.83902695,3.34667438894,3.34667438894,2.51605497975
Z68_N84,Er-152,152,68,84,1,0,0,0,0,100<=A<200,published,5.0843,0.0257,6.56380307571,0.0331785573325,0.128318226763,8.1193485,5.81e-05,16.5703233055,8.45097480554,0,16.5703233055,8.45097480554,2008.63140164,1877.8071211,3.25629344845,3.25629344845,2.5952743324
Z70_N82,Yb-152,152,70,82,1,0,1,0,1,100<=A<200,published,5.0423,0.0146,6.50958130886,0.0188485189515,0.13155150189,8.0154371,0.0009849,16.2993519197,8.28391481969,0,16.2993519197,8.28391481969,2008.63140164,1837.23369082,3.42215976372,3.42215976372,2.42066863958
Z62_N91,Sm-153,153,62,91,1,0,0,0,0,100<=A<200,published,5.0925,0.0068,6.57438923019,0.0087787622514,0.128539493441,8.2285373,6.7e-06,16.7808362401,8.55229894013,0,16.7808362401,8.55229894013,2008.63140164,1872.07228676,3.26692531247,3.26692531247,2.61784342222
Z63_N90,Eu-153,153,63,90,1,0,0,0,0,100<=A<200,published,5.1115,0.0062,6.59891812471,0.00800416558216,0.127111429166,8.2287011,7.7e-06,16.8132818007,8.58458070067,0,16.8132818007,8.58458070067,2008.63140164,1891.17926168,3.19471889445,3.19471889445,2.68711613895
Z65_N88,Tb-153,153,65,88,1,0,0,0,0,100<=A<200,published,4.995,0.1502,6.44851727144,0.1939073662,0.136214461994,8.2050504,2.58e-05,16.3448363116,8.13978591163,0,16.3448363116,8.13978591163,2008.63140164,1781.89823506,3.7463522607,3.7463522607,2.17272305037
Z66_N87,Dy-153,153,66,87,1,0,0,0,0,100<=A<200,published,5.1035,0.2516,6.58859016912,0.324814203302,0.12771012788,8.1857514,2.62e-05,16.7028749013,8.51712350126,0,16.7028749013,8.51712350126,2008.63140164,1885.10158342,3.27947533858,3.27947533858,2.59709942046
Z67_N86,Ho-153,153,67,86,1,0,0,0,0,100<=A<200,published,5.076,0.0339,6.55308782178,0.0437647118121,0.129797060401,8.1536372,3.31e-05,16.5821973453,8.42856014532,0,16.5821973453,8.42856014532,2008.63140164,1858.97921809,3.33264302635,3.33264302635,2.52909179852
Z69_N84,Tm-153,153,69,84,1,0,0,0,0,100<=A<200,published,5.0643,0.019,6.53798318673,0.024528894526,0.130698746778,8.0712571,7.83e-05,16.4262374379,8.35498033791,0,16.4262374379,8.35498033791,2008.63140164,1847.83565742,3.37811950627,3.37811950627,2.47326369668
Z62_N92,Sm-154,154,62,92,1,0,0,0,0,100<=A<200,published,5.1053,0.0067,6.59091395913,0.00864966280653,0.128408917532,8.2268379,8.5e-06,16.7742947352,8.54745683516,0,16.7742947352,8.54745683516,2008.63140164,1873.19550616,3.2602888289,3.2602888289,2.62168699883
Z63_N91,Eu-154,154,63,91,1,0,0,0,0,100<=A<200,published,5.1239,0.0079,6.61492645588,0.010198856145,0.127015596236,8.2171006,7.7e-06,16.8082039436,8.59110334359,0,16.8082039436,8.59110334359,2008.63140164,1891.93419769,3.18992127297,3.18992127297,2.69320231079
