Z,N_parent,A_parent,symbol,N_chain_min,N_chain_max,n_chain_isotopes,distance_proton_edge,distance_neutron_edge,edge_class,S_n_obs_MeV,S_n_pred_before_MeV,S_n_pred_after_MeV,resid_before_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
82,137,219,Pb,96,138,43,41,1,neutron_rich_edge,3.1059999999999945,-0.1859944221601495,0.14696047955968794,-3.291994422160144,-2.9590395204403066,3.291994422160144,2.9590395204403066
82,138,220,Pb,96,138,43,42,0,neutron_rich_edge,4.604000000000042,-0.18519257402123657,1.6469964831707173,-4.789192574021278,-2.9570035168293245,4.789192574021278,2.9570035168293245
83,102,185,Bi,101,141,41,1,39,proton_rich_edge,11.412000000000035,-0.21516134933439446,-0.8319337125196498,-11.627161349334429,-12.243933712519684,11.627161349334429,12.243933712519684
83,103,186,Bi,101,141,41,2,38,proton_rich_edge,9.055854999999838,-0.21425672410850183,-0.1093240414783736,-9.27011172410834,-9.165179041478211,9.27011172410834,9.165179041478211
83,104,187,Bi,101,141,41,3,37,interior,11.309097100000145,-0.21335441266496247,-0.11449406342926949,-11.522451512665107,-11.423591163429414,11.522451512665107,11.423591163429414
83,105,188,Bi,101,141,41,4,36,interior,8.882843099999945,-0.21245448330114414,-0.0901368487983305,-9.09529758330109,-8.972979948798276,9.09529758330109,8.972979948798276
83,106,189,Bi,101,141,41,5,35,interior,10.941185899999937,-0.2115570012477619,-0.2063302942871772,-11.152742901247699,-11.147516194287114,11.152742901247699,11.147516194287114
83,107,190,Bi,101,141,41,6,34,interior,8.602559900000188,-0.21066202877796059,0.09166324872538922,-8.813221928778148,-8.510896651274798,8.813221928778148,8.510896651274798
83,108,191,Bi,101,141,41,7,33,interior,10.714767299999949,-0.20976962531328525,-0.2896275115807754,-10.924536925313234,-11.004394811580724,10.924536925313234,11.004394811580724
83,109,192,Bi,101,141,41,8,32,interior,8.366504499999792,-0.20887984752563682,-0.015769831024428527,-8.575384347525429,-8.38227433102422,8.575384347525429,8.38227433102422
83,110,193,Bi,101,141,41,9,31,interior,10.421344600000111,-0.20799274943473023,-0.30736547686575477,-10.629337349434842,-10.728710076865866,10.629337349434842,10.728710076865866
83,111,194,Bi,101,141,41,10,30,interior,8.209769600000072,-0.20710838250342078,-0.026549830120266904,-8.416877982503493,-8.23631943012034,8.416877982503493,8.23631943012034
83,112,195,Bi,101,141,41,11,29,interior,10.073863500000016,-0.20622679572768732,-0.3838203633068602,-10.280090295727703,-10.457683863306876,10.280090295727703,10.457683863306876
83,113,196,Bi,101,141,41,12,28,interior,8.054785899999843,-0.20534803572537186,0.014664359680132577,-8.260133935725214,-8.04012154031971,8.260133935725214,8.04012154031971
83,114,197,Bi,101,141,41,13,27,interior,9.749479199999996,-0.20447214681998105,-0.2848638577366387,-9.953951346819977,-10.034343057736635,9.953951346819977,10.034343057736635
83,115,198,Bi,101,141,41,14,26,interior,7.757979800000157,-0.2035991711225691,-0.20263660212266643,-7.9615789711227265,-7.960616402122824,7.9615789711227265,7.960616402122824
83,116,199,Bi,101,141,41,15,25,interior,9.49508139999989,-0.2027291486101177,-0.27782219442462974,-9.697810548610008,-9.77290359442452,9.697810548610008,9.77290359442452
83,117,200,Bi,101,141,41,16,24,interior,7.6442632000000685,-0.20186211720128,-0.11107479288451572,-7.8461253172013485,-7.755337992884584,7.8461253172013485,7.755337992884584
83,118,201,Bi,101,141,41,17,23,interior,9.129751299999953,-0.20099811282967295,-0.3049403676720388,-9.330749412829626,-9.434691667671991,9.330749412829626,9.434691667671991
83,119,202,Bi,101,141,41,18,22,interior,7.393180099999881,4.903650199320637,4.921644438180351,-2.489529900679244,-2.47153566181953,2.489529900679244,2.47153566181953
83,120,203,Bi,101,141,41,19,21,interior,8.84535720000008,-0.09629469359789766,-0.08400081425560302,-8.941651893597978,-8.929358014255683,8.941651893597978,8.929358014255683
83,121,204,Bi,101,141,41,20,20,interior,7.192334200000005,0.17986772042875998,0.11161180601983034,-7.012466479571245,-7.0807223939801744,7.012466479571245,7.0807223939801744
83,122,205,Bi,101,141,41,21,19,interior,8.490966200000003,-0.11686862920207375,-0.13560115380055038,-8.607834829202076,-8.626567353800553,8.607834829202076,8.626567353800553
83,123,206,Bi,101,141,41,22,18,interior,7.033960400000069,0.15957867779274437,0.14518479049267796,-6.874381722207325,-6.888775609507391,6.874381722207325,6.888775609507391
83,124,207,Bi,101,141,41,23,17,interior,8.097667699999874,-0.09103120650886609,-0.23908526142925268,-8.18869890650874,-8.336752961429127,8.18869890650874,8.336752961429127
83,125,208,Bi,101,141,41,24,16,interior,6.886910100000023,0.05233290015670633,-0.3581324827423842,-6.8345771998433165,-7.245042582742407,6.8345771998433165,7.245042582742407
83,126,209,Bi,101,141,41,25,15,interior,7.459754900000007,-0.06500641515923178,1.5257976981540011,-7.524761315159239,-5.933957201846006,7.524761315159239,5.933957201846006
83,127,210,Bi,101,141,41,26,14,interior,4.604641900000161,-0.21083015824086715,-1.2791942292434797,-4.815472058241028,-5.88383612924364,4.815472058241028,5.88383612924364
83,128,211,Bi,101,141,41,27,13,interior,5.1385155000000395,-6.6785472857994534,-7.297853216710735,-11.817062785799493,-12.436368716710774,11.817062785799493,12.436368716710774
83,129,212,Bi,101,141,41,28,12,interior,4.33014849999995,6.1916724659443005,6.646827537690186,1.8615239659443503,2.3166790376902355,1.8615239659443503,2.3166790376902355
83,130,213,Bi,101,141,41,29,11,interior,5.185054099999888,-0.25839786446702107,-0.6228899892406048,-5.4434519644669095,-5.807944089240493,5.4434519644669095,5.807944089240493
83,131,214,Bi,101,141,41,30,10,interior,4.040414900000087,-6.505908426935051,-6.274415532595498,-10.546323326935138,-10.314830432595585,10.546323326935138,10.314830432595585
83,132,215,Bi,101,141,41,31,9,interior,5.241268499999933,-0.18923584796526427,-0.31423070110032114,-5.430504347965197,-5.555499201100254,5.430504347965197,5.555499201100254
83,133,216,Bi,101,141,41,32,8,interior,3.8266080999999303,-0.18842040682762473,-0.08469607902911491,-4.015028506827555,-3.9113041790290453,4.015028506827555,3.9113041790290453
83,134,217,Bi,101,141,41,33,7,interior,5.21534110000016,-0.18760834820433558,-0.1606411663697216,-5.402949448204495,-5.375982266369881,5.402949448204495,5.375982266369881
83,135,218,Bi,101,141,41,34,6,interior,3.5852492999999868,-0.18679968326866003,-0.201123062637258,-3.772048983268647,-3.7863723626372447,3.772048983268647,3.7863723626372447
83,136,219,Bi,101,141,41,35,5,interior,4.903495999999905,-0.1859944221601495,-0.45110145594117057,-5.089490422160054,-5.354597455941075,5.089490422160054,5.354597455941075
