T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,A_eff_obs_alpha_over_Cv_mol_per_J,A_eff_model_mol_per_J,residual_1e-8_per_K,rel_residual
191.0,125.30680692054233,110.03796143958616,0.5,15.468841871461267,8.100593952784728e-08,7.113522935585571e-08,-15.268845480956177,-0.12185168432739833
192.0,127.02224607687698,111.93184060871282,0.5,15.538415802437143,8.1747230664888e-08,7.203555499599691e-08,-15.090405468164171,-0.11880128036022199
193.0,128.73357300378984,113.82409780428897,0.5,15.607351418293268,8.248265163870285e-08,7.292979747407785e-08,-14.909475199500886,-0.11581652595832136
194.0,130.44047302300353,115.71442318482981,0.5,15.675654130925318,8.321214026129051e-08,7.381792314270671e-08,-14.726049838173733,-0.11289479022033869
195.0,132.1423368325509,117.60251306148506,0.5,15.743329358551724,8.393544581519641e-08,7.469990011839761e-08,-14.53982377106585,-0.11003153205539667
196.0,133.83824001134406,119.48806990747991,0.5,15.810382522888624,8.465212009740246e-08,7.557569826947422e-08,-14.350170103864155,-0.10722025411158904
197.0,135.5269521622708,121.37080236327013,0.5,15.876819046459524,8.536152724653799e-08,7.644528920315144e-08,-14.156149799000664,-0.10445265368360862
198.0,137.20698192505446,123.25042523754597,0.5,15.942644350035074,8.606287571406094e-08,7.730864625182134e-08,-13.95655668750849,-0.10171899776304297
199.0,138.87665962715084,125.12665950421592,0.5,16.007863850197985,8.675527286261447e-08,7.816574445857019e-08,-13.750000122934926,-0.09900871867058327
200.0,140.53425357267417,126.99923229549658,0.5,16.072482957027955,8.74377990932778e-08,7.901656056195357e-08,-13.535021277177579,-0.0963111905680578
201.0,142.1781098594132,128.86787689124446,0.5,16.13650707190304,8.810959473811677e-08,7.986107298005637e-08,-13.310232968168759,-0.09361661215872132
202.0,143.8068003740621,130.7323327046482,0.5,16.199941585411914,8.876994995065939e-08,8.069926179386534e-08,-13.07446766941392,-0.09091689430128029
203.0,145.4192604402082,132.5923452644151,0.5,16.262791875373697,8.941838618768322e-08,8.15311087299814e-08,-12.826915175793113,-0.08820643934623182
204.0,147.014897362076,134.4476661935691,0.5,16.325063304960533,9.005471808333145e-08,8.235659714269888e-08,-12.567231168506897,-0.0854827054536906
205.0,148.59365413668067,136.29805318499012,0.5,16.38676122091954,9.06790866928507e-08,8.317571199547985e-08,-12.295600951690536,-0.0827464740881915
206.0,150.1560185292327,138.14326997381048,0.5,16.44789095188977,9.129195893165903e-08,8.398843984185011e-08,-12.012748555422233,-0.08000177863722167
207.0,151.7029755123632,139.98308630679168,0.5,16.508457806810778,9.18940928872085e-08,8.479476880574505e-08,-11.71988920557152,-0.07725549987393883
208.0,153.23590932033562,141.81727790879685,0.5,16.568467073418788,9.248647363773072e-08,8.559468856133221e-08,-11.41863141153877,-0.07451668125431633
209.0,154.7564685204667,143.6456264464813,0.5,16.62792401682776,9.307022834831961e-08,8.638819031233805e-08,-11.110842073985419,-0.07179565533001289
210.0,156.26641225659642,145.46791948930775,0.5,16.686833878190907,9.364653198881007e-08,8.71752667709056e-08,-10.79849276728867,-0.06910309522917224
211.0,157.76745740535785,147.2839504680076,0.5,16.745201873440326,9.421651563102016e-08,8.795591213601051e-08,-10.483506937350265,-0.06644910876908283
212.0,159.2611447135789,149.0935186305956,0.5,16.803033192101186,9.478118795149723e-08,8.873012207146141e-08,-10.167626082983276,-0.06384247771965415
213.0,160.74873761551171,150.89642899604883,0.5,16.860332996177412,9.534137768925252e-08,8.949789368351159e-08,-9.852308619462878,-0.06129011503050313
214.0,162.2311613993941,152.6924923057595,0.5,16.917106419106208,9.589770104902217e-08,9.025922549810785e-08,-9.538669093634619,-0.0587967749928852
215.0,163.7089839478392,154.48152497286463,0.5,16.97335856477813,9.645055415700466e-08,9.101411743780242e-08,-9.227458974974548,-0.056365012795599495
216.0,165.18243357833472,156.26334902956367,0.5,17.029094506620712,9.70001273491751e-08,9.176257079835355e-08,-8.91908454877104,-0.05399535746966296
217.0,166.65144540931266,158.03779207251824,0.5,17.08431928674207,9.75464357767178e-08,9.25045882250399e-08,-8.61365333679441,-0.051686640434701385
218.0,168.11572558622947,159.80468720644316,0.5,17.139037915132867,9.808935975209678e-08,9.324017368871333e-08,-8.311038379786307,-0.04943641263067584
219.0,169.5748225874366,161.56387298598312,0.5,17.193255368923634,9.862868837156851e-08,9.396933246161496e-08,-8.01094960145349,-0.0472413857152813
220.0,171.02819630382405,163.31519335597298,0.5,17.246976591695194,9.916416097310525e-08,9.469207109297807e-08,-7.713002947851057,-0.045097844183243606
221.0,172.47527805825632,165.05849759017764,0.5,17.30020649284002,9.969550255347421e-08,9.540839738444155e-08,-7.416780468078681,-0.04300199165687701
222.0,173.91551756778549,166.79364022860568,0.5,17.352949946972373,1.0022245099492673e-07,9.611832036529716e-08,-7.121877339179813,-0.0409502121419613
223.0,175.3484155119761,168.52048101348618,0.5,17.405211793384986,1.0074477552672982e-07,9.682185026759281e-08,-6.827934498489928,-0.03893924264187941
224.0,176.77354248515132,170.23888482399818,0.5,17.45699683555016,1.0126228706484169e-07,9.75189985011148e-08,-6.534657661153154,-0.03696626525262995
225.0,178.19054650594055,171.948721609843,0.5,17.508309840663713,1.0177484184800422e-07,9.820977762826974e-08,-6.241824896097534,-0.035028934017492575
226.0,179.59915193420113,173.6498663237426,0.5,17.5591555392296,1.0228234013472437e-07,9.88942013388882e-08,-5.949285610458543,-0.033125354693423904
227.0,180.99915272464804,175.3421988529458,0.5,17.609538624683257,1.0278472172515746e-07,9.957228442497011e-08,-5.656953871702234,-0.03125403509655149
228.0,182.3904026109114,177.02560394982942,0.5,17.659463753052467,1.032819598383246e-07,1.0024404275539243e-07,-5.36479866108196,-0.02941382103600343
229.0,183.77280425365674,178.6999711616665,0.5,17.7089355426534,1.0377405452237664e-07,1.0090949325059837e-07,-5.072833091990262,-0.02760382915520168
230.0,185.14629876309638,180.36519475964516,0.5,17.75795857382074,1.0426102639750721e-07,1.0156865385728762e-07,-4.781104003451216,-0.025823384185329406
231.0,186.51085643326024,182.0211736672107,0.5,17.806537388670137,1.0474291119166858e-07,1.0222154352312556e-07,-4.4896827660495555,-0.024071964774104785
232.0,187.86646906602422,183.667811387803,0.5,17.85467649089136,1.0521975526236227e-07,1.0286818217148988e-07,-4.198657678221204,-0.02234915948063951
233.0,189.21314393805832,185.30501593206566,0.5,17.90238034557115,1.0569161211283703e-07,1.0350859067627175e-07,-3.908128005992656,-0.020654632784242722
234.0,190.55089926504044,186.93269974458894,0.5,17.94965337904378,1.0615853980083459e-07,1.0414279083674834e-07,-3.6181995204514816,-0.01898809994813442
235.0,191.87976092011905,188.5507796302594,0.5,17.996499978768455,1.066205990867619e-07,1.04770805352543e-07,-3.328981289859656,-0.017349309139724933
236.0,193.19976013784583,190.15917668028106,0.5,18.042924493232245,1.0707785215767739e-07,1.0539265779868901e-07,-3.040583457564798,-0.01573802915384251
237.0,194.51093195280367,191.7578161979292,0.5,18.088931231877165,1.0753036177727701e-07,1.0600837260081157e-07,-2.7531157548744787,-0.014154041252254642
238.0,195.81331416185233,193.3466276240976,0.5,18.134524465050074,1.079781907373614e-07,1.0661797501044301e-07,-2.4666865377547498,-0.01259713389926016
239.0,197.10694664501014,194.92554446270452,0.5,18.179708423974915,1.0842140151437784e-07,1.0722149108048506e-07,-2.1814021823056287,-0.01106709945760733
240.0,198.39187092339478,196.49450420600547,0.5,18.2244873007453,1.088600560605518e-07,1.0781894764083143e-07,-1.897366717389293,-0.009563732165830147
241.0,199.66812986896076,198.05344825987677,0.5,18.268865248337136,1.092942156804922e-07,1.0841037227416408e-07,-1.614681609083977,-0.008086826926979627
242.0,200.93576750878654,199.60232186912086,0.5,18.312846380640128,1.0972394096048918e-07,1.0899579329193486e-07,-1.3334456396656627,-0.006636178596761543
243.0,202.19482888694844,201.14107404283973,0.5,18.356434772506642,1.1014929172945163e-07,1.0957523971054491e-07,-1.0537548441086888,-0.0052115815716427955
244.0,203.44535996095092,202.66965747993544,0.5,18.39963445981794,1.1057032703842312e-07,1.1014874122773242e-07,-0.7757024810154948,-0.003812829553666804
245.0,204.68740751882626,204.1880284947802,0.5,18.442449439566246,1.1098710515084399e-07,1.1071632819918014e-07,-0.4993790240460455,-0.002439715418253635
246.0,205.9210191087768,205.69614694310008,0.5,18.484883669951785,1.1139968353899513e-07,1.112780316153521e-07,-0.2248721656767089,-0.0010920311420852152
247.0,207.14624297672322,207.193976148123,0.5,18.526941070494487,1.1180811888402819e-07,1.1183388307856962e-07,0.04773317139978148,0.00023043223335286462
248.0,208.36312800916946,208.6814828270275,0.5,18.56862552215895,1.1221246707814664e-07,1.1238391478033556e-07,0.31835481785806563,0.00152788461614982
249.0,209.57172367995594,210.15863701773694,0.5,18.609940867492416,1.126127832281471e-07,1.1292815947891543e-07,0.5869133377810116,0.0028005368638247537
250.0,210.77208000010972,211.62541200609473,0.5,18.6508909107747,1.1300912165989121e-07,1.134666504771833e-07,0.8533320059850247,0.00404860077285654
251.0,211.9642474703438,213.08178425346227,0.5,18.691479418179643,1.1340153592346674e-07,1.1399942160074038e-07,1.1175367831184644,0.005272289060327593
252.0,213.14827703593286,214.52773332477048,0.5,18.731710117947276,1.1379007879889762e-07,1.1452650717631306e-07,1.3794562888376358,0.006471815339164506
253.0,214.32422004379038,215.9632418170599,0.5,18.771586700565862,1.1417480230231663e-07,1.1504794201043738e-07,1.63902177326953,0.007647394087960045
254.0,215.49212820161281,217.3882952885468,0.5,18.81111281896393,1.1455575769253272e-07,1.1556376136843562e-07,1.89616708693398,0.0087992406161581
255.0,216.6520535389865,218.80288218823645,0.5,18.85029208871069,1.1493299547795226e-07,1.1607400095369131e-07,2.1508286492499593,0.009927571025136478
256.0,217.80404837036156,220.2069937861221,0.5,18.88912808822524,1.1530656542380707e-07,1.1657869688722726e-07,2.4029454157605317,0.011032602165752586
257.0,218.9481652598093,221.60062410398996,0.5,18.9276243589933,1.1567651655965897e-07,1.1707788568759201e-07,2.6524588441806793,0.012114551592762637
258.0,220.08445698748176,222.9837698468619,0.5,18.96578440579152,1.160428971871447e-07,1.1757160425105858e-07,2.8993128593801134,0.013173637516551312
259.0,221.2129765176993,224.35643033509578,0.5,19.00361169691845,1.1640575488793548e-07,1.180598898321399e-07,3.143453817396485,0.014210078752522807
260.0,222.33377696859355,225.71860743716985,0.5,19.041109664431954,1.1676513653188202e-07,1.185427800244244e-07,3.384830468576326,0.015224094668505817
261.0,223.446911583237,227.07030550316958,0.5,19.078281704392424,1.1712108828532103e-07,1.190203127417344e-07,3.623393919932564,0.016215905130480178
262.0,224.55243370219443,228.41153129900496,0.5,19.11513117711192,1.1747365561951733e-07,1.1949252619961115e-07,3.859097596810521,0.017185730446941078
263.0,225.65039673743382,229.7422939413629,0.5,19.151661407407683,1.1782288331922699e-07,1.199594588971277e-07,4.0918972039291,0.01813379131209958
264.0,226.74085414753603,231.06260483343027,0.5,19.187875684861087,1.1816881549135258e-07,1.204211495990329e-07,4.321750685894227,0.019060308748251185
265.0,227.82385941414725,232.37247760138715,0.5,19.223777264080287,1.1851149557368058e-07,1.2087763731822682e-07,4.548618187239902,0.01996550404745468
266.0,228.89946601961975,233.67192803170119,0.5,19.259369364967455,1.1885096634367735e-07,1.2132896129857057e-07,4.772462012081435,0.020849598712791982
267.0,229.96772742578705,234.9609740092212,0.5,19.294655172989035,1.1918726992733374e-07,1.2177516099802998e-07,4.99324658343415,0.02171281439934011
268.0,231.02869705382648,236.23963545609675,0.5,19.32963783944974,1.1952044780803985e-07,1.2221627607215523e-07,5.210938402270265,0.02255537285507085
269.0,232.08242826515897,237.50793427152797,0.5,19.364320481769447,1.198505408354779e-07,1.2265234635789568e-07,5.425506006368977,0.02337749586181606
270.0,233.128974343342,238.76589427235461,0.5,19.398706183762545,1.201775892345232e-07,1.2308341185775098e-07,5.636919929012591,0.0241794051764273
271.0,234.16838847691133,240.0135411345023,0.5,19.43279799592012,1.205016326141375e-07,1.235095127242576e-07,5.845152657590964,0.024961322472299832
272.0,235.20072374313054,241.2509023352853,0.5,19.46659893569398,1.208227099762487e-07,1.239306892448107e-07,6.050178592154782,0.02572346928133757
273.0,236.22603309260796,242.47800709657793,0.5,19.50011198778265,1.211408597246057e-07,1.243469818268208e-07,6.251974003969944,0.026466066936487797
274.0,237.24436933474325,243.694886328861,0.5,19.533340104419068,1.2145611967359896e-07,1.2475843098320364e-07,6.450516994117768,0.02718933651494304
275.0,238.25578512396697,244.90157257614703,0.5,19.566286205659576,1.2176852705704117e-07,1.2516507731820303e-07,6.645787452180066,0.02789349878208495
276.0,239.2603329467382,246.09809996179308,0.5,19.5989531796744,1.220781185368968e-07,1.2556696151354424e-07,6.837767015054883,0.028578774136275402
277.0,240.25806510926708,247.28450413519633,0.5,19.631343883038618,1.223849302119601e-07,1.2596412431491708e-07,7.026439025929265,0.0292453825545199
278.0,241.2490337259306,248.46082221938667,0.5,19.663461141024353,1.2268899762646918e-07,1.263566065187867e-07,7.211788493456087,0.029893543539117315
279.0,242.23329070835004,249.62709275951053,0.5,19.695307747893462,1.2299035577865416e-07,1.2674444895952932e-07,7.393802051160462,0.030523476065321804
280.0,243.21088775510202,250.7833556722089,0.5,19.726886467190436,1.2328903912921485e-07,1.2712769249689215e-07,7.57246791710687,0.03113539853006855
281.0,244.18187634203488,251.92965219589155,0.5,19.758200032035713,1.2358508160972217e-07,1.275063780037735e-07,7.747775853856652,0.03172952870181096
282.0,245.14630771316288,253.0660248419066,0.5,19.789251145419033,1.2387851663093942e-07,1.2788054635432137e-07,7.919717128743727,0.03230608367151224
283.0,246.10423287211353,254.19251734660492,0.5,19.820042480492663,1.241693770910607e-07,1.28250238412348e-07,8.088284474491378,0.032865279804815066
284.0,247.05570257410363,255.30917462429932,0.5,19.85057668086459,1.2445769538386183e-07,1.2861549502005667e-07,8.25347205019566,0.033407332695427484
285.0,248.0007673184192,256.41604272111016,0.5,19.88085636089095,1.2474350340676432e-07,1.2897635698707851e-07,8.415275402690929,0.03393245711972408
286.0,248.9394773413784,257.51316876970395,0.5,19.910884105968282,1.2502683256880533e-07,1.2933286507981554e-07,8.57369142832556,0.034440866992615206
287.0,249.87188260975526,258.6006009449171,0.5,19.94066247282521,1.2530771379851415e-07,1.2968506001108715e-07,8.728718335161838,0.034932775324681774
288.0,250.79803281464336,259.6783884202568,0.5,19.970193989812977,1.2558617755169443e-07,1.300329824300764e-07,8.880355605613465,0.03540839418057416
289.0,251.71797736574055,260.7465813252839,0.5,19.99948115719555,1.2586225381910758e-07,1.303766729125724e-07,9.028603959543332,0.03586793463871265
290.0,252.63176538603471,261.8052307038646,0.5,20.028526447438473,1.2613597213405823e-07,1.3071617195150565e-07,9.173465317829887,0.03631160675227182
291.0,253.53944570687383,262.85438847329317,0.5,20.05733230549697,1.2640736157987874e-07,1.310515199477722e-07,9.314942766419351,0.036739619511469215
292.0,254.4410668634019,263.8941073842695,0.5,20.085901149102394,1.2667645079731583e-07,1.3138275720134293e-07,9.453040520867606,0.03715218080712782
293.0,255.3366770903448,264.9244409817379,0.5,20.114235369047922,1.269432679918127e-07,1.3170992390265428e-07,9.587763891393097,0.03754949739555314
294.0,256.22632431813025,265.94544356657264,0.5,20.14233732947274,1.2720784094069058e-07,1.3203306012427618e-07,9.719119248442398,0.03793177486469015
295.0,257.110056169326,266.95717015810186,0.5,20.170209368144604,1.2747019700022914e-07,1.323522058128534e-07,9.84711398877583,0.03829921760155027
296.0,257.9879199553827,267.9596764574706,0.5,20.197853796741324,1.2773036311264213e-07,1.32667400781316e-07,9.97175650208791,0.03865202876092981
297.0,258.8599626736669,268.9530188118281,0.5,20.225272901130378,1.2798836581295247e-07,1.3297868470135525e-07,10.09305613816116,0.03899041023537896
298.0,259.7262310047707,269.93725417933183,0.5,20.252468941646956,1.282442312357643e-07,1.3328609709615987e-07,10.211023174561113,0.0393145626264201
299.0,260.5867713100858,270.91244009496694,0.5,20.279444153370516,1.2849798512193213e-07,1.335896773334097e-07,10.325668784881133,0.039624685217017716
300.0,261.4416296296297,271.87863463716235,0.5,20.306200746399334,1.2874965282512936e-07,1.3388946461852128e-07,10.437005007532685,0.039920975945254886
301.0,262.29085168011136,272.8358963952045,0.5,20.332740906123515,1.2899925931831378e-07,1.341854979881418e-07,10.545044715093153,0.04020363137923636
302.0,263.1344828532268,273.78428443743184,0.5,20.359066793495966,1.292468292000935e-07,1.3447781630388711e-07,10.649801584205012,0.04047284669316921
303.0,263.97256821417204,274.723858280206,0.5,20.385180545301598,1.2949238670099137e-07,1.347664582463189e-07,10.75129006603397,0.04072881564462788
304.0,264.80515250036456,275.6546778576477,0.5,20.411084274424525,1.2973595568961048e-07,1.350514623091573e-07,10.849525357283136,0.040971730552970265
305.0,265.63228012036257,276.57680349213103,0.5,20.436780070113514,1.29977559678699e-07,1.3533286679372424e-07,10.944523371768492,0.04120178227890578
306.0,266.45399515297316,277.4902958655191,0.5,20.462269998245013,1.302172218311195e-07,1.3561070980361347e-07,11.036300712545913,0.04141916020515996
307.0,267.27034134653985,278.39521599114033,0.5,20.487556101584605,1.3045496496571784e-07,1.3588502923958213e-07,11.124874644600466,0.04162405221825969
308.0,268.0813621184011,279.2916251864897,0.5,20.512640400046134,1.3069081156309754e-07,1.361558627946608e-07,11.210263068088592,0.041816644691388336
309.0,268.88710055451145,280.17958504664387,0.5,20.537524890948724,1.309247837712981e-07,1.364232479494763e-07,11.292484492132422,0.04199712246829446
310.0,269.68759940921757,281.059157418385,0.5,20.562211549271836,1.311569034113784e-07,1.3668722196778395e-07,11.371558009167442,0.04216566884824582
311.0,270.48290110518104,281.9304043750175,0.5,20.586702327908036,1.3138719198290695e-07,1.3694782189220418e-07,11.447503269836467,0.04232246557199173
312.0,271.2730477334412,282.7933881918715,0.5,20.61099915791373,1.3161567066935913e-07,1.3720508454015974e-07,11.520340458430264,0.04246769280872459
313.0,272.05808105361103,283.64817132247794,0.5,20.63510394875754,1.3184236034342435e-07,1.374590465000089e-07,11.590090268866925,0.04260152914400294
314.0,272.8380424941982,284.49481637541277,0.5,20.659018588566845,1.3206728157221988e-07,1.3770974412737033e-07,11.656773881214571,0.042724151568645154
315.0,273.6129731530472,285.3333860917857,0.5,20.68274494437156,1.3229045462242e-07,1.3795721354163588e-07,11.720412938738496,0.042835735468517454
316.0,274.3829137978943,286.1639433233791,0.5,20.706284862346205,1.325118994652932e-07,1.3820149062266605e-07,11.781029525484863,0.042936454615255554
317.0,275.14790486703,286.9865510114134,0.5,20.729640168049393,1.327316357816551e-07,1.384426110076652e-07,11.838646144383373,0.04302648115785074
318.0,275.9079864700639,287.8012721659365,0.5,20.752812666661313,1.329496829667338e-07,1.3868061008823128e-07,11.893285695872567,0.0431059856151101
319.0,276.6631983887873,288.6081698458253,0.5,20.775804143219055,1.33166060134951e-07,1.3891552300757664e-07,11.94497145703799,0.04317513686895229
320.0,277.41358007812505,289.40730713937614,0.5,20.798616362849,1.333807861246232e-07,1.3914738465791533e-07,11.993727061251091,0.04323410215849355
321.0,278.1591706671763,290.19874714549996,0.5,20.82125107099802,1.3359387950257465e-07,1.3937622967801327e-07,12.0395764783237,0.04328304707497609
322.0,278.900008960336,290.98255295548034,0.5,20.84370999366139,1.338053585686761e-07,1.3960209245089702e-07,12.082543995144356,0.04332213555741651
323.0,279.6361334384941,291.75878763530943,0.5,20.86599483760916,1.3401524136029883e-07,1.3982500710171716e-07,12.12265419681534,0.043351529889043165
324.0,280.3675822603074,292.52751420857635,0.5,20.888107290609952,1.3422354565669238e-07,1.400450074957626e-07,12.159931948268976,0.043371390694445844
325.0,281.09439326354124,293.28879563990245,0.5,20.910049021652544,1.3443028898328524e-07,1.4026212723662162e-07,12.194402376361182,0.04338187693743243
326.0,281.81660396647504,294.0426948189105,0.5,20.931821681165125,1.3463548861590927e-07,1.4047639966448598e-07,12.226090852435462,0.04338314591957074
327.0,282.53425156937,294.7892745447224,0.5,20.953426901232426,1.3483916158494918e-07,1.406878578545945e-07,12.255022975352398,0.043375353279400355
328.0,283.2473729559931,295.52859751096975,0.5,20.974866295810557,1.3504132467941781e-07,1.4089653461581185e-07,12.281224554976648,0.04335865299228999
329.0,283.9560046951965,296.26072629130994,0.5,20.996141460939636,1.3524199445095978e-07,1.4110246248933943e-07,12.304721596113442,0.04333319737091509
330.0,284.6601830425467,296.98572332543404,0.5,21.017253974953984,1.3544118721778444e-07,1.4130567374755447e-07,12.325540282887335,0.04329913706633534
331.0,285.3599439420014,297.7036509055615,0.5,21.03820539869036,1.356389190685272e-07,1.415062003929735e-07,12.34370696356013,0.043256621069665456
332.0,286.055323027631,298.41457116340774,0.5,21.058997275693795,1.3583520586604323e-07,1.417040741573373e-07,12.359248135776777,0.04320579671430536
333.0,286.7463556253817,299.11854605761516,0.5,21.079631132421273,1.3603006325113293e-07,1.4189932650081314e-07,12.37219043223346,0.04314680967871496
334.0,287.4330767548771,299.81563736163866,0.5,21.1001084784432,1.362235066462011e-07,1.4209198861131142e-07,12.382560606761558,0.04307980398971759
335.0,288.1155211312562,300.50590665207534,0.5,21.120430806642656,1.3641555125885029e-07,1.4228209140391316e-07,12.39038552081917,0.0430049220263094
336.0,288.7937231670446,301.18941529742955,0.5,21.140599593412563,1.3660621208540985e-07,1.4246966552040487e-07,12.395692130384925,0.04292230452396289
337.0,289.4677169740572,301.8662244472998,0.5,21.16061629885049,1.3679550391440256e-07,1.4265474132891779e-07,12.398507473242585,0.04283209057939186
338.0,290.1375363653296,302.53639502198536,0.5,21.18048236695149,1.3698344132994793e-07,1.4283734892366827e-07,12.398858656655735,0.04273441765578235
339.0,290.80321485707555,303.1999877024938,0.5,21.200199225798617,1.3717003871510596e-07,1.430175181247959e-07,12.396772845418228,0.042629421588447756
340.0,291.4647856706697,303.85706292095045,0.5,21.219768287751513,1.373553102551592e-07,1.431952784782966e-07,12.392277250280786,0.04251723659091703
341.0,292.12228173465223,304.50768085139146,0.5,21.239190949632675,1.3753926994083755e-07,1.4337065925604753e-07,12.385399116739261,0.042397995261414106
342.0,292.77573568675405,305.1519014009374,0.5,21.258468592911797,1.37721931571484e-07,1.4354368945592069e-07,12.376165714183367,0.042271828589732746
343.0,293.4251798759402,305.7897842013339,0.5,21.277602583887756,1.3790330875816497e-07,1.4371439780198265e-07,12.364604325393646,0.042138865964473075
344.0,294.0706463644711,306.42138860085515,0.5,21.29659427386878,1.380834149267237e-07,1.4388281274477698e-07,12.350742236384066,0.041999235180639416
345.0,294.71216692997757,307.04677365656136,0.5,21.31544499935058,1.3826226332077826e-07,1.4404896246168737e-07,12.334606726583756,0.04185306244758605
346.0,295.34977306755087,307.66599812689213,0.5,21.33415608219201,1.3843986700466883e-07,1.442128748573778e-07,12.316225059341308,0.041700472397263044
347.0,295.98349599184326,308.27912046460466,0.5,21.352728829789317,1.3861623886634807e-07,1.443745775643077e-07,12.295624472761402,0.04154158809280449
348.0,296.61336663918013,308.88619881003,0.5,21.37116453524783,1.3879139162022294e-07,1.4453409794331923e-07,12.272832170849885,0.04137653103738699
349.0,297.23941566968097,309.48729098465316,0.5,21.389464477551957,1.389653378099442e-07,1.4469146308429422e-07,12.247875314972196,0.04120542118338414
350.0,297.86167346938777,310.0824544850012,0.5,21.407629921733125,1.391380898111459e-07,1.4484669980687778e-07,12.220781015613488,0.041028376941786904
351.0,298.4801701524004,310.6717464768335,0.5,21.42566211903563,1.393096598341368e-07,1.449998346612669e-07,12.191576324433147,0.040845515191874474
352.0,299.0949355630165,311.25522378963046,0.5,21.4435623070809,1.3948005992654126e-07,1.4515089392906074e-07,12.160288226613934,0.04065695129114573
353.0,299.7059992778772,311.832942911362,0.5,21.461331710029274,1.39649301975897e-07,1.4529990362417106e-07,12.126943633484789,0.04046279908545007
354.0,300.31339060811337,312.40495998354254,0.5,21.478971538740357,1.3981739771220227e-07,1.4544688949378983e-07,12.09156937542922,0.04026317091936742
355.0,300.9171386014959,312.97133079655293,0.5,21.496482990931153,1.3998435871042048e-07,1.4559187701941196e-07,12.054192195057073,0.04005817764677213
356.0,301.5172720445864,313.53211078523026,0.5,21.51386725133255,1.4015019639293847e-07,1.457348914179111e-07,12.01483874064388,0.03984792864160434
357.0,302.1138194648871,314.0873550247151,0.5,21.53112549184387,1.40314922031981e-07,1.458759576426664e-07,11.973535559828004,0.03963253180882583
358.0,302.7068091329911,314.63711822654454,0.5,21.54825887168535,1.4047854675198433e-07,1.4601510038473745e-07,11.930309093553419,0.039412093595529135
359.0,303.2962690647301,315.18145473499493,0.5,21.565268537549155,1.4064108153192467e-07,1.461523440740862e-07,11.885185670264866,0.03918671900223179
360.0,303.8822270233196,315.72041852365703,0.5,21.58215562374828,1.4080253720760765e-07,1.462877128808435e-07,11.838191500337388,0.0389565115943057
361.0,304.46471052150133,316.25406319224527,0.5,21.598921252363994,1.4096292447391454e-07,1.4642123071661804e-07,11.789352670743915,0.03872157351356274
362.0,305.04374682368086,316.78244196362436,0.5,21.615566533390997,1.4112225388701222e-07,1.465529212358462e-07,11.738695139943504,0.03848200548994901
363.0,305.6193629480609,317.30560768105994,0.5,21.63209256488137,1.4128053586652028e-07,1.4668280783718072e-07,11.686244732999084,0.03823790685338588
364.0,306.19158566876916,317.8236128056761,0.5,21.64850043308649,1.4143778069764187e-07,1.4681091366491618e-07,11.63202713690692,0.03798937554570873
365.0,306.76044151798,318.3365094141169,0.5,21.664791212597144,1.4159399853325701e-07,1.469372616104502e-07,11.576067896136937,0.03773650813270992
366.0,307.3259567880295,318.84434919640864,0.5,21.68096596648213,1.417491993959783e-07,1.4706187431377768e-07,11.518392408379178,0.03747939981627945
367.0,307.8881575335232,319.3471834540163,0.5,21.697025746425243,1.4190339318016906e-07,1.471847741650172e-07,11.45902592049308,0.037218144446641815
368.0,308.44706957343635,319.8450630980821,0.5,21.71297159286026,1.4205658965392884e-07,1.4730598330596754e-07,11.397993524645763,0.036952834534652895
369.0,309.00271849320575,320.33803864784846,0.5,21.72880453510451,1.4220879846104224e-07,1.4742552363169285e-07,11.33532015464269,0.036683561264176795
370.0,309.55512964681265,320.8261602292583,0.5,21.74452559149091,1.4236002912289247e-07,1.4754341679213472e-07,11.271030582445634,0.03641041450453537
371.0,310.1043281588568,321.30947757371996,0.5,21.760135769498,1.4251029104034438e-07,1.4765968419375008e-07,11.20514941486316,0.036133482822990816
372.0,310.6503389266209,321.78804001704367,0.5,21.775636065878846,1.426595934955911e-07,1.4777434700117293e-07,11.137701090422771,0.035852853497300136
373.0,311.1931866221248,322.2618964985334,0.5,21.791027466788034,1.428079456539707e-07,1.4788742613889897e-07,11.06870987640856,0.03556861252829759
374.0,311.7328956941695,322.7310955602344,0.5,21.80631094790723,1.4295535656574995e-07,1.4799894229299119e-07,10.99819986606492,0.035280844652515846
375.0,312.26949037037036,323.19568534633174,0.5,21.821487474569224,1.4310183516787726e-07,1.4810891591280577e-07,10.926194975961394,0.03498963335483807
376.0,312.8029946591796,323.6557136026888,0.5,21.83655800188017,1.432473902857065e-07,1.4821736721273629e-07,10.852718943509219,0.03469506088115941
377.0,313.3334323518966,324.1112276765339,0.5,21.85152347484084,1.433920306346873e-07,1.483243161739754e-07,10.777795324637268,0.03439720825109083
378.0,313.86082702466757,324.56227451627495,0.5,21.866384828465925,1.4353576482202937e-07,1.4842978254629264e-07,10.701447491607395,0.03409615527064907
379.0,314.38520204047256,325.00890067144763,0.5,21.881142987901963,1.4367860134833699e-07,1.485337858498271e-07,10.623698630975069,0.03379198054496032
380.0,314.9065805511007,325.4511522927916,0.5,21.89579886854405,1.4382054860921379e-07,1.4863634537689392e-07,10.544571741690877,0.03348476149097107
