T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,A_eff_obs_alpha_over_Cv_mol_per_J,A_eff_model_mol_per_J,residual_1e-8_per_K,rel_residual
569.0,377.7959833655529,365.1486180862736,0.5,23.513756086071133,1.6067019747191657e-07,1.5529148841625394e-07,-12.647365279279288,-0.03347670657218656
570.0,378.0051575491514,365.23878856885034,0.5,23.518561117230846,1.6072631130150492e-07,1.5529810125214616e-07,-12.76636898030109,-0.033773002101541695
571.0,378.21348958403274,365.3283695952469,0.5,23.523342317492023,1.6078220708576442e-07,1.5530461813820893e-07,-12.885119988785851,-0.03406837763231867
572.0,378.42098424222365,365.41736665322884,0.5,23.528099841748784,1.608378860968386e-07,1.5531104046269992e-07,-13.003617588994793,-0.034362834331278264
573.0,378.6276462614807,365.5057851687659,0.5,23.532833843659848,1.6089334959694605e-07,1.5531736959390443e-07,-13.121861092714836,-0.03465637341139337
574.0,378.8334803455835,365.59363050678286,0.5,23.53754447566019,1.609485988384767e-07,1.553236068804193e-07,-13.239849838800636,-0.03494899613076131
575.0,379.0384911646256,365.6809079719024,0.5,23.542231888972587,1.610036350640871e-07,1.553297536514331e-07,-13.357583192723212,-0.03524070379153575
576.0,379.2426833553027,365.76762280917336,0.5,23.546896233618682,1.6105845950679708e-07,1.5533581121700228e-07,-13.475060546129354,-0.03553149773888958
577.0,379.4460615211971,365.85378020479885,0.5,23.551537658430533,1.6111307339008085e-07,1.5534178086832366e-07,-13.592281316398292,-0.03582137935997257
578.0,379.64863023306117,365.9393852868467,0.5,23.55615631106143,1.6116747792796185e-07,1.5534766387800287e-07,-13.709244946214493,-0.0361103500829137
579.0,379.8503940290958,366.0244431259593,0.5,23.560752337997112,1.612216743251021e-07,1.553534615003193e-07,-13.825950903136519,-0.03639841137581518
580.0,380.0513574152282,366.1089587360471,0.5,23.565325884566402,1.6127566377689459e-07,1.5535917497148732e-07,-13.942398679181133,-0.03668556474578843
581.0,380.25152486538536,366.1929370749803,0.5,23.569877094952133,1.61329447469551e-07,1.553648055099135e-07,-14.058587790405042,-0.03697181173798577
582.0,380.4509008217661,366.2763830452692,0.5,23.574406112201743,1.6138302658019057e-07,1.5537035431645096e-07,-14.174517776496915,-0.037257153934660815
583.0,380.6494896951097,366.35930149473313,0.5,23.578913078237644,1.6143640227692826e-07,1.5537582257464935e-07,-14.29018820037661,-0.03754159295424953
584.0,380.8472958649622,366.44169721716895,0.5,23.583398133867885,1.6148957571895933e-07,1.553812114510019e-07,-14.405598647793223,-0.037825130450449745
585.0,381.04432367994013,366.52357495300396,0.5,23.587861418796255,1.6154254805664605e-07,1.5538652209518895e-07,-14.520748726936203,-0.038107768111336496
586.0,381.2405774579917,366.6049393899437,0.5,23.59230307163251,1.6159532043160173e-07,1.5539175564031774e-07,-14.635638068048058,-0.03838950765848301
587.0,381.43606148665503,366.68579516361444,0.5,23.596723229902594,1.6164789397677299e-07,1.5539691320315924e-07,-14.750266323040597,-0.03867035084609233
588.0,381.63078002331486,366.76614685819203,0.5,23.60112203005841,1.6170026981652382e-07,1.554019958843814e-07,-14.864633165122877,-0.03895029946016083
589.0,381.8247372954556,366.8459990070273,0.5,23.605499607487786,1.6175244906671612e-07,1.5540700476877933e-07,-14.978738288428291,-0.039229355317640824
590.0,382.01793750091304,366.9253560932638,0.5,23.6098560965243,1.6180443283479032e-07,1.55411940925502e-07,-15.092581407649252,-0.039507520265624124
591.0,382.21038480812246,367.0042225504463,0.5,23.614191630456908,1.6185622221984446e-07,1.5541680540827608e-07,-15.206162257676135,-0.03978479618053797
592.0,382.40208335636584,367.08260276312063,0.5,23.618506341539412,1.619078183127145e-07,1.5542159925562629e-07,-15.319480593245217,-0.0400611849673653
593.0,382.5930372560151,367.160501067431,0.5,23.622800361000102,1.6195922219605024e-07,1.5542632349109299e-07,-15.432536188584097,-0.040336688558859725
594.0,382.78325058877425,367.2379217517044,0.5,23.627073819051,1.6201043494439342e-07,1.5543097912344644e-07,-15.545328837069889,-0.040611308914794454
595.0,382.9727274079182,367.3148690570301,0.5,23.631326844897092,1.6206145762425386e-07,1.5543556714689823e-07,-15.657858350888198,-0.04088504802121442
596.0,383.16147173853045,367.39134717783446,0.5,23.635559566745677,1.621122912941837e-07,1.5544008854130958e-07,-15.770124560696004,-0.041157907889699155
597.0,383.34948757773736,367.467360262444,0.5,23.639772111815248,1.6216293700485287e-07,1.5544454427239697e-07,-15.882127315293355,-0.04142989055664957
598.0,383.53677889494105,367.5429124136452,0.5,23.643964606344603,1.6221339579912207e-07,1.554489352919345e-07,-15.993866481295894,-0.04170099808257752
599.0,383.7233496320492,367.6180076892345,0.5,23.648137175601644,1.6226366871211565e-07,1.554532625379537e-07,-16.10534194281465,-0.04197123255141497
600.0,383.9092037037037,367.6926501025658,0.5,23.652289943892303,1.623137567712931e-07,1.554575269349404e-07,-16.21655360113797,-0.042240596069829314
