T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein_1e-8_per_K,residual_1e-8_per_K,z
456.0,347.25062674885123,347.2170996517722,0.5,22.767752544867033,21.64988394569538,-441.38754866504064,788.6046483168128,-0.03352709707908758,-0.06705419415817516
457.0,347.5968725342621,347.5259811502415,0.5,22.77666302064918,21.663106182653028,-441.5602918049343,789.0862729551758,-0.07089138402065882,-0.14178276804131765
458.0,347.94141647444263,347.8330940752843,0.5,22.785520131491833,21.676251464032767,-441.73200038422374,789.565094459508,-0.10832239915834595,-0.2166447983166919
459.0,348.284270111824,348.1384513121906,0.5,22.794324291904186,21.689320364192316,-441.9026824388009,790.0411337509915,-0.14581879963338884,-0.2916375992667777
460.0,348.6254448919208,348.44206563573846,0.5,22.80307591249479,21.70231345237943,-442.07234592893775,790.5144115646762,-0.18337925618228734,-0.3667585123645747
461.0,348.96495216426797,348.7439497112375,0.5,22.811775400013932,21.715231292783105,-442.2409987401078,790.9849484513453,-0.22100245303045632,-0.44200490606091264
462.0,349.30280318334866,349.0441160955633,0.5,22.820423157395528,21.7280744445843,-442.40864868379856,791.4527647793619,-0.25868708778533,-0.51737417557066
463.0,349.639009109512,349.3425772381807,0.5,22.829019583798573,21.740843462006055,-442.5753034983149,791.9178807364956,-0.29643187133133,-0.59286374266266
464.0,349.9735810098815,349.63934548215644,0.5,22.837565074648108,21.753538894363132,-442.7409708495734,792.3803163317299,-0.3342355277250449,-0.6684710554500898
465.0,350.3065298592541,349.93443306516735,0.5,22.846060021675534,21.7661612861111,-442.9056583318835,792.8400913970509,-0.3720967940867677,-0.7441935881735354
466.0,350.6378665409895,350.2278521204858,0.5,22.85450481295885,21.778711176894863,-443.0693734687283,793.2972255892141,-0.4100144205036802,-0.8200288410073604
467.0,350.96760184789105,350.5196146779776,0.5,22.862899832961656,21.791189101596768,-443.23212371351997,793.7517383914976,-0.44798716991342774,-0.8959743398268555
468.0,351.2957464830768,350.80973266506595,0.5,22.871245462572553,21.80359559038406,-443.3939164503639,794.2036491154298,-0.4860138180108615,-0.972027636021723
469.0,351.62231106084147,351.0982179077056,0.5,22.87954207914336,21.815931168755963,-443.5547589947997,794.6529769025053,-0.524093153135891,-1.048186306271782
470.0,351.9473061075099,351.38508213133383,0.5,22.88779005652743,21.828196357590183,-443.71465859454395,795.0997407258778,-0.5622239761760753,-1.1244479523521507
471.0,352.2707420622818,351.6703369618244,0.5,22.895989765116944,21.840391673188936,-443.87362243021295,795.5439593920373,-0.6004051004573983,-1.2008102009147965
472.0,352.5926292780664,351.9539939264193,0.5,22.904141571880416,21.85251762732449,-444.03165761605,795.9856515424692,-0.6386353516471138,-1.2772707032942276
473.0,352.9129780223104,352.2360644546634,0.5,22.912245840399024,21.864574727284182,-444.18877120062984,796.4248356552932,-0.676913567647062,-1.353827135294124
474.0,353.2317984778156,352.516559879323,0.5,22.92030293090309,21.876563475915017,-444.3449701675658,796.8615300468888,-0.7152385984925759,-1.4304771969851517
475.0,353.54910074354865,352.79549143729616,0.5,22.928313200307866,21.88848437166774,-444.50026143620346,797.2957528734996,-0.753609306252489,-1.507218612504978
476.0,353.8648948354429,353.0728702705161,0.5,22.936277002248943,21.90033790864045,-444.65465186230716,797.7275221328232,-0.7920245649268141,-1.5840491298536281
477.0,354.1791906871908,353.3487074268477,0.5,22.944194687117083,21.912124576621782,-444.8081482387353,798.1568556655831,-0.8304832603431083,-1.6609665206862165
478.0,354.4919981510292,353.6230138609679,0.5,22.952066602093005,21.923844861133563,-444.9607572961148,798.5837711570828,-0.8689842900612668,-1.7379685801225335
479.0,354.80332699851544,353.895800435247,0.5,22.959893091181264,21.935499243473068,-445.1124857034978,799.0082861387448,-0.9075265632684485,-1.815053126536897
480.0,355.11318692129635,354.1670779206114,0.5,22.967674495244328,21.9470882007548,-445.2633400690219,799.4304179896334,-0.9461090006849707,-1.8922180013699414
481.0,355.42158753186794,354.43685699740945,0.5,22.975411152035466,21.95861220595181,-445.41332694054887,799.8501839379584,-0.9847305344584719,-1.9694610689169438
482.0,355.728538364329,354.7051482562548,0.5,22.98310339623221,21.97007172793663,-445.5624528063119,800.2676010625668,-1.0233901080742114,-2.0467802161484228
483.0,356.0340488751248,354.97196219887746,0.5,22.990751559468382,21.981467231521698,-445.71072409553784,800.6826862944154,-1.062086676247369,-2.124173352494738
484.0,356.33812844378497,355.2373092389536,0.5,22.998355970366564,21.992799177499403,-445.85814717907573,801.0954564180294,-1.1008192048313539,-2.2016384096627077
485.0,356.6407863736519,355.50119970292945,0.5,23.00591695456993,22.00406802268166,-446.00472837001416,801.5059280729436,-1.1395866707224278,-2.2791733414448556
486.0,356.94203189260344,355.7636438308464,0.5,23.013434834773378,22.015274219939137,-446.15047392428517,801.9141177551315,-1.1783880617570461,-2.3567761235140923
487.0,357.24187415376605,356.0246517771458,0.5,23.020909930754737,22.026418218239932,-446.2953900412689,802.3200418184147,-1.217222376620292,-2.434444753240584
488.0,357.5403222362225,356.2842336114711,0.5,23.02834255940554,22.037500462688012,-446.43948286439013,802.7237164758612,-1.2560886247513494,-2.512177249502699
489.0,357.83738514571036,356.5423993194676,0.5,23.035733034761005,22.048521394561075,-446.58275848169967,803.1251578011672,-1.2949858262427465,-2.589971652485493
490.0,358.1330718153151,356.799158803561,0.5,23.04308166803034,22.05948145134811,-446.72522292646204,803.524381730023,-1.3339130117540863,-2.6678260235081726
491.0,358.4273911061541,357.05452188374386,0.5,23.05038876762603,22.070381066786524,-446.8668821777226,803.9214040614664,-1.3728692224102337,-2.7457384448204674
492.0,358.72035180805506,357.3084982983415,0.5,23.057654639193274,22.081220670898876,-447.0077421608791,804.3162404592206,-1.4118535097135623,-2.8237070194271245
493.0,359.01196264022656,357.5610977047754,0.5,23.064879585638916,22.092000690029202,-447.14780874824186,804.7089064530172,-1.4508649354511198,-2.9017298709022397
494.0,359.3022322519217,357.8123296803249,0.5,23.07206390715973,22.102721546878996,-447.28708775958233,805.0994174399073,-1.4899025715967533,-2.9798051431935066
495.0,359.5911692230952,358.06220372286805,0.5,23.07920790127103,22.113383660542777,-447.4255849626879,805.4877886855559,-1.5289655002271683,-3.0579310004543365
496.0,359.87878206505326,358.3107292516276,0.5,23.086311862834247,22.123987446543243,-447.5633060738964,805.874035325524,-1.5680528134256628,-3.1361056268513257
497.0,360.16507922109696,358.5579156079039,0.5,23.09337608408468,22.134533316866154,-447.700256758634,806.2581723665379,-1.6071636131930216,-3.214327226386043
498.0,360.4500690671592,358.8037720558,0.5,23.100400854658673,22.145021679994713,-447.83644263194225,806.6402146877422,-1.6462970113592097,-3.2925940227184194
499.0,360.73375991243375,359.0483077829419,0.5,23.10738646162056,22.155452940943682,-447.97186925900036,807.0201770419422,-1.6854521294918539,-3.3709042589837077
500.0,361.01616000000007,359.2915319011907,0.5,23.11433318948932,22.165827501293105,-448.1065421556418,807.3980740568326,-1.7246280988093767,-3.4492561976187535
501.0,361.29727750743905,359.5334534473489,0.5,23.12124132026472,22.176145759221633,-448.2404667888617,807.7739202362106,-1.7638240600901542,-3.5276481201803085
502.0,361.5771205474447,359.7740813838552,0.5,23.128111133453604,22.186408109539567,-448.37364857732564,808.1477299611809,-1.8030391635894207,-3.6060783271788415
503.0,361.8556971684276,360.0134245994809,0.5,23.134942906095233,22.196614943721475,-448.5060928918614,808.5195174913423,-1.8422725689466886,-3.684545137893377
504.0,362.1330153551133,360.251491910007,0.5,23.141736912787064,22.206766649938515,-448.63780505595895,808.889296965966,-1.8815234451062541,-3.7630468902125083
505.0,362.40908302913425,360.48829205891224,0.5,23.14849342570941,22.216863613090414,-448.768790346248,809.2570824051602,-1.9207909702220338,-3.8415819404440676
506.0,362.68390804961535,360.7238337180305,0.5,23.155212714650816,22.226906214837058,-448.89905399299016,809.6228877110207,-1.9600743315848883,-3.9201486631697766
507.0,362.9574982137536,360.95812548822863,0.5,23.16189504703197,22.236894833629812,-449.02860118054286,809.9867266687716,-1.9993727255249172,-3.9987454510498344
508.0,363.2298612573918,361.191175900055,0.5,23.168540687930378,22.246829844742436,-449.157437047837,810.348612947892,-2.0386853573368358,-4.0773707146736715
509.0,363.5010048555864,361.4229934143928,0.5,23.175149900104234,22.256711620301775,-449.2855666888403,810.708560103233,-2.078011441193578,-4.156022882387156
510.0,363.77093662316906,361.6535864231072,0.5,23.181722944015924,22.266540529317986,-449.4129951530126,811.0665815761198,-2.1173502000618885,-4.234700400123777
511.0,364.0396641153031,361.8829632496803,0.5,23.18826007785569,22.276316937714583,-449.53972744576504,811.4226906954453,-2.1567008656227444,-4.313401731245489
512.0,364.30719482803346,362.111132149846,0.5,23.194761557564544,22.286041208358068,-449.6657685289036,811.7769006787496,-2.196062678187458,-4.392125356374916
513.0,364.5735361988317,362.33810131221185,0.5,23.201227636857386,22.29571370108731,-449.7911233210781,812.1292246332899,-2.2354348866197897,-4.4708697732395795
514.0,364.83869560713475,362.563878858883,0.5,23.207658567245357,22.305334772742537,-449.91579669821476,812.4796755570978,-2.274816748251712,-4.549633496503424
515.0,365.1026803748787,362.7884728460729,0.5,23.21405459805837,22.31490477719414,-450.03979349395377,812.8282663400267,-2.3142075288057367,-4.628415057611473
516.0,365.3654977670264,363.01189126470877,0.5,23.220415976467198,22.324424065371034,-450.16311850007685,813.1750097647856,-2.3536065023176227,-4.707213004635245
517.0,365.6271549920904,363.2341420410369,0.5,23.22674294750522,22.33389298528882,-450.285776466929,813.5199185079658,-2.3930129510535787,-4.786025902107157
518.0,365.8876592026501,363.4552330372158,0.5,23.23303575409006,22.343311882077643,-450.4077721038384,813.8630051410541,-2.4324261654343267,-4.864852330868653
519.0,366.14701749586345,363.6751720519036,0.5,23.239294637045024,22.35268109800967,-450.52911007953134,814.204282131435,-2.4718454439598427,-4.9436908879196855
520.0,366.4052369139736,363.89396682084447,0.5,23.245519835120085,22.362000972526396,-450.64979502253965,814.5437618433841,-2.5112700931291436,-5.022540186258287
521.0,366.6623244448105,364.11162501744616,0.5,23.251711585012742,22.371271842265582,-450.76983152160483,814.881456539051,-2.550699427364349,-5.101398854728698
522.0,366.91828702228696,364.3281542533495,0.5,23.25787012138875,22.38049404108794,-450.8892241260797,815.2173783794292,-2.5901327689375004,-5.180265537875001
523.0,367.1731315268902,364.5435620789945,0.5,23.263995676902518,22.389667900103507,-451.0079773463242,815.5515394253188,-2.6295694478956384,-5.259138895791277
524.0,367.42686478616747,364.75785598418526,0.5,23.270088482217062,22.3987937476978,-451.1260956540922,815.8839516382774,-2.6690088019821983,-5.3380176039643965
525.0,367.6794935752079,364.97104339864046,0.5,23.276148766024207,22.407871909557656,-451.2435834829229,816.2146268815633,-2.7084501765674713,-5.416900353134943
526.0,367.93102461711817,365.1831316925454,0.5,23.2821767550641,22.416902708696785,-451.36044522851915,816.5435769210645,-2.7478929245727923,-5.495785849145585
527.0,368.18146458349435,365.3941281770937,0.5,23.288172674144807,22.42588646548108,-451.4766852491278,816.8708134262215,-2.7873364064006174,-5.574672812801235
528.0,368.4308200948883,365.60404010502896,0.5,23.294136746161506,22.434823497653685,-451.59230786591115,817.1963479709401,-2.826779989859352,-5.653559979718704
529.0,368.6790977212695,365.8128746711774,0.5,23.300069192115483,22.443714120359733,-451.70731736331555,817.520192034493,-2.8662230500921133,-5.732446100184227
530.0,368.92630398248224,366.0206390129712,0.5,23.305970231133212,22.452558646170882,-451.8217179894414,817.8423570024125,-2.9056649695110432,-5.8113299390220865
531.0,369.172445348698,366.2273402109794,0.5,23.31184008048467,22.461357385109615,-451.9355139563981,818.1628541673774,-2.9451051377186195,-5.890210275437239
532.0,369.41752824086336,366.43298528941864,0.5,23.31767895560189,22.470110644673166,-452.0487094406635,818.4816947300822,-2.9845429514447215,-5.969085902889443
533.0,369.66155903114344,366.637581216669,0.5,23.32348707009718,22.47881872985733,-452.16130858343746,818.7988898001065,-3.0239778144744194,-6.047955628948839
534.0,369.9045440433604,366.84113490578227,0.5,23.32926463578102,22.487481943180004,-452.27331549098864,819.114450396771,-3.063409137578137,-6.126818275156274
535.0,370.1464895534279,367.0436532149797,0.5,23.335011862680027,22.496100584704365,-452.38473423500284,819.4283874499826,-3.102836338448167,-6.205672676896334
536.0,370.38740178978134,367.24514294815566,0.5,23.340728959054324,22.504674952061954,-452.4955688529196,819.7407118010752,-3.142258841625657,-6.284517683251314
537.0,370.62728693380285,367.4456108553645,0.5,23.346416131415165,22.513205340475434,-452.6058233482739,820.0514342036383,-3.181676078438351,-6.363352156876702
538.0,370.86615112024293,367.64506363331094,0.5,23.352073584542005,22.521692042781137,-452.7155016910274,820.3605653243384,-3.2210874869319803,-6.442174973863961
539.0,371.1040004376374,367.84350792583257,0.5,23.357701521499553,22.530135349451363,-452.8246078178987,820.6681157437313,-3.260492511804832,-6.520985023609664
540.0,371.34084092872024,368.04095032437834,0.5,23.363300143654605,22.538535548616508,-452.9331456326896,820.9740959570679,-3.2998906043418903,-6.599781208683781
541.0,371.5766785908319,368.2373973684811,0.5,23.36886965069258,22.546892926086805,-453.0411190066061,821.2785163750872,-3.3392812223508006,-6.678562444701601
542.0,371.81151937632393,368.432855546225,0.5,23.374410240634184,22.55520776537406,-453.148531778581,821.581387324806,-3.378663830098894,-6.757327660197788
543.0,372.04536919295964,368.6273312947121,0.5,23.379922109851474,22.563480347712975,-453.25538775558556,821.8827190502977,-3.418037898247542,-6.836075796495084
544.0,372.27823390431007,368.82083100051904,0.5,23.385405453084054,22.571710952082334,-453.3616907129437,822.1825217134627,-3.4574029037910416,-6.914805807582083
545.0,372.5101193301463,369.01336100015374,0.5,23.390860463454967,22.579899855225985,-453.46744439463953,822.4808053947933,-3.496758329992581,-6.993516659985162
546.0,372.7410312468284,369.204927580506,0.5,23.396287332486313,22.588047331673536,-453.5726525136207,822.7775800941267,-3.536103666322364,-7.072207332644728
547.0,372.9709753876894,369.395536979292,0.5,23.401686250115034,22.596153653760922,-453.67731875210376,823.0728557313957,-3.5754384083973845,-7.150876816794769
548.0,373.199957443416,369.58519538549467,0.5,23.4070574047082,22.604219091650684,-453.78144676187145,823.3666421473661,-3.6147620579213315,-7.229524115842663
549.0,373.42798306242577,369.7739089398046,0.5,23.412400983078076,22.61224391335206,-453.8850401645637,823.6589491043683,-3.654074122621145,-7.30814824524229
550.0,373.65505785123975,369.9616837350509,0.5,23.417717170497365,22.620228384740926,-453.9881025519741,823.9497862870251,-3.693374116188824,-7.386748232377648
551.0,373.8811873748518,370.1485258166272,0.5,23.423006150714123,22.628172769579436,-454.09063748633855,824.2391633029657,-3.7326615582245504,-7.465323116449101
552.0,374.1063771570947,370.3344411829202,0.5,23.428268105966275,22.63607732953552,-454.19264850061654,824.5270896835367,-3.771935974174516,-7.543871948349032
553.0,374.33063268100125,370.51943578572906,0.5,23.433503216996296,22.643942324202197,-454.2941390987762,824.8135748845053,-3.8111968952721806,-7.622393790544361
554.0,374.5539593891634,370.7035155306781,0.5,23.438711663065686,22.651768011116616,-454.3951127560747,825.0986282867528,-3.850443858485331,-7.700887716970662
555.0,374.7763626840866,370.8866862776324,0.5,23.443893621969057,22.659554645778968,-454.49557291933127,825.3822591969637,-3.8896764064542504,-7.779352812908501
556.0,374.9978479285409,371.06895384110396,0.5,23.449049270048345,22.667302481671193,-454.5955230072028,825.6644768483068,-3.9288940874369556,-7.857788174873911
557.0,375.218420445909,371.25032399065566,0.5,23.454178782206675,22.67501177027545,-454.69496641045265,825.9452904011083,-3.968096455253335,-7.93619291050667
558.0,375.4380855205301,371.4308024513022,0.5,23.45928233192214,22.68268276109246,-454.79390649221784,826.2247089435201,-4.007283069227893,-8.014566138455786
559.0,375.6568483980413,371.61039490390596,0.5,23.464360091261465,22.690315701659646,-454.8923465882738,826.5027414921798,-4.046453494135321,-8.092906988270641
560.0,375.8747142857143,371.78910698556547,0.5,23.469412230893546,22.697910837569008,-454.990290007297,826.7793969928625,-4.0856073001487925,-8.171214600297585
561.0,376.0916883527901,371.96694429001104,0.5,23.47443892010258,22.705468412484954,-455.0877400311192,827.0546843211303,-4.124744062779017,-8.249488125558035
562.0,376.3077757308092,372.14391236798093,0.5,23.47944032680154,22.712988668161827,-455.18469991498927,827.3286122829702,-4.163863362828288,-8.327726725656577
563.0,376.5229815139399,372.3200167276084,0.5,23.484416617544962,22.720471844461322,-455.2811728878203,827.6011896154287,-4.2029647863314885,-8.405929572662977
564.0,376.7373107593016,372.4952628347953,0.5,23.489367957542058,22.727918179369706,-455.3771621524443,827.8724249872397,-4.24204792450628,-8.48409584901256
565.0,376.9507684872863,372.6696561135869,0.5,23.494294510669306,22.73532790901484,-455.4726708858566,828.1423269994435,-4.2811123736994094,-8.562224747398819
566.0,377.16335968187684,372.84320194654015,0.5,23.499196439483235,22.742701267683067,-455.56770223946285,828.410904186003,-4.320157735336728,-8.640315470673457
567.0,377.37508929096094,373.0159056750914,0.5,23.50407390523278,22.750038487835912,-455.6622593393192,828.6781650144105,-4.359183615869536,-8.718367231739071
568.0,377.58596222664295,373.18777259991685,0.5,23.508927067871788,22.75733980012659,-455.7563452863745,828.9441178862913,-4.398189626726081,-8.796379253452162
569.0,377.7959833655529,373.3588079812925,0.5,23.513756086071133,22.764605433416385,-455.84996315670526,829.2087711379978,-4.437175384260367,-8.874350768520735
570.0,378.0051575491514,373.5290170394501,0.5,23.518561117230846,22.771835614790827,-455.9431160017507,829.4721330412008,-4.47614050970137,-8.95228101940274
571.0,378.21348958403274,373.698404954928,0.5,23.523342317492023,22.779030569575724,-456.03580684854364,829.7342118034716,-4.515084629104793,-9.030169258209586
572.0,378.42098424222365,373.86697686892086,0.5,23.528099841748784,22.786190521353063,-456.12803869994264,829.9950155688636,-4.554007373302805,-9.10801474660561
573.0,378.6276462614807,374.0347378836234,0.5,23.532833843659848,22.793315691976648,-456.2198145348557,830.2545524184791,-4.59290837785732,-9.18581675571464
574.0,378.8334803455835,374.20169306257355,0.5,23.53754447566019,22.800406301587717,-456.3111373084671,830.5128303710406,-4.63178728300994,-9.26357456601988
575.0,379.0384911646256,374.3678474309879,0.5,23.542231888972587,22.807462568630285,-456.40200995246045,830.7698573834484,-4.670643733637697,-9.341287467275395
576.0,379.2426833553027,374.5332059761017,0.5,23.546896233618682,22.814484709866388,-456.49243537523375,831.0256413513355,-4.709477379200962,-9.418954758401924
577.0,379.4460615211971,374.69777364749604,0.5,23.551537658430533,22.821472940391185,-456.5824164621232,831.2801901096193,-4.74828787370109,-9.49657574740218
578.0,379.64863023306117,374.8615553574304,0.5,23.55615631106143,22.828427473647864,-456.67195607561246,831.5335114330429,-4.7870748756307435,-9.574149751261487
579.0,379.8503940290958,375.02455598116387,0.5,23.560752337997112,22.835348521442427,-456.76105705555074,831.7856130367146,-4.825838047931925,-9.65167609586385
580.0,380.0513574152282,375.18678035728135,0.5,23.565325884566402,22.842236293958305,-456.8497222193585,832.0365025766398,-4.864577057946885,-9.72915411589377
581.0,380.25152486538536,375.3482332880116,0.5,23.569877094952133,22.8490909997709,-456.93795436223945,832.286187650251,-4.9032915773737855,-9.806583154747571
582.0,380.4509008217661,375.50891953954084,0.5,23.574406112201743,22.85591284586183,-457.025756257386,832.5346757969268,-4.941981282225277,-9.883962564450554
583.0,380.6494896951097,375.6688438423307,0.5,23.578913078237644,22.8627020376332,-457.11313065618015,832.7819744985109,-4.980645852779031,-9.961291705558063
584.0,380.8472958649622,375.8280108914223,0.5,23.583398133867885,22.869458778921594,-457.2000802884004,833.0280911798227,-5.0192849735398415,-10.038569947079683
585.0,381.04432367994013,375.9864253467488,0.5,23.587861418796255,22.87618327201205,-457.2866078624174,833.2730332091662,-5.0578983331913765,-10.115796666382753
586.0,381.2405774579917,376.1440918334358,0.5,23.59230307163251,22.88287571765176,-457.3727160653924,833.5168078988282,-5.09648562455591,-10.19297124911182
587.0,381.43606148665503,376.3010149421035,0.5,23.596723229902594,22.889536315063765,-457.45840756347496,833.7594225055784,-5.135046544551544,-10.270093089103089
588.0,381.63078002331486,376.4571992291659,0.5,23.60112203005841,22.896165261960416,-457.54368500199314,834.000884231159,-5.173580794148966,-10.347161588297933
589.0,381.8247372954556,376.61264921712507,0.5,23.605499607487786,22.902762754556743,-457.6285510056462,834.2412002227713,-5.212088078330497,-10.424176156660995
590.0,382.01793750091304,376.7673693948629,0.5,23.6098560965243,22.909328987583674,-457.71300817869496,834.4803775735578,-5.250568106050154,-10.501136212100308
591.0,382.21038480812246,376.92136421793214,0.5,23.614191630456908,22.91586415430117,-457.79705910514883,834.718423323081,-5.289020590190278,-10.578041180380556
592.0,382.40208335636584,377.0746381088443,0.5,23.618506341539412,22.922368446511154,-457.880706348949,834.9553444577932,-5.327445247521603,-10.654890495043206
593.0,382.5930372560151,377.22719545735004,0.5,23.622800361000102,22.92884205457036,-457.9639524541559,835.1911479115059,-5.365841798665049,-10.731683597330099
594.0,382.78325058877425,377.37904062072386,0.5,23.627073819051,22.935285167403055,-458.0467999451277,835.4258405658516,-5.40420996805039,-10.80841993610078
595.0,382.9727274079182,377.5301779240425,0.5,23.631326844897092,22.94169797251358,-458.12925132669983,835.6594292507423,-5.442549483875765,-10.88509896775153
596.0,383.16147173853045,377.68061166045925,0.5,23.635559566745677,22.948080655998897,-458.2113090843659,835.8919207448251,-5.480860078071254,-10.961720156142508
597.0,383.34948757773736,377.83034609147956,0.5,23.639772111815248,22.954433402560838,-458.2929756844501,836.1233217759296,-5.519141486257801,-11.038282972515603
598.0,383.53677889494105,377.97938544722876,0.5,23.643964606344603,22.960756395518345,-458.3742535742839,836.3536390215127,-5.557393447712311,-11.114786895424622
599.0,383.7233496320492,378.12773392672494,0.5,23.648137175601644,22.967049816819607,-458.4551451823761,836.5828791091011,-5.595615705324201,-11.191231410648403
600.0,383.9092037037037,378.27539569813877,0.5,23.652289943892303,22.973313847053962,-458.53565291858655,836.8110486167253,-5.633808005564991,-11.267616011129983
