T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein_1e-8_per_K,residual_1e-8_per_K,z
44.0,-21.892734715054942,-13.102325201346764,0.03,0.686552560192158,0.005697721291051471,-13.30986670624385,0.20754150489708512,8.790409513708179,293.01365045693933
45.0,-23.183094549565123,-13.964082277984785,0.03,0.7341465317105685,0.007370307082545155,-14.232548309460812,0.26846603147602927,9.219012271580338,307.30040905267794
46.0,-24.44350210782511,-14.852442477500295,0.03,0.783818826971343,0.009418684635378753,-15.195521382824712,0.3430789053244165,9.591059630324816,319.70198767749383
47.0,-25.671034412641923,-15.765832981819244,0.03,0.8355964204436911,0.011900389679542045,-16.199308867491798,0.43347588567255263,9.905201430822679,330.17338102742264
48.0,-26.869114083595484,-16.702475290453663,0.03,0.8895032566576118,0.01487699201525453,-17.244374964633415,0.5418996741797548,10.166638793141821,338.88795977139404
49.0,-28.047550735151784,-17.660393776841143,0.03,0.9455600763710013,0.01841376809390004,-18.33112176542071,0.6707279885795702,10.387156958310644,346.2385652770215
50.0,-29.219839113498725,-18.63742665766352,0.5,1.003784262596567,0.02257931792437079,-19.459886266021943,0.8224596083584231,10.582412455835206,21.16482491167041
51.0,-30.398143944106238,-19.631239099001988,0.5,1.0641897084589143,0.02744513493455799,-20.630937805810895,0.9996987068089065,10.76690484510425,21.5338096902085
52.0,-31.587983876191615,-20.63933815524455,0.5,1.1267867083540068,0.03308513791967908,-21.84447595732729,1.205137802082742,10.948645720947063,21.897291441894126
53.0,-32.785282943173925,-21.65908922042511,0.5,1.1915818733921801,0.03957517439354581,-23.100628887010895,1.4415396665857882,11.126193722748818,22.252387445497636
54.0,-33.97744650673043,-22.687733665946595,0.5,1.2585780716347905,0.04699250456536733,-24.399452196597935,1.7117185306513396,11.289712840783837,22.579425681567674
55.0,-35.147901529178526,-23.722407342063462,0.5,1.3277743931954757,0.05541527483701213,-25.740928246555907,2.0185209044924437,11.425494187115063,22.850988374230127
56.0,-36.28160563772687,-24.760159631572495,0.5,1.3991661398770863,0.06492198919879406,-27.124965955179714,2.364806323607222,11.521446006154374,23.042892012308748
57.0,-37.3687325204642,-25.79797276140467,0.5,1.4727448386607593,0.0755909862397283,-28.551401060097902,2.7534282986932332,11.570759759059529,23.141519518119058
58.0,-38.40518380186532,-26.83278109977923,0.5,1.5484982780571956,0.08749992872201606,-30.019996822997527,3.1872157232182956,11.572402702086091,23.144805404172182
59.0,-39.39057708632551,-27.86149019194111,0.5,1.6264105660733972,0.1007253118366157,-31.530445153397572,3.66895496145646,11.529086894384394,23.058173788768787
60.0,-40.325512945819106,-28.88099531504862,0.5,1.706462208340293,0.11534199538993134,-33.08236812327198,4.20137280822337,11.444517630770488,22.889035261540975
61.0,-41.20970843881951,-29.888199361457737,0.5,1.7886302047861835,0.13142276429886812,-34.675319841211575,4.787120479753842,11.321509077361778,22.643018154723556
62.0,-42.04154377632751,-30.88002988856951,0.5,1.8728881631249936,0.14903792091585016,-36.30878865256657,5.428758763997057,11.161513887757994,22.32302777551599
63.0,-42.81861843428044,-31.853455201825383,0.5,1.9592064273532765,0.16825491188527036,-37.98219963055669,6.128744428731309,10.965163232455055,21.93032646491011
64.0,-43.538579731641384,-32.8054993647643,0.5,2.047552219411878,0.18913799146232388,-39.694917322598236,6.88941795783393,10.733080366877083,21.466160733754165
65.0,-44.19969727735163,-33.7332560558475,0.5,2.1378897921630813,0.21174792251439203,-41.44624871599889,7.712992660151389,10.466441221504134,20.932882443008268
66.0,-44.80103857773052,-34.633901215671074,0.5,2.230180591856996,0.23614171578082555,-43.23544638761612,8.601545171945048,10.167137362059446,20.33427472411889
67.0,-45.34235992474759,-35.50470445001865,0.5,2.3243834283084652,0.2623724073928923,-45.06171180299555,9.557007352976903,9.837655474728937,19.675310949457874
68.0,-45.82389059404059,-36.34303917381013,0.5,2.4204546510727356,0.2904888741531176,-46.92419873180462,10.581159557994493,9.48085142023046,18.96170284046092
69.0,-46.24613360616911,-37.14639149834345,0.5,2.518348329991619,0.32053568564160007,-48.82201674799481,11.675625249651356,9.09974210782566,18.19948421565132
70.0,-46.60972930414598,-37.9123678793042,0.5,2.6180164385775524,0.3525529918538746,-50.75423478498081,12.841866905676616,8.697361424841784,17.394722849683568
71.0,-46.91537870663838,-38.63870155589584,0.5,2.71940903880772,0.38657644477710584,-52.71988471815605,14.081183162260206,8.276677150742534,16.55335430148507
72.0,-47.163806689398015,-39.32325782223107,0.5,2.822474466011756,0.4226371520744961,-54.71796494922219,15.394707126991122,7.84054886716694,15.68109773433388
73.0,-47.355746534351695,-39.964038180932285,0.5,2.9271595126510968,0.4607616608669686,-56.747443969031785,16.783405788099504,7.391708353419411,14.783416706838821
74.0,-47.49193419122941,-40.55918343587901,0.5,3.0334096099043015,0.5009719694711593,-58.80726387789614,18.248080442017137,6.932750755350407,13.865501510700813
75.0,-47.57310637523066,-41.10697578636378,0.5,3.1411690060884396,0.5432855648682203,-60.8963438445556,19.789368058191812,6.466130588866871,12.932261177733743
76.0,-47.60000000070899,-41.60583998873171,0.5,3.2503809410599014,0.5877154836335191,-63.013583487204784,21.407743498473074,5.994160011977281,11.988320023954563
77.0,-47.57335202910934,-42.05434365406866,0.5,3.360987815848569,0.634270394047811,-65.15786616210927,23.103522508040612,5.519008375040681,11.038016750081361
78.0,-47.49389943201553,-42.45119675180234,0.5,3.4729313568846547,0.6829546971308912,-67.32806214739294,24.876865395590595,5.042702680213186,10.085405360426371
79.0,-47.362379183002,-42.795250389371155,0.5,3.586152774278297,0.7337686443843676,-69.52303171152884,26.727781322157693,4.567128793630844,9.134257587261688
80.0,-47.17952825599982,-43.08549493752341,0.5,3.7005929137064024,0.7867084700967264,-71.74162805789703,28.65613312037363,4.094033318476413,8.188066636952826
81.0,-46.94608362499685,-43.3210575694892,0.5,3.8161924015498334,0.8417665361472402,-73.98270013848979,30.66164256900059,3.6250260555076532,7.2500521110153064
82.0,-46.66278226398362,-43.501199280333864,0.5,3.932891783005867,0.8989314873419249,-76.24509533143201,32.74389605109815,3.1615829836497578,6.3231659672995155
83.0,-46.33036114693441,-43.6253114503751,0.5,4.050631652976118,0.958188415421412,-78.52766197844285,34.90235052806776,2.705049696559307,5.410099393118614
84.0,-45.94955724778184,-43.69291201373417,0.5,4.169352779598889,1.0195190299944088,-80.82925177969844,37.13633976596427,2.2566452340476717,4.513290468095343
85.0,-45.521107540370274,-43.703641289979394,0.5,4.28899622035696,1.0829018347688772,-83.14872204475812,39.44508075477873,1.8174662503908774,3.634932500781755
86.0,-45.04574899837457,-43.65725753350103,0.5,4.4095034307477565,1.148312307573954,-85.48493779930116,41.82768026580013,1.3884914648735387,2.7769829297470774
87.0,-44.5242185951673,-43.55363225179058,0.5,4.530816365552377,1.2157230827871488,-87.83677374838106,44.283141496590474,0.9705863433767135,1.941172686753427
88.0,-43.95725330361309,-43.392745340259715,0.5,4.652877572783934,1.2851041349018946,-90.20311609775707,46.81037075749736,0.5645079633533784,1.1290159267067568
89.0,-43.34559009576302,-43.174680077666096,0.5,4.7756302804338,1.3564229620887729,-92.58286423560241,49.40818415793632,0.17091001809692222,0.34182003619384443
90.0,-42.689965942416706,-42.899618022668335,0.5,4.899018476167431,1.4296447687186602,-94.97493227752902,52.075314254860686,-0.20965208025162585,-0.4193041605032517
91.0,-41.99111781251263,-42.567833848548666,0.5,5.022986980149835,1.5047326459267991,-97.37825047842018,54.810416629871526,-0.5767160360360373,-1.1534320720720745
92.0,-41.24978267230061,-42.17969014974092,0.5,5.1474815112041625,1.5816477494026278,-99.79176651501565,57.61207636527473,-0.9299074774403088,-1.8598149548806175
93.0,-40.46669748424253,-41.73563225051765,0.5,5.272448746526572,1.660349473690805,-102.21444664357497,60.478814393057334,-1.2689347662751138,-2.5378695325502276
94.0,-39.642599205578875,-41.236183043043376,0.5,5.397836375196255,1.740795622383671,-104.64527673725111,63.409093694207726,-1.5935838374645015,-3.187167674929003
95.0,-38.77822478649051,-40.68193787899709,0.5,5.5235931457318515,1.8229425736743694,-107.08326320804368,66.40132532904659,-1.9037130925065813,-3.8074261850131625
96.0,-37.87431116777472,-40.07355953611987,0.5,5.649668907954283,1.9067454408227578,-109.52743381837392,69.45387428225405,-2.199248368345157,-4.398496736690314
97.0,-36.93159527794545,-39.411773278374234,0.5,5.776014649422906,1.9921582271631302,-111.9768383874549,72.56506510908066,-2.4801780004287846,-4.960356000857569
98.0,-35.95081402965632,-38.69736202588153,0.5,5.902582526715032,2.0791339753536655,-114.43054939769269,75.73318737181116,-2.7465479962252117,-5.4930959924504235
99.0,-34.93270431533442,-37.93116164848074,0.5,6.029325891821183,2.167624910632514,-116.88766250639846,78.95650085791772,-2.9984573331463182,-5.9969146662926365
100.0,-33.87800300190036,-37.114056394567775,0.5,6.156199313927287,2.2575825779047833,-119.3472969680697,82.23324057350193,-3.236053392667414,-6.472106785334828
101.0,-32.78744692443848,-36.246974464888375,0.5,6.283158596853561,2.34895797253843,-121.80859597246936,85.561621507581,-3.459527540449896,-6.919055080899792
102.0,-31.661772878667538,-35.33088373911322,0.5,6.41016079241592,2.4417016647956196,-124.2707269036572,88.93984316454399,-3.6691108604456835,-7.338221720891367
103.0,-30.501717612048825,-34.36678766134784,0.5,6.5371642099710625,2.535763917869638,-126.73288152503575,92.3660938636879,-3.865070049299021,-7.730140098598042
104.0,-29.308017813354557,-33.35572128919797,0.5,6.664128422400173,2.6310947995361897,-129.19427609535344,95.83855480615546,-4.047703475843419,-8.095406951686838
105.0,-28.081410100504645,-32.29874750963806,0.5,6.791014268779832,2.727644287462226,-131.65415142048442,99.35540391084635,-4.217337409133416,-8.434674818266831
106.0,-26.82263100646448,-31.196953423675836,0.5,6.917783853980647,2.8253623682456,-134.1117728456473,102.91481942197146,-4.374322417211359,-8.748644834422718
107.0,-25.53241696298056,-30.051446900701787,0.5,7.044400545426458,2.924199130285072,-136.56643019257737,106.5149832918756,-4.5190299377212275,-9.038059875442455
108.0,-24.21150428191423,-28.863353302410047,0.5,7.170828967237829,3.0241048506028583,-139.01743764598947,110.15408434357941,-4.65184902049582,-9.30369804099164
109.0,-22.86062913391679,-27.633812375309713,0.5,7.2970349919751065,3.1250300757612193,-141.4641335935043,113.83032121819458,-4.773183241392919,-9.546366482785839
110.0,-21.48052752417128,-26.36397531006777,0.5,7.422985730186686,3.2269256970308273,-143.90588042302588,117.54190511295812,-4.8834477858964895,-9.766895571792979
111.0,-20.07193526490828,-25.055001965255993,0.5,7.548649517959074,3.329743019982194,-146.34206428138054,121.28706231612455,-4.983066700347715,-9.96613340069543
112.0,-18.635587944384035,-23.70805825249261,0.5,7.67399590265571,3.433433828682262,-148.77209479784216,125.06403654534954,-5.072470308108575,-10.14494061621715
113.0,-17.172220891989664,-22.32431367947382,0.5,7.798995627022241,3.5379504446869774,-151.19540477598875,128.8710910965149,-5.152092787484157,-10.304185574968313
114.0,-15.682569139140362,-20.90493904697063,0.5,7.923620611826497,3.6432457810271104,-153.611449857152,132.70651081018138,-5.222369907830266,-10.444739815660531
115.0,-14.167367375572635,-19.451104295516945,0.5,8.04784393719216,3.7492733913892953,-156.01970815854204,136.5686038630251,-5.283736919944309,-10.567473839888619
116.0,-12.62734990065664,-17.963976497230167,0.5,8.171639822776118,3.855987514697265,-158.4196798889551,140.45570339172494,-5.336626596573528,-10.673253193147056
117.0,-11.063250569308558,-16.444717987982393,0.5,8.29498360693059,3.963343115299658,-160.8108869447998,144.3661689568174,-5.381467418673834,-10.762934837347668
118.0,-9.475802732065834,-14.894484634956797,0.5,8.417851724982247,4.071295918971074,-163.1928724890047,148.29838785404792,-5.418681902890963,-10.837363805781926
119.0,-7.865739168864852,-13.31442423450948,0.5,8.540221686752615,4.179802444931997,-165.56520051521713,152.25077628070764,-5.448685065644628,-10.897370131289255
120.0,-6.233792016037186,-11.705675035160393,0.5,8.662072053435358,4.2888200340912155,-167.9274553995341,156.2217803643737,-5.471883019123208,-10.943766038246416
121.0,-4.580692686016328,-10.069364380492658,0.5,8.783382413938492,4.398306873711566,-170.2792414418601,160.20987706136745,-5.48867169447633,-10.97734338895266
122.0,-2.907171779221993,-8.406607466731536,0.5,8.90413336079221,4.508222018696137,-172.62018239884364,164.2135749321121,-5.499435687509542,-10.998871375019084
123.0,-1.2139589875638004,-6.7185062097784645,0.5,9.024306465715343,4.618525409687882,-174.94992101019582,168.23141480041735,-5.504547222214664,-11.009094444429328
124.0,0.4982170110198722,-5.006148216522075,0.5,9.143884254926792,4.729177888170731,-177.26811852006492,172.26197030354285,-5.504365227541947,-11.008730455083894
125.0,2.2286286675985836,-3.270605855309989,0.5,9.262850184281772,4.84014120875517,-179.5744541950146,176.30384833970462,-5.499234522908573,-10.998469045817146
126.0,3.976549687500006,-1.512935420546313,0.5,9.381188614306199,4.951378048825534,-181.86862484002745,180.35568941948114,-5.489485108046319,-10.978970216092637
127.0,5.74125516643895,0.2658236135220451,0.5,9.49888478519675,5.062852015720497,-184.15034431384328,184.4161679273653,-5.4754315529169055,-10.950863105833811
128.0,7.522021738219501,2.0646492546602375,0.5,9.61592479184823,5.1745276516121494,-186.41934304482615,188.4839922994864,-5.457372483559264,-10.914744967118528
129.0,9.318127734732666,3.882537574835995,0.5,9.732295558964891,5.286370436242715,-188.6753675484601,192.55790512329608,-5.4355901598966705,-10.871180319793341
130.0,11.128853359002111,5.7185032173231765,0.5,9.847984816306928,5.398346787671799,-190.91817994746398,196.63668316478717,-5.410350141678935,-10.82070028335787
131.0,12.953480872060279,7.571579833144134,0.5,9.962981074118687,5.510424061180481,-193.1475574954306,200.71913732857473,-5.381901038916145,-10.76380207783229
132.0,14.791294794467797,9.440820451134575,0.5,10.07727359878095,5.622570546472356,-195.36329210480852,204.8041125559431,-5.350474343333223,-10.700948686666447
133.0,16.64158212332076,11.32529778576499,0.5,10.19085238872485,5.734755463305049,-197.56518987995725,208.89048766572225,-5.3162843375557705,-10.632568675111541
134.0,18.503632565621775,13.224104486699751,0.5,10.303708150641592,5.846948955679647,-199.75307065593603,212.9771751426358,-5.2795280789220245,-10.559056157844049
135.0,20.376738788923472,15.136353333914066,0.5,10.415832276018136,5.959122084709005,-201.92676754361244,217.06312087752653,-5.240385455009406,-10.480770910018812
136.0,22.26019669018624,17.061177382045933,0.5,10.527216818025456,6.07124682028003,-204.08612648160624,221.14730386365216,-5.199019308140309,-10.398038616280617
137.0,24.153305683825135,18.997730057486233,0.5,10.637854468783255,6.183296031618819,-206.23100579553102,225.22873585301724,-5.155575626338905,-10.31115125267781
138.0,26.055369009955758,20.945185211572937,0.5,10.747738537021275,6.295243476861795,-208.36127576492493,229.30646097649787,-5.11018379838282,-10.22036759676564
139.0,27.965694063883113,22.90273713308961,0.5,10.856862926155364,6.40706379173033,-210.47681819822162,233.37955533131122,-5.062956930793506,-10.125913861587012
140.0,29.883592747913255,24.869600523127733,0.5,10.965222112792917,6.518732477400683,-212.57752601604577,237.4471265391735,-5.013992224785521,-10.027984449571042
141.0,31.80838184660322,26.84501043520937,0.5,11.07281112568115,6.630225887655874,-214.663302843093,241.50831327830235,-4.96337141139385,-9.9267428227877
142.0,33.73938342660163,28.828222183443422,0.5,11.179625525107957,6.74152121540086,-216.73406260878428,245.56228479222773,-4.911161243158205,-9.82232248631641
143.0,35.67592526226912,30.818511221321902,0.5,11.285661382764568,6.852596478617466,-218.78972915687308,249.60824037819498,-4.857414040947219,-9.714828081894439
144.0,37.61734128830585,32.8151729936476,0.5,11.390915262076057,6.963430505830676,-220.83023586412196,253.64540885776955,-4.80216829465825,-9.6043365893165
145.0,39.562972080651484,34.81752276393705,0.5,11.495384199004853,7.074002921153382,-222.85552526814968,257.67304803208674,-4.7454493167144385,-9.490898633428877
146.0,41.512165366962165,36.82489541951374,0.5,11.599065683330604,7.184294128972185,-224.86554870451266,261.6904441240264,-4.687269947448429,-9.374539894896857
147.0,43.464276568008046,38.83664525639395,0.5,11.701957640407883,7.29428529833276,-226.86026595305057,265.6969112094445,-4.6276313116140955,-9.255262623228191
148.0,45.418669371375756,40.852145745926315,0.5,11.80405841340276,7.403958347079145,-228.839644893515,269.6917906394413,-4.566523625449443,-9.133047250898885
149.0,47.37471633890064,42.87078928505304,0.5,11.90536674600702,7.513295925797628,-230.80366117045833,273.67445045551136,-4.503927053847598,-9.007854107695197
150.0,49.33179954929422,44.89198693192899,0.5,12.005881765628622,7.62228140161211,-232.75229786735528,277.64428479928426,-4.439812617365226,-8.879625234730453
151.0,51.289311277475726,46.91516812854188,0.5,12.105602967055523,7.7308988418745415,-234.6855451899012,281.60071331844307,-4.37414314893385,-8.7482862978677
152.0,53.24665471215816,48.93978041186608,0.5,12.204530196589126,7.839132997790528,-236.60340015841481,285.54318057028087,-4.306874300292074,-8.613748600584149
153.0,55.203244713283254,50.96528911498942,0.5,12.302663636643047,7.946969288017289,-238.5058663092617,289.4711554242511,-4.237955598293839,-8.475911196587678
154.0,57.15850861094442,52.99117705955725,0.5,12.400003790801803,8.054393782268061,-240.39295340519453,293.38413046475176,-4.167331551387174,-8.334663102774348
155.0,59.11188704748257,55.0169442407852,0.5,12.496551469333925,8.161393184954315,-242.26467715450244,297.28162139528763,-4.094942806697367,-8.189885613394734
156.0,61.06283486448858,57.04210750621468,0.5,12.592307775152891,8.267954818894545,-244.12105893884254,301.1631664450572,-4.020727358273905,-8.04145471654781
157.0,63.01082203649547,59.06620022929863,0.5,12.68727409021896,8.374066609115784,-245.9621255496185,305.0283257789171,-3.944621807196841,-7.889243614393682
158.0,64.95533465319981,61.08877197882243,0.5,12.781452062375143,8.479717066771851,-247.7879089327761,308.8766809115985,-3.866562674377389,-7.733125348754778
159.0,66.89587595210833,63.10938818511596,0.5,12.874843592608732,8.58489527319998,-249.59844594184833,312.7078341269643,-3.786487766992371,-7.572975533984742
160.0,68.83196740356846,65.12762980390458,0.5,12.967450822731475,8.689590864135452,-251.39377809911707,316.52140790302167,-3.704337599663869,-7.408675199327738
161.0,70.76314985019738,67.14309297862594,0.5,13.059276123469106,8.793794014101984,-253.1739513647102,320.31704434333614,-3.620056871571427,-7.240113743142854
162.0,72.68898470276429,69.155388701935,0.5,13.150322082952746,8.89749542099371,-254.93901591349024,324.0944046154252,-3.5335960008292884,-7.067192001658577
163.0,74.60905519456449,71.1641424770977,0.5,13.240591495602722,9.00068629086296,-256.6890259195498,327.8531683966475,-3.4449127174667886,-6.889825434933577
164.0,76.52296769619488,73.16899397989287,0.5,13.330087351396475,9.103358322926418,-258.42403934815417,331.59303332804706,-3.353973716301998,-6.707947432603996
165.0,78.4303530922744,75.16959672160436,0.5,13.418812825511411,9.205503694800761,-260.14411775495165,335.313714476556,-3.2607563706700473,-6.521512741340095
166.0,80.33086822087914,77.16561771362355,0.5,13.506771268334145,9.30711504797752,-261.84932609228815,339.0149438059117,-3.1652505072556023,-6.330501014511205
167.0,82.22419737500137,79.15673713415944,0.5,13.593966195826313,9.408185473545567,-263.53973252243316,342.6964696565926,-3.067460240841924,-6.134920481683848
168.0,84.11005386284715,81.14264799747727,0.5,13.680401280238824,9.508708498168465,-265.21540823756186,346.35805623503916,-2.967405865369887,-5.934811730739774
169.0,85.98818161983992,83.12305582607449,0.5,13.766080341164997,9.608678070322844,-266.87642728630647,349.9994831123809,-2.865125793765429,-5.730251587530858
170.0,87.85835685941744,85.09767832615448,0.5,13.851007336923466,9.708088546802786,-268.52286640670036,353.62054473285485,-2.7606785332629524,-5.521357066525905
171.0,89.72038974190255,87.0662450667129,0.5,13.935186356262466,9.806934679494471,-270.1548048653535,357.2210499320665,-2.6541446751896514,-5.308289350379303
172.0,91.57412603112664,89.02849716253986,0.5,14.01862161037583,9.905211602424213,-271.77232430267037,360.8008214652103,-2.545628868586772,-5.091257737173544
173.0,93.41944869805428,90.98418696138573,0.5,14.101317425222623,10.002914819082394,-273.37550858395394,364.3596955453397,-2.4352617366685427,-4.8705234733370855
174.0,95.25627942130959,92.93307773552573,0.5,14.18327823414131,10.100040190024933,-274.9644436562204,367.8975213917461,-2.3232016857838476,-4.646403371567695
175.0,97.08457992918034,94.87494337793156,0.5,14.26450857074955,10.196583920753254,-276.53921741055086,371.41416078848243,-2.209636551248777,-4.419273102497554
176.0,98.90435312991718,96.80956810321322,0.5,14.345013062121984,10.292542549873154,-278.0999195498323,374.9094876530455,-2.094785026703965,-4.18957005340793
177.0,100.71564399005533,98.73674615350136,0.5,14.424796422236653,10.387912937532288,-279.64664146170645,378.3833876152078,-1.9788978365539653,-3.9577956731079307
178.0,102.51854014485055,100.65628150938831,0.5,14.503863445682548,10.482692254135504,-281.17947609658097,381.83575760596926,-1.8622586354622308,-3.7245172709244616
179.0,104.31317225665215,102.567987606049,0.5,14.582219001619723,10.576877969336818,-282.6985178505372,385.26650545658623,-1.7451846506031525,-3.490369301206305
180.0,106.09971416450212,104.4716870546268,0.5,14.6598680279844,10.670467841306307,-284.20386245298715,388.67554950761394,-1.628027109875331,-3.256054219750662
181.0,107.87838287057245,106.36721136896254,0.5,14.73681552593104,10.763459906269814,-285.6956068589247,392.0628182278872,-1.5111715016099034,-3.022343003219807
182.0,109.64943835696987,108.25440069772756,0.5,14.81306655450367,10.855852468319032,-287.17384914562103,395.4282498433486,-1.395037659242308,-2.790075318484616
183.0,111.41318308730922,110.13310356199963,0.5,14.888626225529334,10.94764408948923,-288.6386884136266,398.77179197562623,-1.2800795253095913,-2.5601590506191827
184.0,113.16996079560849,112.00317659831497,0.5,14.963499698726016,11.03883358010146,-290.09022469193053,402.09340129024554,-1.1667841972935238,-2.3335683945870476
185.0,114.92015379677153,113.86448430721157,0.5,15.037692177018116,11.129419989366,-291.52855884714415,405.3930431543557,-1.055669489559968,-2.111338979119936
186.0,116.66417760359774,115.71689880727125,0.5,15.111208902052415,11.219402596243436,-292.95379249657117,408.67069130384243,-0.9472787963264863,-1.8945575926529725
187.0,118.40247119292495,117.56029959465455,0.5,15.184055149907701,11.308780900559633,-294.366027925032,411.92632751968654,-0.8421715982704007,-1.6843431965408013
188.0,120.1354809717221,119.39457330811148,0.5,15.256236226991579,11.39755461437066,-295.7653680053175,415.159941313429,-0.7409076636106307,-1.4818153272212613
189.0,121.86363653632174,121.21961349944766,0.5,15.327757466117772,11.485723653573539,-297.1519161221413,418.371529621589,-0.6440230368740849,-1.2880460737481698
190.0,123.58731688045648,123.03532040941153,0.5,15.398624222757906,11.573288129758676,-298.5257760994751,421.56109650888664,-0.5519964710449508,-1.1039929420899015
191.0,125.30680692054233,124.84160074896464,0.5,15.468841871461267,11.6602483422995,-299.8870521311397,424.72865288010433,-0.4652061715776924,-0.9304123431553848
192.0,127.02224607687698,126.63836748588429,0.5,15.538415802437143,11.746604770675011,-301.2358487145494,427.87421620043364,-0.3838785909927102,-0.7677571819854204
193.0,128.73357300378984,128.42553963665685,0.5,15.607351418293268,11.832358067020648,-302.5722705874808,430.9978102241376,-0.3080333671330086,-0.6160667342660172
194.0,130.44047302300353,130.2030420635925,0.5,15.675654130925318,11.917509048902915,-303.8964226677716,434.0994647313641,-0.23743095941104456,-0.4748619188220891
195.0,132.1423368325509,131.97080527710557,0.5,15.743329358551724,12.002058692313152,-305.2084099958359,437.17921527294146,-0.1715315554453464,-0.3430631108906928
196.0,133.83824001134406,133.7287652430916,0.5,15.810382522888624,12.086008124875809,-306.50833767989576,440.2371029229874,-0.10947476825245174,-0.21894953650490348
197.0,135.5269521622708,135.47686319533398,0.5,15.876819046459524,12.169358619266506,-307.7963108438257,443.2731740391597,-0.050088966936819024,-0.10017793387363805
198.0,137.20698192505446,137.2150454528621,0.5,15.942644350035074,12.252111586835277,-309.0724345775183,446.28748003038044,0.008063527807664037,0.016127055615328074
199.0,138.87665962715084,138.94326324218304,0.5,16.007863850197985,12.334268571430197,-310.3368138896765,449.2800771318595,0.066603615032197,0.133207230064394
200.0,140.53425357267417,140.66147252431904,0.5,16.072482957027955,12.415831243416845,-311.5895536629325,452.2510261872515,0.12721895164488095,0.2544379032897619
201.0,142.1781098594132,142.3696338265476,0.5,16.13650707190304,12.496801393888816,-312.83075861122387,455.2003924377715,0.19152396713441736,0.3830479342688347
202.0,143.8068003740621,144.067712078787,0.5,16.199941585411914,12.5771809290648,-314.0605332393196,458.1282453181066,0.26091170472486835,0.5218234094497367
203.0,145.4192604402082,145.75567645451915,0.5,16.262791875373697,12.656971864867481,-315.2789818044316,461.0346582589508,0.33641601431094464,0.6728320286218893
204.0,147.014897362076,147.43350021618147,0.5,16.325063304960533,12.736176321679796,-316.48620827981773,463.9197084959992,0.4186028541054819,0.8372057082109639
205.0,148.59365413668067,149.10116056492814,0.5,16.38676122091954,12.814796519274038,-317.68231632031143,466.78347688523957,0.5075064282474825,1.015012856494965
206.0,150.1560185292327,150.7586384946795,0.5,16.44789095188977,12.892834771909278,-318.86740922969426,469.6260477243738,0.6026199654467932,1.2052399308935864
207.0,151.7029755123632,152.4059186503697,0.5,16.508457806810778,12.970293483592759,-320.0415899298425,472.4475085802122,0.7029431380064985,1.405886276012997
208.0,153.23590932033562,154.04298919030884,0.5,16.568467073418788,13.047175143500901,-321.20496093157396,475.2479501218828,0.8070798699732358,1.6141597399464716
209.0,154.7564685204667,155.6698416525564,0.5,16.62792401682776,13.123482321555596,-322.3576243071393,478.0274659596957,0.9133731320896855,1.826746264179371
210.0,156.26641225659642,157.28647082523963,0.5,16.686833878190907,13.199217664151632,-323.4996816642735,480.78615248951314,1.0200585686432142,2.0401171372864284
211.0,157.76745740535785,158.89287462070885,0.5,16.745201873440326,13.27438389003103,-324.631234121762,483.52410874247084,1.1254172153510102,2.2508344307020205
212.0,159.2611447135789,160.48905395345153,0.5,16.803033192101186,13.348983786300247,-325.75238228645156,486.24143623990307,1.2279092398726403,2.4558184797452807
213.0,160.74873761551171,162.07501262167906,0.5,16.860332996177412,13.423020204586255,-326.86322623164784,488.93823885332694,1.3262750061673658,2.6525500123347316
214.0,162.2311613993941,163.65075719249143,0.5,16.917106419106208,13.496496057327498,-327.96386547684705,491.6146226693385,1.4195957930973124,2.839191586194625
215.0,163.7089839478392,165.21629689054524,0.5,16.97335856477813,13.569414314195916,-329.0543989687387,494.27069585928393,1.5073129427060363,3.0146258854120727
216.0,165.18243357833472,166.77164349012665,0.5,17.029094506620712,13.641777998646234,-330.13492506344016,496.9065685535668,1.5892099117919436,3.178419823583887
217.0,166.65144540931266,168.3168112105613,0.5,17.08431928674207,13.713590184588837,-331.20554150989426,499.52235272045556,1.6653658012486339,3.3307316024972677
218.0,168.11572558622947,169.8518166148605,0.5,17.139037915132867,13.784853993182521,-332.2663454343981,502.1181620492586,1.736091028631038,3.472182057262076
219.0,169.5748225874366,171.37667851153546,0.5,17.193255368923634,13.855572589743682,-333.31743332620505,504.6941118377405,1.8018559240988457,3.6037118481976913
220.0,171.02819630382405,172.89141785949258,0.5,17.246976591695194,13.925749180768356,-334.35890102415635,507.2503188836489,1.86322155566855,3.7264431113371
221.0,172.47527805825632,174.3960576759323,0.5,17.30020649284002,13.995387011063832,-335.3908437042999,509.7869013802322,1.920779617675976,3.841559235351952
222.0,173.91551756778549,175.89062294716828,0.5,17.352949946972373,14.064489360986402,-336.41335586845537,512.3039788156236,1.9751053793827853,3.9502107587655706
223.0,175.3484155119761,177.3751405422968,0.5,17.405211793384986,14.1330595437821,-337.4265313336803,514.8016718759771,2.026725030320713,4.053450060641426
224.0,176.77354248515132,178.8496391296378,0.5,17.45699683555016,14.201100903027223,-338.43046322259903,517.2801023522368,2.076096644486482,4.152193288972964
