Z,N,A,symbol,A_group,B_obs_MeV,sigma_B_obs_MeV,Delta_B_P_minus_SEMF_MeV,Delta_B_P_minus_Yukawa_MeV,abs_Delta_B_P_minus_SEMF_MeV,abs_Delta_B_P_minus_Yukawa_MeV,required_sigma_3sigma_SEMF_MeV,required_sigma_3sigma_Yukawa_MeV,required_relative_precision_SEMF,required_relative_precision_Yukawa,resolvable_now_SEMF_sigma_le_req,resolvable_now_Yukawa_sigma_le_req,precision_ratio_obs_over_req_SEMF,precision_ratio_obs_over_req_Yukawa
47,78,125,Ag,heavy_A_ge_121,1036.664387,0.43315,57.370017,1015.155591,57.370017,1015.155591,19.123339,338.3852,0.018446991,0.32641731,1,1,0.022650333,0.0012800501
48,77,125,Cd,heavy_A_ge_121,1044.710188,0.0028875,47.985528,1015.156303,47.985528,1015.156303,15.995176,338.38543,0.015310635,0.32390364,1,1,0.00018052318,8.5331687e-06
49,76,125,In,heavy_A_ge_121,1050.992062,0.001775,67.917202,1036.544319,67.917202,1036.544319,22.639067,345.51477,0.021540664,0.32875108,1,1,7.840429e-05,5.1372622e-06
50,75,125,Sn,heavy_A_ge_121,1055.691063,0.001325,59.008620,1034.130674,59.008620,1034.130674,19.66954,344.71022,0.018631909,0.32652566,1,1,6.736304e-05,3.8438082e-06
51,74,125,Sb,heavy_A_ge_121,1057.270150,0.0025125,30.636526,1015.155700,30.636526,1015.155700,10.212175,338.38523,0.0096590028,0.3200556,1,1,0.00024602985,7.4249694e-06
52,73,125,Te,heavy_A_ge_121,1057.254512,0.00135,38.518790,1023.014609,38.518790,1023.014609,12.839597,341.00487,0.012144282,0.32253811,1,1,0.00010514349,3.9588877e-06
53,72,125,I,heavy_A_ge_121,1056.286388,0.00135,28.076425,1015.155199,28.076425,1015.155199,9.3588083,338.38507,0.008860105,0.32035352,1,1,0.00014424913,3.9895378e-06
54,71,125,Xe,heavy_A_ge_121,1053.867375,0.0014125,29.498594,1015.155368,29.498594,1015.155368,9.8328647,338.38512,0.0093302676,0.32108891,1,1,0.00014365091,4.1742379e-06
55,70,125,Cs,heavy_A_ge_121,1049.975412,0.0077375,21.079663,1006.010127,21.079663,1006.010127,7.0265543,335.33671,0.0066921132,0.31937577,1,1,0.0011011798,2.3073823e-05
56,69,125,Ba,heavy_A_ge_121,1044.772300,0.0109875,16.704487,998.585785,16.704487,998.585785,5.5681623,332.86193,0.0053295463,0.31859758,1,1,0.0019732722,3.3009182e-05
57,68,125,La,heavy_A_ge_121,1038.080475,0.026,44.572297,1015.155871,44.572297,1015.155871,14.857432,338.38529,0.014312409,0.32597212,1,1,0.0017499659,7.6835491e-05
58,67,125,Ce,heavy_A_ge_121,1030.250000,0.25,53.198558,1015.155332,53.198558,1015.155332,17.732853,338.38511,0.017212184,0.32844951,1,1,0.014098126,0.00073880319
59,66,125,Pr,heavy_A_ge_121,1020.875000,0.25,63.626494,1015.155268,63.626494,1015.155268,21.208831,338.38509,0.02077515,0.33146574,1,1,0.011787542,0.00073880324
60,65,125,Nd,heavy_A_ge_121,1010.000000,0.375,75.855710,1015.155284,75.855710,1015.155284,25.285237,338.38509,0.025034888,0.33503475,1,1,0.014830789,0.0011082048
45,81,126,Rh,heavy_A_ge_121,1018.962000,0.504,88.656720,1024.154739,88.656720,1024.154739,29.55224,341.38491,0.029002298,0.33503204,1,1,0.017054545,0.0014763394
46,80,126,Pd,heavy_A_ge_121,1032.822000,0.378,73.095002,1024.154289,73.095002,1024.154289,24.365001,341.38476,0.023590706,0.33053591,1,1,0.015514057,0.001107255
47,79,126,Ag,heavy_A_ge_121,1040.886000,0.252,63.306869,1024.155041,63.306869,1024.155041,21.10229,341.38501,0.020273392,0.32797541,1,1,0.011941832,0.00073816949
48,78,126,Cd,heavy_A_ge_121,1051.689152,0.0023058,51.322042,1024.154667,51.322042,1024.154667,17.107347,341.38489,0.016266543,0.32460627,1,1,0.00013478419,6.7542533e-06
49,77,126,In,heavy_A_ge_121,1056.460444,0.0041958,75.901213,1048.128629,75.901213,1048.128629,25.300404,349.37621,0.023948274,0.33070449,1,1,0.00016583925,1.2009404e-05
50,76,126,Sn,heavy_A_ge_121,1063.883860,0.0106848,63.151843,1044.772309,63.151843,1044.772309,21.050614,348.25744,0.019786572,0.32734535,1,1,0.00050757664,3.0680752e-05
51,75,126,Sb,heavy_A_ge_121,1063.479514,0.0318528,34.067165,1024.154754,34.067165,1024.154754,11.355722,341.38492,0.010677894,0.32100752,1,1,0.0028050001,9.3304649e-05
52,74,126,Te,heavy_A_ge_121,1066.368202,0.0013482,41.453151,1033.714208,41.453151,1033.714208,13.817717,344.5714,0.012957735,0.3231261,1,1,9.7570387e-05,3.9126869e-06
53,73,126,I,heavy_A_ge_121,1063.432175,0.00378,30.177847,1024.154699,30.177847,1024.154699,10.059282,341.3849,0.0094592608,0.32102179,1,1,0.00037577233,1.1072546e-05
54,72,126,Xe,heavy_A_ge_121,1063.885725,3.78e-05,26.346106,1022.129794,26.346106,1022.129794,8.7820353,340.70993,0.0082546792,0.3202505,1,1,4.3042414e-06,1.1094481e-07
55,71,126,Cs,heavy_A_ge_121,1058.307680,0.0103572,26.040810,1018.333223,26.040810,1018.333223,8.68027,339.44441,0.0082020287,0.32074265,1,1,0.0011931887,3.0512213e-05
56,70,126,Ba,heavy_A_ge_121,1055.844556,0.0124992,17.222454,1009.528028,17.222454,1009.528028,5.740818,336.50934,0.005437181,0.31871106,1,1,0.0021772507,3.7143694e-05
57,69,126,La,heavy_A_ge_121,1047.365777,0.0905058,43.859867,1024.154354,43.859867,1024.154354,14.619956,341.38478,0.013958787,0.32594609,1,1,0.006190566,0.00026511375
58,68,126,Ce,heavy_A_ge_121,1042.430521,0.0279468,49.759237,1024.154102,49.759237,1024.154102,16.586412,341.3847,0.015911288,0.32748916,1,1,0.0016849213,8.1863071e-05
59,67,126,Pr,heavy_A_ge_121,1031.184000,0.252,61.431319,1024.154179,61.431319,1024.154179,20.477106,341.38473,0.019857859,0.33106092,1,1,0.012306426,0.00073817011
60,66,126,Nd,heavy_A_ge_121,1023.372000,0.252,70.908202,1024.154625,70.908202,1024.154625,23.636067,341.38487,0.023096262,0.33358825,1,1,0.010661672,0.00073816979
61,65,126,Pm,heavy_A_ge_121,1009.008000,0.504,86.157397,1024.155000,86.157397,1024.155000,28.719132,341.385,0.02846274,0.33833726,1,1,0.017549277,0.001476339
45,82,127,Rh,heavy_A_ge_121,1023.620000,0.635,93.970888,1033.153093,93.970888,1033.153093,31.323629,344.38436,0.030600838,0.33643771,1,1,0.020272236,0.00184387
46,81,127,Pd,heavy_A_ge_121,1036.320000,0.508,79.828272,1033.152456,79.828272,1033.152456,26.609424,344.38415,0.025676841,0.33231449,1,1,0.019090981,0.0014750969
47,80,127,Ag,heavy_A_ge_121,1046.988000,0.254,67.462368,1033.152716,67.462368,1033.152716,22.487456,344.38424,0.021478237,0.32892854,1,1,0.011295186,0.00073754827
48,79,127,Cd,heavy_A_ge_121,1056.245932,0.0061976,56.871579,1033.152280,56.871579,1033.152280,18.957193,344.38409,0.017947707,0.32604537,1,1,0.00032692604,1.7996185e-05
49,78,127,In,heavy_A_ge_121,1063.602292,0.0100076,82.176883,1059.761483,82.176883,1059.761483,27.392294,353.25383,0.025754264,0.33212962,1,1,0.00036534362,2.8329771e-05
50,77,127,Sn,heavy_A_ge_121,1069.409621,0.0092202,70.661709,1056.298069,70.661709,1056.298069,23.553903,352.09936,0.022025146,0.32924648,1,1,0.00039145105,2.6186359e-05
51,76,127,Sb,heavy_A_ge_121,1071.855997,0.00508,35.755554,1033.152438,35.755554,1033.152438,11.918518,344.38415,0.011119514,0.32129703,1,1,0.00042622749,1.4750969e-05
52,75,127,Te,heavy_A_ge_121,1072.655843,0.0013716,32.268954,1033.152940,32.268954,1033.152940,10.756318,344.38431,0.010027744,0.3210576,1,1,0.00012751575,3.9827598e-06
53,74,127,I,heavy_A_ge_121,1072.576214,0.0036195,39.288700,1040.007747,39.288700,1040.007747,13.096233,346.66925,0.012210072,0.32321176,1,1,0.00027637718,1.0440788e-05
54,73,127,Xe,heavy_A_ge_121,1071.131538,0.0040894,31.298907,1033.685499,31.298907,1033.685499,10.432969,344.56183,0.009740138,0.32168022,1,1,0.00039196896,1.1868407e-05
55,72,127,Cs,heavy_A_ge_121,1068.268336,0.0055753,27.014293,1028.859763,27.014293,1028.859763,9.0047643,342.95325,0.0084293094,0.32103662,1,1,0.00061915002,1.6256734e-05
56,71,127,Ba,heavy_A_ge_121,1064.063912,0.0113538,22.004523,1022.038099,22.004523,1022.038099,7.334841,340.67937,0.0068932335,0.32016814,1,1,0.0015479272,3.3326938e-05
57,70,127,La,heavy_A_ge_121,1058.359732,0.0259969,41.470905,1033.153214,41.470905,1033.153214,13.823635,344.3844,0.013061377,0.32539447,1,1,0.0018806124,7.5488029e-05
58,69,127,Ce,heavy_A_ge_121,1051.660609,0.0288798,48.638166,1033.152703,48.638166,1033.152703,16.212722,344.38423,0.015416306,0.32746709,1,1,0.0017813048,8.385924e-05
59,68,127,Pr,heavy_A_ge_121,1043.432000,0.254,57.582135,1033.153087,57.582135,1033.153087,19.194045,344.38436,0.018395109,0.33004965,1,1,0.013233271,0.00073754801
60,67,127,Nd,heavy_A_ge_121,1034.034000,0.254,68.301233,1033.152786,68.301233,1033.152786,22.767078,344.38426,0.022017726,0.33304926,1,1,0.01115646,0.00073754822
61,66,127,Pm,heavy_A_ge_121,1022.604000,0.381,80.797408,1033.153751,80.797408,1033.153751,26.932469,344.38458,0.026337145,0.33677219,1,1,0.014146493,0.0011063213
45,83,128,Rh,heavy_A_ge_121,1025.280000,0.256,101.458690,1042.151223,101.458690,1042.151223,33.819563,347.38374,0.032985685,0.33881841,1,1,0.0075695832,0.0007369372
46,82,128,Pd,heavy_A_ge_121,1041.536000,0.512,84.775617,1042.150414,84.775617,1042.150414,28.258539,347.38347,0.027131601,0.33352997,1,1,0.018118417,0.0014738755
47,81,128,Ag,heavy_A_ge_121,1051.008000,0.256,73.809604,1042.150528,73.809604,1042.150528,24.603201,347.38351,0.023409148,0.33052413,1,1,0.01040515,0.00073693769
48,80,128,Cd,heavy_A_ge_121,1062.814298,0.0064384,60.654307,1042.150674,60.654307,1042.150674,20.218102,347.38356,0.019023175,0.32685254,1,1,0.0003184473,1.853398e-05
49,79,128,In,heavy_A_ge_121,1068.983821,0.0013184,53.214245,1042.149917,53.214245,1042.149917,17.738082,347.38331,0.016593405,0.32496592,1,1,7.4325963e-05,3.7952313e-06
50,78,128,Sn,heavy_A_ge_121,1077.372787,0.0176768,75.766915,1067.322697,75.766915,1067.322697,25.255638,355.77423,0.023441875,0.33022389,1,1,0.000699915,4.9685442e-05
51,77,128,Sb,heavy_A_ge_121,1077.858867,0.0187904,39.673129,1042.149908,39.673129,1042.149908,13.224376,347.3833,0.012269117,0.32229016,1,1,0.0014208912,5.4091258e-05
52,76,128,Te,heavy_A_ge_121,1081.440461,0.000704,51.566721,1056.278309,51.566721,1056.278309,17.188907,352.09277,0.015894455,0.32557758,1,1,4.0956647e-05,1.999473e-06
53,75,128,I,heavy_A_ge_121,1079.402355,0.0036224,33.186491,1042.150735,33.186491,1042.150735,11.062164,347.38358,0.010248415,0.32182955,1,1,0.00032745854,1.0427666e-05
54,74,128,Xe,heavy_A_ge_121,1080.742502,3.84e-05,34.497852,1045.212938,34.497852,1045.212938,11.499284,348.40431,0.01064017,0.32237495,1,1,3.3393383e-06,1.1021678e-07
55,73,128,Cs,heavy_A_ge_121,1076.031398,0.005376,32.833906,1041.425792,32.833906,1041.425792,10.944635,347.14193,0.010171297,0.3226132,1,1,0.00049119955,1.5486461e-05
56,72,128,Ba,heavy_A_ge_121,1074.686438,0.0016128,22.944467,1032.847251,22.944467,1032.847251,7.6481557,344.28242,0.0071166392,0.32035616,1,1,0.00021087437,4.6845262e-06
57,71,128,La,heavy_A_ge_121,1067.160371,0.0544512,41.372184,1042.150431,41.372184,1042.150431,13.790728,347.38348,0.012922826,0.32552134,1,1,0.003948392,0.00015674666
58,70,128,Ce,heavy_A_ge_121,1063.286515,0.0279424,45.851126,1042.150711,45.851126,1042.150711,15.283709,347.38357,0.014374027,0.3267074,1,1,0.0018282474,8.0436734e-05
59,69,128,Pr,heavy_A_ge_121,1053.301005,0.0298112,56.045801,1042.150586,56.045801,1042.150586,18.681934,347.38353,0.017736557,0.32980461,1,1,0.0015957235,8.5816389e-05
60,68,128,Nd,heavy_A_ge_121,1046.656000,0.256,64.051491,1042.150793,64.051491,1042.150793,21.350497,347.3836,0.020398772,0.33189854,1,1,0.011990353,0.0007369375
61,67,128,Pm,heavy_A_ge_121,1033.600000,0.256,77.772433,1042.150114,77.772433,1042.150114,25.924144,347.38337,0.025081409,0.33609072,1,1,0.0098749643,0.00073693798
62,66,128,Sm,heavy_A_ge_121,1023.744000,0.512,89.305249,1042.150626,89.305249,1042.150626,29.768416,347.38354,0.029077989,0.33932657,1,1,0.017199437,0.0014738752
46,83,129,Pd,heavy_A_ge_121,1043.094000,0.645,91.891819,1051.147030,91.891819,1051.147030,30.630606,350.38234,0.029365145,0.33590678,1,1,0.02105737,0.0018408462
47,82,129,Ag,heavy_A_ge_121,1056.252000,0.387,78.381979,1051.147244,78.381979,1051.147244,26.127326,350.38241,0.024735883,0.33172237,1,1,0.014812078,0.0011045075
48,81,129,Cd,heavy_A_ge_121,1066.769512,0.0053148,66.623160,1051.147283,66.623160,1051.147283,22.20772,350.38243,0.02081773,0.32845186,1,1,0.00023932218,1.5168569e-05
49,80,129,In,heavy_A_ge_121,1075.699911,0.0019737,56.615549,1051.147333,56.615549,1051.147333,18.87185,350.38244,0.017543787,0.32572508,1,1,0.00010458434,5.6329877e-06
50,79,129,Sn,heavy_A_ge_121,1082.673277,0.0172731,84.472173,1079.435673,84.472173,1079.435673,28.157391,359.81189,0.026007284,0.33233654,1,1,0.00061344817,4.8005918e-05
51,78,129,Sb,heavy_A_ge_121,1085.929714,0.0212205,41.854213,1051.147728,41.854213,1051.147728,13.951404,350.38258,0.012847428,0.32265677,1,1,0.0015210297,6.0563799e-05
52,77,129,Te,heavy_A_ge_121,1087.522864,0.0007095,37.099640,1051.147225,37.099640,1051.147225,12.366547,350.38241,0.011371298,0.32218395,1,1,5.7372524e-05,2.0249304e-06
53,76,129,I,heavy_A_ge_121,1088.242813,0.0031476,34.097010,1051.147468,34.097010,1051.147468,11.36567,350.38249,0.010444057,0.32197087,1,1,0.00027693924,8.9833256e-06
54,75,129,Xe,heavy_A_ge_121,1087.649362,3.87e-05,40.822414,1057.441213,40.822414,1057.441213,13.607471,352.4804,0.012510899,0.3240754,1,1,2.8440258e-06,1.0979334e-07
55,74,129,Cs,heavy_A_ge_121,1085.669999,0.0045537,34.534860,1052.087907,34.534860,1052.087907,11.51162,350.69597,0.01060324,0.32302262,1,1,0.00039557421,1.2984751e-05
56,73,129,Ba,heavy_A_ge_121,1082.449462,0.0105006,28.048994,1045.169970,28.048994,1045.169970,9.3496647,348.38999,0.0086375069,0.32185335,1,1,0.0011230991,3.0140361e-05
57,72,129,La,heavy_A_ge_121,1077.929792,0.0213495,39.597550,1051.147528,39.597550,1051.147528,13.199183,350.38251,0.012244938,0.32505133,1,1,0.0016174864,6.093198e-05
58,71,129,Ce,heavy_A_ge_121,1072.111402,0.0279414,45.350556,1051.147423,45.350556,1051.147423,15.116852,350.38247,0.014100076,0.32681536,1,1,0.001848361,7.9745427e-05
59,70,129,Pr,heavy_A_ge_121,1064.815123,0.0298119,52.854693,1051.147250,52.854693,1051.147250,17.618231,350.38242,0.016545812,0.3290547,1,1,0.0016921052,8.5083893e-05
60,69,129,Nd,heavy_A_ge_121,1056.639000,0.258,62.109751,1051.146802,62.109751,1051.146802,20.70325,350.38227,0.019593494,0.33160073,1,1,0.012461811,0.00073633863
61,68,129,Pm,heavy_A_ge_121,1046.706000,0.258,73.117142,1051.147490,73.117142,1051.147490,24.372381,350.3825,0.023284839,0.33474777,1,1,0.010585753,0.00073633815
62,67,129,Sm,heavy_A_ge_121,1034.967000,0.516,85.875007,1051.147455,85.875007,1051.147455,28.625002,350.38249,0.027657889,0.3385446,1,1,0.018026199,0.0014726764
46,84,130,Pd,heavy_A_ge_121,1045.980000,0.26,97.228718,1060.143720,97.228718,1060.143720,32.409573,353.38124,0.030984888,0.33784703,1,1,0.0080223211,0.0007357493
47,83,130,Ag,heavy_A_ge_121,1058.460000,0.39,85.120477,1060.143436,85.120477,1060.143436,28.373492,353.38115,0.026806391,0.33386349,1,1,0.013745224,0.0011036242
48,82,130,Cd,heavy_A_ge_121,1072.836284,0.02236,70.830557,1060.144509,70.830557,1060.144509,23.610186,353.3815,0.022007259,0.32938996,1,1,0.00094704888,6.3274393e-05
49,81,130,In,heavy_A_ge_121,1080.842880,0.001794,62.199763,1060.143337,62.199763,1060.143337,20.733254,353.38111,0.019182487,0.32694957,1,1,8.6527661e-05,5.076672e-06
50,80,130,Sn,heavy_A_ge_121,1090.286210,0.001872,89.005704,1089.671158,89.005704,1089.671158,29.668568,363.22372,0.027211725,0.33314529,1,1,6.309708e-05,5.1538484e-06
51,79,130,Sb,heavy_A_ge_121,1091.657333,0.014209,46.235911,1060.143429,46.235911,1060.143429,15.41197,353.38114,0.014117956,0.32371068,1,1,0.00092194571,4.020871e-05
52,78,130,Te,heavy_A_ge_121,1095.942263,3.9e-05,62.833172,1078.993398,62.833172,1078.993398,20.944391,359.66447,0.019110852,0.3281783,1,1,1.8620737e-06,1.084344e-07
53,77,130,I,heavy_A_ge_121,1094.743143,0.003159,37.228659,1060.143452,37.228659,1060.143452,12.409553,353.38115,0.011335584,0.32279823,1,1,0.00025456195,8.9393563e-06
54,76,130,Xe,heavy_A_ge_121,1096.905082,3.9e-05,44.077005,1068.602895,44.077005,1068.602895,14.692335,356.20096,0.013394354,0.32473271,1,1,2.6544453e-06,1.0948875e-07
55,75,130,Cs,heavy_A_ge_121,1093.142024,0.008359,40.104039,1064.042044,40.104039,1064.042044,13.368013,354.68068,0.012228981,0.32445984,1,1,0.00062529861,2.3567678e-05
56,74,130,Ba,heavy_A_ge_121,1092.716690,0.000286,30.126923,1056.436006,30.126923,1056.436006,10.042308,352.14534,0.0091902208,0.32226591,1,1,2.847951e-05,8.1216467e-07
57,73,130,La,heavy_A_ge_121,1086.304947,0.025948,40.084760,1060.144090,40.084760,1060.144090,13.361587,353.38136,0.012300033,0.32530586,1,1,0.0019419849,7.3427755e-05
58,72,130,Ce,heavy_A_ge_121,1083.318132,0.02795,43.184318,1060.142965,43.184318,1060.142965,14.394773,353.38099,0.013287669,0.32620241,1,1,0.0019416771,7.9093106e-05
59,71,130,Pr,heavy_A_ge_121,1074.288345,0.064272,51.946995,1060.143588,51.946995,1060.143588,17.315665,353.3812,0.016118266,0.32894446,1,1,0.0037117835,0.00018187725
60,70,130,Nd,heavy_A_ge_121,1068.926768,0.02795,58.526063,1060.143637,58.526063,1060.143637,19.508688,353.38121,0.018250724,0.33059441,1,1,0.001432695,7.9093056e-05
61,69,130,Pm,heavy_A_ge_121,1057.030000,0.26,70.766409,1060.143594,70.766409,1060.143594,23.588803,353.3812,0.022316115,0.3343152,1,1,0.011022179,0.00073574939
62,68,130,Sm,heavy_A_ge_121,1048.450000,0.39,80.824588,1060.144419,80.824588,1060.144419,26.941529,353.38147,0.025696532,0.33705134,1,1,0.014475793,0.0011036232
63,67,130,Eu,heavy_A_ge_121,1033.500000,0.52,96.542860,1060.143967,96.542860,1060.143967,32.180953,353.38132,0.031137836,0.34192678,1,1,0.016158626,0.0014714983
46,85,131,Pd,heavy_A_ge_121,1047.083000,0.262,104.710432,1069.139110,104.710432,1069.139110,34.903477,356.3797,0.033334012,0.34035478,1,1,0.0075064154,0.00073517094
47,84,131,Ag,heavy_A_ge_121,1061.362000,0.524,90.090762,1069.139138,90.090762,1069.139138,30.030254,356.37971,0.028294073,0.33577584,1,1,0.01744907,0.0014703418
48,83,131,Cd,heavy_A_ge_121,1075.001772,0.0192439,77.198896,1069.139651,77.198896,1069.139651,25.732965,356.37988,0.023937603,0.33151562,1,1,0.00074783064,5.3998278e-05
49,82,131,In,heavy_A_ge_121,1087.032026,0.0022008,66.032807,1069.138623,66.032807,1069.138623,22.010936,356.37954,0.020248654,0.3278464,1,1,9.9986663e-05,6.1754387e-06
50,81,131,Sn,heavy_A_ge_121,1095.489897,0.0036156,96.602695,1100.597718,96.602695,1100.597718,32.200898,366.86591,0.029394062,0.33488753,1,1,0.00011228258,9.8553721e-06
51,80,131,Sb,heavy_A_ge_121,1099.424377,0.0020829,48.884665,1069.138648,48.884665,1069.138648,16.294888,356.37955,0.014821291,0.32415103,1,1,0.00012782536,5.8446115e-06
52,79,131,Te,heavy_A_ge_121,1101.871641,6.55e-05,42.902430,1069.139519,42.902430,1069.139519,14.30081,356.37984,0.012978653,0.32343136,1,1,4.5801601e-06,1.8379266e-07
53,78,131,I,heavy_A_ge_121,1103.320999,0.0006026,38.646312,1069.139189,38.646312,1069.139189,12.882104,356.37973,0.011675753,0.32300639,1,1,4.6778073e-05,1.690893e-06
54,77,131,Xe,heavy_A_ge_121,1103.509508,3.93e-05,51.339768,1081.182806,51.339768,1081.182806,17.113256,360.39427,0.015508028,0.32658918,1,1,2.2964654e-06,1.0904724e-07
55,76,131,Cs,heavy_A_ge_121,1102.369153,0.0001834,43.238109,1075.417820,43.238109,1075.417820,14.412703,358.47261,0.013074298,0.32518382,1,1,1.2724886e-05,5.116151e-07
56,75,131,Ba,heavy_A_ge_121,1100.210194,0.0004192,35.849669,1068.826914,35.849669,1068.826914,11.94989,356.27564,0.010861461,0.32382507,1,1,3.5079822e-05,1.1766171e-06
57,74,131,La,heavy_A_ge_121,1096.518156,0.0279423,38.896293,1069.139139,38.896293,1069.139139,12.965431,356.37971,0.011824183,0.32501032,1,1,0.0021551385,7.8405978e-05
58,73,131,Ce,heavy_A_ge_121,1091.674994,0.0328024,43.277064,1069.139107,43.277064,1069.139107,14.425688,356.3797,0.01321427,0.3264522,1,1,0.0022738881,9.2043401e-05
59,72,131,Pr,heavy_A_ge_121,1085.484851,0.0469897,49.384858,1069.138779,49.384858,1069.138779,16.461619,356.37959,0.015165223,0.32831374,1,1,0.0028545005,0.00013185295
60,71,131,Nd,heavy_A_ge_121,1078.169890,0.0275231,57.220808,1069.139290,57.220808,1069.139290,19.073603,356.37976,0.017690721,0.33054138,1,1,0.0014429943,7.7229694e-05
61,70,131,Pm,heavy_A_ge_121,1069.353000,0.262,66.783041,1069.138765,66.783041,1069.138765,22.261014,356.37959,0.020817273,0.33326655,1,1,0.011769455,0.00073517117
62,69,131,Sm,heavy_A_ge_121,1059.135000,0.393,78.073370,1069.139018,78.073370,1069.139018,26.024457,356.37967,0.024571425,0.33648182,1,1,0.01510118,0.0011027565
63,68,131,Eu,heavy_A_ge_121,1047.476000,0.393,91.090718,1069.138972,91.090718,1069.138972,30.363573,356.37966,0.028987368,0.34022704,1,1,0.012943141,0.0011027565
47,85,132,Ag,heavy_A_ge_121,1062.996000,0.528,97.202911,1078.134082,97.202911,1078.134082,32.40097,359.37803,0.030480802,0.33808032,1,1,0.016295808,0.001469205
48,84,132,Cd,heavy_A_ge_121,1078.326757,0.0600732,81.809788,1078.133660,81.809788,1078.133660,27.269929,359.37789,0.025289115,0.33327364,1,1,0.00220291,0.00016715887
49,83,132,In,heavy_A_ge_121,1089.490538,0.0600336,72.024649,1078.133202,72.024649,1078.133202,24.008216,359.37773,0.022036186,0.32985852,1,1,0.0025005439,0.00016704875
50,82,132,Sn,heavy_A_ge_121,1102.843183,0.00198,103.984861,1112.717757,103.984861,1112.717757,34.66162,370.90592,0.031429328,0.33631791,1,1,5.71237e-05,5.3382809e-06
51,81,132,Sb,heavy_A_ge_121,1105.149566,0.0024684,53.709747,1078.133102,53.709747,1078.133102,17.903249,359.3777,0.016199843,0.32518467,1,1,0.00013787442,6.8685397e-06
52,80,132,Te,heavy_A_ge_121,1109.920139,0.0034848,75.104921,1101.778689,75.104921,1101.778689,25.034974,367.25956,0.022555653,0.33088828,1,1,0.00013919727,9.4886569e-06
53,79,132,I,heavy_A_ge_121,1109.653090,0.0040656,42.257248,1078.132827,42.257248,1078.132827,14.085749,359.37761,0.012693831,0.32386483,1,1,0.00028863214,1.1312892e-05
54,78,132,Xe,heavy_A_ge_121,1112.446223,3.96e-05,54.875210,1092.173981,54.875210,1092.173981,18.291737,364.05799,0.016442805,0.32725896,1,1,2.164912e-06,1.0877388e-07
55,77,132,Cs,heavy_A_ge_121,1109.537590,0.0010428,50.555852,1088.359168,50.555852,1088.359168,16.851951,362.78639,0.015188265,0.3269708,1,1,6.1880077e-05,2.8744188e-06
56,76,132,Ba,heavy_A_ge_121,1110.037460,0.001056,38.790328,1080.352222,38.790328,1080.352222,12.930109,360.11741,0.011648354,0.32441915,1,1,8.1669843e-05,2.932377e-06
57,75,132,La,heavy_A_ge_121,1104.543779,0.0363528,39.940815,1078.133104,39.940815,1078.133104,13.313605,359.3777,0.012053488,0.32536302,1,1,0.0027305001,0.00010115486
58,74,132,Ce,heavy_A_ge_121,1102.506544,0.0204072,41.705425,1078.133968,41.705425,1078.133968,13.901808,359.37799,0.012609275,0.3259645,1,1,0.0014679529,5.678478e-05
59,73,132,Pr,heavy_A_ge_121,1094.482976,0.0288816,49.077176,1078.133951,49.077176,1078.133951,16.359059,359.37798,0.014946837,0.32835411,1,1,0.0017654806,8.0365524e-05
60,72,132,Nd,heavy_A_ge_121,1089.898973,0.0242088,28.332360,1057.360094,28.332360,1057.360094,9.44412,352.45336,0.0086651334,0.32338168,1,1,0.0025633728,6.8686534e-05
61,71,132,Pm,heavy_A_ge_121,1079.364000,0.132,65.075158,1078.133840,65.075158,1078.133840,21.691719,359.37795,0.02009676,0.33295343,1,1,0.0060852714,0.00036730134
62,70,132,Sm,heavy_A_ge_121,1072.104000,0.264,73.701262,1078.133619,73.701262,1078.133619,24.567087,359.37787,0.022914836,0.33520803,1,1,0.010746085,0.00073460282
63,69,132,Eu,heavy_A_ge_121,1058.376000,0.396,87.935922,1078.133933,87.935922,1078.133933,29.311974,359.37798,0.027695237,0.33955605,1,1,0.013509837,0.0011019039
47,86,133,Ag,heavy_A_ge_121,1065.729000,0.532,102.552819,1087.128264,102.552819,1087.128264,34.184273,362.37609,0.032075953,0.34002649,1,1,0.015562712,0.001468088
48,85,133,Cd,heavy_A_ge_121,1080.093000,0.266,88.559116,1087.127042,88.559116,1087.127042,29.519705,362.37568,0.027330707,0.33550415,1,1,0.0090109301,0.00073404484
49,84,133,In,heavy_A_ge_121,1092.861000,0.266,76.270603,1087.126867,76.270603,1087.126867,25.423534,362.37562,0.023263283,0.33158437,1,1,0.010462747,0.00073404496
50,83,133,Sn,heavy_A_ge_121,1105.241837,0.0019019,65.687249,1087.127707,65.687249,1087.127707,21.89575,362.3759,0.019810822,0.32787024,1,1,8.6861607e-05,5.2484174e-06
51,82,133,Sb,heavy_A_ge_121,1112.509117,0.0031255,56.807029,1087.127539,56.807029,1087.127539,18.935676,362.37585,0.017020693,0.32572843,1,1,0.0001650588,8.625023e-06
52,81,133,Te,heavy_A_ge_121,1115.740391,0.0020615,49.631321,1087.127738,49.631321,1087.127738,16.543774,362.37591,0.014827619,0.32478515,1,1,0.00012460881,5.6888439e-06
53,80,133,I,heavy_A_ge_121,1117.878207,0.0059052,44.159035,1087.127215,44.159035,1087.127215,14.719678,362.37574,0.013167515,0.32416388,1,1,0.00040117724,1.6295793e-05
54,79,133,Xe,heavy_A_ge_121,1118.882144,0.002394,63.304046,1105.304110,63.304046,1105.304110,21.101349,368.4347,0.018859313,0.32928821,1,1,0.00011345246,6.4977592e-06
