r_rg,N_metric_bar,N_phi_bar,N_total_bar,P0_linear,deltaP0,P0_full,delta_u,d_deltaP0_dr
24.84577861163227,3.444976846347175e-08,1.9216462390895457e-12,3.445169010971084e-08,1.0408574046210057,1.510910314439246e-06,1.0408589155313202,1.4516005853379421e-06,3.218414709766079e-07
25.03639774859287,3.340237015842424e-08,1.8087719137662573e-12,3.3404178930338e-08,1.0405408339216473,1.45064451731403e-06,1.0405422845661647,1.3941245349743947e-06,3.1054201937073334e-07
25.203189493433396,3.251836408228982e-08,1.716099317618798e-12,3.252008018160744e-08,1.0402678400832073,1.3996498392810002e-06,1.0402692397330466,1.345469737547289e-06,3.009844201852183e-07
25.36998123827392,3.1663409360450965e-08,1.6287341493726288e-12,3.166503809460034e-08,1.039998505986439,1.350224464310702e-06,1.0399998562109032,1.298293776361148e-06,2.9172274776426404e-07
25.536772983114446,3.083636783919168e-08,1.546340822168818e-12,3.0837914180013844e-08,1.0397327585367775,1.3023199190725869e-06,1.0397340608566965,1.2525517665146202e-06,2.8274646473316403e-07
25.727392120075045,2.992396550018906e-08,1.4578652463140057e-12,2.992542336543537e-08,1.0394333477792355,1.2493742103891757e-06,1.0394345971534458,1.201975539960598e-06,2.7282436902997787e-07
25.894183864915572,2.915314221816053e-08,1.385101376686594e-12,2.9154527319537217e-08,1.039175048773585,1.2045732695828307e-06,1.0391762533468545,1.159162330587049e-06,2.6442613796067206e-07
26.060975609756095,2.840697935770355e-08,1.3163977461558993e-12,2.8408295755449707e-08,1.0389201189842225,1.161151695373839e-06,1.038921280135918,1.1176519015831943e-06,2.562829043973987e-07
26.251594746716695,2.758321344704275e-08,1.2425308882787777e-12,2.7584455977931024e-08,1.03863281229593,1.1131625223746865e-06,1.0386339254584525,1.0717569411330952e-06,2.4727723042594993e-07
26.41838649155722,2.688677999096983e-08,1.181706899196039e-12,2.6887961697869026e-08,1.0383848838997398,1.072557880341022e-06,1.03838595645762,1.0329092256511352e-06,2.3965100408778644e-07
26.58517823639775,2.621218791048274e-08,1.1242120521685635e-12,2.6213312122534908e-08,1.0381401245129263,1.0332060826623357e-06,1.038141157719009,9.9524673417839e-07,2.322530719385697e-07
26.775797373358348,2.5466923875592494e-08,1.0623226306420909e-12,2.5467986198223136e-08,1.0378642025509712,9.897187483906053e-07,1.0378651922697195,9.536105725141408e-07,2.2406783578710105e-07
26.94258911819887,2.4836429528741715e-08,1.0113010518950227e-12,2.4837440829793617e-08,1.0376260325750861,9.529272384310387e-07,1.0376269855023246,9.183721022473779e-07,2.1713321062871363e-07
27.109380863039398,2.4225326392991244e-08,9.630197308132419e-13,2.422628941272206e-08,1.037390846953455,9.172751936362595e-07,1.0373917642286485,8.842133037353928e-07,2.1040336102405422e-07
27.299999999999997,2.3549756128458433e-08,9.109884645057866e-13,2.355066711692294e-08,1.0371256462609528,8.778822426386397e-07,1.0371265241431955,8.46456622009828e-07,2.0295402824685465e-07
27.466791744840524,2.2977849228842333e-08,8.68045249770649e-13,2.2978717274092102e-08,1.0368966697645614,8.445602866987501e-07,1.036897514324848,8.145073345025566e-07,1.9664013536487387e-07
27.633583489681047,2.242319811271723e-08,8.273659741224042e-13,2.2424025478691357e-08,1.0366705070380313,8.12276005433176e-07,1.0366713193140367,7.835427762309388e-07,1.905102566478031e-07
27.800375234521574,2.1885181765648157e-08,7.888187986796775e-13,2.1885970584446836e-08,1.0364471065380207,7.809992177475371e-07,1.0364478875372385,7.535347617410038e-07,1.8455830392480623e-07
27.990994371482174,2.1289912797280203e-08,7.472176290715623e-13,2.1290660014909275e-08,1.0361951095401636,7.464505887528217e-07,1.0361958559907523,7.203762234855859e-07,1.77966437965434e-07
28.1577861163227,2.078557010682879e-08,7.128335670563905e-13,2.0786282940395846e-08,1.0359774603006018,7.172356672012478e-07,1.035978177536269,6.923272431180738e-07,1.7237631701566544e-07
28.324577861163224,2.0296073531578163e-08,6.802192755867452e-13,2.029675375085375e-08,1.0357624192657688,6.889396952458342e-07,1.0357631082054641,6.651520207262562e-07,1.6694644839132425e-07
28.515196998123827,1.9754159996140604e-08,6.449840622326447e-13,1.9754804980202836e-08,1.0355197920763126,6.576929964732591e-07,1.0355204497693091,6.35132995696619e-07,1.60930459662606e-07
28.68198874296435,1.929474818345098e-08,6.158312750087377e-13,1.9295364014725987e-08,1.0353101845491741,6.312787531155569e-07,1.0353108158279272,6.0974823778287e-07,1.5582675139642763e-07
28.848780487804877,1.8848614230796065e-08,5.881525146729584e-13,1.8849202383310742e-08,1.0351030424454393,6.057036454096163e-07,1.0351036481490847,5.851624847036385e-07,1.50867615863014e-07
29.039399624765476,1.835441897794749e-08,5.582191761508483e-13,1.835497719712364e-08,1.0348692720772212,5.774720624207714e-07,1.0348698495492836,5.580143471739518e-07,1.4537115068793875e-07
29.206191369606003,1.7935219299799167e-08,5.334281961011575e-13,1.7935752727995268e-08,1.0346672687096345,5.536161746982345e-07,1.0346678223258092,5.350667246495355e-07,1.4070649689801572e-07
